C20005D_001E,C20005D_001EA,C20005D_001M,C20005D_001MA,C20005D_002E,C20005D_002EA,C20005D_002M,C20005D_002MA,C20005D_003E,C20005D_003EA,C20005D_003M,C20005D_003MA,C20005D_004E,C20005D_004EA,C20005D_004M,C20005D_004MA,C20005D_005E,C20005D_005EA,C20005D_005M,C20005D_005MA,C20005D_006E,C20005D_006EA,C20005D_006M,C20005D_006MA,C20005D_007E,C20005D_007EA,C20005D_007M,C20005D_007MA,C20005D_008E,C20005D_008EA,C20005D_008M,C20005D_008MA,C20005D_009E,C20005D_009EA,C20005D_009M,C20005D_009MA,C20005D_010E,C20005D_010EA,C20005D_010M,C20005D_010MA,C20005D_011E,C20005D_011EA,C20005D_011M,C20005D_011MA,C20005D_012E,C20005D_012EA,C20005D_012M,C20005D_012MA,C20005D_013E,C20005D_013EA,C20005D_013M,C20005D_013MA,C20005D_014E,C20005D_014EA,C20005D_014M,C20005D_014MA,C20005D_015E,C20005D_015EA,C20005D_015M,C20005D_015MA,C20005D_016E,C20005D_016EA,C20005D_016M,C20005D_016MA,C20005D_017E,C20005D_017EA,C20005D_017M,C20005D_017MA,C20005D_018E,C20005D_018EA,C20005D_018M,C20005D_018MA,C20005D_019E,C20005D_019EA,C20005D_019M,C20005D_019MA,C20005D_020E,C20005D_020EA,C20005D_020M,C20005D_020MA,C20005D_021E,C20005D_021EA,C20005D_021M,C20005D_021MA,C20005D_022E,C20005D_022EA,C20005D_022M,C20005D_022MA,C20005D_023E,C20005D_023EA,C20005D_023M,C20005D_023MA,C20005D_024E,C20005D_024EA,C20005D_024M,C20005D_024MA,C20005D_025E,C20005D_025EA,C20005D_025M,C20005D_025MA,C20005D_026E,C20005D_026EA,C20005D_026M,C20005D_026MA,C20005D_027E,C20005D_027EA,C20005D_027M,C20005D_027MA,C20005D_028E,C20005D_028EA,C20005D_028M,C20005D_028MA,C20005D_029E,C20005D_029EA,C20005D_029M,C20005D_029MA,C20005D_030E,C20005D_030EA,C20005D_030M,C20005D_030MA,C20005D_031E,C20005D_031EA,C20005D_031M,C20005D_031MA,C20005D_032E,C20005D_032EA,C20005D_032M,C20005D_032MA,C20005D_033E,C20005D_033EA,C20005D_033M,C20005D_033MA,C20005D_034E,C20005D_034EA,C20005D_034M,C20005D_034MA,C20005D_035E,C20005D_035EA,C20005D_035M,C20005D_035MA,C20005D_036E,C20005D_036EA,C20005D_036M,C20005D_036MA,C20005D_037E,C20005D_037EA,C20005D_037M,C20005D_037MA,C20005D_038E,C20005D_038EA,C20005D_038M,C20005D_038MA,C20005D_039E,C20005D_039EA,C20005D_039M,C20005D_039MA,GEO_ID,NAME,state
521150,null,3249,null,257453,null,1943,null,165767,null,3739,null,45,null,74,null,165722,null,3739,null,1862,null,760,null,6864,null,1531,null,14423,null,2164,null,32452,null,2947,null,34070,null,3076,null,76051,null,3682,null,91686,null,3717,null,44112,null,2945,null,47574,null,2835,null,15500,null,1796,null,8014,null,1319,null,6564,null,1144,null,6793,null,1328,null,5509,null,1525,null,5194,null,975,null,263697,null,2038,null,109583,null,3427,null,0,null,277,null,109583,null,3427,null,1023,null,478,null,9197,null,1690,null,11469,null,1736,null,26334,null,2318,null,24683,null,2594,null,36877,null,2626,null,154114,null,3952,null,96637,null,3463,null,57477,null,3467,null,23755,null,2168,null,12371,null,1671,null,6487,null,1216,null,5541,null,1138,null,4576,null,1126,null,4747,null,1055,null,0400000US34,New Jersey,34
20626,null,1195,null,9153,null,851,null,5080,null,805,null,0,null,279,null,5080,null,805,null,0,null,279,null,611,null,408,null,1325,null,611,null,787,null,337,null,715,null,360,null,1642,null,478,null,4073,null,781,null,1988,null,655,null,2085,null,671,null,798,null,442,null,719,null,373,null,90,null,109,null,0,null,279,null,128,null,191,null,350,null,412,null,11473,null,884,null,3302,null,860,null,0,null,279,null,3302,null,860,null,0,null,279,null,499,null,360,null,844,null,464,null,1227,null,610,null,448,null,339,null,284,null,220,null,8171,null,1018,null,4671,null,893,null,3500,null,752,null,1531,null,526,null,1123,null,517,null,424,null,269,null,371,null,306,null,51,null,101,null,0,null,279,null,0400000US35,New Mexico,35
1102401,null,6374,null,540217,null,3963,null,289262,null,6512,null,0,null,277,null,289262,null,6512,null,7881,null,1311,null,36749,null,3959,null,42787,null,3408,null,66210,null,4347,null,60978,null,4200,null,74657,null,4196,null,250955,null,7119,null,132243,null,5437,null,118712,null,6051,null,49797,null,4013,null,27747,null,3184,null,17164,null,2391,null,12055,null,1728,null,5943,null,1312,null,6006,null,1012,null,562184,null,4022,null,211637,null,6672,null,0,null,277,null,211637,null,6672,null,7792,null,1432,null,25516,null,2483,null,27434,null,2825,null,54761,null,3649,null,45743,null,3676,null,50391,null,3176,null,350547,null,6108,null,224623,null,5892,null,125924,null,4176,null,64569,null,3437,null,24210,null,2260,null,12218,null,2042,null,11178,null,1658,null,8427,null,1373,null,5322,null,1054,null,0400000US36,New York,36
132399,null,2685,null,61815,null,2089,null,35352,null,2300,null,0,null,289,null,35352,null,2300,null,288,null,255,null,3532,null,979,null,5947,null,1247,null,7053,null,1293,null,6997,null,1390,null,11535,null,1548,null,26463,null,2549,null,10531,null,1623,null,15932,null,2363,null,7773,null,1806,null,4143,null,1433,null,1308,null,546,null,771,null,347,null,1524,null,696,null,413,null,286,null,70584,null,2049,null,27677,null,2261,null,0,null,289,null,27677,null,2261,null,923,null,438,null,6118,null,1346,null,6822,null,1219,null,6464,null,1181,null,4387,null,851,null,2963,null,831,null,42907,null,2199,null,23443,null,1872,null,19464,null,2175,null,10831,null,1665,null,3729,null,1035,null,1594,null,525,null,1643,null,635,null,1162,null,530,null,505,null,325,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
139888,null,2604,null,67722,null,2036,null,39499,null,2267,null,0,null,265,null,39499,null,2267,null,394,null,309,null,1654,null,604,null,6663,null,1633,null,8111,null,1404,null,8541,null,1398,null,14136,null,1791,null,28223,null,2376,null,12050,null,1895,null,16173,null,1696,null,8723,null,1419,null,2199,null,936,null,1623,null,686,null,1780,null,755,null,565,null,317,null,1283,null,821,null,72166,null,1747,null,26824,null,2084,null,0,null,265,null,26824,null,2084,null,573,null,314,null,4345,null,878,null,5375,null,1029,null,7144,null,1262,null,4368,null,885,null,5019,null,935,null,45342,null,2185,null,26729,null,2234,null,18613,null,1699,null,9297,null,1388,null,4926,null,1104,null,1414,null,454,null,1737,null,618,null,876,null,455,null,363,null,239,null,0400000US39,Ohio,39
50139,null,2005,null,23281,null,1390,null,11610,null,1428,null,0,null,248,null,11610,null,1428,null,191,null,150,null,1165,null,558,null,1785,null,688,null,3618,null,993,null,2557,null,692,null,2294,null,800,null,11671,null,1638,null,3819,null,891,null,7852,null,1647,null,4171,null,1376,null,1394,null,607,null,1131,null,651,null,436,null,274,null,387,null,343,null,333,null,272,null,26858,null,1429,null,9762,null,1334,null,0,null,248,null,9762,null,1334,null,367,null,282,null,2579,null,734,null,2602,null,842,null,2521,null,695,null,982,null,435,null,711,null,407,null,17096,null,1548,null,9533,null,1405,null,7563,null,1166,null,4208,null,1089,null,2163,null,866,null,462,null,299,null,413,null,304,null,189,null,205,null,128,null,203,null,0400000US40,Oklahoma,40
104743,null,2660,null,46948,null,1765,null,26409,null,1797,null,0,null,275,null,26409,null,1797,null,357,null,335,null,2059,null,794,null,3328,null,1208,null,6911,null,1454,null,4595,null,949,null,9159,null,1336,null,20539,null,2254,null,10082,null,1932,null,10457,null,1579,null,3820,null,816,null,2186,null,801,null,1183,null,558,null,1945,null,1005,null,880,null,481,null,443,null,279,null,57795,null,1821,null,21782,null,1762,null,0,null,275,null,21782,null,1762,null,705,null,628,null,3156,null,928,null,5417,null,1022,null,5849,null,1368,null,3962,null,972,null,2693,null,747,null,36013,null,2139,null,20129,null,1899,null,15884,null,1906,null,7466,null,1473,null,3809,null,980,null,2597,null,888,null,1041,null,525,null,814,null,505,null,157,null,178,null,0400000US41,Oregon,41
232968,null,2922,null,113496,null,1914,null,62450,null,2591,null,0,null,242,null,62450,null,2591,null,1730,null,686,null,4985,null,994,null,7895,null,1244,null,19028,null,2244,null,10527,null,1540,null,18285,null,1907,null,51046,null,2597,null,24365,null,2291,null,26681,null,2559,null,11602,null,1593,null,5393,null,1147,null,2747,null,874,null,3729,null,1089,null,1692,null,596,null,1518,null,557,null,119472,null,1840,null,44466,null,2400,null,0,null,242,null,44466,null,2400,null,1660,null,638,null,6118,null,1169,null,8846,null,1514,null,10052,null,1203,null,9324,null,1369,null,8466,null,1337,null,75006,null,2637,null,43264,null,2823,null,31742,null,2410,null,16341,null,1427,null,6531,null,1111,null,3274,null,831,null,1994,null,628,null,2624,null,809,null,978,null,326,null,0400000US42,Pennsylvania,42
24219,null,1097,null,10169,null,790,null,4311,null,883,null,0,null,287,null,4311,null,883,null,60,null,98,null,259,null,252,null,342,null,274,null,1218,null,660,null,1433,null,540,null,999,null,542,null,5858,null,1150,null,3107,null,844,null,2751,null,860,null,1258,null,479,null,642,null,553,null,240,null,317,null,396,null,371,null,215,null,260,null,0,null,287,null,14050,null,890,null,4129,null,1032,null,0,null,287,null,4129,null,1032,null,259,null,254,null,531,null,443,null,1120,null,674,null,1576,null,721,null,151,null,228,null,492,null,338,null,9921,null,1100,null,6509,null,1046,null,3412,null,813,null,1783,null,574,null,716,null,471,null,260,null,330,null,170,null,188,null,483,null,317,null,0,null,287,null,0400000US44,Rhode Island,44
39391,null,1767,null,17471,null,1555,null,10557,null,1225,null,0,null,287,null,10557,null,1225,null,310,null,227,null,1640,null,683,null,1675,null,563,null,1801,null,727,null,2252,null,766,null,2879,null,632,null,6914,null,1253,null,2652,null,670,null,4262,null,1036,null,1918,null,759,null,961,null,530,null,600,null,338,null,337,null,275,null,317,null,302,null,129,null,128,null,21920,null,1223,null,7735,null,1189,null,0,null,287,null,7735,null,1189,null,155,null,187,null,1667,null,569,null,1940,null,728,null,1970,null,690,null,1138,null,462,null,865,null,494,null,14185,null,1445,null,8262,null,1329,null,5923,null,1126,null,2636,null,748,null,2013,null,898,null,211,null,201,null,746,null,412,null,195,null,203,null,122,null,202,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
63286,null,2042,null,30057,null,1285,null,18876,null,1510,null,0,null,281,null,18876,null,1510,null,243,null,205,null,1622,null,695,null,3120,null,866,null,4733,null,1000,null,2834,null,808,null,6324,null,1286,null,11181,null,1442,null,4618,null,1097,null,6563,null,1218,null,2562,null,767,null,2123,null,774,null,733,null,382,null,266,null,191,null,516,null,404,null,363,null,260,null,33229,null,1647,null,13501,null,1677,null,0,null,281,null,13501,null,1677,null,193,null,185,null,2069,null,1021,null,4391,null,1206,null,3488,null,845,null,1786,null,525,null,1574,null,542,null,19728,null,1884,null,11183,null,1324,null,8545,null,1616,null,4599,null,1061,null,2327,null,777,null,532,null,311,null,703,null,441,null,285,null,211,null,99,null,128,null,0400000US47,Tennessee,47
647846,null,4809,null,316876,null,3394,null,188875,null,4508,null,0,null,291,null,188875,null,4508,null,2277,null,769,null,14355,null,2127,null,25808,null,2975,null,42054,null,3712,null,42744,null,3403,null,61637,null,3804,null,128001,null,4403,null,60978,null,3299,null,67023,null,3775,null,27785,null,2622,null,14939,null,1912,null,6478,null,1296,null,8225,null,1706,null,4911,null,1402,null,4685,null,942,null,330970,null,3556,null,127591,null,5466,null,0,null,291,null,127591,null,5466,null,5784,null,1287,null,18680,null,2711,null,22195,null,2380,null,32291,null,2743,null,23564,null,2300,null,25077,null,2312,null,203379,null,5996,null,125867,null,5518,null,77512,null,4076,null,37338,null,2710,null,15564,null,1896,null,7977,null,1312,null,10143,null,1864,null,3740,null,900,null,2750,null,618,null,0400000US48,Texas,48
41477,null,1638,null,19290,null,1142,null,10494,null,1184,null,0,null,263,null,10494,null,1184,null,127,null,121,null,807,null,404,null,2205,null,714,null,3010,null,599,null,2074,null,716,null,2271,null,691,null,8796,null,1328,null,3970,null,832,null,4826,null,1039,null,2328,null,566,null,877,null,619,null,701,null,461,null,366,null,280,null,398,null,306,null,156,null,165,null,22187,null,1000,null,8989,null,1176,null,0,null,263,null,8989,null,1176,null,271,null,202,null,1171,null,426,null,2619,null,784,null,3229,null,758,null,947,null,456,null,752,null,352,null,13198,null,1190,null,7398,null,1125,null,5800,null,864,null,3136,null,835,null,1178,null,460,null,281,null,209,null,611,null,412,null,303,null,247,null,291,null,235,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
299423,null,4164,null,139859,null,2963,null,90465,null,3600,null,0,null,285,null,90465,null,3600,null,1008,null,380,null,5161,null,1241,null,11376,null,1958,null,20410,null,2306,null,16876,null,2077,null,35634,null,2270,null,49394,null,2912,null,20864,null,2408,null,28530,null,2604,null,11316,null,1781,null,4473,null,989,null,3120,null,866,null,4027,null,935,null,3010,null,940,null,2584,null,770,null,159564,null,2385,null,66439,null,3343,null,0,null,285,null,66439,null,3343,null,1728,null,624,null,7196,null,1262,null,9289,null,1517,null,18287,null,1856,null,12917,null,1867,null,17022,null,2172,null,93125,null,3425,null,51540,null,2923,null,41585,null,3087,null,18765,null,2044,null,9388,null,1830,null,3650,null,899,null,4893,null,1124,null,2843,null,807,null,2046,null,607,null,0400000US51,Virginia,51
346353,null,3784,null,157594,null,2455,null,91511,null,3058,null,0,null,271,null,91511,null,3058,null,1467,null,599,null,5350,null,1327,null,11356,null,1582,null,24784,null,2428,null,19457,null,2211,null,29097,null,2412,null,66083,null,3185,null,31463,null,2647,null,34620,null,2903,null,11562,null,1647,null,7908,null,1601,null,4954,null,1139,null,4221,null,995,null,3117,null,1028,null,2858,null,904,null,188759,null,3055,null,70176,null,3348,null,0,null,271,null,70176,null,3348,null,1764,null,908,null,9364,null,1744,null,15185,null,2078,null,21888,null,2443,null,11886,null,1878,null,10089,null,1657,null,118583,null,3695,null,65742,null,2797,null,52841,null,3304,null,21845,null,2389,null,13875,null,1915,null,6741,null,1302,null,5442,null,1261,null,3426,null,1008,null,1512,null,615,null,0400000US53,Washington,53
8187,null,1323,null,3646,null,933,null,2233,null,716,null,0,null,265,null,2233,null,716,null,0,null,265,null,334,null,262,null,209,null,206,null,259,null,216,null,653,null,380,null,778,null,411,null,1413,null,691,null,838,null,553,null,575,null,388,null,269,null,240,null,281,null,309,null,0,null,265,null,25,null,44,null,0,null,265,null,0,null,265,null,4541,null,790,null,1147,null,448,null,0,null,265,null,1147,null,448,null,49,null,94,null,146,null,141,null,325,null,244,null,348,null,283,null,214,null,201,null,65,null,97,null,3394,null,714,null,1708,null,488,null,1686,null,600,null,1231,null,620,null,257,null,240,null,139,null,138,null,0,null,265,null,59,null,108,null,0,null,265,null,0400000US54,West Virginia,54
83086,null,2045,null,40914,null,1436,null,21535,null,1588,null,0,null,216,null,21535,null,1588,null,527,null,381,null,1154,null,520,null,5416,null,1238,null,5961,null,939,null,4211,null,966,null,4266,null,932,null,19379,null,1842,null,8007,null,978,null,11372,null,1636,null,5999,null,1142,null,2772,null,906,null,451,null,309,null,958,null,518,null,963,null,481,null,229,null,200,null,42172,null,1472,null,14244,null,1609,null,0,null,216,null,14244,null,1609,null,304,null,213,null,2917,null,705,null,3741,null,868,null,4322,null,986,null,1562,null,577,null,1398,null,518,null,27928,null,1827,null,13615,null,1215,null,14313,null,1553,null,7454,null,1176,null,3750,null,832,null,995,null,431,null,940,null,333,null,909,null,513,null,265,null,184,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
