B17010D_001E,B17010D_001EA,B17010D_001M,B17010D_001MA,B17010D_002E,B17010D_002EA,B17010D_002M,B17010D_002MA,B17010D_003E,B17010D_003EA,B17010D_003M,B17010D_003MA,B17010D_004E,B17010D_004EA,B17010D_004M,B17010D_004MA,B17010D_005E,B17010D_005EA,B17010D_005M,B17010D_005MA,B17010D_006E,B17010D_006EA,B17010D_006M,B17010D_006MA,B17010D_007E,B17010D_007EA,B17010D_007M,B17010D_007MA,B17010D_008E,B17010D_008EA,B17010D_008M,B17010D_008MA,B17010D_009E,B17010D_009EA,B17010D_009M,B17010D_009MA,B17010D_010E,B17010D_010EA,B17010D_010M,B17010D_010MA,B17010D_011E,B17010D_011EA,B17010D_011M,B17010D_011MA,B17010D_012E,B17010D_012EA,B17010D_012M,B17010D_012MA,B17010D_013E,B17010D_013EA,B17010D_013M,B17010D_013MA,B17010D_014E,B17010D_014EA,B17010D_014M,B17010D_014MA,B17010D_015E,B17010D_015EA,B17010D_015M,B17010D_015MA,B17010D_016E,B17010D_016EA,B17010D_016M,B17010D_016MA,B17010D_017E,B17010D_017EA,B17010D_017M,B17010D_017MA,B17010D_018E,B17010D_018EA,B17010D_018M,B17010D_018MA,B17010D_019E,B17010D_019EA,B17010D_019M,B17010D_019MA,B17010D_020E,B17010D_020EA,B17010D_020M,B17010D_020MA,B17010D_021E,B17010D_021EA,B17010D_021M,B17010D_021MA,B17010D_022E,B17010D_022EA,B17010D_022M,B17010D_022MA,B17010D_023E,B17010D_023EA,B17010D_023M,B17010D_023MA,B17010D_024E,B17010D_024EA,B17010D_024M,B17010D_024MA,B17010D_025E,B17010D_025EA,B17010D_025M,B17010D_025MA,B17010D_026E,B17010D_026EA,B17010D_026M,B17010D_026MA,B17010D_027E,B17010D_027EA,B17010D_027M,B17010D_027MA,B17010D_028E,B17010D_028EA,B17010D_028M,B17010D_028MA,B17010D_029E,B17010D_029EA,B17010D_029M,B17010D_029MA,B17010D_030E,B17010D_030EA,B17010D_030M,B17010D_030MA,B17010D_031E,B17010D_031EA,B17010D_031M,B17010D_031MA,B17010D_032E,B17010D_032EA,B17010D_032M,B17010D_032MA,B17010D_033E,B17010D_033EA,B17010D_033M,B17010D_033MA,B17010D_034E,B17010D_034EA,B17010D_034M,B17010D_034MA,B17010D_035E,B17010D_035EA,B17010D_035M,B17010D_035MA,B17010D_036E,B17010D_036EA,B17010D_036M,B17010D_036MA,B17010D_037E,B17010D_037EA,B17010D_037M,B17010D_037MA,B17010D_038E,B17010D_038EA,B17010D_038M,B17010D_038MA,B17010D_039E,B17010D_039EA,B17010D_039M,B17010D_039MA,B17010D_040E,B17010D_040EA,B17010D_040M,B17010D_040MA,B17010D_041E,B17010D_041EA,B17010D_041M,B17010D_041MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
303661,null,5548,null,37770,null,3079,null,28491,null,2369,null,17673,null,1599,null,2882,null,905,null,3935,null,983,null,10856,null,1381,null,10818,null,1730,null,9279,null,1823,null,2509,null,946,null,1341,null,740,null,164,null,195,null,94,null,156,null,1083,null,706,null,1168,null,616,null,6770,null,1440,null,4845,null,1215,null,775,null,479,null,819,null,515,null,3251,null,944,null,1925,null,670,null,265891,null,5212,null,220082,null,4544,null,118507,null,3869,null,25384,null,2661,null,22284,null,2145,null,70839,null,3621,null,101575,null,3872,null,45809,null,3826,null,17533,null,2163,null,5983,null,1126,null,1339,null,577,null,573,null,358,null,4071,null,963,null,11550,null,1780,null,28276,null,2591,null,11870,null,1474,null,1791,null,789,null,949,null,536,null,9130,null,1305,null,16406,null,2030,null,0400000US36,New York,36
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
43988,null,2206,null,3797,null,1070,null,2533,null,960,null,1466,null,760,null,471,null,450,null,402,null,237,null,593,null,572,null,1067,null,574,null,1264,null,534,null,25,null,45,null,25,null,45,null,0,null,265,null,0,null,265,null,25,null,45,null,0,null,265,null,1239,null,539,null,920,null,445,null,127,null,153,null,114,null,170,null,679,null,405,null,319,null,326,null,40191,null,2154,null,36758,null,2200,null,22031,null,1777,null,7431,null,1366,null,5554,null,1364,null,9046,null,1196,null,14727,null,1648,null,3433,null,923,null,1414,null,583,null,698,null,394,null,27,null,39,null,153,null,177,null,518,null,363,null,716,null,435,null,2019,null,693,null,1228,null,569,null,125,null,148,null,0,null,265,null,1103,null,548,null,791,null,350,null,0400000US39,Ohio,39
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US40,Oklahoma,40
30427,null,1974,null,3012,null,935,null,1281,null,693,null,995,null,646,null,246,null,296,null,346,null,381,null,403,null,406,null,286,null,191,null,1731,null,692,null,404,null,346,null,91,null,152,null,0,null,275,null,0,null,275,null,91,null,152,null,313,null,304,null,1327,null,615,null,961,null,504,null,319,null,344,null,278,null,287,null,364,null,244,null,366,null,358,null,27415,null,1842,null,23074,null,1586,null,14670,null,1487,null,3152,null,906,null,2614,null,787,null,8904,null,1204,null,8404,null,1262,null,4341,null,1005,null,1875,null,735,null,753,null,553,null,311,null,475,null,75,null,125,null,367,null,244,null,1122,null,518,null,2466,null,762,null,1613,null,674,null,280,null,358,null,80,null,94,null,1253,null,462,null,853,null,453,null,0400000US41,Oregon,41
69927,null,2519,null,7318,null,1201,null,5392,null,1038,null,3040,null,799,null,173,null,183,null,995,null,518,null,1872,null,585,null,2352,null,768,null,1926,null,725,null,497,null,369,null,245,null,245,null,0,null,242,null,53,null,93,null,192,null,231,null,252,null,251,null,1429,null,556,null,974,null,471,null,92,null,114,null,233,null,241,null,649,null,368,null,455,null,299,null,62609,null,2446,null,52252,null,2577,null,29316,null,1978,null,6685,null,1140,null,5535,null,942,null,17096,null,1705,null,22936,null,2242,null,10357,null,1752,null,4602,null,1075,null,1671,null,645,null,196,null,150,null,425,null,373,null,1050,null,500,null,2931,null,861,null,5755,null,1275,null,3157,null,1076,null,286,null,292,null,628,null,459,null,2243,null,961,null,2598,null,736,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
202429,null,4173,null,17613,null,1908,null,10792,null,1657,null,6133,null,1345,null,1032,null,481,null,1557,null,732,null,3544,null,1002,null,4659,null,1131,null,6821,null,1157,null,901,null,458,null,476,null,373,null,331,null,344,null,0,null,291,null,145,null,152,null,425,null,290,null,5920,null,1077,null,4539,null,1142,null,641,null,408,null,621,null,458,null,3277,null,946,null,1381,null,595,null,184816,null,4455,null,159340,null,4555,null,99837,null,4457,null,24226,null,2326,null,18088,null,1718,null,57523,null,3328,null,59503,null,3388,null,25476,null,2768,null,9215,null,1600,null,3404,null,1096,null,535,null,303,null,261,null,214,null,2608,null,997,null,5811,null,1339,null,16261,null,1893,null,11161,null,1840,null,977,null,464,null,737,null,443,null,9447,null,1786,null,5100,null,1084,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
92695,null,2729,null,4849,null,1324,null,3227,null,1064,null,2409,null,917,null,645,null,497,null,505,null,450,null,1259,null,681,null,818,null,411,null,1622,null,744,null,351,null,352,null,90,null,148,null,0,null,285,null,0,null,285,null,90,null,148,null,261,null,316,null,1271,null,640,null,1077,null,656,null,222,null,324,null,175,null,275,null,680,null,486,null,194,null,169,null,87846,null,2862,null,74958,null,2687,null,44293,null,2617,null,10260,null,1295,null,8263,null,1422,null,25770,null,2155,null,30665,null,1909,null,12888,null,1667,null,4813,null,1049,null,1315,null,468,null,372,null,337,null,0,null,285,null,943,null,344,null,3498,null,982,null,8075,null,1396,null,4535,null,1080,null,661,null,388,null,521,null,402,null,3353,null,949,null,3540,null,832,null,0400000US51,Virginia,51
103040,null,3262,null,6773,null,1271,null,3667,null,912,null,1901,null,717,null,460,null,373,null,313,null,249,null,1128,null,519,null,1766,null,609,null,3106,null,894,null,434,null,279,null,136,null,198,null,0,null,271,null,0,null,271,null,136,null,198,null,298,null,196,null,2672,null,858,null,1945,null,703,null,368,null,369,null,363,null,285,null,1214,null,566,null,727,null,513,null,96267,null,3099,null,78920,null,3002,null,42403,null,2576,null,10675,null,1838,null,8023,null,1321,null,23705,null,2082,null,36517,null,2806,null,17347,null,2325,null,5820,null,1317,null,2669,null,883,null,831,null,622,null,331,null,307,null,1507,null,520,null,3151,null,882,null,11527,null,1820,null,6174,null,1299,null,1166,null,603,null,435,null,291,null,4573,null,1149,null,5353,null,1178,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
22287,null,1400,null,2473,null,697,null,1422,null,562,null,1011,null,465,null,43,null,70,null,334,null,231,null,634,null,427,null,411,null,391,null,1051,null,480,null,16,null,27,null,16,null,27,null,0,null,216,null,0,null,216,null,16,null,27,null,0,null,216,null,1035,null,478,null,807,null,410,null,232,null,223,null,186,null,219,null,389,null,269,null,228,null,290,null,19814,null,1178,null,15822,null,1232,null,12546,null,1334,null,3620,null,920,null,2853,null,677,null,6073,null,899,null,3276,null,759,null,3992,null,1073,null,2144,null,852,null,1273,null,663,null,341,null,371,null,60,null,84,null,872,null,595,null,871,null,565,null,1848,null,647,null,1207,null,471,null,262,null,177,null,200,null,160,null,745,null,421,null,641,null,459,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
