B17010B_001E,B17010B_001EA,B17010B_001M,B17010B_001MA,B17010B_002E,B17010B_002EA,B17010B_002M,B17010B_002MA,B17010B_003E,B17010B_003EA,B17010B_003M,B17010B_003MA,B17010B_004E,B17010B_004EA,B17010B_004M,B17010B_004MA,B17010B_005E,B17010B_005EA,B17010B_005M,B17010B_005MA,B17010B_006E,B17010B_006EA,B17010B_006M,B17010B_006MA,B17010B_007E,B17010B_007EA,B17010B_007M,B17010B_007MA,B17010B_008E,B17010B_008EA,B17010B_008M,B17010B_008MA,B17010B_009E,B17010B_009EA,B17010B_009M,B17010B_009MA,B17010B_010E,B17010B_010EA,B17010B_010M,B17010B_010MA,B17010B_011E,B17010B_011EA,B17010B_011M,B17010B_011MA,B17010B_012E,B17010B_012EA,B17010B_012M,B17010B_012MA,B17010B_013E,B17010B_013EA,B17010B_013M,B17010B_013MA,B17010B_014E,B17010B_014EA,B17010B_014M,B17010B_014MA,B17010B_015E,B17010B_015EA,B17010B_015M,B17010B_015MA,B17010B_016E,B17010B_016EA,B17010B_016M,B17010B_016MA,B17010B_017E,B17010B_017EA,B17010B_017M,B17010B_017MA,B17010B_018E,B17010B_018EA,B17010B_018M,B17010B_018MA,B17010B_019E,B17010B_019EA,B17010B_019M,B17010B_019MA,B17010B_020E,B17010B_020EA,B17010B_020M,B17010B_020MA,B17010B_021E,B17010B_021EA,B17010B_021M,B17010B_021MA,B17010B_022E,B17010B_022EA,B17010B_022M,B17010B_022MA,B17010B_023E,B17010B_023EA,B17010B_023M,B17010B_023MA,B17010B_024E,B17010B_024EA,B17010B_024M,B17010B_024MA,B17010B_025E,B17010B_025EA,B17010B_025M,B17010B_025MA,B17010B_026E,B17010B_026EA,B17010B_026M,B17010B_026MA,B17010B_027E,B17010B_027EA,B17010B_027M,B17010B_027MA,B17010B_028E,B17010B_028EA,B17010B_028M,B17010B_028MA,B17010B_029E,B17010B_029EA,B17010B_029M,B17010B_029MA,B17010B_030E,B17010B_030EA,B17010B_030M,B17010B_030MA,B17010B_031E,B17010B_031EA,B17010B_031M,B17010B_031MA,B17010B_032E,B17010B_032EA,B17010B_032M,B17010B_032MA,B17010B_033E,B17010B_033EA,B17010B_033M,B17010B_033MA,B17010B_034E,B17010B_034EA,B17010B_034M,B17010B_034MA,B17010B_035E,B17010B_035EA,B17010B_035M,B17010B_035MA,B17010B_036E,B17010B_036EA,B17010B_036M,B17010B_036MA,B17010B_037E,B17010B_037EA,B17010B_037M,B17010B_037MA,B17010B_038E,B17010B_038EA,B17010B_038M,B17010B_038MA,B17010B_039E,B17010B_039EA,B17010B_039M,B17010B_039MA,B17010B_040E,B17010B_040EA,B17010B_040M,B17010B_040MA,B17010B_041E,B17010B_041EA,B17010B_041M,B17010B_041MA,GEO_ID,NAME,state
41782,null,2527,null,6048,null,1448,null,1468,null,773,null,1078,null,702,null,0,null,300,null,338,null,337,null,740,null,565,null,390,null,261,null,4580,null,1182,null,803,null,512,null,719,null,500,null,188,null,314,null,41,null,71,null,490,null,392,null,84,null,137,null,3777,null,1156,null,3481,null,1102,null,531,null,422,null,1248,null,675,null,1702,null,806,null,296,null,291,null,35734,null,2587,null,20061,null,1674,null,9970,null,1607,null,994,null,607,null,1835,null,714,null,7141,null,1389,null,10091,null,1283,null,15673,null,2296,null,3432,null,1081,null,2402,null,951,null,493,null,399,null,458,null,481,null,1451,null,764,null,1030,null,433,null,12241,null,1995,null,8654,null,1757,null,952,null,519,null,2332,null,983,null,5370,null,1421,null,3587,null,986,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
266708,null,5828,null,39155,null,3233,null,4995,null,1348,null,3410,null,1099,null,689,null,489,null,1695,null,773,null,1026,null,449,null,1585,null,661,null,34160,null,2955,null,3812,null,1197,null,2860,null,1055,null,786,null,588,null,674,null,587,null,1400,null,720,null,952,null,553,null,30348,null,2769,null,27028,null,2713,null,4818,null,1339,null,8682,null,1378,null,13528,null,2012,null,3320,null,1049,null,227553,null,6149,null,118027,null,4124,null,62417,null,3775,null,10589,null,1755,null,13052,null,2046,null,38776,null,2487,null,55610,null,3691,null,109526,null,4856,null,22601,null,2459,null,13817,null,1883,null,3476,null,1135,null,1300,null,670,null,9041,null,1684,null,8784,null,1720,null,86925,null,4400,null,57811,null,3841,null,8453,null,1478,null,8182,null,1471,null,41176,null,3684,null,29114,null,2315,null,0400000US34,New Jersey,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
662450,null,8661,null,120000,null,5159,null,14633,null,1818,null,9630,null,1670,null,2233,null,988,null,2675,null,944,null,4722,null,1195,null,5003,null,1143,null,105367,null,4840,null,9548,null,1709,null,6413,null,1371,null,1360,null,714,null,1039,null,550,null,4014,null,1040,null,3135,null,998,null,95819,null,4444,null,83218,null,4126,null,11517,null,1795,null,24331,null,2890,null,47370,null,3300,null,12601,null,2068,null,542450,null,8326,null,248660,null,6311,null,129120,null,5258,null,20317,null,2134,null,27021,null,2707,null,81782,null,4420,null,119540,null,5172,null,293790,null,7788,null,58191,null,4296,null,30676,null,2669,null,6897,null,1356,null,4552,null,1042,null,19227,null,2212,null,27515,null,3034,null,235599,null,6834,null,147149,null,6465,null,21837,null,2642,null,23780,null,2522,null,101532,null,5594,null,88450,null,4469,null,0400000US36,New York,36
483118,null,7817,null,103083,null,5394,null,14404,null,1987,null,7325,null,1401,null,1029,null,653,null,2109,null,731,null,4187,null,1128,null,7079,null,1378,null,88679,null,5258,null,10009,null,2068,null,6785,null,1745,null,1055,null,571,null,2225,null,981,null,3505,null,1235,null,3224,null,1038,null,78670,null,4792,null,69303,null,4852,null,14700,null,2653,null,18755,null,2315,null,35848,null,3826,null,9367,null,1660,null,380035,null,8236,null,213859,null,7248,null,99853,null,5464,null,15942,null,2620,null,16847,null,2243,null,67064,null,4963,null,114006,null,5331,null,166176,null,5930,null,31464,null,3223,null,15942,null,2578,null,3231,null,1193,null,2072,null,845,null,10639,null,1980,null,15522,null,1961,null,134712,null,5510,null,90665,null,4834,null,14193,null,2102,null,13047,null,2362,null,63425,null,4210,null,44047,null,3446,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
307984,null,5634,null,79104,null,4278,null,8571,null,1706,null,4711,null,1269,null,609,null,362,null,1411,null,667,null,2691,null,973,null,3860,null,910,null,70533,null,4340,null,7203,null,1392,null,5944,null,1273,null,1678,null,619,null,1457,null,778,null,2809,null,902,null,1259,null,614,null,63330,null,4205,null,56879,null,3982,null,11594,null,2432,null,17640,null,2604,null,27645,null,2528,null,6451,null,1351,null,228880,null,5462,null,112224,null,4307,null,54101,null,3075,null,7966,null,1562,null,9626,null,1656,null,36509,null,2813,null,58123,null,3789,null,116656,null,4660,null,23115,null,2646,null,14143,null,2227,null,2818,null,1142,null,2294,null,897,null,9031,null,1684,null,8972,null,1423,null,93541,null,4188,null,61253,null,3825,null,9063,null,1426,null,9625,null,1873,null,42565,null,2917,null,32288,null,2583,null,0400000US39,Ohio,39
61970,null,3093,null,15450,null,2224,null,2578,null,909,null,1417,null,666,null,233,null,279,null,414,null,328,null,770,null,431,null,1161,null,714,null,12872,null,2138,null,1664,null,842,null,1589,null,834,null,68,null,124,null,754,null,547,null,767,null,601,null,75,null,123,null,11208,null,1916,null,10245,null,1850,null,1799,null,714,null,3052,null,1230,null,5394,null,1332,null,963,null,433,null,46520,null,2783,null,26413,null,2201,null,12245,null,1645,null,1626,null,497,null,2415,null,874,null,8204,null,1518,null,14168,null,1627,null,20107,null,2074,null,4837,null,1130,null,2989,null,1035,null,798,null,651,null,51,null,84,null,2140,null,834,null,1848,null,643,null,15270,null,2002,null,10061,null,1726,null,1659,null,706,null,804,null,466,null,7598,null,1479,null,5209,null,1149,null,0400000US40,Oklahoma,40
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US41,Oregon,41
284819,null,6655,null,65641,null,4066,null,8813,null,1645,null,5757,null,1352,null,138,null,157,null,2300,null,882,null,3319,null,1013,null,3056,null,968,null,56828,null,3887,null,7543,null,1733,null,5914,null,1465,null,1408,null,734,null,1789,null,856,null,2717,null,1051,null,1629,null,844,null,49285,null,3624,null,43423,null,3479,null,7999,null,1852,null,12522,null,2164,null,22902,null,2530,null,5862,null,1277,null,219178,null,5965,null,98040,null,3982,null,46991,null,3272,null,7643,null,1604,null,10050,null,2010,null,29298,null,2855,null,51049,null,3238,null,121138,null,5514,null,24413,null,2485,null,15351,null,2089,null,3679,null,1255,null,2608,null,1137,null,9064,null,1647,null,9062,null,1501,null,96725,null,4885,null,64086,null,4281,null,8985,null,1843,null,11172,null,2010,null,43929,null,3836,null,32639,null,2713,null,0400000US42,Pennsylvania,42
12796,null,1261,null,2755,null,959,null,489,null,367,null,40,null,70,null,0,null,287,null,40,null,70,null,0,null,287,null,449,null,369,null,2266,null,873,null,410,null,305,null,313,null,262,null,121,null,192,null,0,null,287,null,192,null,298,null,97,null,165,null,1856,null,818,null,1856,null,818,null,338,null,268,null,997,null,599,null,521,null,405,null,0,null,287,null,10041,null,1174,null,4869,null,1031,null,2635,null,803,null,248,null,211,null,655,null,492,null,1732,null,680,null,2234,null,675,null,5172,null,926,null,1677,null,685,null,829,null,534,null,74,null,129,null,277,null,283,null,478,null,429,null,848,null,475,null,3495,null,723,null,2581,null,670,null,487,null,370,null,679,null,424,null,1415,null,511,null,914,null,437,null,0400000US44,Rhode Island,44
289821,null,5780,null,69615,null,4511,null,11144,null,2023,null,5360,null,1440,null,1136,null,694,null,1231,null,603,null,2993,null,1079,null,5784,null,1330,null,58471,null,4107,null,6207,null,1578,null,4735,null,1348,null,1406,null,709,null,596,null,430,null,2733,null,997,null,1472,null,658,null,52264,null,3484,null,44683,null,3540,null,10465,null,1751,null,12062,null,1675,null,22156,null,2528,null,7581,null,1545,null,220206,null,5234,null,120798,null,5201,null,54684,null,4219,null,7677,null,1708,null,9797,null,1897,null,37210,null,3395,null,66114,null,3645,null,99408,null,5523,null,18497,null,2310,null,8651,null,1581,null,1956,null,959,null,909,null,513,null,5786,null,1266,null,9846,null,1713,null,80911,null,4639,null,53284,null,3536,null,8919,null,1859,null,7968,null,1787,null,36397,null,3127,null,27627,null,2678,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
235563,null,5800,null,52905,null,3857,null,6812,null,1472,null,5095,null,1290,null,852,null,544,null,1919,null,769,null,2324,null,1032,null,1717,null,636,null,46093,null,3827,null,4067,null,1294,null,3222,null,1194,null,1001,null,621,null,482,null,363,null,1739,null,826,null,845,null,466,null,42026,null,3683,null,37339,null,3562,null,7773,null,1560,null,11233,null,2016,null,18333,null,2485,null,4687,null,1058,null,182658,null,5023,null,95372,null,4660,null,47962,null,3359,null,7215,null,1349,null,8960,null,1685,null,31787,null,3057,null,47410,null,3195,null,87286,null,4139,null,16348,null,2492,null,9661,null,1682,null,2676,null,939,null,914,null,568,null,6071,null,1557,null,6687,null,1500,null,70938,null,3823,null,44093,null,3610,null,5117,null,1264,null,7615,null,1702,null,31361,null,3272,null,26845,null,2436,null,0400000US47,Tennessee,47
629581,null,8705,null,123349,null,6404,null,19609,null,2672,null,12449,null,2028,null,2110,null,788,null,3435,null,832,null,6904,null,1617,null,7160,null,1490,null,103740,null,5784,null,10500,null,1921,null,6431,null,1336,null,2308,null,916,null,1171,null,615,null,2952,null,1059,null,4069,null,1191,null,93240,null,5510,null,84216,null,5746,null,15335,null,2450,null,24347,null,2580,null,44534,null,3863,null,9024,null,1691,null,506232,null,9161,null,283464,null,7881,null,150375,null,6010,null,22956,null,2482,null,32162,null,3367,null,95257,null,5106,null,133089,null,5651,null,222768,null,7039,null,41112,null,3608,null,21249,null,2421,null,4386,null,1217,null,2716,null,1202,null,14147,null,2178,null,19863,null,2539,null,181656,null,6324,null,118299,null,5682,null,18956,null,2514,null,17461,null,2269,null,81882,null,4775,null,63357,null,4191,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
367460,null,6828,null,57259,null,4424,null,9685,null,1849,null,5351,null,1326,null,624,null,408,null,2009,null,691,null,2718,null,1022,null,4334,null,1219,null,47574,null,4057,null,4743,null,1280,null,2969,null,1156,null,736,null,580,null,1035,null,741,null,1198,null,654,null,1774,null,942,null,42831,null,3832,null,38694,null,3618,null,7990,null,1766,null,14850,null,2237,null,15854,null,2516,null,4137,null,1141,null,310201,null,7269,null,179418,null,5529,null,90564,null,4109,null,16603,null,2288,null,18205,null,2540,null,55756,null,3566,null,88854,null,4241,null,130783,null,6176,null,26417,null,3205,null,14486,null,2574,null,3185,null,1319,null,1436,null,664,null,9865,null,2110,null,11931,null,1949,null,104366,null,5116,null,69180,null,4496,null,9512,null,1826,null,9252,null,1624,null,50416,null,3680,null,35186,null,2891,null,0400000US51,Virginia,51
47084,null,2811,null,9421,null,1665,null,2379,null,1017,null,1807,null,897,null,499,null,602,null,527,null,426,null,781,null,480,null,572,null,415,null,7042,null,1378,null,557,null,391,null,557,null,391,null,188,null,237,null,172,null,221,null,197,null,215,null,0,null,271,null,6485,null,1273,null,6064,null,1224,null,605,null,383,null,1525,null,726,null,3934,null,957,null,421,null,349,null,37663,null,2742,null,22448,null,2110,null,12957,null,1707,null,2148,null,828,null,3097,null,934,null,7712,null,1455,null,9491,null,1602,null,15215,null,1920,null,5327,null,1241,null,3631,null,1095,null,1217,null,706,null,56,null,93,null,2358,null,893,null,1696,null,608,null,9888,null,1353,null,7239,null,1176,null,1309,null,732,null,625,null,339,null,5305,null,1192,null,2649,null,910,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
70852,null,3049,null,19801,null,2359,null,1934,null,613,null,867,null,442,null,105,null,126,null,231,null,247,null,531,null,344,null,1067,null,518,null,17867,null,2296,null,2526,null,1014,null,2166,null,1007,null,472,null,377,null,398,null,337,null,1296,null,919,null,360,null,269,null,15341,null,1950,null,14073,null,1859,null,2875,null,825,null,4979,null,1186,null,6219,null,1042,null,1268,null,555,null,51051,null,2788,null,21139,null,1806,null,9000,null,1387,null,1860,null,703,null,1546,null,513,null,5594,null,1119,null,12139,null,1494,null,29912,null,2254,null,4729,null,1196,null,2494,null,876,null,845,null,633,null,260,null,306,null,1389,null,527,null,2235,null,806,null,25183,null,2194,null,18956,null,2175,null,2469,null,869,null,4480,null,1129,null,12007,null,1979,null,6227,null,990,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
65255,null,3467,null,29038,null,2527,null,9883,null,1322,null,4291,null,952,null,670,null,295,null,774,null,410,null,2847,null,795,null,5592,null,892,null,19155,null,2147,null,3201,null,859,null,1811,null,619,null,278,null,236,null,473,null,352,null,1060,null,467,null,1390,null,518,null,15954,null,1824,null,11937,null,1581,null,1657,null,611,null,2970,null,759,null,7310,null,1143,null,4017,null,838,null,36217,null,2465,null,22415,null,1877,null,8156,null,1173,null,745,null,435,null,929,null,386,null,6482,null,1070,null,14259,null,1496,null,13802,null,1629,null,3756,null,813,null,1379,null,557,null,555,null,438,null,64,null,77,null,760,null,358,null,2377,null,575,null,10046,null,1391,null,5168,null,1027,null,681,null,392,null,421,null,317,null,4066,null,859,null,4878,null,900,null,0400000US72,Puerto Rico,72
