B17010G_001E,B17010G_001EA,B17010G_001M,B17010G_001MA,B17010G_002E,B17010G_002EA,B17010G_002M,B17010G_002MA,B17010G_003E,B17010G_003EA,B17010G_003M,B17010G_003MA,B17010G_004E,B17010G_004EA,B17010G_004M,B17010G_004MA,B17010G_005E,B17010G_005EA,B17010G_005M,B17010G_005MA,B17010G_006E,B17010G_006EA,B17010G_006M,B17010G_006MA,B17010G_007E,B17010G_007EA,B17010G_007M,B17010G_007MA,B17010G_008E,B17010G_008EA,B17010G_008M,B17010G_008MA,B17010G_009E,B17010G_009EA,B17010G_009M,B17010G_009MA,B17010G_010E,B17010G_010EA,B17010G_010M,B17010G_010MA,B17010G_011E,B17010G_011EA,B17010G_011M,B17010G_011MA,B17010G_012E,B17010G_012EA,B17010G_012M,B17010G_012MA,B17010G_013E,B17010G_013EA,B17010G_013M,B17010G_013MA,B17010G_014E,B17010G_014EA,B17010G_014M,B17010G_014MA,B17010G_015E,B17010G_015EA,B17010G_015M,B17010G_015MA,B17010G_016E,B17010G_016EA,B17010G_016M,B17010G_016MA,B17010G_017E,B17010G_017EA,B17010G_017M,B17010G_017MA,B17010G_018E,B17010G_018EA,B17010G_018M,B17010G_018MA,B17010G_019E,B17010G_019EA,B17010G_019M,B17010G_019MA,B17010G_020E,B17010G_020EA,B17010G_020M,B17010G_020MA,B17010G_021E,B17010G_021EA,B17010G_021M,B17010G_021MA,B17010G_022E,B17010G_022EA,B17010G_022M,B17010G_022MA,B17010G_023E,B17010G_023EA,B17010G_023M,B17010G_023MA,B17010G_024E,B17010G_024EA,B17010G_024M,B17010G_024MA,B17010G_025E,B17010G_025EA,B17010G_025M,B17010G_025MA,B17010G_026E,B17010G_026EA,B17010G_026M,B17010G_026MA,B17010G_027E,B17010G_027EA,B17010G_027M,B17010G_027MA,B17010G_028E,B17010G_028EA,B17010G_028M,B17010G_028MA,B17010G_029E,B17010G_029EA,B17010G_029M,B17010G_029MA,B17010G_030E,B17010G_030EA,B17010G_030M,B17010G_030MA,B17010G_031E,B17010G_031EA,B17010G_031M,B17010G_031MA,B17010G_032E,B17010G_032EA,B17010G_032M,B17010G_032MA,B17010G_033E,B17010G_033EA,B17010G_033M,B17010G_033MA,B17010G_034E,B17010G_034EA,B17010G_034M,B17010G_034MA,B17010G_035E,B17010G_035EA,B17010G_035M,B17010G_035MA,B17010G_036E,B17010G_036EA,B17010G_036M,B17010G_036MA,B17010G_037E,B17010G_037EA,B17010G_037M,B17010G_037MA,B17010G_038E,B17010G_038EA,B17010G_038M,B17010G_038MA,B17010G_039E,B17010G_039EA,B17010G_039M,B17010G_039MA,B17010G_040E,B17010G_040EA,B17010G_040M,B17010G_040MA,B17010G_041E,B17010G_041EA,B17010G_041M,B17010G_041MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
56861,null,3532,null,9527,null,1528,null,1623,null,709,null,1249,null,643,null,443,null,354,null,457,null,456,null,349,null,293,null,374,null,244,null,7904,null,1474,null,1839,null,749,null,1622,null,753,null,381,null,451,null,616,null,409,null,625,null,392,null,217,null,234,null,6065,null,1291,null,4861,null,1150,null,886,null,490,null,1309,null,627,null,2666,null,820,null,1204,null,519,null,47334,null,3343,null,28568,null,2753,null,16065,null,1984,null,3124,null,692,null,2910,null,928,null,10031,null,1469,null,12503,null,1891,null,18766,null,2037,null,4219,null,1117,null,2042,null,796,null,1129,null,621,null,204,null,255,null,709,null,345,null,2177,null,686,null,14547,null,1753,null,8737,null,1535,null,786,null,408,null,981,null,517,null,6970,null,1345,null,5810,null,1234,null,0400000US36,New York,36
22961,null,2518,null,3081,null,965,null,859,null,410,null,645,null,353,null,0,null,289,null,267,null,228,null,378,null,315,null,214,null,238,null,2222,null,897,null,614,null,615,null,555,null,601,null,309,null,492,null,0,null,289,null,246,null,312,null,59,null,104,null,1608,null,684,null,1538,null,674,null,255,null,259,null,659,null,436,null,624,null,347,null,70,null,76,null,19880,null,2286,null,14095,null,1995,null,7082,null,1302,null,1851,null,821,null,1296,null,536,null,3935,null,882,null,7013,null,1315,null,5785,null,1382,null,1207,null,471,null,859,null,481,null,464,null,410,null,99,null,158,null,296,null,194,null,348,null,263,null,4578,null,1239,null,3355,null,1155,null,844,null,505,null,92,null,130,null,2419,null,1025,null,1223,null,538,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
28508,null,2145,null,5779,null,1215,null,1230,null,525,null,683,null,390,null,190,null,238,null,281,null,245,null,212,null,204,null,547,null,379,null,4549,null,1113,null,259,null,243,null,176,null,196,null,121,null,171,null,0,null,265,null,55,null,95,null,83,null,138,null,4290,null,1114,null,3965,null,1061,null,882,null,458,null,1383,null,725,null,1700,null,716,null,325,null,257,null,22729,null,2077,null,14961,null,1655,null,8305,null,1402,null,2181,null,636,null,1558,null,577,null,4566,null,1165,null,6656,null,1292,null,7768,null,1212,null,1704,null,614,null,1050,null,490,null,360,null,294,null,92,null,108,null,598,null,390,null,654,null,343,null,6064,null,1051,null,4023,null,882,null,759,null,378,null,1177,null,624,null,2087,null,679,null,2041,null,798,null,0400000US39,Ohio,39
45417,null,3150,null,7458,null,1143,null,2631,null,594,null,1667,null,552,null,525,null,341,null,569,null,358,null,573,null,360,null,964,null,382,null,4827,null,963,null,845,null,414,null,609,null,351,null,42,null,68,null,20,null,37,null,547,null,340,null,236,null,247,null,3982,null,845,null,3303,null,749,null,733,null,309,null,814,null,417,null,1756,null,579,null,679,null,418,null,37959,null,2743,null,28035,null,2608,null,12747,null,1765,null,1479,null,566,null,2412,null,595,null,8856,null,1556,null,15288,null,1923,null,9924,null,1442,null,3475,null,902,null,1673,null,655,null,334,null,268,null,101,null,106,null,1238,null,584,null,1802,null,700,null,6449,null,1286,null,4017,null,1005,null,933,null,555,null,517,null,340,null,2567,null,700,null,2432,null,704,null,0400000US40,Oklahoma,40
20200,null,1761,null,3869,null,876,null,1260,null,567,null,833,null,480,null,240,null,205,null,186,null,245,null,407,null,347,null,427,null,338,null,2609,null,848,null,553,null,367,null,458,null,345,null,291,null,312,null,74,null,92,null,93,null,122,null,95,null,128,null,2056,null,764,null,1769,null,736,null,275,null,213,null,795,null,503,null,699,null,521,null,287,null,260,null,16331,null,1610,null,12055,null,1515,null,6224,null,1010,null,1281,null,569,null,1176,null,514,null,3767,null,839,null,5831,null,1210,null,4276,null,1037,null,1702,null,617,null,1074,null,535,null,305,null,265,null,82,null,108,null,687,null,456,null,628,null,456,null,2574,null,823,null,1968,null,706,null,268,null,225,null,129,null,123,null,1571,null,648,null,606,null,330,null,0400000US41,Oregon,41
26019,null,2653,null,5466,null,1224,null,1066,null,405,null,765,null,392,null,0,null,242,null,405,null,317,null,360,null,261,null,301,null,208,null,4400,null,1147,null,548,null,361,null,337,null,203,null,56,null,100,null,47,null,79,null,234,null,164,null,211,null,242,null,3852,null,1153,null,3691,null,1128,null,1727,null,745,null,484,null,304,null,1480,null,748,null,161,null,179,null,20553,null,2246,null,14393,null,1974,null,7669,null,1410,null,1387,null,598,null,1231,null,498,null,5051,null,1174,null,6724,null,1231,null,6160,null,1405,null,1913,null,765,null,1309,null,650,null,526,null,471,null,195,null,196,null,588,null,320,null,604,null,388,null,4247,null,1119,null,3162,null,938,null,437,null,398,null,488,null,472,null,2237,null,810,null,1085,null,472,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
13437,null,1688,null,2136,null,614,null,715,null,304,null,332,null,204,null,0,null,281,null,156,null,153,null,176,null,141,null,383,null,259,null,1421,null,553,null,280,null,252,null,219,null,240,null,126,null,205,null,0,null,281,null,93,null,124,null,61,null,79,null,1141,null,494,null,979,null,472,null,168,null,179,null,424,null,336,null,387,null,365,null,162,null,148,null,11301,null,1580,null,8502,null,1219,null,5172,null,1084,null,1045,null,623,null,1702,null,754,null,2425,null,706,null,3330,null,776,null,2799,null,929,null,725,null,460,null,263,null,215,null,61,null,107,null,36,null,63,null,166,null,169,null,462,null,413,null,2074,null,779,null,968,null,520,null,78,null,94,null,316,null,346,null,574,null,313,null,1106,null,562,null,0400000US47,Tennessee,47
80956,null,4207,null,13140,null,1894,null,5000,null,1261,null,3981,null,1248,null,867,null,522,null,1891,null,857,null,1223,null,641,null,1019,null,381,null,8140,null,1494,null,1240,null,599,null,945,null,580,null,133,null,167,null,139,null,175,null,673,null,516,null,295,null,242,null,6900,null,1420,null,6007,null,1364,null,1658,null,702,null,1260,null,499,null,3089,null,1000,null,893,null,399,null,67816,null,3729,null,46981,null,3198,null,26902,null,2580,null,5069,null,1271,null,7064,null,1320,null,14769,null,1928,null,20079,null,2142,null,20835,null,2459,null,5470,null,1326,null,3069,null,1034,null,552,null,388,null,405,null,371,null,2112,null,866,null,2401,null,808,null,15365,null,2184,null,10786,null,1835,null,1470,null,636,null,2002,null,789,null,7314,null,1382,null,4579,null,1087,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
24644,null,2840,null,2043,null,829,null,993,null,619,null,494,null,474,null,214,null,332,null,280,null,331,null,0,null,285,null,499,null,345,null,1050,null,542,null,138,null,161,null,79,null,134,null,0,null,285,null,0,null,285,null,79,null,134,null,59,null,82,null,912,null,510,null,851,null,525,null,0,null,285,null,234,null,217,null,617,null,468,null,61,null,100,null,22601,null,2588,null,16501,null,2336,null,9075,null,1714,null,1895,null,706,null,2338,null,824,null,4842,null,1326,null,7426,null,1373,null,6100,null,1286,null,1502,null,602,null,1013,null,522,null,432,null,435,null,265,null,300,null,316,null,237,null,489,null,285,null,4598,null,1083,null,2954,null,1070,null,762,null,556,null,174,null,167,null,2018,null,820,null,1644,null,595,null,0400000US51,Virginia,51
37893,null,2968,null,4379,null,1236,null,597,null,294,null,400,null,254,null,0,null,271,null,87,null,124,null,313,null,223,null,197,null,175,null,3782,null,1206,null,957,null,755,null,500,null,419,null,200,null,270,null,226,null,296,null,74,null,130,null,457,null,618,null,2825,null,823,null,2694,null,811,null,813,null,502,null,474,null,275,null,1407,null,604,null,131,null,141,null,33514,null,2731,null,23924,null,2488,null,13099,null,1727,null,3795,null,972,null,3354,null,749,null,5950,null,1149,null,10825,null,1449,null,9590,null,1447,null,3013,null,906,null,2110,null,819,null,383,null,288,null,46,null,76,null,1681,null,781,null,903,null,506,null,6577,null,1235,null,4521,null,1155,null,387,null,346,null,1071,null,686,null,3063,null,834,null,2056,null,735,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
11220,null,1648,null,1642,null,726,null,492,null,319,null,366,null,278,null,258,null,253,null,9,null,17,null,99,null,110,null,126,null,154,null,1150,null,590,null,170,null,234,null,161,null,234,null,66,null,195,null,0,null,216,null,95,null,116,null,9,null,18,null,980,null,549,null,953,null,546,null,212,null,167,null,413,null,421,null,328,null,203,null,27,null,54,null,9578,null,1403,null,5712,null,1024,null,2901,null,738,null,536,null,380,null,928,null,478,null,1437,null,436,null,2811,null,661,null,3866,null,832,null,1286,null,686,null,995,null,652,null,378,null,440,null,200,null,281,null,417,null,398,null,291,null,254,null,2580,null,623,null,1731,null,544,null,355,null,319,null,128,null,156,null,1248,null,492,null,849,null,443,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
68554,null,3689,null,30217,null,2631,null,10732,null,1453,null,6038,null,926,null,1019,null,407,null,1340,null,492,null,3679,null,813,null,4694,null,1051,null,19485,null,2225,null,3465,null,819,null,1930,null,674,null,485,null,318,null,481,null,265,null,964,null,479,null,1535,null,625,null,16020,null,2032,null,12359,null,1774,null,1708,null,520,null,3107,null,771,null,7544,null,1354,null,3661,null,982,null,38337,null,2909,null,25490,null,2458,null,12172,null,1583,null,1817,null,562,null,1940,null,684,null,8415,null,1329,null,13318,null,1863,null,12847,null,1743,null,3898,null,852,null,1326,null,514,null,724,null,378,null,169,null,171,null,433,null,263,null,2572,null,775,null,8949,null,1535,null,5228,null,1229,null,647,null,447,null,577,null,361,null,4004,null,1152,null,3721,null,900,null,0400000US72,Puerto Rico,72
