C19037I_001E,C19037I_001EA,C19037I_001M,C19037I_001MA,C19037I_002E,C19037I_002EA,C19037I_002M,C19037I_002MA,C19037I_003E,C19037I_003EA,C19037I_003M,C19037I_003MA,C19037I_004E,C19037I_004EA,C19037I_004M,C19037I_004MA,C19037I_005E,C19037I_005EA,C19037I_005M,C19037I_005MA,C19037I_006E,C19037I_006EA,C19037I_006M,C19037I_006MA,C19037I_007E,C19037I_007EA,C19037I_007M,C19037I_007MA,C19037I_008E,C19037I_008EA,C19037I_008M,C19037I_008MA,C19037I_009E,C19037I_009EA,C19037I_009M,C19037I_009MA,C19037I_010E,C19037I_010EA,C19037I_010M,C19037I_010MA,C19037I_011E,C19037I_011EA,C19037I_011M,C19037I_011MA,C19037I_012E,C19037I_012EA,C19037I_012M,C19037I_012MA,C19037I_013E,C19037I_013EA,C19037I_013M,C19037I_013MA,C19037I_014E,C19037I_014EA,C19037I_014M,C19037I_014MA,C19037I_015E,C19037I_015EA,C19037I_015M,C19037I_015MA,C19037I_016E,C19037I_016EA,C19037I_016M,C19037I_016MA,C19037I_017E,C19037I_017EA,C19037I_017M,C19037I_017MA,C19037I_018E,C19037I_018EA,C19037I_018M,C19037I_018MA,C19037I_019E,C19037I_019EA,C19037I_019M,C19037I_019MA,C19037I_020E,C19037I_020EA,C19037I_020M,C19037I_020MA,C19037I_021E,C19037I_021EA,C19037I_021M,C19037I_021MA,C19037I_022E,C19037I_022EA,C19037I_022M,C19037I_022MA,C19037I_023E,C19037I_023EA,C19037I_023M,C19037I_023MA,C19037I_024E,C19037I_024EA,C19037I_024M,C19037I_024MA,C19037I_025E,C19037I_025EA,C19037I_025M,C19037I_025MA,C19037I_026E,C19037I_026EA,C19037I_026M,C19037I_026MA,C19037I_027E,C19037I_027EA,C19037I_027M,C19037I_027MA,C19037I_028E,C19037I_028EA,C19037I_028M,C19037I_028MA,C19037I_029E,C19037I_029EA,C19037I_029M,C19037I_029MA,C19037I_030E,C19037I_030EA,C19037I_030M,C19037I_030MA,C19037I_031E,C19037I_031EA,C19037I_031M,C19037I_031MA,C19037I_032E,C19037I_032EA,C19037I_032M,C19037I_032MA,C19037I_033E,C19037I_033EA,C19037I_033M,C19037I_033MA,C19037I_034E,C19037I_034EA,C19037I_034M,C19037I_034MA,C19037I_035E,C19037I_035EA,C19037I_035M,C19037I_035MA,C19037I_036E,C19037I_036EA,C19037I_036M,C19037I_036MA,C19037I_037E,C19037I_037EA,C19037I_037M,C19037I_037MA,C19037I_038E,C19037I_038EA,C19037I_038M,C19037I_038MA,C19037I_039E,C19037I_039EA,C19037I_039M,C19037I_039MA,C19037I_040E,C19037I_040EA,C19037I_040M,C19037I_040MA,C19037I_041E,C19037I_041EA,C19037I_041M,C19037I_041MA,C19037I_042E,C19037I_042EA,C19037I_042M,C19037I_042MA,C19037I_043E,C19037I_043EA,C19037I_043M,C19037I_043MA,C19037I_044E,C19037I_044EA,C19037I_044M,C19037I_044MA,C19037I_045E,C19037I_045EA,C19037I_045M,C19037I_045MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
37441,null,1932,null,3238,null,721,null,558,null,315,null,239,null,223,null,614,null,413,null,844,null,434,null,648,null,338,null,95,null,94,null,64,null,86,null,176,null,207,null,0,null,221,null,0,null,221,null,22462,null,1627,null,1184,null,569,null,990,null,571,null,3485,null,977,null,3407,null,890,null,5422,null,1105,null,4750,null,1042,null,2030,null,819,null,921,null,505,null,220,null,271,null,53,null,91,null,9714,null,1127,null,417,null,395,null,386,null,313,null,1395,null,606,null,1160,null,468,null,1466,null,613,null,2182,null,794,null,1601,null,559,null,914,null,443,null,13,null,23,null,180,null,171,null,2027,null,688,null,90,null,118,null,487,null,494,null,448,null,298,null,292,null,191,null,358,null,291,null,127,null,139,null,202,null,204,null,0,null,221,null,23,null,45,null,0,null,221,null,0400000US31,Nebraska,31
182459,null,4353,null,10817,null,1629,null,1048,null,496,null,768,null,477,null,2097,null,769,null,2026,null,702,null,2035,null,790,null,1485,null,585,null,617,null,394,null,741,null,468,null,0,null,300,null,0,null,300,null,107654,null,3665,null,5752,null,1757,null,3497,null,1100,null,11297,null,2079,null,14618,null,2142,null,22358,null,2966,null,25723,null,3046,null,13798,null,1909,null,7063,null,1503,null,2107,null,915,null,1441,null,899,null,49191,null,2841,null,2483,null,795,null,1677,null,833,null,5104,null,1559,null,7419,null,1478,null,7586,null,1453,null,11603,null,1718,null,6837,null,1499,null,4907,null,1196,null,1211,null,548,null,364,null,237,null,14797,null,1413,null,1993,null,788,null,1571,null,572,null,1972,null,795,null,1594,null,620,null,2792,null,882,null,2230,null,571,null,1879,null,707,null,549,null,355,null,155,null,149,null,62,null,103,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
417536,null,6228,null,18535,null,2324,null,2553,null,692,null,1638,null,697,null,2101,null,765,null,3295,null,902,null,2952,null,1041,null,3208,null,1010,null,1261,null,586,null,1083,null,578,null,444,null,351,null,0,null,277,null,212266,null,4774,null,10611,null,1757,null,7354,null,1411,null,24651,null,2704,null,25595,null,2613,null,36206,null,3781,null,44819,null,3814,null,28248,null,2463,null,22853,null,2367,null,8640,null,1625,null,3289,null,848,null,141351,null,4293,null,10767,null,1909,null,6852,null,1404,null,13217,null,2173,null,15225,null,2219,null,20649,null,2711,null,27907,null,2768,null,16473,null,2021,null,18091,null,2224,null,6938,null,1261,null,5232,null,974,null,45384,null,2244,null,10821,null,1637,null,5218,null,1141,null,8055,null,1186,null,4851,null,1037,null,4785,null,1263,null,4490,null,1067,null,2895,null,801,null,2338,null,737,null,1206,null,515,null,725,null,432,null,0400000US34,New Jersey,34
294392,null,4703,null,24475,null,2624,null,3955,null,1129,null,2903,null,1114,null,4783,null,1390,null,4320,null,1199,null,3053,null,997,null,3871,null,1165,null,1346,null,742,null,221,null,221,null,0,null,279,null,23,null,44,null,116586,null,3302,null,6843,null,1418,null,7288,null,1514,null,18106,null,2579,null,16792,null,2446,null,19794,null,2356,null,22556,null,2611,null,13395,null,1908,null,8567,null,1586,null,2613,null,999,null,632,null,347,null,101421,null,2742,null,8672,null,1483,null,7817,null,1364,null,12699,null,1692,null,12291,null,1631,null,15996,null,1749,null,19722,null,1861,null,9771,null,1374,null,11087,null,1489,null,2265,null,782,null,1101,null,408,null,51910,null,2110,null,9768,null,1606,null,6347,null,985,null,11045,null,1627,null,7050,null,1193,null,6389,null,1333,null,5611,null,1110,null,3592,null,682,null,1311,null,512,null,608,null,429,null,189,null,187,null,0400000US35,New Mexico,35
969458,null,9774,null,38131,null,3431,null,8057,null,1410,null,3117,null,903,null,6452,null,1268,null,6133,null,1302,null,4740,null,1037,null,4973,null,1016,null,2164,null,730,null,1846,null,711,null,437,null,390,null,212,null,214,null,440997,null,6545,null,44858,null,3237,null,27745,null,2957,null,61536,null,4836,null,51384,null,3765,null,69530,null,4624,null,83081,null,4759,null,44133,null,3905,null,35157,null,2851,null,14952,null,2104,null,8621,null,1444,null,358134,null,5901,null,49106,null,3585,null,22938,null,2323,null,39219,null,3348,null,36015,null,3262,null,54784,null,3417,null,63291,null,4570,null,36981,null,3210,null,34615,null,2936,null,14296,null,1891,null,6889,null,1497,null,132196,null,4027,null,39258,null,2597,null,19199,null,1990,null,23714,null,2318,null,12220,null,1607,null,11800,null,1638,null,10946,null,1611,null,6299,null,1099,null,5518,null,1274,null,1788,null,588,null,1454,null,618,null,0400000US36,New York,36
174941,null,5358,null,14936,null,2155,null,2958,null,1046,null,1462,null,693,null,3040,null,1026,null,2957,null,999,null,2191,null,784,null,2005,null,701,null,269,null,265,null,54,null,97,null,0,null,289,null,0,null,289,null,118034,null,5289,null,7769,null,1565,null,7369,null,1592,null,22335,null,3018,null,24139,null,3428,null,22847,null,2662,null,20202,null,2561,null,7697,null,1448,null,3433,null,867,null,1547,null,617,null,696,null,445,null,35376,null,2949,null,2100,null,862,null,1774,null,766,null,5490,null,1386,null,3591,null,925,null,7455,null,1629,null,6389,null,1342,null,3491,null,1055,null,3186,null,1031,null,1095,null,584,null,805,null,449,null,6595,null,1171,null,1065,null,585,null,489,null,302,null,1338,null,534,null,989,null,507,null,1233,null,463,null,508,null,261,null,440,null,331,null,444,null,369,null,0,null,289,null,89,null,142,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
85420,null,3426,null,6557,null,1180,null,1568,null,526,null,1273,null,535,null,1742,null,643,null,754,null,410,null,318,null,189,null,771,null,462,null,81,null,94,null,50,null,88,null,0,null,265,null,0,null,265,null,44928,null,2967,null,4155,null,1147,null,3175,null,1047,null,6233,null,1469,null,5713,null,1320,null,7718,null,1506,null,9087,null,1642,null,3055,null,769,null,4078,null,956,null,1229,null,508,null,485,null,275,null,24877,null,1902,null,2771,null,780,null,1861,null,763,null,2471,null,767,null,2435,null,762,null,3367,null,896,null,3958,null,922,null,2608,null,781,null,3242,null,907,null,918,null,415,null,1246,null,487,null,9058,null,1113,null,1265,null,594,null,1165,null,569,null,2258,null,734,null,1352,null,536,null,1101,null,398,null,975,null,369,null,345,null,244,null,266,null,225,null,129,null,164,null,202,null,195,null,0400000US39,Ohio,39
76689,null,2592,null,8199,null,1535,null,1244,null,586,null,539,null,291,null,1975,null,642,null,2127,null,1115,null,1252,null,569,null,873,null,459,null,189,null,239,null,0,null,248,null,0,null,248,null,0,null,248,null,42361,null,1973,null,2741,null,846,null,1739,null,678,null,9424,null,1764,null,6628,null,1439,null,7209,null,1309,null,8403,null,1430,null,4278,null,1190,null,1483,null,638,null,352,null,274,null,104,null,126,null,20212,null,1915,null,1421,null,575,null,1327,null,541,null,2582,null,1089,null,3572,null,967,null,2859,null,871,null,3760,null,931,null,2576,null,777,null,1553,null,597,null,365,null,288,null,197,null,195,null,5917,null,844,null,1055,null,508,null,1025,null,443,null,1087,null,505,null,713,null,361,null,370,null,291,null,851,null,455,null,226,null,189,null,426,null,397,null,164,null,175,null,0,null,248,null,0400000US40,Oklahoma,40
103455,null,3660,null,8945,null,1650,null,1522,null,784,null,1028,null,742,null,2263,null,963,null,1182,null,550,null,1094,null,540,null,1293,null,593,null,563,null,469,null,0,null,275,null,0,null,275,null,0,null,275,null,61875,null,2928,null,3421,null,916,null,3564,null,1125,null,11607,null,2225,null,9366,null,1790,null,12273,null,1809,null,11434,null,1729,null,5518,null,1484,null,3248,null,935,null,518,null,404,null,926,null,553,null,25902,null,2450,null,2950,null,997,null,1127,null,619,null,3187,null,1010,null,3514,null,1111,null,3920,null,943,null,4859,null,1024,null,3275,null,995,null,1755,null,725,null,623,null,497,null,692,null,490,null,6733,null,1274,null,698,null,491,null,935,null,416,null,1329,null,595,null,918,null,498,null,1355,null,592,null,684,null,377,null,662,null,360,null,45,null,82,null,20,null,36,null,87,null,114,null,0400000US41,Oregon,41
175807,null,4173,null,13989,null,2082,null,3559,null,771,null,1467,null,687,null,2853,null,919,null,1528,null,554,null,2386,null,959,null,963,null,511,null,801,null,492,null,432,null,365,null,0,null,242,null,0,null,242,null,91326,null,3504,null,11522,null,1951,null,6704,null,1355,null,13860,null,2320,null,12588,null,2128,null,14489,null,1989,null,16451,null,2107,null,8068,null,1698,null,5924,null,1299,null,1128,null,522,null,592,null,438,null,55719,null,2832,null,9642,null,1596,null,3118,null,859,null,6957,null,1338,null,5559,null,1399,null,6795,null,1177,null,10404,null,1637,null,4394,null,1170,null,5288,null,1140,null,1700,null,558,null,1862,null,684,null,14773,null,1312,null,4150,null,836,null,2511,null,791,null,2447,null,594,null,2065,null,563,null,1171,null,478,null,1203,null,458,null,532,null,318,null,593,null,319,null,39,null,68,null,62,null,79,null,0400000US42,Pennsylvania,42
34345,null,2022,null,2361,null,691,null,655,null,393,null,96,null,162,null,497,null,386,null,88,null,106,null,512,null,455,null,311,null,273,null,76,null,121,null,126,null,187,null,0,null,287,null,0,null,287,null,19026,null,1621,null,2461,null,776,null,725,null,493,null,2040,null,804,null,2570,null,928,null,4333,null,1240,null,2936,null,1005,null,1876,null,708,null,958,null,536,null,666,null,541,null,461,null,477,null,10620,null,1073,null,2416,null,911,null,1021,null,543,null,1370,null,810,null,1291,null,766,null,1144,null,610,null,1973,null,685,null,441,null,428,null,584,null,361,null,155,null,174,null,225,null,205,null,2338,null,649,null,523,null,331,null,654,null,437,null,476,null,280,null,337,null,259,null,200,null,265,null,0,null,287,null,0,null,287,null,148,null,135,null,0,null,287,null,0,null,287,null,0400000US44,Rhode Island,44
43605,null,2372,null,3650,null,909,null,433,null,395,null,433,null,263,null,180,null,168,null,919,null,442,null,894,null,477,null,422,null,239,null,157,null,178,null,212,null,267,null,0,null,287,null,0,null,287,null,25454,null,2244,null,1994,null,708,null,1840,null,777,null,4842,null,1172,null,2819,null,751,null,5431,null,1298,null,4605,null,1106,null,2468,null,731,null,1081,null,471,null,169,null,133,null,205,null,179,null,11285,null,1514,null,678,null,443,null,902,null,494,null,2551,null,916,null,1344,null,728,null,1859,null,671,null,1716,null,675,null,973,null,339,null,732,null,365,null,227,null,220,null,303,null,226,null,3216,null,829,null,954,null,649,null,194,null,199,null,598,null,369,null,339,null,272,null,487,null,277,null,601,null,465,null,0,null,287,null,43,null,84,null,0,null,287,null,0,null,287,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
58554,null,2675,null,5508,null,1140,null,984,null,528,null,506,null,236,null,1366,null,611,null,492,null,269,null,1447,null,678,null,514,null,283,null,42,null,45,null,106,null,166,null,0,null,281,null,51,null,65,null,36383,null,2407,null,3543,null,1225,null,1926,null,693,null,6688,null,1579,null,7739,null,1509,null,7057,null,1242,null,5062,null,1223,null,1546,null,652,null,2155,null,710,null,228,null,261,null,439,null,340,null,12565,null,2036,null,1336,null,755,null,625,null,490,null,1352,null,741,null,1643,null,712,null,2372,null,854,null,1637,null,714,null,1642,null,736,null,921,null,447,null,302,null,210,null,735,null,447,null,4098,null,1047,null,298,null,316,null,436,null,333,null,1212,null,704,null,281,null,267,null,654,null,350,null,395,null,334,null,406,null,277,null,416,null,485,null,0,null,281,null,0,null,281,null,0400000US47,Tennessee,47
2462189,null,14305,null,166764,null,5955,null,31632,null,3039,null,15041,null,2111,null,37426,null,2906,null,28425,null,3114,null,25212,null,2776,null,19967,null,2911,null,5658,null,1378,null,2949,null,954,null,378,null,232,null,76,null,155,null,1253590,null,11829,null,80825,null,4825,null,71026,null,4097,null,214926,null,7866,null,186299,null,8134,null,229674,null,8320,null,235408,null,8491,null,122541,null,7620,null,79161,null,4886,null,20009,null,2580,null,13721,null,1902,null,778116,null,10004,null,67779,null,4774,null,45153,null,3813,null,102783,null,5563,null,96985,null,5837,null,127909,null,5640,null,148830,null,6001,null,83757,null,4308,null,69524,null,3761,null,20596,null,2187,null,14800,null,1926,null,263719,null,5949,null,57986,null,3561,null,42987,null,2793,null,48965,null,2995,null,30283,null,2576,null,32534,null,2525,null,27374,null,2510,null,11187,null,1419,null,8433,null,1249,null,1790,null,556,null,2180,null,632,null,0400000US48,Texas,48
81031,null,3008,null,6502,null,975,null,691,null,411,null,499,null,308,null,1139,null,553,null,800,null,413,null,1871,null,536,null,972,null,426,null,206,null,177,null,324,null,325,null,0,null,263,null,0,null,263,null,48592,null,2755,null,1508,null,665,null,2698,null,935,null,5422,null,1410,null,8524,null,1672,null,10258,null,1703,null,11236,null,1811,null,4791,null,1130,null,3528,null,1139,null,269,null,203,null,358,null,304,null,20199,null,1683,null,1337,null,575,null,668,null,466,null,2340,null,856,null,2436,null,751,null,4105,null,834,null,4289,null,1059,null,2268,null,718,null,1989,null,604,null,456,null,298,null,311,null,263,null,5738,null,772,null,1088,null,509,null,746,null,323,null,799,null,405,null,719,null,322,null,701,null,289,null,841,null,452,null,622,null,302,null,222,null,202,null,0,null,263,null,0,null,263,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
144912,null,4409,null,11111,null,2045,null,467,null,312,null,407,null,285,null,1723,null,702,null,2020,null,961,null,2552,null,911,null,2705,null,1405,null,821,null,431,null,200,null,206,null,216,null,250,null,0,null,285,null,84914,null,4210,null,2783,null,916,null,2256,null,866,null,8650,null,1480,null,9137,null,1924,null,16158,null,2606,null,17119,null,2314,null,10943,null,1503,null,12188,null,1892,null,3699,null,933,null,1981,null,728,null,41758,null,3162,null,565,null,347,null,1545,null,702,null,3020,null,886,null,3341,null,1083,null,3972,null,1123,null,8356,null,1582,null,5863,null,1270,null,9876,null,1666,null,2629,null,835,null,2591,null,1019,null,7129,null,1341,null,1256,null,661,null,743,null,442,null,829,null,434,null,1011,null,485,null,1171,null,558,null,556,null,306,null,491,null,343,null,627,null,341,null,166,null,171,null,279,null,229,null,0400000US51,Virginia,51
163166,null,4133,null,12909,null,1665,null,1596,null,583,null,1517,null,694,null,2538,null,741,null,1931,null,603,null,3320,null,1138,null,1417,null,619,null,246,null,168,null,101,null,105,null,243,null,225,null,0,null,271,null,94253,null,3901,null,5713,null,1509,null,5081,null,1412,null,12171,null,1848,null,13519,null,1992,null,19804,null,2461,null,16709,null,2261,null,9644,null,1682,null,8664,null,1533,null,1586,null,651,null,1362,null,546,null,46125,null,3041,null,3050,null,1029,null,2938,null,1046,null,3897,null,1218,null,5475,null,1494,null,8145,null,1568,null,9225,null,1541,null,5769,null,1086,null,4524,null,1015,null,2055,null,768,null,1047,null,478,null,9879,null,1239,null,1413,null,582,null,1234,null,492,null,1672,null,507,null,793,null,400,null,1455,null,566,null,2277,null,582,null,460,null,307,null,439,null,302,null,136,null,148,null,0,null,271,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
75377,null,2581,null,6995,null,1040,null,968,null,411,null,849,null,383,null,1356,null,570,null,1571,null,627,null,1248,null,550,null,787,null,422,null,122,null,97,null,94,null,154,null,0,null,216,null,0,null,216,null,44259,null,2355,null,3705,null,1070,null,1606,null,669,null,5880,null,1399,null,8402,null,1433,null,8336,null,1375,null,9184,null,1517,null,3739,null,916,null,2358,null,674,null,338,null,311,null,711,null,462,null,19674,null,1664,null,1127,null,578,null,803,null,428,null,2517,null,829,null,2711,null,945,null,3232,null,845,null,3952,null,843,null,1932,null,589,null,2303,null,576,null,664,null,412,null,433,null,264,null,4449,null,640,null,1036,null,420,null,412,null,224,null,1019,null,392,null,268,null,177,null,238,null,174,null,939,null,390,null,261,null,213,null,106,null,126,null,64,null,115,null,106,null,119,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
1174025,null,9883,null,23971,null,1674,null,14335,null,1369,null,3078,null,719,null,3541,null,697,null,1240,null,340,null,1170,null,481,null,386,null,209,null,130,null,150,null,91,null,121,null,0,null,289,null,0,null,289,null,365126,null,6201,null,99965,null,4522,null,38109,null,2400,null,60482,null,3657,null,48665,null,2718,null,50442,null,2868,null,39428,null,2760,null,14020,null,1636,null,10231,null,1347,null,1692,null,569,null,2092,null,680,null,466420,null,7334,null,129033,null,4855,null,52290,null,3157,null,79473,null,3359,null,59153,null,2905,null,58683,null,3501,null,49504,null,2845,null,17576,null,1760,null,13133,null,1614,null,3950,null,891,null,3625,null,868,null,318508,null,4828,null,119481,null,4010,null,52137,null,3119,null,63408,null,3002,null,32138,null,2176,null,25537,null,1907,null,15475,null,1297,null,4900,null,782,null,3121,null,622,null,895,null,371,null,1416,null,420,null,0400000US72,Puerto Rico,72
