B17010F_001E,B17010F_001EA,B17010F_001M,B17010F_001MA,B17010F_002E,B17010F_002EA,B17010F_002M,B17010F_002MA,B17010F_003E,B17010F_003EA,B17010F_003M,B17010F_003MA,B17010F_004E,B17010F_004EA,B17010F_004M,B17010F_004MA,B17010F_005E,B17010F_005EA,B17010F_005M,B17010F_005MA,B17010F_006E,B17010F_006EA,B17010F_006M,B17010F_006MA,B17010F_007E,B17010F_007EA,B17010F_007M,B17010F_007MA,B17010F_008E,B17010F_008EA,B17010F_008M,B17010F_008MA,B17010F_009E,B17010F_009EA,B17010F_009M,B17010F_009MA,B17010F_010E,B17010F_010EA,B17010F_010M,B17010F_010MA,B17010F_011E,B17010F_011EA,B17010F_011M,B17010F_011MA,B17010F_012E,B17010F_012EA,B17010F_012M,B17010F_012MA,B17010F_013E,B17010F_013EA,B17010F_013M,B17010F_013MA,B17010F_014E,B17010F_014EA,B17010F_014M,B17010F_014MA,B17010F_015E,B17010F_015EA,B17010F_015M,B17010F_015MA,B17010F_016E,B17010F_016EA,B17010F_016M,B17010F_016MA,B17010F_017E,B17010F_017EA,B17010F_017M,B17010F_017MA,B17010F_018E,B17010F_018EA,B17010F_018M,B17010F_018MA,B17010F_019E,B17010F_019EA,B17010F_019M,B17010F_019MA,B17010F_020E,B17010F_020EA,B17010F_020M,B17010F_020MA,B17010F_021E,B17010F_021EA,B17010F_021M,B17010F_021MA,B17010F_022E,B17010F_022EA,B17010F_022M,B17010F_022MA,B17010F_023E,B17010F_023EA,B17010F_023M,B17010F_023MA,B17010F_024E,B17010F_024EA,B17010F_024M,B17010F_024MA,B17010F_025E,B17010F_025EA,B17010F_025M,B17010F_025MA,B17010F_026E,B17010F_026EA,B17010F_026M,B17010F_026MA,B17010F_027E,B17010F_027EA,B17010F_027M,B17010F_027MA,B17010F_028E,B17010F_028EA,B17010F_028M,B17010F_028MA,B17010F_029E,B17010F_029EA,B17010F_029M,B17010F_029MA,B17010F_030E,B17010F_030EA,B17010F_030M,B17010F_030MA,B17010F_031E,B17010F_031EA,B17010F_031M,B17010F_031MA,B17010F_032E,B17010F_032EA,B17010F_032M,B17010F_032MA,B17010F_033E,B17010F_033EA,B17010F_033M,B17010F_033MA,B17010F_034E,B17010F_034EA,B17010F_034M,B17010F_034MA,B17010F_035E,B17010F_035EA,B17010F_035M,B17010F_035MA,B17010F_036E,B17010F_036EA,B17010F_036M,B17010F_036MA,B17010F_037E,B17010F_037EA,B17010F_037M,B17010F_037MA,B17010F_038E,B17010F_038EA,B17010F_038M,B17010F_038MA,B17010F_039E,B17010F_039EA,B17010F_039M,B17010F_039MA,B17010F_040E,B17010F_040EA,B17010F_040M,B17010F_040MA,B17010F_041E,B17010F_041EA,B17010F_041M,B17010F_041MA,GEO_ID,NAME,state
113238,null,4671,null,21373,null,2481,null,6925,null,1653,null,5143,null,1377,null,856,null,554,null,1877,null,803,null,2410,null,907,null,1782,null,835,null,14448,null,1776,null,2650,null,944,null,2554,null,916,null,522,null,453,null,803,null,538,null,1229,null,579,null,96,null,117,null,11798,null,1639,null,11052,null,1675,null,2002,null,743,null,3469,null,907,null,5581,null,1258,null,746,null,420,null,91865,null,4237,null,57095,null,4165,null,35919,null,3420,null,6909,null,1715,null,8519,null,1661,null,20491,null,2725,null,21176,null,3171,null,34770,null,3042,null,13874,null,2367,null,9071,null,1808,null,2710,null,922,null,1586,null,773,null,4775,null,1282,null,4803,null,1273,null,20896,null,2251,null,13946,null,1967,null,1792,null,843,null,2290,null,861,null,9864,null,1850,null,6950,null,1467,null,0400000US34,New Jersey,34
51346,null,3929,null,9053,null,1400,null,3062,null,901,null,1866,null,679,null,234,null,238,null,947,null,543,null,685,null,398,null,1196,null,547,null,5991,null,1223,null,557,null,339,null,505,null,300,null,0,null,279,null,0,null,279,null,505,null,300,null,52,null,90,null,5434,null,1074,null,5266,null,1082,null,1888,null,820,null,1920,null,806,null,1458,null,677,null,168,null,174,null,42293,null,3725,null,29298,null,2999,null,15763,null,2089,null,2277,null,848,null,4249,null,1310,null,9237,null,1606,null,13535,null,1763,null,12995,null,2149,null,4902,null,1378,null,2174,null,890,null,689,null,437,null,255,null,283,null,1230,null,671,null,2728,null,1028,null,8093,null,1716,null,5414,null,1392,null,1200,null,739,null,739,null,422,null,3475,null,997,null,2679,null,787,null,0400000US35,New Mexico,35
323259,null,8617,null,82279,null,4459,null,19654,null,2757,null,14562,null,2182,null,1822,null,890,null,6016,null,1479,null,6724,null,1267,null,5092,null,1377,null,62625,null,3903,null,6183,null,1627,null,4548,null,1378,null,788,null,530,null,1332,null,671,null,2428,null,969,null,1635,null,699,null,56442,null,3669,null,49742,null,3335,null,5142,null,1182,null,13316,null,1781,null,31284,null,2886,null,6700,null,1390,null,240980,null,7234,null,125817,null,5635,null,79292,null,4710,null,13736,null,2397,null,17197,null,2661,null,48359,null,3963,null,46525,null,3579,null,115163,null,5535,null,33795,null,3553,null,16493,null,2458,null,5274,null,1288,null,2639,null,1012,null,8580,null,1517,null,17302,null,2380,null,81368,null,4464,null,53992,null,3697,null,7298,null,1378,null,8713,null,1770,null,37981,null,2827,null,27376,null,2990,null,0400000US36,New York,36
66363,null,4227,null,19569,null,3104,null,10173,null,2206,null,9307,null,2024,null,1245,null,583,null,5780,null,1678,null,2282,null,1049,null,866,null,772,null,9396,null,2087,null,3448,null,1235,null,3351,null,1208,null,956,null,651,null,1512,null,690,null,883,null,776,null,97,null,159,null,5948,null,1490,null,5829,null,1480,null,1189,null,633,null,2382,null,782,null,2258,null,1081,null,119,null,199,null,46794,null,3631,null,31896,null,3206,null,24693,null,2925,null,6171,null,1529,null,6330,null,1714,null,12192,null,1846,null,7203,null,1602,null,14898,null,2118,null,8946,null,1581,null,6041,null,1430,null,2090,null,744,null,1944,null,926,null,2007,null,992,null,2905,null,980,null,5952,null,1389,null,5218,null,1268,null,1503,null,785,null,900,null,464,null,2815,null,907,null,734,null,380,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
14707,null,1818,null,3901,null,1037,null,1501,null,582,null,1390,null,589,null,125,null,198,null,684,null,409,null,581,null,471,null,111,null,137,null,2400,null,852,null,361,null,347,null,361,null,347,null,167,null,208,null,0,null,265,null,194,null,277,null,0,null,265,null,2039,null,790,null,1767,null,723,null,525,null,443,null,588,null,410,null,654,null,363,null,272,null,329,null,10806,null,1645,null,8545,null,1499,null,5245,null,1162,null,1107,null,578,null,1466,null,699,null,2672,null,835,null,3300,null,828,null,2261,null,788,null,648,null,323,null,547,null,310,null,88,null,113,null,0,null,265,null,459,null,303,null,101,null,96,null,1613,null,708,null,1128,null,603,null,71,null,86,null,178,null,184,null,879,null,522,null,485,null,407,null,0400000US39,Ohio,39
18345,null,2192,null,5929,null,1362,null,2248,null,747,null,1946,null,695,null,332,null,262,null,769,null,498,null,845,null,426,null,302,null,207,null,3681,null,1144,null,859,null,827,null,845,null,829,null,170,null,211,null,610,null,777,null,65,null,109,null,14,null,30,null,2822,null,852,null,2801,null,851,null,411,null,321,null,1247,null,689,null,1143,null,554,null,21,null,38,null,12416,null,1971,null,9563,null,1715,null,6726,null,1358,null,921,null,438,null,1941,null,674,null,3864,null,1101,null,2837,null,843,null,2853,null,981,null,1777,null,733,null,653,null,402,null,213,null,236,null,144,null,169,null,296,null,217,null,1124,null,629,null,1076,null,580,null,619,null,408,null,0,null,248,null,65,null,80,null,554,null,390,null,457,null,358,null,0400000US40,Oklahoma,40
20001,null,2016,null,3432,null,1088,null,1898,null,795,null,1644,null,767,null,194,null,222,null,860,null,610,null,590,null,407,null,254,null,261,null,1534,null,575,null,269,null,241,null,223,null,224,null,0,null,275,null,39,null,70,null,184,null,235,null,46,null,78,null,1265,null,519,null,1182,null,497,null,184,null,203,null,561,null,473,null,437,null,317,null,83,null,112,null,16569,null,1985,null,11812,null,1668,null,8795,null,1661,null,1052,null,540,null,3531,null,1342,null,4212,null,996,null,3017,null,759,null,4757,null,1191,null,1787,null,681,null,1513,null,628,null,386,null,495,null,50,null,91,null,1077,null,444,null,274,null,244,null,2970,null,1039,null,2071,null,789,null,0,null,275,null,557,null,526,null,1514,null,678,null,899,null,547,null,0400000US41,Oregon,41
49243,null,3291,null,15458,null,2082,null,3982,null,1122,null,2582,null,919,null,270,null,229,null,1018,null,529,null,1294,null,741,null,1400,null,630,null,11476,null,1837,null,1485,null,829,null,1212,null,758,null,421,null,446,null,332,null,375,null,459,null,474,null,273,null,325,null,9991,null,1629,null,9527,null,1647,null,1845,null,725,null,2639,null,947,null,5043,null,1142,null,464,null,417,null,33785,null,3009,null,18062,null,2535,null,12598,null,1981,null,2274,null,823,null,3027,null,986,null,7297,null,1606,null,5464,null,1407,null,15723,null,2014,null,3381,null,1045,null,2748,null,984,null,1259,null,625,null,191,null,252,null,1298,null,727,null,633,null,370,null,12342,null,1754,null,9965,null,1662,null,1887,null,681,null,1649,null,669,null,6429,null,1393,null,2377,null,797,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
11221,null,1741,null,3621,null,1087,null,1869,null,828,null,1869,null,828,null,374,null,351,null,1246,null,675,null,249,null,245,null,0,null,281,null,1752,null,793,null,676,null,624,null,676,null,624,null,98,null,138,null,155,null,171,null,423,null,566,null,0,null,281,null,1076,null,475,null,1076,null,475,null,0,null,281,null,535,null,388,null,541,null,256,null,0,null,281,null,7600,null,1396,null,5950,null,1289,null,4784,null,1204,null,1376,null,629,null,1171,null,587,null,2237,null,755,null,1166,null,481,null,1650,null,652,null,851,null,499,null,406,null,293,null,200,null,193,null,30,null,70,null,176,null,223,null,445,null,344,null,799,null,381,null,716,null,350,null,282,null,218,null,111,null,135,null,323,null,231,null,83,null,144,null,0400000US47,Tennessee,47
475929,null,10318,null,102867,null,5795,null,50223,null,3886,null,41772,null,3865,null,6319,null,1705,null,20163,null,2562,null,15290,null,2235,null,8451,null,1505,null,52644,null,4321,null,7259,null,1496,null,6195,null,1453,null,1210,null,698,null,2654,null,809,null,2331,null,993,null,1064,null,589,null,45385,null,4017,null,41672,null,3831,null,8688,null,1975,null,14427,null,2305,null,18557,null,2562,null,3713,null,1075,null,373062,null,9353,null,267138,null,8510,null,189552,null,7296,null,33287,null,2844,null,56637,null,4594,null,99628,null,5789,null,77586,null,4499,null,105924,null,5831,null,46329,null,4268,null,27185,null,3185,null,10219,null,1953,null,4726,null,1302,null,12240,null,2186,null,19144,null,2670,null,59595,null,4465,null,41450,null,3754,null,8144,null,1403,null,7470,null,1663,null,25836,null,3151,null,18145,null,2071,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
36822,null,3116,null,4628,null,1273,null,2262,null,978,null,1532,null,786,null,402,null,479,null,735,null,558,null,395,null,396,null,730,null,564,null,2366,null,871,null,302,null,235,null,233,null,206,null,60,null,105,null,60,null,109,null,113,null,143,null,69,null,108,null,2064,null,837,null,2017,null,829,null,892,null,582,null,399,null,370,null,726,null,410,null,47,null,66,null,32194,null,2838,null,20007,null,2354,null,15591,null,2329,null,2483,null,1001,null,4305,null,1112,null,8803,null,1720,null,4416,null,1121,null,12187,null,1994,null,6406,null,1743,null,3692,null,1461,null,1469,null,804,null,393,null,491,null,1830,null,1136,null,2714,null,1067,null,5781,null,1278,null,4066,null,1068,null,310,null,306,null,462,null,452,null,3294,null,1096,null,1715,null,805,null,0400000US51,Virginia,51
53086,null,3317,null,13271,null,1712,null,6379,null,1275,null,5550,null,1307,null,712,null,568,null,2288,null,846,null,2550,null,981,null,829,null,498,null,6892,null,1428,null,1562,null,800,null,1421,null,746,null,232,null,300,null,775,null,529,null,414,null,358,null,141,null,229,null,5330,null,1267,null,5214,null,1249,null,1264,null,661,null,1970,null,844,null,1980,null,796,null,116,null,118,null,39815,null,2872,null,26509,null,2438,null,20288,null,2148,null,3478,null,896,null,7548,null,1626,null,9262,null,1624,null,6221,null,1231,null,13306,null,2156,null,7078,null,1656,null,5142,null,1583,null,885,null,467,null,1166,null,681,null,3091,null,1235,null,1936,null,706,null,6228,null,1588,null,4658,null,1280,null,558,null,342,null,1497,null,803,null,2603,null,910,null,1570,null,645,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
15469,null,1910,null,2842,null,815,null,1005,null,469,null,976,null,466,null,0,null,216,null,683,null,403,null,293,null,239,null,29,null,52,null,1837,null,652,null,701,null,381,null,701,null,381,null,364,null,323,null,90,null,129,null,247,null,265,null,0,null,216,null,1136,null,472,null,1079,null,478,null,111,null,152,null,719,null,445,null,249,null,238,null,57,null,92,null,12627,null,1665,null,8316,null,1300,null,6326,null,1167,null,1248,null,635,null,2456,null,771,null,2622,null,677,null,1990,null,587,null,4311,null,1051,null,1593,null,600,null,866,null,423,null,299,null,205,null,30,null,51,null,537,null,342,null,727,null,418,null,2718,null,972,null,2218,null,875,null,0,null,216,null,259,null,306,null,1959,null,816,null,500,null,337,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
74336,null,3284,null,36441,null,2798,null,15163,null,1659,null,8532,null,1302,null,1619,null,729,null,1592,null,658,null,5321,null,971,null,6631,null,1063,null,21278,null,2281,null,3248,null,820,null,2479,null,640,null,795,null,461,null,939,null,425,null,745,null,394,null,769,null,474,null,18030,null,1801,null,12997,null,1569,null,1576,null,462,null,3382,null,733,null,8039,null,1329,null,5033,null,1110,null,37895,null,2646,null,24925,null,2019,null,10759,null,1408,null,1806,null,681,null,1540,null,583,null,7413,null,1034,null,14166,null,1618,null,12970,null,1849,null,2805,null,799,null,1077,null,505,null,165,null,207,null,301,null,254,null,611,null,385,null,1728,null,610,null,10165,null,1584,null,5098,null,1217,null,532,null,337,null,372,null,289,null,4194,null,1138,null,5067,null,1042,null,0400000US72,Puerto Rico,72
