C19037F_001E,C19037F_001EA,C19037F_001M,C19037F_001MA,C19037F_002E,C19037F_002EA,C19037F_002M,C19037F_002MA,C19037F_003E,C19037F_003EA,C19037F_003M,C19037F_003MA,C19037F_004E,C19037F_004EA,C19037F_004M,C19037F_004MA,C19037F_005E,C19037F_005EA,C19037F_005M,C19037F_005MA,C19037F_006E,C19037F_006EA,C19037F_006M,C19037F_006MA,C19037F_007E,C19037F_007EA,C19037F_007M,C19037F_007MA,C19037F_008E,C19037F_008EA,C19037F_008M,C19037F_008MA,C19037F_009E,C19037F_009EA,C19037F_009M,C19037F_009MA,C19037F_010E,C19037F_010EA,C19037F_010M,C19037F_010MA,C19037F_011E,C19037F_011EA,C19037F_011M,C19037F_011MA,C19037F_012E,C19037F_012EA,C19037F_012M,C19037F_012MA,C19037F_013E,C19037F_013EA,C19037F_013M,C19037F_013MA,C19037F_014E,C19037F_014EA,C19037F_014M,C19037F_014MA,C19037F_015E,C19037F_015EA,C19037F_015M,C19037F_015MA,C19037F_016E,C19037F_016EA,C19037F_016M,C19037F_016MA,C19037F_017E,C19037F_017EA,C19037F_017M,C19037F_017MA,C19037F_018E,C19037F_018EA,C19037F_018M,C19037F_018MA,C19037F_019E,C19037F_019EA,C19037F_019M,C19037F_019MA,C19037F_020E,C19037F_020EA,C19037F_020M,C19037F_020MA,C19037F_021E,C19037F_021EA,C19037F_021M,C19037F_021MA,C19037F_022E,C19037F_022EA,C19037F_022M,C19037F_022MA,C19037F_023E,C19037F_023EA,C19037F_023M,C19037F_023MA,C19037F_024E,C19037F_024EA,C19037F_024M,C19037F_024MA,C19037F_025E,C19037F_025EA,C19037F_025M,C19037F_025MA,C19037F_026E,C19037F_026EA,C19037F_026M,C19037F_026MA,C19037F_027E,C19037F_027EA,C19037F_027M,C19037F_027MA,C19037F_028E,C19037F_028EA,C19037F_028M,C19037F_028MA,C19037F_029E,C19037F_029EA,C19037F_029M,C19037F_029MA,C19037F_030E,C19037F_030EA,C19037F_030M,C19037F_030MA,C19037F_031E,C19037F_031EA,C19037F_031M,C19037F_031MA,C19037F_032E,C19037F_032EA,C19037F_032M,C19037F_032MA,C19037F_033E,C19037F_033EA,C19037F_033M,C19037F_033MA,C19037F_034E,C19037F_034EA,C19037F_034M,C19037F_034MA,C19037F_035E,C19037F_035EA,C19037F_035M,C19037F_035MA,C19037F_036E,C19037F_036EA,C19037F_036M,C19037F_036MA,C19037F_037E,C19037F_037EA,C19037F_037M,C19037F_037MA,C19037F_038E,C19037F_038EA,C19037F_038M,C19037F_038MA,C19037F_039E,C19037F_039EA,C19037F_039M,C19037F_039MA,C19037F_040E,C19037F_040EA,C19037F_040M,C19037F_040MA,C19037F_041E,C19037F_041EA,C19037F_041M,C19037F_041MA,C19037F_042E,C19037F_042EA,C19037F_042M,C19037F_042MA,C19037F_043E,C19037F_043EA,C19037F_043M,C19037F_043MA,C19037F_044E,C19037F_044EA,C19037F_044M,C19037F_044MA,C19037F_045E,C19037F_045EA,C19037F_045M,C19037F_045MA,GEO_ID,NAME,state
30847,null,2786,null,2133,null,810,null,0,null,300,null,118,null,201,null,950,null,622,null,364,null,262,null,205,null,222,null,112,null,187,null,38,null,62,null,346,null,364,null,0,null,300,null,0,null,300,null,17344,null,2278,null,1519,null,798,null,230,null,309,null,731,null,491,null,1535,null,590,null,3643,null,1291,null,4395,null,1167,null,2702,null,822,null,1825,null,652,null,649,null,531,null,115,null,140,null,9636,null,1631,null,764,null,517,null,102,null,173,null,972,null,480,null,1288,null,641,null,1621,null,572,null,2018,null,638,null,1571,null,625,null,879,null,431,null,216,null,167,null,205,null,270,null,1734,null,661,null,167,null,202,null,127,null,220,null,99,null,122,null,216,null,222,null,331,null,303,null,247,null,175,null,321,null,467,null,226,null,269,null,0,null,300,null,0,null,300,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
145832,null,5356,null,9821,null,1721,null,1929,null,639,null,1006,null,541,null,1202,null,580,null,1645,null,712,null,1128,null,542,null,1783,null,634,null,320,null,305,null,364,null,338,null,444,null,351,null,0,null,277,null,84580,null,4933,null,5803,null,1388,null,2628,null,781,null,12774,null,2069,null,10138,null,1725,null,15578,null,2456,null,17644,null,2482,null,10269,null,1871,null,6677,null,1381,null,2536,null,837,null,533,null,396,null,42647,null,3622,null,3534,null,928,null,2648,null,987,null,4093,null,1137,null,5055,null,1166,null,6774,null,1425,null,8452,null,1563,null,5377,null,1319,null,4712,null,1287,null,1330,null,508,null,672,null,467,null,8784,null,1715,null,1996,null,812,null,1518,null,745,null,1526,null,682,null,750,null,351,null,1142,null,746,null,522,null,318,null,472,null,392,null,427,null,282,null,169,null,250,null,262,null,326,null,0400000US34,New Jersey,34
74953,null,4323,null,7394,null,1281,null,861,null,451,null,1198,null,667,null,1183,null,669,null,2160,null,907,null,694,null,510,null,806,null,550,null,415,null,397,null,77,null,141,null,0,null,279,null,0,null,279,null,32709,null,3154,null,2564,null,918,null,1606,null,768,null,3601,null,1111,null,5782,null,1460,null,6059,null,1442,null,6243,null,1270,null,4270,null,1058,null,2147,null,875,null,324,null,340,null,113,null,137,null,25225,null,2498,null,2802,null,802,null,2050,null,757,null,3452,null,967,null,2702,null,897,null,4754,null,1044,null,3991,null,851,null,2332,null,668,null,2412,null,792,null,343,null,328,null,387,null,267,null,9625,null,1272,null,2224,null,589,null,1043,null,445,null,2556,null,894,null,943,null,364,null,1281,null,566,null,902,null,443,null,373,null,241,null,217,null,212,null,0,null,279,null,86,null,144,null,0400000US35,New Mexico,35
440321,null,10283,null,18949,null,2357,null,3615,null,1024,null,1210,null,623,null,3187,null,947,null,3297,null,877,null,2692,null,696,null,2574,null,852,null,1198,null,551,null,856,null,526,null,248,null,307,null,72,null,119,null,215575,null,7588,null,23386,null,2590,null,13984,null,2334,null,33412,null,3594,null,28564,null,2730,null,34881,null,3285,null,39400,null,3437,null,19731,null,2536,null,14581,null,2168,null,5370,null,1225,null,2266,null,776,null,159568,null,6182,null,24430,null,2481,null,11639,null,1623,null,19964,null,2539,null,17032,null,2265,null,24691,null,2988,null,27336,null,3171,null,15344,null,2520,null,13819,null,1945,null,3761,null,1148,null,1552,null,636,null,46229,null,3345,null,16323,null,2067,null,7382,null,1549,null,8476,null,1432,null,4024,null,1015,null,3475,null,1048,null,3350,null,1051,null,1771,null,752,null,1032,null,580,null,195,null,252,null,201,null,174,null,0400000US36,New York,36
86729,null,4269,null,7524,null,1694,null,1288,null,696,null,779,null,501,null,1545,null,835,null,1689,null,670,null,1222,null,606,null,723,null,421,null,278,null,319,null,0,null,289,null,0,null,289,null,0,null,289,null,63289,null,4392,null,4729,null,1481,null,4486,null,1292,null,13076,null,2396,null,15043,null,2760,null,12242,null,1716,null,9377,null,1690,null,2371,null,870,null,1433,null,762,null,439,null,293,null,93,null,146,null,14845,null,2070,null,983,null,635,null,876,null,548,null,2846,null,987,null,2391,null,946,null,3238,null,1106,null,2870,null,968,null,1162,null,665,null,434,null,299,null,45,null,73,null,0,null,289,null,1071,null,550,null,398,null,350,null,0,null,289,null,64,null,116,null,192,null,276,null,237,null,205,null,66,null,110,null,41,null,67,null,73,null,121,null,0,null,289,null,0,null,289,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
20464,null,2197,null,1482,null,605,null,495,null,393,null,157,null,177,null,262,null,250,null,122,null,120,null,68,null,85,null,328,null,269,null,0,null,265,null,50,null,88,null,0,null,265,null,0,null,265,null,10497,null,1684,null,867,null,566,null,1089,null,491,null,2143,null,862,null,888,null,414,null,1614,null,737,null,2051,null,669,null,920,null,506,null,593,null,412,null,332,null,279,null,0,null,265,null,7031,null,1231,null,698,null,397,null,1216,null,664,null,728,null,439,null,818,null,496,null,983,null,447,null,918,null,347,null,1076,null,447,null,443,null,278,null,67,null,106,null,84,null,106,null,1454,null,490,null,344,null,273,null,230,null,205,null,291,null,242,null,171,null,200,null,56,null,74,null,299,null,219,null,0,null,265,null,63,null,104,null,0,null,265,null,0,null,265,null,0400000US39,Ohio,39
21835,null,2358,null,2805,null,1023,null,345,null,292,null,263,null,220,null,552,null,369,null,844,null,780,null,430,null,320,null,196,null,178,null,175,null,239,null,0,null,248,null,0,null,248,null,0,null,248,null,12071,null,1963,null,1027,null,506,null,536,null,347,null,3032,null,1085,null,1925,null,660,null,1846,null,623,null,1889,null,764,null,1476,null,659,null,128,null,169,null,108,null,174,null,104,null,126,null,5640,null,1191,null,692,null,347,null,339,null,328,null,775,null,466,null,1158,null,702,null,1057,null,417,null,689,null,333,null,517,null,364,null,374,null,308,null,0,null,248,null,39,null,68,null,1319,null,390,null,118,null,134,null,459,null,249,null,294,null,234,null,116,null,139,null,82,null,103,null,164,null,155,null,62,null,111,null,0,null,248,null,24,null,40,null,0,null,248,null,0400000US40,Oklahoma,40
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US41,Oregon,41
68496,null,3823,null,5444,null,1259,null,1415,null,522,null,616,null,463,null,1009,null,585,null,797,null,445,null,669,null,409,null,609,null,392,null,329,null,318,null,0,null,242,null,0,null,242,null,0,null,242,null,37743,null,2679,null,5753,null,1341,null,2357,null,812,null,5832,null,1442,null,4832,null,1226,null,5812,null,1285,null,7625,null,1413,null,3001,null,886,null,2118,null,719,null,381,null,320,null,32,null,55,null,20424,null,2442,null,3913,null,1198,null,811,null,486,null,2824,null,941,null,2673,null,915,null,3351,null,1035,null,3867,null,1005,null,1270,null,653,null,1213,null,601,null,389,null,311,null,113,null,132,null,4885,null,947,null,1883,null,713,null,1337,null,696,null,577,null,321,null,512,null,303,null,189,null,248,null,127,null,105,null,102,null,141,null,158,null,174,null,0,null,242,null,0,null,242,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
598301,null,10931,null,45943,null,3361,null,6904,null,1588,null,3971,null,1038,null,10307,null,1624,null,7393,null,1478,null,8156,null,1619,null,6335,null,1345,null,1755,null,542,null,890,null,472,null,232,null,181,null,0,null,291,null,335729,null,9194,null,20609,null,2342,null,16714,null,2316,null,60086,null,4324,null,55182,null,4751,null,60917,null,4090,null,66476,null,5232,null,30568,null,3360,null,16866,null,2379,null,4517,null,1161,null,3794,null,1188,null,173602,null,7091,null,14940,null,2043,null,11560,null,1879,null,22926,null,2360,null,21871,null,2557,null,31000,null,3078,null,34936,null,3278,null,18074,null,2298,null,12485,null,1506,null,3395,null,926,null,2415,null,930,null,43027,null,3253,null,9534,null,1625,null,8491,null,1428,null,8001,null,1399,null,4896,null,968,null,6090,null,1302,null,3337,null,937,null,1076,null,546,null,1038,null,461,null,371,null,317,null,193,null,218,null,0400000US48,Texas,48
14677,null,1711,null,1171,null,496,null,138,null,158,null,109,null,130,null,145,null,134,null,131,null,140,null,269,null,189,null,214,null,185,null,56,null,97,null,109,null,182,null,0,null,263,null,0,null,263,null,8720,null,1460,null,198,null,163,null,155,null,161,null,1010,null,556,null,1763,null,674,null,1493,null,612,null,2151,null,836,null,687,null,355,null,891,null,493,null,47,null,82,null,325,null,283,null,3810,null,906,null,320,null,281,null,317,null,270,null,403,null,265,null,327,null,228,null,768,null,371,null,975,null,464,null,409,null,268,null,210,null,180,null,81,null,133,null,0,null,263,null,976,null,410,null,55,null,93,null,66,null,110,null,63,null,101,null,71,null,86,null,282,null,201,null,294,null,253,null,75,null,89,null,70,null,117,null,0,null,263,null,0,null,263,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
46397,null,3313,null,4281,null,1279,null,344,null,466,null,0,null,285,null,420,null,342,null,607,null,390,null,928,null,559,null,1510,null,1009,null,256,null,245,null,0,null,285,null,216,null,250,null,0,null,285,null,28824,null,3126,null,762,null,450,null,359,null,289,null,3349,null,1051,null,2978,null,1037,null,5532,null,1530,null,7034,null,1717,null,3651,null,1214,null,3648,null,1235,null,1170,null,722,null,341,null,285,null,12140,null,1793,null,210,null,233,null,614,null,381,null,770,null,603,null,842,null,700,null,996,null,623,null,3150,null,1091,null,1957,null,750,null,2605,null,916,null,836,null,394,null,160,null,156,null,1152,null,582,null,0,null,285,null,259,null,268,null,0,null,285,null,401,null,354,null,124,null,147,null,171,null,211,null,0,null,285,null,71,null,119,null,0,null,285,null,126,null,142,null,0400000US51,Virginia,51
65085,null,3372,null,6100,null,1386,null,584,null,402,null,826,null,542,null,1352,null,673,null,906,null,470,null,1612,null,621,null,496,null,349,null,126,null,129,null,37,null,58,null,161,null,185,null,0,null,271,null,40185,null,3167,null,2130,null,855,null,1992,null,836,null,5800,null,1355,null,6931,null,1642,null,9150,null,1664,null,6575,null,1412,null,3745,null,1209,null,3359,null,1116,null,120,null,142,null,383,null,416,null,16507,null,2103,null,751,null,425,null,1125,null,626,null,1785,null,840,null,2495,null,1016,null,3721,null,1086,null,2468,null,798,null,1785,null,689,null,1888,null,738,null,340,null,319,null,149,null,144,null,2293,null,712,null,228,null,248,null,65,null,89,null,421,null,291,null,279,null,240,null,362,null,358,null,831,null,403,null,107,null,134,null,0,null,271,null,0,null,271,null,0,null,271,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
19363,null,2014,null,1623,null,551,null,494,null,382,null,270,null,247,null,248,null,259,null,255,null,182,null,208,null,206,null,116,null,96,null,32,null,56,null,0,null,216,null,0,null,216,null,0,null,216,null,12946,null,1925,null,950,null,553,null,723,null,514,null,1625,null,741,null,2473,null,920,null,2519,null,833,null,2828,null,821,null,972,null,416,null,703,null,369,null,63,null,107,null,90,null,140,null,4322,null,772,null,302,null,195,null,193,null,246,null,396,null,277,null,656,null,373,null,641,null,281,null,1083,null,523,null,251,null,202,null,624,null,282,null,98,null,118,null,78,null,122,null,472,null,214,null,57,null,98,null,33,null,56,null,122,null,117,null,53,null,59,null,109,null,138,null,51,null,84,null,47,null,78,null,0,null,216,null,0,null,216,null,0,null,216,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
102562,null,3941,null,3665,null,721,null,2510,null,611,null,565,null,337,null,354,null,206,null,157,null,142,null,79,null,138,null,0,null,289,null,0,null,289,null,0,null,289,null,0,null,289,null,0,null,289,null,36791,null,2512,null,11669,null,1547,null,3759,null,998,null,6871,null,1260,null,4299,null,1025,null,3988,null,1035,null,3768,null,944,null,1108,null,508,null,925,null,433,null,125,null,199,null,279,null,243,null,41126,null,2789,null,14765,null,1759,null,5799,null,1122,null,6479,null,1095,null,4442,null,875,null,3944,null,814,null,3718,null,818,null,873,null,527,null,898,null,468,null,163,null,159,null,45,null,75,null,20980,null,1938,null,9386,null,1311,null,2367,null,562,null,4835,null,925,null,1837,null,576,null,1662,null,527,null,698,null,328,null,67,null,78,null,128,null,162,null,0,null,289,null,0,null,289,null,0400000US72,Puerto Rico,72
