B01001F_001E,B01001F_001EA,B01001F_001M,B01001F_001MA,B01001F_002E,B01001F_002EA,B01001F_002M,B01001F_002MA,B01001F_003E,B01001F_003EA,B01001F_003M,B01001F_003MA,B01001F_004E,B01001F_004EA,B01001F_004M,B01001F_004MA,B01001F_005E,B01001F_005EA,B01001F_005M,B01001F_005MA,B01001F_006E,B01001F_006EA,B01001F_006M,B01001F_006MA,B01001F_007E,B01001F_007EA,B01001F_007M,B01001F_007MA,B01001F_008E,B01001F_008EA,B01001F_008M,B01001F_008MA,B01001F_009E,B01001F_009EA,B01001F_009M,B01001F_009MA,B01001F_010E,B01001F_010EA,B01001F_010M,B01001F_010MA,B01001F_011E,B01001F_011EA,B01001F_011M,B01001F_011MA,B01001F_012E,B01001F_012EA,B01001F_012M,B01001F_012MA,B01001F_013E,B01001F_013EA,B01001F_013M,B01001F_013MA,B01001F_014E,B01001F_014EA,B01001F_014M,B01001F_014MA,B01001F_015E,B01001F_015EA,B01001F_015M,B01001F_015MA,B01001F_016E,B01001F_016EA,B01001F_016M,B01001F_016MA,B01001F_017E,B01001F_017EA,B01001F_017M,B01001F_017MA,B01001F_018E,B01001F_018EA,B01001F_018M,B01001F_018MA,B01001F_019E,B01001F_019EA,B01001F_019M,B01001F_019MA,B01001F_020E,B01001F_020EA,B01001F_020M,B01001F_020MA,B01001F_021E,B01001F_021EA,B01001F_021M,B01001F_021MA,B01001F_022E,B01001F_022EA,B01001F_022M,B01001F_022MA,B01001F_023E,B01001F_023EA,B01001F_023M,B01001F_023MA,B01001F_024E,B01001F_024EA,B01001F_024M,B01001F_024MA,B01001F_025E,B01001F_025EA,B01001F_025M,B01001F_025MA,B01001F_026E,B01001F_026EA,B01001F_026M,B01001F_026MA,B01001F_027E,B01001F_027EA,B01001F_027M,B01001F_027MA,B01001F_028E,B01001F_028EA,B01001F_028M,B01001F_028MA,B01001F_029E,B01001F_029EA,B01001F_029M,B01001F_029MA,B01001F_030E,B01001F_030EA,B01001F_030M,B01001F_030MA,B01001F_031E,B01001F_031EA,B01001F_031M,B01001F_031MA,GEO_ID,NAME,state
63641,null,6598,null,36052,null,3837,null,5279,null,1348,null,3775,null,1266,null,2553,null,1034,null,1395,null,822,null,1117,null,385,null,3901,null,992,null,4768,null,1081,null,4347,null,1192,null,4916,null,1237,null,3105,null,964,null,569,null,333,null,265,null,286,null,62,null,97,null,0,null,287,null,27589,null,3746,null,5469,null,1532,null,3766,null,1451,null,2035,null,746,null,952,null,475,null,1033,null,453,null,2149,null,662,null,2874,null,803,null,2440,null,763,null,4288,null,1448,null,1810,null,665,null,343,null,280,null,321,null,275,null,36,null,60,null,73,null,115,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
66031,null,7132,null,35394,null,4448,null,5608,null,1179,null,3383,null,937,null,2079,null,722,null,1572,null,595,null,834,null,372,null,2753,null,827,null,4234,null,1139,null,5024,null,1398,null,6555,null,1231,null,2441,null,841,null,567,null,255,null,287,null,304,null,0,null,281,null,57,null,94,null,30637,null,3782,null,7358,null,1746,null,3800,null,1164,null,2281,null,800,null,1703,null,641,null,708,null,379,null,2132,null,760,null,2876,null,860,null,3247,null,983,null,3928,null,898,null,1817,null,523,null,363,null,255,null,74,null,84,null,116,null,197,null,234,null,295,null,0400000US47,Tennessee,47
2119034,null,38523,null,1125755,null,21765,null,119941,null,6767,null,99502,null,5414,null,91803,null,5721,null,53366,null,3384,null,33649,null,2664,null,96960,null,5089,null,123244,null,6520,null,115284,null,6234,null,179515,null,6548,null,116223,null,5214,null,59014,null,3311,null,23664,null,2517,null,10873,null,1524,null,2717,null,935,null,993279,null,21766,null,109349,null,5604,null,92370,null,5036,null,87781,null,5052,null,46749,null,2964,null,32727,null,2886,null,77763,null,4348,null,88219,null,4490,null,93317,null,4789,null,157140,null,6059,null,102426,null,4929,null,56202,null,3462,null,27283,null,2333,null,16551,null,1804,null,5402,null,1367,null,0400000US48,Texas,48
57330,null,6423,null,31781,null,4036,null,3960,null,1156,null,2251,null,705,null,2947,null,1129,null,1706,null,714,null,1040,null,654,null,2569,null,808,null,4083,null,1154,null,3208,null,676,null,5250,null,1137,null,2908,null,849,null,1206,null,554,null,361,null,210,null,178,null,186,null,114,null,141,null,25549,null,3064,null,2419,null,975,null,3061,null,944,null,2400,null,751,null,1394,null,633,null,975,null,486,null,1516,null,491,null,2298,null,730,null,3282,null,825,null,3477,null,771,null,2184,null,540,null,1478,null,503,null,566,null,385,null,201,null,184,null,298,null,247,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
179763,null,13612,null,97602,null,7760,null,8950,null,2064,null,6799,null,1395,null,6420,null,1442,null,4779,null,1193,null,2677,null,831,null,11285,null,1861,null,13519,null,2059,null,10665,null,1859,null,19565,null,2686,null,9502,null,1860,null,2895,null,950,null,256,null,208,null,196,null,253,null,94,null,164,null,82161,null,7111,null,12114,null,2547,null,6854,null,1708,null,6253,null,1490,null,3136,null,887,null,2617,null,907,null,6622,null,1351,null,6880,null,1161,null,8987,null,1712,null,14798,null,1745,null,7868,null,1653,null,4066,null,1115,null,1494,null,773,null,472,null,439,null,0,null,285,null,0400000US51,Virginia,51
260582,null,13223,null,145791,null,7878,null,16593,null,2188,null,15147,null,1900,null,14269,null,1998,null,6608,null,1123,null,3689,null,1072,null,12777,null,1598,null,16980,null,2085,null,16699,null,1911,null,21503,null,2885,null,12280,null,2028,null,6721,null,1023,null,2193,null,912,null,332,null,248,null,0,null,271,null,114791,null,6805,null,16264,null,2038,null,12358,null,1791,null,11073,null,1702,null,6853,null,1281,null,4023,null,1088,null,9809,null,1543,null,10439,null,1237,null,12097,null,1440,null,14878,null,2028,null,10139,null,1454,null,4071,null,903,null,1655,null,726,null,840,null,578,null,292,null,320,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
74797,null,6422,null,39803,null,3691,null,3613,null,801,null,4985,null,1202,null,3719,null,900,null,1819,null,649,null,1742,null,772,null,3290,null,755,null,4358,null,1014,null,4802,null,1096,null,5878,null,1057,null,3697,null,854,null,1537,null,457,null,263,null,190,null,55,null,57,null,45,null,59,null,34994,null,3476,null,4828,null,1066,null,2658,null,772,null,4187,null,961,null,1744,null,632,null,1626,null,539,null,2992,null,683,null,3212,null,940,null,4070,null,1056,null,5029,null,1219,null,2756,null,812,null,1344,null,513,null,289,null,185,null,77,null,74,null,182,null,192,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
347255,null,12565,null,173183,null,7732,null,11086,null,1430,null,11810,null,1745,null,17060,null,2410,null,8786,null,1430,null,5653,null,1061,null,11745,null,1732,null,14479,null,2145,null,14384,null,1693,null,26877,null,2937,null,21471,null,2295,null,15921,null,1861,null,8442,null,1246,null,4106,null,881,null,1363,null,507,null,174072,null,7248,null,10306,null,1689,null,12289,null,1810,null,13917,null,2089,null,8772,null,1472,null,5868,null,1241,null,12195,null,1724,null,10571,null,1736,null,11670,null,1502,null,26002,null,2430,null,23526,null,2342,null,18044,null,1936,null,11146,null,1293,null,6879,null,1193,null,2887,null,962,null,0400000US72,Puerto Rico,72
