C19037C_001E,C19037C_001EA,C19037C_001M,C19037C_001MA,C19037C_002E,C19037C_002EA,C19037C_002M,C19037C_002MA,C19037C_003E,C19037C_003EA,C19037C_003M,C19037C_003MA,C19037C_004E,C19037C_004EA,C19037C_004M,C19037C_004MA,C19037C_005E,C19037C_005EA,C19037C_005M,C19037C_005MA,C19037C_006E,C19037C_006EA,C19037C_006M,C19037C_006MA,C19037C_007E,C19037C_007EA,C19037C_007M,C19037C_007MA,C19037C_008E,C19037C_008EA,C19037C_008M,C19037C_008MA,C19037C_009E,C19037C_009EA,C19037C_009M,C19037C_009MA,C19037C_010E,C19037C_010EA,C19037C_010M,C19037C_010MA,C19037C_011E,C19037C_011EA,C19037C_011M,C19037C_011MA,C19037C_012E,C19037C_012EA,C19037C_012M,C19037C_012MA,C19037C_013E,C19037C_013EA,C19037C_013M,C19037C_013MA,C19037C_014E,C19037C_014EA,C19037C_014M,C19037C_014MA,C19037C_015E,C19037C_015EA,C19037C_015M,C19037C_015MA,C19037C_016E,C19037C_016EA,C19037C_016M,C19037C_016MA,C19037C_017E,C19037C_017EA,C19037C_017M,C19037C_017MA,C19037C_018E,C19037C_018EA,C19037C_018M,C19037C_018MA,C19037C_019E,C19037C_019EA,C19037C_019M,C19037C_019MA,C19037C_020E,C19037C_020EA,C19037C_020M,C19037C_020MA,C19037C_021E,C19037C_021EA,C19037C_021M,C19037C_021MA,C19037C_022E,C19037C_022EA,C19037C_022M,C19037C_022MA,C19037C_023E,C19037C_023EA,C19037C_023M,C19037C_023MA,C19037C_024E,C19037C_024EA,C19037C_024M,C19037C_024MA,C19037C_025E,C19037C_025EA,C19037C_025M,C19037C_025MA,C19037C_026E,C19037C_026EA,C19037C_026M,C19037C_026MA,C19037C_027E,C19037C_027EA,C19037C_027M,C19037C_027MA,C19037C_028E,C19037C_028EA,C19037C_028M,C19037C_028MA,C19037C_029E,C19037C_029EA,C19037C_029M,C19037C_029MA,C19037C_030E,C19037C_030EA,C19037C_030M,C19037C_030MA,C19037C_031E,C19037C_031EA,C19037C_031M,C19037C_031MA,C19037C_032E,C19037C_032EA,C19037C_032M,C19037C_032MA,C19037C_033E,C19037C_033EA,C19037C_033M,C19037C_033MA,C19037C_034E,C19037C_034EA,C19037C_034M,C19037C_034MA,C19037C_035E,C19037C_035EA,C19037C_035M,C19037C_035MA,C19037C_036E,C19037C_036EA,C19037C_036M,C19037C_036MA,C19037C_037E,C19037C_037EA,C19037C_037M,C19037C_037MA,C19037C_038E,C19037C_038EA,C19037C_038M,C19037C_038MA,C19037C_039E,C19037C_039EA,C19037C_039M,C19037C_039MA,C19037C_040E,C19037C_040EA,C19037C_040M,C19037C_040MA,C19037C_041E,C19037C_041EA,C19037C_041M,C19037C_041MA,C19037C_042E,C19037C_042EA,C19037C_042M,C19037C_042MA,C19037C_043E,C19037C_043EA,C19037C_043M,C19037C_043MA,C19037C_044E,C19037C_044EA,C19037C_044M,C19037C_044MA,C19037C_045E,C19037C_045EA,C19037C_045M,C19037C_045MA,GEO_ID,NAME,state
12688,null,1405,null,964,null,442,null,231,null,204,null,74,null,131,null,52,null,88,null,157,null,146,null,45,null,77,null,242,null,250,null,163,null,199,null,0,null,300,null,0,null,300,null,0,null,300,null,4989,null,877,null,168,null,141,null,106,null,175,null,255,null,246,null,631,null,297,null,1023,null,602,null,1304,null,577,null,638,null,406,null,548,null,375,null,205,null,253,null,111,null,138,null,4927,null,1053,null,575,null,378,null,303,null,229,null,275,null,234,null,229,null,201,null,952,null,457,null,1337,null,504,null,687,null,541,null,467,null,287,null,11,null,13,null,91,null,140,null,1808,null,513,null,72,null,72,null,292,null,239,null,394,null,239,null,169,null,162,null,105,null,140,null,396,null,323,null,301,null,212,null,12,null,23,null,0,null,300,null,67,null,106,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US34,New Jersey,34
48333,null,2216,null,2481,null,709,null,206,null,181,null,274,null,195,null,961,null,525,null,209,null,192,null,414,null,263,null,171,null,146,null,0,null,279,null,246,null,292,null,0,null,279,null,0,null,279,null,17648,null,1659,null,1748,null,792,null,1105,null,622,null,1978,null,662,null,2463,null,799,null,3232,null,997,null,3906,null,1104,null,1599,null,728,null,1541,null,705,null,38,null,48,null,38,null,66,null,19903,null,1506,null,2488,null,651,null,1692,null,592,null,2438,null,652,null,1994,null,582,null,2969,null,596,null,3654,null,892,null,2592,null,703,null,1653,null,725,null,258,null,259,null,165,null,165,null,8301,null,934,null,1972,null,478,null,1288,null,476,null,2492,null,649,null,717,null,284,null,702,null,301,null,660,null,285,null,163,null,114,null,274,null,194,null,0,null,279,null,33,null,62,null,0400000US35,New Mexico,35
25358,null,2149,null,991,null,625,null,34,null,67,null,478,null,554,null,163,null,164,null,57,null,68,null,139,null,162,null,120,null,195,null,0,null,277,null,0,null,277,null,0,null,277,null,0,null,277,null,10060,null,1573,null,773,null,461,null,493,null,332,null,1153,null,485,null,1182,null,514,null,1224,null,558,null,2373,null,705,null,826,null,325,null,1195,null,682,null,580,null,407,null,261,null,345,null,10084,null,1486,null,1563,null,590,null,539,null,339,null,1370,null,541,null,636,null,328,null,983,null,473,null,1974,null,798,null,1335,null,502,null,1410,null,684,null,143,null,142,null,131,null,145,null,4223,null,885,null,813,null,374,null,925,null,389,null,807,null,416,null,331,null,229,null,353,null,260,null,594,null,322,null,297,null,196,null,103,null,124,null,0,null,277,null,0,null,277,null,0400000US36,New York,36
33279,null,2141,null,720,null,317,null,236,null,192,null,41,null,65,null,222,null,207,null,46,null,82,null,122,null,119,null,53,null,87,null,0,null,289,null,0,null,289,null,0,null,289,null,0,null,289,null,12432,null,1630,null,456,null,313,null,582,null,443,null,1499,null,606,null,2264,null,901,null,1870,null,569,null,3206,null,1184,null,1589,null,756,null,507,null,336,null,363,null,245,null,96,null,190,null,13272,null,1429,null,1657,null,667,null,1511,null,665,null,2162,null,877,null,1623,null,745,null,2420,null,799,null,1619,null,656,null,830,null,402,null,953,null,503,null,322,null,324,null,175,null,192,null,6855,null,889,null,1876,null,703,null,1077,null,538,null,1318,null,465,null,977,null,408,null,634,null,333,null,559,null,319,null,155,null,161,null,259,null,248,null,0,null,289,null,0,null,289,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US39,Ohio,39
80047,null,3080,null,5665,null,1236,null,1234,null,612,null,632,null,481,null,1412,null,634,null,1045,null,533,null,847,null,391,null,495,null,285,null,0,null,248,null,0,null,248,null,0,null,248,null,0,null,248,null,30342,null,2123,null,2218,null,806,null,1518,null,475,null,4773,null,1131,null,3420,null,736,null,6032,null,985,null,6025,null,954,null,3420,null,821,null,2694,null,740,null,113,null,129,null,129,null,135,null,30784,null,2188,null,3240,null,845,null,1941,null,637,null,4350,null,1109,null,3818,null,926,null,4626,null,947,null,5702,null,960,null,2952,null,761,null,3115,null,632,null,650,null,328,null,390,null,210,null,13256,null,1472,null,2432,null,610,null,2065,null,623,null,2829,null,664,null,1305,null,365,null,1896,null,453,null,1386,null,477,null,613,null,304,null,543,null,325,null,132,null,161,null,55,null,67,null,0400000US40,Oklahoma,40
20180,null,2302,null,1425,null,615,null,286,null,321,null,136,null,174,null,224,null,260,null,297,null,282,null,92,null,148,null,390,null,339,null,0,null,275,null,0,null,275,null,0,null,275,null,0,null,275,null,10355,null,1763,null,487,null,336,null,1338,null,648,null,1939,null,909,null,1788,null,783,null,1424,null,641,null,1803,null,672,null,1000,null,562,null,532,null,324,null,44,null,75,null,0,null,275,null,6221,null,1221,null,727,null,402,null,390,null,344,null,1029,null,582,null,602,null,412,null,849,null,367,null,1057,null,485,null,929,null,436,null,505,null,339,null,21,null,35,null,112,null,126,null,2179,null,653,null,234,null,235,null,323,null,281,null,325,null,287,null,605,null,325,null,204,null,185,null,286,null,189,null,190,null,180,null,12,null,26,null,0,null,275,null,0,null,275,null,0400000US41,Oregon,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
17089,null,1640,null,704,null,379,null,393,null,280,null,96,null,107,null,83,null,148,null,0,null,223,null,32,null,58,null,100,null,102,null,0,null,223,null,0,null,223,null,0,null,223,null,0,null,223,null,6466,null,1037,null,1715,null,584,null,729,null,439,null,887,null,405,null,1152,null,602,null,469,null,279,null,845,null,420,null,533,null,364,null,136,null,235,null,0,null,223,null,0,null,223,null,7287,null,992,null,1193,null,502,null,841,null,448,null,1224,null,443,null,813,null,367,null,1181,null,496,null,1178,null,441,null,406,null,299,null,424,null,249,null,27,null,45,null,0,null,223,null,2632,null,511,null,764,null,377,null,397,null,237,null,501,null,283,null,47,null,78,null,494,null,240,null,351,null,182,null,21,null,37,null,57,null,94,null,0,null,223,null,0,null,223,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
42527,null,2894,null,1186,null,567,null,304,null,359,null,134,null,167,null,0,null,291,null,233,null,257,null,95,null,108,null,298,null,240,null,42,null,73,null,80,null,120,null,0,null,291,null,0,null,291,null,17166,null,1957,null,1453,null,590,null,804,null,515,null,2186,null,834,null,2078,null,715,null,2084,null,793,null,4214,null,909,null,1714,null,640,null,1625,null,552,null,564,null,428,null,444,null,392,null,18888,null,2006,null,1493,null,517,null,1370,null,625,null,1755,null,718,null,1141,null,491,null,3349,null,894,null,3779,null,1203,null,2182,null,880,null,1954,null,663,null,697,null,398,null,1168,null,566,null,5287,null,1015,null,570,null,454,null,604,null,339,null,1073,null,536,null,997,null,391,null,681,null,397,null,756,null,328,null,330,null,217,null,112,null,150,null,116,null,133,null,48,null,55,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US51,Virginia,51
30338,null,2327,null,1677,null,681,null,151,null,122,null,0,null,271,null,148,null,161,null,169,null,211,null,897,null,546,null,213,null,241,null,99,null,130,null,0,null,271,null,0,null,271,null,0,null,271,null,11255,null,1642,null,947,null,416,null,426,null,400,null,1614,null,670,null,1267,null,543,null,1651,null,825,null,2287,null,838,null,1251,null,507,null,1548,null,552,null,179,null,140,null,85,null,106,null,13293,null,1565,null,1118,null,524,null,402,null,328,null,1607,null,703,null,1134,null,633,null,2491,null,777,null,2409,null,612,null,1553,null,566,null,1552,null,675,null,635,null,317,null,392,null,324,null,4113,null,702,null,908,null,423,null,703,null,375,null,827,null,390,null,337,null,208,null,465,null,239,null,610,null,283,null,90,null,97,null,45,null,67,null,65,null,114,null,63,null,108,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
17730,null,1700,null,1936,null,659,null,95,null,107,null,197,null,204,null,546,null,434,null,198,null,186,null,565,null,373,null,274,null,277,null,0,null,216,null,0,null,216,null,0,null,216,null,61,null,113,null,7142,null,1258,null,1395,null,702,null,337,null,264,null,795,null,458,null,643,null,345,null,1113,null,508,null,1468,null,560,null,797,null,354,null,500,null,288,null,94,null,114,null,0,null,216,null,6805,null,1036,null,1120,null,501,null,596,null,412,null,851,null,426,null,659,null,418,null,989,null,359,null,1215,null,458,null,767,null,283,null,491,null,208,null,81,null,100,null,36,null,66,null,1847,null,489,null,295,null,196,null,316,null,231,null,515,null,300,null,88,null,91,null,163,null,101,null,179,null,144,null,191,null,168,null,100,null,78,null,0,null,216,null,0,null,216,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
