B21001C_001E,B21001C_001EA,B21001C_001M,B21001C_001MA,B21001C_002E,B21001C_002EA,B21001C_002M,B21001C_002MA,B21001C_003E,B21001C_003EA,B21001C_003M,B21001C_003MA,B21001C_004E,B21001C_004EA,B21001C_004M,B21001C_004MA,B21001C_005E,B21001C_005EA,B21001C_005M,B21001C_005MA,B21001C_006E,B21001C_006EA,B21001C_006M,B21001C_006MA,B21001C_007E,B21001C_007EA,B21001C_007M,B21001C_007MA,B21001C_008E,B21001C_008EA,B21001C_008M,B21001C_008MA,B21001C_009E,B21001C_009EA,B21001C_009M,B21001C_009MA,B21001C_010E,B21001C_010EA,B21001C_010M,B21001C_010MA,B21001C_011E,B21001C_011EA,B21001C_011M,B21001C_011MA,B21001C_012E,B21001C_012EA,B21001C_012M,B21001C_012MA,B21001C_013E,B21001C_013EA,B21001C_013M,B21001C_013MA,B21001C_014E,B21001C_014EA,B21001C_014M,B21001C_014MA,B21001C_015E,B21001C_015EA,B21001C_015M,B21001C_015MA,B21001C_016E,B21001C_016EA,B21001C_016M,B21001C_016MA,B21001C_017E,B21001C_017EA,B21001C_017M,B21001C_017MA,B21001C_018E,B21001C_018EA,B21001C_018M,B21001C_018MA,B21001C_019E,B21001C_019EA,B21001C_019M,B21001C_019MA,B21001C_020E,B21001C_020EA,B21001C_020M,B21001C_020MA,B21001C_021E,B21001C_021EA,B21001C_021M,B21001C_021MA,B21001C_022E,B21001C_022EA,B21001C_022M,B21001C_022MA,B21001C_023E,B21001C_023EA,B21001C_023M,B21001C_023MA,B21001C_024E,B21001C_024EA,B21001C_024M,B21001C_024MA,B21001C_025E,B21001C_025EA,B21001C_025M,B21001C_025MA,B21001C_026E,B21001C_026EA,B21001C_026M,B21001C_026MA,B21001C_027E,B21001C_027EA,B21001C_027M,B21001C_027MA,B21001C_028E,B21001C_028EA,B21001C_028M,B21001C_028MA,B21001C_029E,B21001C_029EA,B21001C_029M,B21001C_029MA,B21001C_030E,B21001C_030EA,B21001C_030M,B21001C_030MA,B21001C_031E,B21001C_031EA,B21001C_031M,B21001C_031MA,B21001C_032E,B21001C_032EA,B21001C_032M,B21001C_032MA,B21001C_033E,B21001C_033EA,B21001C_033M,B21001C_033MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
9195,null,1296,null,4930,null,1036,null,1035,null,514,null,101,null,123,null,934,null,494,null,2640,null,901,null,378,null,272,null,2262,null,869,null,767,null,403,null,437,null,313,null,330,null,233,null,385,null,234,null,255,null,189,null,130,null,142,null,103,null,124,null,103,null,124,null,0,null,287,null,4265,null,827,null,1362,null,579,null,20,null,35,null,1342,null,584,null,1707,null,489,null,130,null,159,null,1577,null,488,null,832,null,371,null,34,null,63,null,798,null,364,null,343,null,230,null,0,null,287,null,343,null,230,null,21,null,37,null,0,null,287,null,21,null,37,null,0400000US45,South Carolina,45
40018,null,1688,null,19565,null,1245,null,8881,null,962,null,439,null,391,null,8442,null,1015,null,6791,null,702,null,1484,null,505,null,5307,null,754,null,2019,null,543,null,1242,null,396,null,777,null,352,null,982,null,303,null,329,null,177,null,653,null,270,null,892,null,330,null,664,null,253,null,228,null,229,null,20453,null,1042,null,8696,null,1114,null,73,null,107,null,8623,null,1086,null,8068,null,899,null,316,null,325,null,7752,null,963,null,1656,null,344,null,24,null,44,null,1632,null,341,null,1502,null,363,null,0,null,223,null,1502,null,363,null,531,null,153,null,0,null,223,null,531,null,153,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
90608,null,4978,null,48550,null,3799,null,17352,null,2661,null,708,null,465,null,16644,null,2646,null,20209,null,2542,null,3957,null,1091,null,16252,null,2312,null,6695,null,1142,null,2502,null,681,null,4193,null,1104,null,2942,null,659,null,1177,null,464,null,1765,null,551,null,1352,null,578,null,985,null,443,null,367,null,275,null,42058,null,2719,null,12978,null,1748,null,168,null,246,null,12810,null,1731,null,19324,null,1799,null,835,null,608,null,18489,null,1690,null,5397,null,953,null,176,null,176,null,5221,null,966,null,2783,null,799,null,49,null,80,null,2734,null,801,null,1576,null,736,null,0,null,291,null,1576,null,736,null,0400000US48,Texas,48
18852,null,1800,null,9423,null,1219,null,4109,null,870,null,385,null,447,null,3724,null,818,null,3454,null,729,null,264,null,271,null,3190,null,729,null,913,null,426,null,455,null,361,null,458,null,242,null,468,null,250,null,149,null,183,null,319,null,181,null,479,null,286,null,195,null,173,null,284,null,242,null,9429,null,1283,null,4063,null,958,null,18,null,31,null,4045,null,957,null,3624,null,729,null,207,null,231,null,3417,null,674,null,1092,null,311,null,0,null,263,null,1092,null,311,null,408,null,218,null,0,null,263,null,408,null,218,null,242,null,190,null,0,null,263,null,242,null,190,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
17314,null,2852,null,7393,null,1548,null,1479,null,791,null,350,null,445,null,1129,null,588,null,2939,null,890,null,587,null,339,null,2352,null,886,null,1453,null,604,null,408,null,347,null,1045,null,516,null,1262,null,664,null,493,null,367,null,769,null,602,null,260,null,327,null,180,null,306,null,80,null,133,null,9921,null,1827,null,3722,null,965,null,284,null,313,null,3438,null,957,null,3705,null,1118,null,498,null,326,null,3207,null,1036,null,1428,null,553,null,0,null,285,null,1428,null,553,null,560,null,382,null,0,null,285,null,560,null,382,null,506,null,433,null,0,null,285,null,506,null,433,null,0400000US51,Virginia,51
64352,null,4108,null,31955,null,2491,null,12472,null,1935,null,647,null,522,null,11825,null,1947,null,12315,null,1464,null,2522,null,924,null,9793,null,1389,null,4242,null,709,null,2157,null,609,null,2085,null,493,null,2346,null,641,null,691,null,318,null,1655,null,489,null,580,null,246,null,357,null,209,null,223,null,168,null,32397,null,2463,null,10020,null,1389,null,280,null,241,null,9740,null,1347,null,14728,null,1547,null,226,null,149,null,14502,null,1508,null,4048,null,766,null,40,null,69,null,4008,null,765,null,2199,null,546,null,71,null,124,null,2128,null,520,null,1402,null,582,null,45,null,74,null,1357,null,585,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
33975,null,1941,null,16910,null,1583,null,6624,null,1103,null,142,null,128,null,6482,null,1118,null,7156,null,1010,null,1468,null,521,null,5688,null,940,null,2165,null,463,null,1069,null,362,null,1096,null,277,null,778,null,338,null,346,null,177,null,432,null,233,null,187,null,125,null,142,null,115,null,45,null,53,null,17065,null,1191,null,6240,null,902,null,51,null,80,null,6189,null,893,null,7329,null,794,null,36,null,50,null,7293,null,796,null,1886,null,566,null,70,null,66,null,1816,null,567,null,1063,null,358,null,10,null,17,null,1053,null,357,null,547,null,239,null,66,null,92,null,481,null,219,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
