B16005A_001E,B16005A_001EA,B16005A_001M,B16005A_001MA,B16005A_002E,B16005A_002EA,B16005A_002M,B16005A_002MA,B16005A_003E,B16005A_003EA,B16005A_003M,B16005A_003MA,B16005A_004E,B16005A_004EA,B16005A_004M,B16005A_004MA,B16005A_005E,B16005A_005EA,B16005A_005M,B16005A_005MA,B16005A_006E,B16005A_006EA,B16005A_006M,B16005A_006MA,B16005A_007E,B16005A_007EA,B16005A_007M,B16005A_007MA,B16005A_008E,B16005A_008EA,B16005A_008M,B16005A_008MA,B16005A_009E,B16005A_009EA,B16005A_009M,B16005A_009MA,B16005A_010E,B16005A_010EA,B16005A_010M,B16005A_010MA,B16005A_011E,B16005A_011EA,B16005A_011M,B16005A_011MA,B16005A_012E,B16005A_012EA,B16005A_012M,B16005A_012MA,B16005A_013E,B16005A_013EA,B16005A_013M,B16005A_013MA,B16005A_014E,B16005A_014EA,B16005A_014M,B16005A_014MA,B16005A_015E,B16005A_015EA,B16005A_015M,B16005A_015MA,B16005A_016E,B16005A_016EA,B16005A_016M,B16005A_016MA,B16005A_017E,B16005A_017EA,B16005A_017M,B16005A_017MA,B16005A_018E,B16005A_018EA,B16005A_018M,B16005A_018MA,B16005A_019E,B16005A_019EA,B16005A_019M,B16005A_019MA,B16005A_020E,B16005A_020EA,B16005A_020M,B16005A_020MA,B16005A_021E,B16005A_021EA,B16005A_021M,B16005A_021MA,B16005A_022E,B16005A_022EA,B16005A_022M,B16005A_022MA,B16005A_023E,B16005A_023EA,B16005A_023M,B16005A_023MA,B16005A_024E,B16005A_024EA,B16005A_024M,B16005A_024MA,B16005A_025E,B16005A_025EA,B16005A_025M,B16005A_025MA,B16005A_026E,B16005A_026EA,B16005A_026M,B16005A_026MA,B16005A_027E,B16005A_027EA,B16005A_027M,B16005A_027MA,B16005A_028E,B16005A_028EA,B16005A_028M,B16005A_028MA,B16005A_029E,B16005A_029EA,B16005A_029M,B16005A_029MA,B16005A_030E,B16005A_030EA,B16005A_030M,B16005A_030MA,B16005A_031E,B16005A_031EA,B16005A_031M,B16005A_031MA,B16005A_032E,B16005A_032EA,B16005A_032M,B16005A_032MA,B16005A_033E,B16005A_033EA,B16005A_033M,B16005A_033MA,B16005A_034E,B16005A_034EA,B16005A_034M,B16005A_034MA,B16005A_035E,B16005A_035EA,B16005A_035M,B16005A_035MA,B16005A_036E,B16005A_036EA,B16005A_036M,B16005A_036MA,B16005A_037E,B16005A_037EA,B16005A_037M,B16005A_037MA,B16005A_038E,B16005A_038EA,B16005A_038M,B16005A_038MA,B16005A_039E,B16005A_039EA,B16005A_039M,B16005A_039MA,B16005A_040E,B16005A_040EA,B16005A_040M,B16005A_040MA,B16005A_041E,B16005A_041EA,B16005A_041M,B16005A_041MA,B16005A_042E,B16005A_042EA,B16005A_042M,B16005A_042MA,B16005A_043E,B16005A_043EA,B16005A_043M,B16005A_043MA,B16005A_044E,B16005A_044EA,B16005A_044M,B16005A_044MA,B16005A_045E,B16005A_045EA,B16005A_045M,B16005A_045MA,GEO_ID,NAME,state
4623502,null,5736,null,4524185,null,7270,null,4411368,null,8535,null,62732,null,4531,null,48062,null,3700,null,7227,null,1646,null,7046,null,1256,null,397,null,296,null,45207,null,4563,null,35399,null,3952,null,7060,null,2034,null,2434,null,655,null,314,null,205,null,2453,null,793,null,2138,null,768,null,233,null,183,null,82,null,116,null,0,null,255,null,2425,null,741,null,1955,null,598,null,273,null,271,null,148,null,240,null,49,null,85,null,99317,null,6148,null,27116,null,2881,null,30123,null,3308,null,8933,null,1554,null,7090,null,1805,null,8753,null,1648,null,5347,null,1713,null,36285,null,4704,null,19242,null,2793,null,10304,null,2020,null,5268,null,1345,null,1471,null,839,null,1728,null,1074,null,543,null,324,null,538,null,419,null,647,null,648,null,0,null,255,null,4065,null,1415,null,2336,null,884,null,1259,null,561,null,355,null,295,null,115,null,187,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
1475471,null,4098,null,1426312,null,4557,null,1379820,null,4854,null,31446,null,3312,null,23402,null,2900,null,5300,null,1312,null,2579,null,671,null,165,null,149,null,13463,null,1670,null,11538,null,1657,null,1037,null,399,null,888,null,382,null,0,null,218,null,578,null,289,null,444,null,267,null,56,null,92,null,44,null,73,null,34,null,41,null,1005,null,697,null,930,null,678,null,11,null,18,null,0,null,218,null,64,null,104,null,49159,null,4319,null,7517,null,1127,null,30764,null,3317,null,8006,null,1805,null,7561,null,1447,null,9105,null,1604,null,6092,null,1415,null,8211,null,2271,null,5672,null,1767,null,1558,null,607,null,919,null,603,null,62,null,103,null,605,null,400,null,299,null,238,null,79,null,91,null,104,null,174,null,123,null,143,null,2062,null,1097,null,1405,null,879,null,399,null,344,null,258,null,275,null,0,null,218,null,0400000US31,Nebraska,31
1765999,null,11871,null,1496466,null,11216,null,1357669,null,11021,null,117264,null,7268,null,95893,null,6770,null,12783,null,2069,null,7768,null,1448,null,820,null,617,null,16130,null,2533,null,13734,null,2197,null,1609,null,786,null,787,null,535,null,0,null,298,null,2293,null,778,null,1990,null,739,null,124,null,145,null,179,null,215,null,0,null,298,null,3110,null,1422,null,2877,null,1368,null,233,null,196,null,0,null,298,null,0,null,298,null,269533,null,11663,null,42342,null,3550,null,186102,null,9674,null,54839,null,4366,null,46380,null,4011,null,54079,null,5100,null,30804,null,4152,null,33755,null,5316,null,20999,null,3746,null,9562,null,2448,null,3144,null,1270,null,50,null,82,null,903,null,639,null,410,null,450,null,428,null,418,null,65,null,108,null,0,null,298,null,6431,null,1823,null,4215,null,1373,null,1761,null,776,null,417,null,464,null,38,null,62,null,0400000US32,Nevada,32
1179364,null,2500,null,1139032,null,4450,null,1095023,null,5520,null,13167,null,2240,null,9469,null,1676,null,1877,null,990,null,1484,null,723,null,337,null,349,null,29677,null,2414,null,24454,null,2178,null,3523,null,845,null,1646,null,520,null,54,null,90,null,554,null,398,null,554,null,398,null,0,null,253,null,0,null,253,null,0,null,253,null,611,null,436,null,611,null,436,null,0,null,253,null,0,null,253,null,0,null,253,null,40332,null,3990,null,17612,null,1970,null,6427,null,2244,null,1597,null,724,null,1651,null,795,null,3051,null,1561,null,128,null,159,null,15589,null,3053,null,9759,null,1943,null,4467,null,1394,null,1299,null,799,null,64,null,104,null,106,null,126,null,62,null,102,null,44,null,72,null,0,null,253,null,0,null,253,null,598,null,466,null,545,null,454,null,53,null,92,null,0,null,253,null,0,null,253,null,0400000US33,New Hampshire,33
5703551,null,16466,null,4954502,null,19954,null,4500752,null,21824,null,269078,null,12057,null,215933,null,10235,null,30485,null,3652,null,18510,null,2578,null,4150,null,1251,null,155700,null,7117,null,136945,null,6813,null,11634,null,1466,null,6877,null,1312,null,244,null,190,null,6330,null,1620,null,5379,null,1544,null,729,null,353,null,222,null,183,null,0,null,277,null,22642,null,3355,null,19690,null,3120,null,2245,null,933,null,707,null,477,null,0,null,277,null,749049,null,21320,null,130291,null,7118,null,287865,null,14715,null,101454,null,7080,null,70841,null,5550,null,79030,null,7204,null,36540,null,4864,null,273302,null,12564,null,144467,null,8373,null,73129,null,5404,null,45259,null,4764,null,10447,null,1903,null,12067,null,3071,null,7147,null,2156,null,2959,null,977,null,1393,null,805,null,568,null,523,null,45524,null,4760,null,29655,null,3538,null,11058,null,1801,null,3885,null,1230,null,926,null,604,null,0400000US34,New Jersey,34
1274063,null,9768,null,1152900,null,10618,null,908097,null,8874,null,233597,null,8514,null,200141,null,8717,null,23186,null,2545,null,8485,null,1381,null,1785,null,712,null,9267,null,1740,null,8617,null,1686,null,473,null,298,null,177,null,153,null,0,null,281,null,544,null,354,null,544,null,354,null,0,null,281,null,0,null,281,null,0,null,281,null,1395,null,662,null,1252,null,595,null,143,null,172,null,0,null,281,null,0,null,281,null,121163,null,8171,null,15802,null,1924,null,95347,null,7763,null,27062,null,3923,null,22187,null,2628,null,29128,null,3411,null,16970,null,2777,null,8192,null,1695,null,6297,null,1508,null,1434,null,557,null,405,null,293,null,56,null,89,null,766,null,757,null,185,null,182,null,581,null,701,null,0,null,281,null,0,null,281,null,1056,null,647,null,889,null,532,null,113,null,140,null,54,null,92,null,0,null,281,null,0400000US35,New Mexico,35
12058013,null,29230,null,10508152,null,29602,null,9486147,null,26041,null,488698,null,15881,null,374005,null,14034,null,68717,null,4543,null,40214,null,3188,null,5762,null,1170,null,457811,null,13917,null,370887,null,13254,null,54345,null,5059,null,29139,null,3348,null,3440,null,912,null,8987,null,1737,null,8057,null,1584,null,661,null,408,null,269,null,194,null,0,null,273,null,66509,null,7475,null,57584,null,7125,null,6176,null,1877,null,2201,null,753,null,548,null,464,null,1549861,null,25277,null,305439,null,10867,null,451918,null,18061,null,125131,null,7747,null,125670,null,8067,null,138190,null,8538,null,62927,null,7234,null,680710,null,17653,null,322604,null,13346,null,185810,null,8994,null,127376,null,5469,null,44920,null,4300,null,18985,null,4096,null,9148,null,2374,null,6513,null,2144,null,2753,null,1116,null,571,null,485,null,92809,null,8268,null,53867,null,4998,null,25563,null,3406,null,11056,null,2474,null,2323,null,1071,null,0400000US36,New York,36
5955341,null,12639,null,5727808,null,12076,null,5571718,null,13014,null,104460,null,6787,null,80067,null,5481,null,14174,null,2524,null,9220,null,1851,null,999,null,602,null,41801,null,3761,null,36766,null,3784,null,2631,null,758,null,2404,null,919,null,0,null,287,null,4175,null,1140,null,3373,null,1058,null,446,null,314,null,356,null,236,null,0,null,287,null,5654,null,1475,null,5065,null,1342,null,491,null,339,null,98,null,122,null,0,null,287,null,227533,null,11120,null,56617,null,4637,null,116944,null,8238,null,30783,null,3416,null,27809,null,3600,null,41865,null,4258,null,16487,null,2173,null,41988,null,4893,null,29119,null,3291,null,8789,null,2112,null,3705,null,1543,null,375,null,311,null,2363,null,1300,null,1517,null,938,null,550,null,546,null,296,null,343,null,0,null,287,null,9621,null,2113,null,5409,null,1402,null,3206,null,985,null,894,null,563,null,112,null,131,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
9054048,null,6572,null,8842146,null,10215,null,8584688,null,15121,null,103318,null,5306,null,73093,null,3856,null,15378,null,2045,null,12803,null,1699,null,2044,null,1014,null,135600,null,8413,null,104383,null,7565,null,22378,null,3503,null,7922,null,1458,null,917,null,564,null,4932,null,1182,null,4120,null,1105,null,429,null,259,null,277,null,222,null,106,null,122,null,13608,null,2336,null,11788,null,2167,null,762,null,305,null,1058,null,434,null,0,null,265,null,211902,null,8543,null,66525,null,3892,null,32414,null,3862,null,9334,null,1495,null,7792,null,1548,null,9545,null,1865,null,5743,null,2133,null,87989,null,6517,null,49753,null,4186,null,25894,null,3038,null,10218,null,1774,null,2124,null,804,null,3034,null,1589,null,1620,null,906,null,824,null,479,null,453,null,433,null,137,null,225,null,21940,null,3360,null,14459,null,2308,null,5335,null,1428,null,1909,null,809,null,237,null,237,null,0400000US39,Ohio,39
2533191,null,7065,null,2463870,null,6346,null,2406274,null,6307,null,44146,null,4339,null,35352,null,3943,null,4482,null,969,null,3112,null,892,null,1200,null,1268,null,10707,null,1934,null,9288,null,1832,null,817,null,355,null,549,null,267,null,53,null,88,null,1277,null,413,null,1264,null,410,null,13,null,20,null,0,null,246,null,0,null,246,null,1466,null,583,null,1180,null,530,null,227,null,198,null,59,null,97,null,0,null,246,null,69321,null,5240,null,14647,null,1991,null,41454,null,4051,null,9168,null,1598,null,8826,null,1653,null,15144,null,2319,null,8316,null,1847,null,8437,null,2518,null,5172,null,1278,null,2225,null,849,null,678,null,497,null,362,null,371,null,621,null,408,null,192,null,163,null,429,null,361,null,0,null,246,null,0,null,246,null,4162,null,1648,null,2406,null,912,null,1363,null,853,null,393,null,475,null,0,null,246,null,0400000US40,Oklahoma,40
3031920,null,9156,null,2856981,null,9128,null,2728473,null,9137,null,86755,null,4980,null,67114,null,4590,null,10592,null,1962,null,8554,null,1718,null,495,null,347,null,32731,null,3455,null,28613,null,3196,null,2597,null,782,null,1404,null,507,null,117,null,196,null,5102,null,1084,null,4491,null,1047,null,385,null,272,null,226,null,237,null,0,null,273,null,3920,null,1419,null,3797,null,1418,null,123,null,122,null,0,null,273,null,0,null,273,null,174939,null,8709,null,42282,null,3571,null,84912,null,6329,null,21363,null,3148,null,16585,null,2186,null,30863,null,4219,null,16101,null,2889,null,41926,null,5013,null,22936,null,2901,null,9251,null,2049,null,6732,null,1827,null,3007,null,1048,null,693,null,459,null,504,null,384,null,68,null,116,null,121,null,147,null,0,null,273,null,5126,null,1714,null,3376,null,1454,null,1586,null,830,null,164,null,201,null,0,null,273,null,0400000US41,Oregon,41
9858728,null,9889,null,9555344,null,13129,null,9166218,null,16921,null,157931,null,7547,null,111040,null,6906,null,23329,null,2226,null,19468,null,2227,null,4094,null,1203,null,211187,null,9078,null,168279,null,7563,null,31805,null,3666,null,10071,null,1411,null,1032,null,469,null,6874,null,2157,null,6401,null,2170,null,314,null,258,null,114,null,110,null,45,null,72,null,13134,null,2713,null,11662,null,2622,null,822,null,524,null,539,null,290,null,111,null,120,null,303384,null,11692,null,91878,null,5332,null,62103,null,5960,null,20109,null,2568,null,15914,null,3121,null,16307,null,2930,null,9773,null,2169,null,126749,null,7585,null,67761,null,4777,null,32406,null,3716,null,22278,null,2896,null,4304,null,1387,null,5666,null,1883,null,1543,null,586,null,2781,null,1344,null,956,null,660,null,386,null,440,null,16988,null,2459,null,9676,null,1804,null,5021,null,1259,null,1691,null,665,null,600,null,411,null,0400000US42,Pennsylvania,42
831964,null,4675,null,772849,null,5396,null,715975,null,7062,null,19532,null,2802,null,14707,null,2639,null,1556,null,580,null,2377,null,1013,null,892,null,584,null,35105,null,3767,null,29745,null,3514,null,3133,null,777,null,2168,null,961,null,59,null,100,null,460,null,357,null,460,null,357,null,0,null,285,null,0,null,285,null,0,null,285,null,1777,null,1317,null,1451,null,929,null,326,null,450,null,0,null,285,null,0,null,285,null,59115,null,5276,null,14080,null,2147,null,16864,null,3260,null,4637,null,1632,null,4547,null,1406,null,4064,null,1629,null,3616,null,1192,null,26668,null,3163,null,12518,null,2382,null,6346,null,1465,null,4886,null,1355,null,2918,null,974,null,602,null,601,null,231,null,280,null,186,null,220,null,185,null,231,null,0,null,285,null,901,null,510,null,557,null,387,null,274,null,277,null,70,null,117,null,0,null,285,null,0400000US44,Rhode Island,44
2791233,null,4449,null,2690666,null,5594,null,2627072,null,6061,null,40496,null,3337,null,29851,null,2845,null,5486,null,1240,null,4522,null,1144,null,637,null,441,null,18317,null,2198,null,15618,null,2168,null,1337,null,499,null,1362,null,663,null,0,null,287,null,2699,null,1410,null,2094,null,1408,null,253,null,264,null,279,null,294,null,73,null,133,null,2082,null,984,null,1881,null,973,null,58,null,94,null,143,null,174,null,0,null,287,null,100567,null,6042,null,29261,null,2701,null,44526,null,3638,null,12079,null,1784,null,10304,null,1461,null,14909,null,2159,null,7234,null,1769,null,23422,null,3284,null,16479,null,2525,null,4488,null,1402,null,2194,null,925,null,261,null,335,null,639,null,457,null,320,null,271,null,240,null,297,null,79,null,131,null,0,null,287,null,2719,null,994,null,1619,null,690,null,780,null,485,null,214,null,178,null,106,null,173,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
4574326,null,6578,null,4452879,null,6705,null,4366743,null,8530,null,52169,null,3847,null,38767,null,3835,null,7657,null,1556,null,5543,null,1049,null,202,null,212,null,28702,null,3901,null,23106,null,3645,null,3565,null,998,null,2031,null,752,null,0,null,281,null,2320,null,710,null,2060,null,672,null,216,null,192,null,44,null,71,null,0,null,281,null,2945,null,1155,null,2365,null,1144,null,195,null,236,null,385,null,238,null,0,null,281,null,121447,null,7925,null,28118,null,2958,null,59536,null,5833,null,16959,null,3392,null,12946,null,2315,null,20232,null,3252,null,9399,null,2167,null,26151,null,3983,null,17324,null,2750,null,5824,null,1608,null,2500,null,1072,null,503,null,441,null,937,null,676,null,733,null,576,null,204,null,242,null,0,null,281,null,0,null,281,null,6705,null,1814,null,4619,null,1435,null,1272,null,651,null,772,null,614,null,42,null,68,null,0400000US47,Tennessee,47
15517930,null,46232,null,13512995,null,37966,null,10977045,null,26602,null,2398001,null,32816,null,1872298,null,30106,null,336836,null,10803,null,146835,null,5973,null,42032,null,3478,null,112403,null,6139,null,97481,null,5770,null,10575,null,1836,null,4307,null,988,null,40,null,70,null,8843,null,1583,null,7747,null,1495,null,529,null,330,null,567,null,371,null,0,null,287,null,16703,null,3382,null,14955,null,3239,null,1154,null,501,null,594,null,394,null,0,null,287,null,2004935,null,32420,null,179012,null,8715,null,1675707,null,31417,null,407789,null,15006,null,335312,null,11928,null,511024,null,17788,null,421582,null,13932,null,117884,null,7392,null,83225,null,5874,null,24442,null,2824,null,8562,null,1961,null,1655,null,745,null,6301,null,1305,null,4277,null,1062,null,1252,null,579,null,501,null,477,null,271,null,271,null,26031,null,4239,null,16872,null,2976,null,6021,null,1787,null,2996,null,1407,null,142,null,168,null,0400000US48,Texas,48
2161027,null,6808,null,2030759,null,6708,null,1927006,null,8645,null,70130,null,5450,null,55445,null,4541,null,7573,null,1406,null,6584,null,1893,null,528,null,496,null,27334,null,3139,null,24253,null,3089,null,1675,null,528,null,1406,null,502,null,0,null,261,null,5230,null,1220,null,4605,null,1152,null,483,null,301,null,142,null,135,null,0,null,261,null,1059,null,492,null,888,null,436,null,125,null,157,null,46,null,77,null,0,null,261,null,130268,null,7437,null,22717,null,2911,null,85627,null,6155,null,21277,null,3446,null,20390,null,2535,null,25386,null,3454,null,18574,null,3245,null,19821,null,3423,null,13815,null,2550,null,3566,null,994,null,1710,null,971,null,730,null,612,null,582,null,581,null,460,null,438,null,11,null,20,null,111,null,160,null,0,null,261,null,1521,null,755,null,1309,null,696,null,212,null,289,null,0,null,261,null,0,null,261,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
5108765,null,9629,null,4813862,null,9380,null,4640172,null,11114,null,104024,null,5453,null,84804,null,5227,null,11059,null,1683,null,7400,null,1576,null,761,null,446,null,56562,null,4541,null,47405,null,4418,null,5164,null,990,null,3943,null,998,null,50,null,82,null,5393,null,1100,null,4964,null,1113,null,321,null,380,null,108,null,130,null,0,null,283,null,7711,null,1794,null,6726,null,1759,null,438,null,407,null,547,null,454,null,0,null,283,null,294903,null,11242,null,67571,null,4281,null,119556,null,8087,null,43105,null,4111,null,29205,null,3573,null,32310,null,4293,null,14936,null,2327,null,80620,null,6655,null,51451,null,4260,null,17516,null,2294,null,9338,null,2188,null,2315,null,1456,null,5354,null,1787,null,2822,null,1020,null,1503,null,684,null,767,null,475,null,262,null,274,null,21802,null,3882,null,14331,null,3213,null,5742,null,1514,null,1311,null,670,null,418,null,639,null,0400000US51,Virginia,51
4914055,null,11373,null,4573546,null,14526,null,4367545,null,14752,null,123117,null,7764,null,92781,null,6752,null,18340,null,2809,null,10506,null,1601,null,1490,null,687,null,66669,null,4835,null,55876,null,4101,null,6277,null,1503,null,4130,null,1025,null,386,null,436,null,12326,null,1698,null,10247,null,1678,null,1123,null,337,null,956,null,482,null,0,null,269,null,3889,null,1054,null,3398,null,1030,null,369,null,263,null,122,null,147,null,0,null,269,null,340509,null,14239,null,100457,null,5820,null,118214,null,8675,null,32653,null,3627,null,26867,null,3041,null,32930,null,4231,null,25764,null,3484,null,107211,null,8700,null,56461,null,4803,null,27724,null,3756,null,16189,null,2555,null,6837,null,1687,null,3787,null,1110,null,1640,null,580,null,907,null,402,null,1064,null,529,null,176,null,215,null,10840,null,2648,null,7087,null,2128,null,2408,null,812,null,1345,null,850,null,0,null,269,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
4609348,null,5182,null,4498666,null,8051,null,4353140,null,9511,null,73756,null,4053,null,53334,null,3789,null,9683,null,1634,null,9757,null,1445,null,982,null,584,null,64622,null,3846,null,51946,null,3354,null,8258,null,1292,null,4129,null,829,null,289,null,155,null,2673,null,742,null,1964,null,689,null,479,null,246,null,230,null,170,null,0,null,213,null,4475,null,2059,null,4029,null,1986,null,433,null,259,null,13,null,22,null,0,null,213,null,110682,null,7169,null,30696,null,2822,null,36831,null,3749,null,10625,null,1715,null,10599,null,1617,null,10122,null,1791,null,5485,null,1422,null,38014,null,4932,null,22823,null,2708,null,7564,null,1436,null,6322,null,1969,null,1305,null,769,null,1015,null,541,null,385,null,281,null,367,null,267,null,233,null,306,null,30,null,63,null,4126,null,1522,null,2868,null,1339,null,1019,null,431,null,105,null,145,null,134,null,169,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
