B17010C_001E,B17010C_001EA,B17010C_001M,B17010C_001MA,B17010C_002E,B17010C_002EA,B17010C_002M,B17010C_002MA,B17010C_003E,B17010C_003EA,B17010C_003M,B17010C_003MA,B17010C_004E,B17010C_004EA,B17010C_004M,B17010C_004MA,B17010C_005E,B17010C_005EA,B17010C_005M,B17010C_005MA,B17010C_006E,B17010C_006EA,B17010C_006M,B17010C_006MA,B17010C_007E,B17010C_007EA,B17010C_007M,B17010C_007MA,B17010C_008E,B17010C_008EA,B17010C_008M,B17010C_008MA,B17010C_009E,B17010C_009EA,B17010C_009M,B17010C_009MA,B17010C_010E,B17010C_010EA,B17010C_010M,B17010C_010MA,B17010C_011E,B17010C_011EA,B17010C_011M,B17010C_011MA,B17010C_012E,B17010C_012EA,B17010C_012M,B17010C_012MA,B17010C_013E,B17010C_013EA,B17010C_013M,B17010C_013MA,B17010C_014E,B17010C_014EA,B17010C_014M,B17010C_014MA,B17010C_015E,B17010C_015EA,B17010C_015M,B17010C_015MA,B17010C_016E,B17010C_016EA,B17010C_016M,B17010C_016MA,B17010C_017E,B17010C_017EA,B17010C_017M,B17010C_017MA,B17010C_018E,B17010C_018EA,B17010C_018M,B17010C_018MA,B17010C_019E,B17010C_019EA,B17010C_019M,B17010C_019MA,B17010C_020E,B17010C_020EA,B17010C_020M,B17010C_020MA,B17010C_021E,B17010C_021EA,B17010C_021M,B17010C_021MA,B17010C_022E,B17010C_022EA,B17010C_022M,B17010C_022MA,B17010C_023E,B17010C_023EA,B17010C_023M,B17010C_023MA,B17010C_024E,B17010C_024EA,B17010C_024M,B17010C_024MA,B17010C_025E,B17010C_025EA,B17010C_025M,B17010C_025MA,B17010C_026E,B17010C_026EA,B17010C_026M,B17010C_026MA,B17010C_027E,B17010C_027EA,B17010C_027M,B17010C_027MA,B17010C_028E,B17010C_028EA,B17010C_028M,B17010C_028MA,B17010C_029E,B17010C_029EA,B17010C_029M,B17010C_029MA,B17010C_030E,B17010C_030EA,B17010C_030M,B17010C_030MA,B17010C_031E,B17010C_031EA,B17010C_031M,B17010C_031MA,B17010C_032E,B17010C_032EA,B17010C_032M,B17010C_032MA,B17010C_033E,B17010C_033EA,B17010C_033M,B17010C_033MA,B17010C_034E,B17010C_034EA,B17010C_034M,B17010C_034MA,B17010C_035E,B17010C_035EA,B17010C_035M,B17010C_035MA,B17010C_036E,B17010C_036EA,B17010C_036M,B17010C_036MA,B17010C_037E,B17010C_037EA,B17010C_037M,B17010C_037MA,B17010C_038E,B17010C_038EA,B17010C_038M,B17010C_038MA,B17010C_039E,B17010C_039EA,B17010C_039M,B17010C_039MA,B17010C_040E,B17010C_040EA,B17010C_040M,B17010C_040MA,B17010C_041E,B17010C_041EA,B17010C_041M,B17010C_041MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US36,New York,36
24180,null,2034,null,5469,null,1262,null,1285,null,691,null,995,null,697,null,121,null,151,null,103,null,146,null,771,null,660,null,290,null,243,null,4184,null,1099,null,329,null,265,null,329,null,265,null,0,null,287,null,42,null,82,null,287,null,250,null,0,null,287,null,3855,null,1060,null,3405,null,1000,null,372,null,378,null,820,null,580,null,2213,null,872,null,450,null,467,null,18711,null,1936,null,12962,null,1492,null,5663,null,1083,null,867,null,374,null,1238,null,587,null,3558,null,852,null,7299,null,1240,null,5749,null,1416,null,2130,null,762,null,1305,null,613,null,171,null,151,null,297,null,301,null,837,null,504,null,825,null,506,null,3619,null,1214,null,2413,null,1004,null,178,null,188,null,737,null,583,null,1498,null,803,null,1206,null,514,null,0400000US37,North Carolina,37
7500,null,777,null,2830,null,563,null,472,null,258,null,294,null,205,null,78,null,129,null,128,null,125,null,88,null,129,null,178,null,165,null,2358,null,516,null,435,null,274,null,416,null,279,null,127,null,151,null,83,null,120,null,206,null,194,null,19,null,39,null,1923,null,512,null,1839,null,506,null,573,null,277,null,335,null,215,null,931,null,404,null,84,null,72,null,4670,null,691,null,3016,null,614,null,1962,null,477,null,166,null,156,null,277,null,182,null,1519,null,478,null,1054,null,346,null,1654,null,528,null,621,null,297,null,457,null,228,null,101,null,108,null,140,null,148,null,216,null,154,null,164,null,198,null,1033,null,421,null,707,null,377,null,130,null,154,null,33,null,41,null,544,null,319,null,326,null,224,null,0400000US38,North Dakota,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US39,Ohio,39
57721,null,2542,null,11362,null,1214,null,5010,null,883,null,3660,null,806,null,493,null,289,null,1328,null,423,null,1839,null,629,null,1350,null,460,null,6352,null,1045,null,1005,null,386,null,692,null,331,null,104,null,101,null,54,null,78,null,534,null,301,null,313,null,238,null,5347,null,955,null,4877,null,970,null,1013,null,407,null,1519,null,503,null,2345,null,686,null,470,null,234,null,46359,null,2346,null,34740,null,2215,null,18089,null,1771,null,2711,null,701,null,4079,null,929,null,11299,null,1556,null,16651,null,1573,null,11619,null,1426,null,3181,null,673,null,1833,null,603,null,483,null,336,null,104,null,97,null,1246,null,528,null,1348,null,479,null,8438,null,1270,null,4867,null,1001,null,641,null,332,null,603,null,383,null,3623,null,912,null,3571,null,807,null,0400000US40,Oklahoma,40
17138,null,2158,null,4468,null,1337,null,2201,null,951,null,1717,null,863,null,436,null,387,null,663,null,533,null,618,null,508,null,484,null,360,null,2267,null,908,null,359,null,339,null,148,null,150,null,44,null,74,null,0,null,273,null,104,null,126,null,211,null,308,null,1908,null,834,null,1809,null,822,null,212,null,203,null,974,null,632,null,623,null,551,null,99,null,94,null,12670,null,1771,null,8320,null,1400,null,4904,null,1135,null,961,null,687,null,1481,null,690,null,2462,null,773,null,3416,null,721,null,4350,null,1482,null,1612,null,802,null,445,null,244,null,0,null,273,null,166,null,273,null,279,null,221,null,1167,null,789,null,2738,null,1240,null,2032,null,1110,null,0,null,273,null,504,null,491,null,1528,null,975,null,706,null,431,null,0400000US41,Oregon,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
13294,null,1236,null,5710,null,1007,null,952,null,425,null,870,null,413,null,152,null,175,null,480,null,311,null,238,null,165,null,82,null,89,null,4758,null,957,null,633,null,342,null,525,null,335,null,0,null,221,null,161,null,155,null,364,null,305,null,108,null,148,null,4125,null,883,null,3803,null,860,null,1231,null,468,null,1470,null,557,null,1102,null,452,null,322,null,249,null,7584,null,1170,null,2877,null,655,null,1551,null,520,null,242,null,200,null,350,null,219,null,959,null,443,null,1326,null,323,null,4707,null,937,null,1642,null,664,null,1023,null,494,null,193,null,214,null,215,null,200,null,615,null,425,null,619,null,416,null,3065,null,727,null,2492,null,740,null,530,null,387,null,1009,null,501,null,953,null,402,null,573,null,259,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
27977,null,2438,null,4488,null,1386,null,1966,null,849,null,1640,null,752,null,120,null,161,null,892,null,549,null,628,null,441,null,326,null,346,null,2522,null,1020,null,322,null,290,null,322,null,290,null,25,null,29,null,0,null,287,null,297,null,289,null,0,null,287,null,2200,null,921,null,1811,null,903,null,295,null,352,null,533,null,378,null,983,null,639,null,389,null,341,null,23489,null,2201,null,17552,null,2103,null,7816,null,1243,null,1077,null,517,null,2036,null,749,null,4703,null,1096,null,9736,null,1524,null,5937,null,1104,null,1601,null,463,null,1020,null,371,null,209,null,229,null,92,null,118,null,719,null,339,null,581,null,339,null,4336,null,1053,null,2775,null,821,null,331,null,242,null,214,null,191,null,2230,null,766,null,1561,null,593,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US51,Virginia,51
19585,null,1635,null,4561,null,913,null,1010,null,458,null,610,null,380,null,179,null,214,null,46,null,65,null,385,null,315,null,400,null,241,null,3551,null,841,null,561,null,401,null,353,null,217,null,72,null,102,null,163,null,166,null,118,null,114,null,208,null,335,null,2990,null,755,null,2689,null,719,null,844,null,425,null,751,null,411,null,1094,null,562,null,301,null,349,null,15024,null,1601,null,9038,null,1259,null,4205,null,896,null,395,null,240,null,1134,null,526,null,2676,null,700,null,4833,null,900,null,5986,null,1070,null,2309,null,806,null,864,null,461,null,171,null,172,null,248,null,268,null,445,null,279,null,1445,null,599,null,3677,null,723,null,2272,null,658,null,268,null,217,null,208,null,121,null,1796,null,634,null,1405,null,398,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
12366,null,1327,null,3358,null,785,null,709,null,346,null,541,null,321,null,145,null,185,null,139,null,113,null,257,null,182,null,168,null,175,null,2649,null,691,null,651,null,362,null,651,null,362,null,183,null,181,null,101,null,110,null,367,null,287,null,0,null,213,null,1998,null,628,null,1886,null,621,null,383,null,268,null,410,null,256,null,1093,null,437,null,112,null,97,null,9008,null,1146,null,5222,null,860,null,2605,null,608,null,361,null,257,null,632,null,380,null,1612,null,432,null,2617,null,569,null,3786,null,932,null,1521,null,505,null,1200,null,434,null,338,null,304,null,120,null,151,null,742,null,335,null,321,null,244,null,2265,null,684,null,1973,null,682,null,171,null,161,null,214,null,175,null,1588,null,611,null,292,null,194,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
