C19037I_001E,C19037I_001EA,C19037I_001M,C19037I_001MA,C19037I_002E,C19037I_002EA,C19037I_002M,C19037I_002MA,C19037I_003E,C19037I_003EA,C19037I_003M,C19037I_003MA,C19037I_004E,C19037I_004EA,C19037I_004M,C19037I_004MA,C19037I_005E,C19037I_005EA,C19037I_005M,C19037I_005MA,C19037I_006E,C19037I_006EA,C19037I_006M,C19037I_006MA,C19037I_007E,C19037I_007EA,C19037I_007M,C19037I_007MA,C19037I_008E,C19037I_008EA,C19037I_008M,C19037I_008MA,C19037I_009E,C19037I_009EA,C19037I_009M,C19037I_009MA,C19037I_010E,C19037I_010EA,C19037I_010M,C19037I_010MA,C19037I_011E,C19037I_011EA,C19037I_011M,C19037I_011MA,C19037I_012E,C19037I_012EA,C19037I_012M,C19037I_012MA,C19037I_013E,C19037I_013EA,C19037I_013M,C19037I_013MA,C19037I_014E,C19037I_014EA,C19037I_014M,C19037I_014MA,C19037I_015E,C19037I_015EA,C19037I_015M,C19037I_015MA,C19037I_016E,C19037I_016EA,C19037I_016M,C19037I_016MA,C19037I_017E,C19037I_017EA,C19037I_017M,C19037I_017MA,C19037I_018E,C19037I_018EA,C19037I_018M,C19037I_018MA,C19037I_019E,C19037I_019EA,C19037I_019M,C19037I_019MA,C19037I_020E,C19037I_020EA,C19037I_020M,C19037I_020MA,C19037I_021E,C19037I_021EA,C19037I_021M,C19037I_021MA,C19037I_022E,C19037I_022EA,C19037I_022M,C19037I_022MA,C19037I_023E,C19037I_023EA,C19037I_023M,C19037I_023MA,C19037I_024E,C19037I_024EA,C19037I_024M,C19037I_024MA,C19037I_025E,C19037I_025EA,C19037I_025M,C19037I_025MA,C19037I_026E,C19037I_026EA,C19037I_026M,C19037I_026MA,C19037I_027E,C19037I_027EA,C19037I_027M,C19037I_027MA,C19037I_028E,C19037I_028EA,C19037I_028M,C19037I_028MA,C19037I_029E,C19037I_029EA,C19037I_029M,C19037I_029MA,C19037I_030E,C19037I_030EA,C19037I_030M,C19037I_030MA,C19037I_031E,C19037I_031EA,C19037I_031M,C19037I_031MA,C19037I_032E,C19037I_032EA,C19037I_032M,C19037I_032MA,C19037I_033E,C19037I_033EA,C19037I_033M,C19037I_033MA,C19037I_034E,C19037I_034EA,C19037I_034M,C19037I_034MA,C19037I_035E,C19037I_035EA,C19037I_035M,C19037I_035MA,C19037I_036E,C19037I_036EA,C19037I_036M,C19037I_036MA,C19037I_037E,C19037I_037EA,C19037I_037M,C19037I_037MA,C19037I_038E,C19037I_038EA,C19037I_038M,C19037I_038MA,C19037I_039E,C19037I_039EA,C19037I_039M,C19037I_039MA,C19037I_040E,C19037I_040EA,C19037I_040M,C19037I_040MA,C19037I_041E,C19037I_041EA,C19037I_041M,C19037I_041MA,C19037I_042E,C19037I_042EA,C19037I_042M,C19037I_042MA,C19037I_043E,C19037I_043EA,C19037I_043M,C19037I_043MA,C19037I_044E,C19037I_044EA,C19037I_044M,C19037I_044MA,C19037I_045E,C19037I_045EA,C19037I_045M,C19037I_045MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
36536,null,1843,null,2564,null,1061,null,439,null,344,null,567,null,632,null,461,null,348,null,370,null,298,null,186,null,228,null,541,null,268,null,0,null,218,null,0,null,218,null,0,null,218,null,0,null,218,null,22246,null,1664,null,1601,null,718,null,954,null,475,null,3983,null,1250,null,4917,null,1245,null,4625,null,1231,null,4143,null,1176,null,1438,null,542,null,585,null,455,null,0,null,218,null,0,null,218,null,9611,null,1381,null,429,null,368,null,651,null,479,null,999,null,432,null,1959,null,760,null,1511,null,523,null,2289,null,762,null,1164,null,521,null,397,null,317,null,168,null,256,null,44,null,74,null,2115,null,659,null,674,null,413,null,285,null,232,null,436,null,249,null,132,null,126,null,244,null,338,null,162,null,186,null,101,null,190,null,81,null,152,null,0,null,218,null,0,null,218,null,0400000US31,Nebraska,31
173498,null,4280,null,13095,null,1487,null,780,null,390,null,504,null,331,null,2371,null,812,null,2263,null,854,null,2949,null,981,null,3023,null,849,null,761,null,389,null,382,null,356,null,62,null,103,null,0,null,298,null,102574,null,3162,null,3506,null,1057,null,3477,null,1090,null,10729,null,1801,null,13750,null,2123,null,21240,null,2489,null,26157,null,2307,null,12996,null,1920,null,7433,null,1503,null,1083,null,593,null,2203,null,877,null,46226,null,2686,null,2129,null,730,null,1175,null,856,null,4439,null,1197,null,8004,null,1807,null,9001,null,1486,null,9869,null,1594,null,5612,null,1137,null,4321,null,1092,null,948,null,531,null,728,null,516,null,11603,null,1226,null,1325,null,458,null,1415,null,672,null,1691,null,536,null,1927,null,676,null,2138,null,682,null,1660,null,610,null,607,null,331,null,540,null,367,null,300,null,411,null,0,null,298,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
402269,null,7091,null,19502,null,1956,null,3189,null,872,null,1053,null,507,null,4348,null,1200,null,1852,null,659,null,3568,null,999,null,2983,null,870,null,1623,null,689,null,855,null,453,null,31,null,56,null,0,null,277,null,205804,null,4984,null,11995,null,1990,null,9298,null,2014,null,23355,null,2443,null,24661,null,3223,null,32861,null,2965,null,45131,null,3798,null,24345,null,2656,null,24496,null,3136,null,6111,null,1418,null,3551,null,1113,null,133494,null,5037,null,10970,null,1849,null,5547,null,1378,null,11506,null,1791,null,13560,null,2014,null,19542,null,2124,null,28807,null,3054,null,17084,null,1988,null,16284,null,2269,null,5439,null,1078,null,4755,null,1111,null,43469,null,2739,null,11126,null,2168,null,4608,null,1132,null,7737,null,1324,null,4736,null,1251,null,5116,null,1182,null,3456,null,986,null,2620,null,946,null,1847,null,630,null,1031,null,483,null,1192,null,572,null,0400000US34,New Jersey,34
285896,null,4440,null,19364,null,2203,null,3541,null,1105,null,1923,null,636,null,5061,null,1296,null,3480,null,1076,null,3167,null,1163,null,1291,null,671,null,731,null,465,null,56,null,98,null,0,null,281,null,114,null,192,null,117972,null,3582,null,9882,null,1650,null,7249,null,1814,null,16906,null,2113,null,18129,null,2501,null,22993,null,2906,null,22648,null,2239,null,12178,null,2036,null,6246,null,1261,null,998,null,561,null,743,null,383,null,100553,null,3085,null,10320,null,1453,null,6894,null,1222,null,13539,null,2070,null,12426,null,1856,null,14899,null,1963,null,19401,null,1858,null,10344,null,1451,null,8478,null,1425,null,2539,null,809,null,1713,null,622,null,48007,null,1793,null,8470,null,1339,null,7708,null,1160,null,11240,null,1231,null,6654,null,1081,null,5212,null,948,null,5066,null,1099,null,1743,null,581,null,1414,null,543,null,428,null,283,null,72,null,120,null,0400000US35,New Mexico,35
943973,null,9405,null,35877,null,3192,null,6924,null,1380,null,2121,null,816,null,5446,null,1249,null,5070,null,1326,null,6552,null,1194,null,5250,null,1480,null,2668,null,796,null,1226,null,592,null,485,null,462,null,135,null,187,null,436233,null,7474,null,44790,null,3453,null,29047,null,3296,null,54028,null,3931,null,52635,null,4321,null,74403,null,4357,null,78298,null,4456,null,46125,null,3618,null,37091,null,3108,null,11403,null,1811,null,8413,null,1697,null,346836,null,6725,null,46699,null,3659,null,23180,null,2397,null,43368,null,4064,null,35441,null,3308,null,49482,null,3416,null,65291,null,3892,null,37885,null,3624,null,31096,null,2856,null,8899,null,1883,null,5495,null,1126,null,125027,null,3913,null,35672,null,2747,null,19197,null,1998,null,24580,null,2586,null,10949,null,1782,null,11686,null,1791,null,11861,null,1818,null,4543,null,913,null,3907,null,865,null,1819,null,645,null,813,null,465,null,0400000US36,New York,36
170123,null,4727,null,15460,null,1837,null,1995,null,710,null,1695,null,678,null,4674,null,1474,null,2008,null,714,null,3016,null,875,null,1456,null,636,null,174,null,174,null,355,null,290,null,0,null,287,null,87,null,137,null,115956,null,4053,null,6704,null,1484,null,9245,null,1974,null,22974,null,2768,null,19064,null,2716,null,22691,null,2722,null,20743,null,2850,null,8925,null,1879,null,3940,null,1092,null,542,null,276,null,1128,null,570,null,33959,null,2763,null,2140,null,911,null,1087,null,624,null,5357,null,1193,null,4655,null,1279,null,5981,null,1453,null,6138,null,1596,null,3855,null,1049,null,3192,null,878,null,842,null,533,null,712,null,511,null,4748,null,1017,null,417,null,387,null,344,null,336,null,1043,null,515,null,509,null,324,null,1305,null,664,null,491,null,323,null,333,null,280,null,176,null,197,null,130,null,146,null,0,null,287,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
84426,null,2923,null,7069,null,1158,null,2017,null,650,null,1049,null,554,null,922,null,434,null,697,null,416,null,1336,null,625,null,771,null,330,null,277,null,304,null,0,null,265,null,0,null,265,null,0,null,265,null,43984,null,2484,null,4640,null,1189,null,2670,null,919,null,6501,null,1336,null,7292,null,1427,null,8519,null,1556,null,6351,null,1205,null,4659,null,1238,null,2260,null,715,null,777,null,445,null,315,null,262,null,23160,null,2000,null,3361,null,1167,null,1386,null,551,null,2591,null,814,null,2899,null,832,null,3525,null,1026,null,4234,null,860,null,2377,null,656,null,1900,null,666,null,311,null,264,null,576,null,416,null,10213,null,1076,null,2420,null,723,null,1321,null,610,null,2183,null,686,null,1299,null,472,null,939,null,397,null,550,null,313,null,416,null,282,null,740,null,443,null,238,null,193,null,107,null,125,null,0400000US39,Ohio,39
73474,null,2548,null,7710,null,1028,null,765,null,378,null,1113,null,608,null,1212,null,437,null,1963,null,609,null,1570,null,513,null,679,null,375,null,408,null,346,null,0,null,246,null,0,null,246,null,0,null,246,null,43076,null,2501,null,3567,null,914,null,3065,null,936,null,8548,null,1515,null,7503,null,1420,null,8689,null,1601,null,6453,null,1364,null,2751,null,843,null,2100,null,908,null,121,null,153,null,279,null,262,null,18389,null,1583,null,1735,null,683,null,1135,null,782,null,3777,null,907,null,2906,null,870,null,2170,null,635,null,3500,null,823,null,1255,null,457,null,1351,null,553,null,252,null,191,null,308,null,233,null,4299,null,813,null,827,null,511,null,811,null,388,null,1457,null,514,null,490,null,358,null,348,null,309,null,100,null,126,null,159,null,200,null,107,null,157,null,0,null,246,null,0,null,246,null,0400000US40,Oklahoma,40
99595,null,3333,null,7432,null,1326,null,843,null,446,null,963,null,580,null,2017,null,781,null,1578,null,647,null,780,null,378,null,743,null,463,null,220,null,186,null,288,null,271,null,0,null,273,null,0,null,273,null,64493,null,3040,null,3189,null,1028,null,4608,null,1212,null,11035,null,2103,null,11022,null,1856,null,12092,null,1660,null,13626,null,2426,null,5541,null,1443,null,2693,null,1045,null,567,null,446,null,120,null,114,null,22876,null,1930,null,1675,null,820,null,1012,null,521,null,3377,null,954,null,3504,null,1017,null,4628,null,1147,null,3984,null,1042,null,2337,null,726,null,1547,null,652,null,397,null,293,null,415,null,296,null,4794,null,998,null,433,null,332,null,525,null,333,null,1044,null,515,null,523,null,342,null,784,null,435,null,755,null,519,null,55,null,92,null,542,null,457,null,133,null,159,null,0,null,273,null,0400000US41,Oregon,41
163885,null,4156,null,14935,null,1788,null,3402,null,962,null,1692,null,676,null,3777,null,1215,null,1802,null,854,null,2540,null,920,null,1145,null,681,null,382,null,271,null,195,null,172,null,0,null,242,null,0,null,242,null,85972,null,3321,null,11348,null,2027,null,7802,null,1612,null,14605,null,1937,null,11523,null,2046,null,14512,null,2306,null,13483,null,1631,null,5732,null,1174,null,4741,null,1053,null,1276,null,630,null,950,null,453,null,48221,null,2542,null,8745,null,1743,null,2625,null,752,null,6904,null,1352,null,5520,null,1266,null,6369,null,1271,null,7258,null,1275,null,4322,null,1053,null,4262,null,959,null,989,null,478,null,1227,null,523,null,14757,null,1432,null,4326,null,1040,null,2221,null,682,null,3365,null,1008,null,1378,null,762,null,1305,null,611,null,727,null,367,null,630,null,392,null,350,null,304,null,57,null,88,null,398,null,270,null,0400000US42,Pennsylvania,42
33441,null,1810,null,1911,null,674,null,243,null,191,null,166,null,192,null,632,null,368,null,454,null,399,null,165,null,199,null,76,null,127,null,125,null,183,null,50,null,80,null,0,null,285,null,0,null,285,null,19195,null,1692,null,1958,null,841,null,1635,null,799,null,2937,null,1171,null,2939,null,984,null,3961,null,1047,null,2224,null,788,null,2153,null,955,null,1054,null,624,null,93,null,154,null,241,null,223,null,9629,null,1059,null,2119,null,797,null,784,null,492,null,982,null,491,null,502,null,297,null,1770,null,672,null,1804,null,583,null,1107,null,607,null,358,null,297,null,150,null,181,null,53,null,88,null,2706,null,628,null,1242,null,589,null,342,null,322,null,269,null,319,null,0,null,285,null,480,null,365,null,214,null,281,null,0,null,285,null,44,null,78,null,115,null,138,null,0,null,285,null,0400000US44,Rhode Island,44
44592,null,2477,null,3965,null,915,null,511,null,345,null,260,null,227,null,1013,null,408,null,646,null,327,null,654,null,344,null,317,null,265,null,231,null,258,null,333,null,341,null,0,null,287,null,0,null,287,null,29631,null,2184,null,1417,null,665,null,1759,null,708,null,5875,null,1368,null,5387,null,1014,null,7171,null,1475,null,3947,null,1114,null,2238,null,701,null,1443,null,677,null,338,null,222,null,56,null,94,null,8255,null,1455,null,303,null,199,null,457,null,349,null,1880,null,781,null,1454,null,671,null,1505,null,711,null,1333,null,499,null,547,null,302,null,592,null,399,null,0,null,287,null,184,null,177,null,2741,null,769,null,268,null,269,null,243,null,214,null,222,null,182,null,500,null,319,null,646,null,452,null,580,null,281,null,156,null,157,null,74,null,130,null,0,null,287,null,52,null,81,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
53849,null,3008,null,6835,null,1380,null,1108,null,634,null,1119,null,865,null,1558,null,708,null,490,null,362,null,1522,null,608,null,728,null,393,null,143,null,225,null,100,null,111,null,67,null,101,null,0,null,281,null,31783,null,2807,null,1359,null,628,null,2039,null,824,null,5418,null,1409,null,5297,null,1457,null,6698,null,1757,null,7072,null,1532,null,1674,null,648,null,1704,null,702,null,44,null,76,null,478,null,446,null,12134,null,1793,null,1196,null,729,null,696,null,574,null,1392,null,683,null,1004,null,524,null,2082,null,813,null,2300,null,839,null,1532,null,612,null,1398,null,868,null,260,null,208,null,274,null,220,null,3097,null,1055,null,425,null,389,null,475,null,366,null,545,null,456,null,340,null,413,null,563,null,399,null,470,null,364,null,191,null,208,null,0,null,281,null,58,null,100,null,30,null,52,null,0400000US47,Tennessee,47
2366579,null,15392,null,153453,null,6719,null,26546,null,3244,null,17882,null,2498,null,33372,null,3591,null,25732,null,2840,null,25330,null,2863,null,16369,null,1912,null,5399,null,1287,null,2362,null,884,null,244,null,250,null,217,null,261,null,1225708,null,12332,null,85101,null,4808,null,76212,null,4931,null,213600,null,8997,null,191808,null,7071,null,227601,null,7506,null,237868,null,8703,null,103814,null,4864,null,65678,null,3917,null,15332,null,1856,null,8694,null,1504,null,734739,null,9186,null,58694,null,3729,null,46350,null,3657,null,105895,null,5473,null,100622,null,5093,null,125273,null,5851,null,140229,null,5411,null,72585,null,4349,null,56476,null,3899,null,16675,null,2450,null,11940,null,1456,null,252679,null,5573,null,57057,null,3693,null,39308,null,3069,null,50667,null,3565,null,29854,null,2561,null,29276,null,2741,null,26361,null,2007,null,9597,null,1330,null,7071,null,1199,null,1791,null,615,null,1697,null,767,null,0400000US48,Texas,48
73412,null,2685,null,4989,null,865,null,789,null,380,null,396,null,267,null,879,null,426,null,605,null,377,null,1074,null,466,null,746,null,455,null,368,null,310,null,81,null,82,null,51,null,85,null,0,null,261,null,43847,null,2807,null,1603,null,664,null,2566,null,987,null,7257,null,1868,null,7745,null,1486,null,8796,null,1669,null,8294,null,1355,null,4619,null,1075,null,2531,null,833,null,348,null,302,null,88,null,105,null,19333,null,1744,null,706,null,332,null,613,null,362,null,2017,null,733,null,3283,null,898,null,3411,null,1017,null,4271,null,1109,null,2044,null,691,null,2162,null,737,null,581,null,451,null,245,null,208,null,5243,null,859,null,541,null,332,null,842,null,461,null,597,null,347,null,425,null,244,null,1285,null,577,null,894,null,373,null,431,null,271,null,228,null,165,null,0,null,261,null,0,null,261,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
130276,null,3945,null,9739,null,1753,null,586,null,336,null,358,null,267,null,1301,null,760,null,952,null,472,null,2288,null,930,null,1830,null,721,null,1200,null,590,null,863,null,431,null,304,null,323,null,57,null,97,null,78622,null,3707,null,2367,null,906,null,1364,null,575,null,6371,null,1437,null,8699,null,1655,null,13616,null,2095,null,19322,null,2185,null,11592,null,1974,null,9831,null,1466,null,2844,null,931,null,2616,null,913,null,35080,null,2616,null,827,null,574,null,666,null,419,null,2964,null,950,null,2861,null,972,null,5404,null,1272,null,6713,null,1167,null,4922,null,1250,null,5993,null,1228,null,2760,null,843,null,1970,null,714,null,6835,null,1381,null,1014,null,609,null,796,null,465,null,939,null,516,null,773,null,490,null,739,null,450,null,727,null,377,null,640,null,458,null,715,null,387,null,275,null,372,null,217,null,169,null,0400000US51,Virginia,51
162743,null,3895,null,13912,null,2050,null,2292,null,826,null,783,null,435,null,3813,null,1127,null,1858,null,757,null,2341,null,1075,null,1792,null,750,null,612,null,350,null,421,null,391,null,0,null,269,null,0,null,269,null,98008,null,3548,null,6321,null,1358,null,5708,null,1351,null,15337,null,2043,null,13467,null,1717,null,19247,null,2432,null,19650,null,2759,null,8947,null,1807,null,6080,null,1290,null,2265,null,868,null,986,null,445,null,40237,null,3017,null,3759,null,1137,null,779,null,493,null,4713,null,1243,null,6421,null,1395,null,6213,null,1237,null,6888,null,1350,null,5105,null,1183,null,4860,null,1140,null,835,null,433,null,664,null,421,null,10586,null,1366,null,1821,null,605,null,1193,null,448,null,1733,null,707,null,1612,null,565,null,1600,null,542,null,1426,null,574,null,708,null,376,null,338,null,258,null,94,null,114,null,61,null,101,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
73569,null,2518,null,10625,null,1874,null,1430,null,704,null,791,null,491,null,2197,null,892,null,1798,null,799,null,1989,null,722,null,1486,null,578,null,679,null,400,null,239,null,303,null,16,null,28,null,0,null,213,null,39826,null,2300,null,1758,null,755,null,2119,null,692,null,6590,null,1242,null,6916,null,1379,null,7759,null,1327,null,8564,null,1320,null,3397,null,923,null,2236,null,653,null,355,null,279,null,132,null,175,null,18876,null,1803,null,1470,null,710,null,1480,null,581,null,1279,null,648,null,2600,null,825,null,3529,null,904,null,4298,null,953,null,2185,null,675,null,1447,null,576,null,214,null,182,null,374,null,289,null,4242,null,758,null,651,null,316,null,767,null,414,null,783,null,355,null,643,null,326,null,410,null,258,null,713,null,334,null,113,null,144,null,129,null,169,null,0,null,213,null,33,null,52,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
1185060,null,7120,null,27543,null,2258,null,16045,null,1712,null,4363,null,967,null,3332,null,811,null,2007,null,555,null,812,null,386,null,734,null,373,null,74,null,130,null,131,null,143,null,0,null,283,null,45,null,75,null,374972,null,6261,null,105049,null,4093,null,35702,null,2630,null,61508,null,3650,null,51938,null,2847,null,50151,null,3281,null,41993,null,3119,null,16033,null,1947,null,8969,null,1437,null,1839,null,629,null,1790,null,611,null,475002,null,5798,null,139637,null,5203,null,55339,null,3558,null,79091,null,3682,null,59993,null,3334,null,58457,null,3375,null,43988,null,2820,null,18489,null,1992,null,11459,null,1418,null,3935,null,938,null,4614,null,975,null,307543,null,4282,null,121477,null,3966,null,52708,null,3172,null,58171,null,3147,null,28863,null,2353,null,23681,null,1972,null,13285,null,1394,null,4475,null,752,null,2841,null,807,null,1123,null,461,null,919,null,371,null,0400000US72,Puerto Rico,72
