B21001C_001E,B21001C_001EA,B21001C_001M,B21001C_001MA,B21001C_002E,B21001C_002EA,B21001C_002M,B21001C_002MA,B21001C_003E,B21001C_003EA,B21001C_003M,B21001C_003MA,B21001C_004E,B21001C_004EA,B21001C_004M,B21001C_004MA,B21001C_005E,B21001C_005EA,B21001C_005M,B21001C_005MA,B21001C_006E,B21001C_006EA,B21001C_006M,B21001C_006MA,B21001C_007E,B21001C_007EA,B21001C_007M,B21001C_007MA,B21001C_008E,B21001C_008EA,B21001C_008M,B21001C_008MA,B21001C_009E,B21001C_009EA,B21001C_009M,B21001C_009MA,B21001C_010E,B21001C_010EA,B21001C_010M,B21001C_010MA,B21001C_011E,B21001C_011EA,B21001C_011M,B21001C_011MA,B21001C_012E,B21001C_012EA,B21001C_012M,B21001C_012MA,B21001C_013E,B21001C_013EA,B21001C_013M,B21001C_013MA,B21001C_014E,B21001C_014EA,B21001C_014M,B21001C_014MA,B21001C_015E,B21001C_015EA,B21001C_015M,B21001C_015MA,B21001C_016E,B21001C_016EA,B21001C_016M,B21001C_016MA,B21001C_017E,B21001C_017EA,B21001C_017M,B21001C_017MA,B21001C_018E,B21001C_018EA,B21001C_018M,B21001C_018MA,B21001C_019E,B21001C_019EA,B21001C_019M,B21001C_019MA,B21001C_020E,B21001C_020EA,B21001C_020M,B21001C_020MA,B21001C_021E,B21001C_021EA,B21001C_021M,B21001C_021MA,B21001C_022E,B21001C_022EA,B21001C_022M,B21001C_022MA,B21001C_023E,B21001C_023EA,B21001C_023M,B21001C_023MA,B21001C_024E,B21001C_024EA,B21001C_024M,B21001C_024MA,B21001C_025E,B21001C_025EA,B21001C_025M,B21001C_025MA,B21001C_026E,B21001C_026EA,B21001C_026M,B21001C_026MA,B21001C_027E,B21001C_027EA,B21001C_027M,B21001C_027MA,B21001C_028E,B21001C_028EA,B21001C_028M,B21001C_028MA,B21001C_029E,B21001C_029EA,B21001C_029M,B21001C_029MA,B21001C_030E,B21001C_030EA,B21001C_030M,B21001C_030MA,B21001C_031E,B21001C_031EA,B21001C_031M,B21001C_031MA,B21001C_032E,B21001C_032EA,B21001C_032M,B21001C_032MA,B21001C_033E,B21001C_033EA,B21001C_033M,B21001C_033MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
39772,null,1020,null,19579,null,811,null,9160,null,1000,null,156,null,151,null,9004,null,973,null,7291,null,815,null,1232,null,399,null,6059,null,792,null,1986,null,619,null,750,null,445,null,1236,null,388,null,665,null,345,null,374,null,252,null,291,null,226,null,477,null,261,null,305,null,192,null,172,null,195,null,20193,null,853,null,8757,null,873,null,197,null,200,null,8560,null,891,null,7104,null,721,null,356,null,238,null,6748,null,771,null,2359,null,412,null,39,null,64,null,2320,null,413,null,1008,null,394,null,0,null,221,null,1008,null,394,null,965,null,409,null,0,null,221,null,965,null,409,null,0400000US46,South Dakota,46
9974,null,1451,null,4767,null,1005,null,1018,null,516,null,50,null,89,null,968,null,501,null,2132,null,654,null,807,null,511,null,1325,null,421,null,862,null,442,null,312,null,237,null,550,null,364,null,686,null,317,null,483,null,260,null,203,null,167,null,69,null,98,null,69,null,98,null,0,null,281,null,5207,null,1045,null,1513,null,584,null,108,null,154,null,1405,null,518,null,2060,null,689,null,102,null,114,null,1958,null,704,null,721,null,298,null,0,null,281,null,721,null,298,null,842,null,456,null,57,null,103,null,785,null,449,null,71,null,91,null,0,null,281,null,71,null,91,null,0400000US47,Tennessee,47
83611,null,4614,null,42108,null,3310,null,15346,null,2065,null,1302,null,723,null,14044,null,1875,null,17192,null,2302,null,2457,null,710,null,14735,null,2166,null,5316,null,1186,null,2280,null,765,null,3036,null,900,null,3060,null,722,null,1652,null,537,null,1408,null,445,null,1194,null,467,null,819,null,377,null,375,null,268,null,41503,null,3049,null,14657,null,1714,null,333,null,285,null,14324,null,1743,null,16519,null,1951,null,549,null,330,null,15970,null,1909,null,5458,null,1035,null,562,null,469,null,4896,null,941,null,2444,null,808,null,119,null,142,null,2325,null,829,null,2425,null,672,null,0,null,287,null,2425,null,672,null,0400000US48,Texas,48
21808,null,1460,null,10321,null,963,null,5318,null,926,null,155,null,235,null,5163,null,947,null,3405,null,747,null,279,null,246,null,3126,null,736,null,781,null,373,null,293,null,208,null,488,null,332,null,437,null,254,null,141,null,145,null,296,null,199,null,380,null,296,null,121,null,193,null,259,null,217,null,11487,null,1036,null,4037,null,727,null,24,null,44,null,4013,null,723,null,5469,null,854,null,24,null,41,null,5445,null,862,null,1079,null,348,null,0,null,261,null,1079,null,348,null,741,null,460,null,138,null,231,null,603,null,372,null,161,null,90,null,0,null,261,null,161,null,90,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
16327,null,2436,null,7648,null,1471,null,2136,null,870,null,230,null,278,null,1906,null,825,null,3450,null,1093,null,711,null,420,null,2739,null,1040,null,934,null,421,null,365,null,302,null,569,null,344,null,827,null,454,null,312,null,312,null,515,null,354,null,301,null,226,null,54,null,90,null,247,null,206,null,8679,null,1733,null,2390,null,974,null,0,null,283,null,2390,null,974,null,3803,null,1122,null,233,null,234,null,3570,null,1121,null,1333,null,521,null,0,null,283,null,1333,null,521,null,948,null,470,null,0,null,283,null,948,null,470,null,205,null,247,null,0,null,283,null,205,null,247,null,0400000US51,Virginia,51
64236,null,3502,null,30469,null,2284,null,10822,null,1459,null,784,null,361,null,10038,null,1454,null,13216,null,1342,null,2145,null,638,null,11071,null,1370,null,3269,null,865,null,1873,null,642,null,1396,null,671,null,2328,null,658,null,1490,null,563,null,838,null,357,null,834,null,396,null,673,null,392,null,161,null,121,null,33767,null,2277,null,11793,null,1625,null,0,null,269,null,11793,null,1625,null,14444,null,1634,null,430,null,453,null,14014,null,1609,null,4145,null,665,null,69,null,96,null,4076,null,664,null,2204,null,582,null,77,null,105,null,2127,null,555,null,1181,null,405,null,0,null,269,null,1181,null,405,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
32871,null,1803,null,16512,null,1457,null,6224,null,989,null,379,null,221,null,5845,null,1026,null,7554,null,916,null,1530,null,496,null,6024,null,858,null,1954,null,505,null,1406,null,472,null,548,null,270,null,462,null,212,null,313,null,164,null,149,null,127,null,318,null,203,null,178,null,167,null,140,null,120,null,16359,null,1109,null,5057,null,763,null,55,null,98,null,5002,null,751,null,7944,null,892,null,159,null,159,null,7785,null,865,null,1689,null,444,null,0,null,213,null,1689,null,444,null,973,null,443,null,17,null,29,null,956,null,431,null,696,null,334,null,0,null,213,null,696,null,334,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
