B21001B_001E,B21001B_001EA,B21001B_001M,B21001B_001MA,B21001B_002E,B21001B_002EA,B21001B_002M,B21001B_002MA,B21001B_003E,B21001B_003EA,B21001B_003M,B21001B_003MA,B21001B_004E,B21001B_004EA,B21001B_004M,B21001B_004MA,B21001B_005E,B21001B_005EA,B21001B_005M,B21001B_005MA,B21001B_006E,B21001B_006EA,B21001B_006M,B21001B_006MA,B21001B_007E,B21001B_007EA,B21001B_007M,B21001B_007MA,B21001B_008E,B21001B_008EA,B21001B_008M,B21001B_008MA,B21001B_009E,B21001B_009EA,B21001B_009M,B21001B_009MA,B21001B_010E,B21001B_010EA,B21001B_010M,B21001B_010MA,B21001B_011E,B21001B_011EA,B21001B_011M,B21001B_011MA,B21001B_012E,B21001B_012EA,B21001B_012M,B21001B_012MA,B21001B_013E,B21001B_013EA,B21001B_013M,B21001B_013MA,B21001B_014E,B21001B_014EA,B21001B_014M,B21001B_014MA,B21001B_015E,B21001B_015EA,B21001B_015M,B21001B_015MA,B21001B_016E,B21001B_016EA,B21001B_016M,B21001B_016MA,B21001B_017E,B21001B_017EA,B21001B_017M,B21001B_017MA,B21001B_018E,B21001B_018EA,B21001B_018M,B21001B_018MA,B21001B_019E,B21001B_019EA,B21001B_019M,B21001B_019MA,B21001B_020E,B21001B_020EA,B21001B_020M,B21001B_020MA,B21001B_021E,B21001B_021EA,B21001B_021M,B21001B_021MA,B21001B_022E,B21001B_022EA,B21001B_022M,B21001B_022MA,B21001B_023E,B21001B_023EA,B21001B_023M,B21001B_023MA,B21001B_024E,B21001B_024EA,B21001B_024M,B21001B_024MA,B21001B_025E,B21001B_025EA,B21001B_025M,B21001B_025MA,B21001B_026E,B21001B_026EA,B21001B_026M,B21001B_026MA,B21001B_027E,B21001B_027EA,B21001B_027M,B21001B_027MA,B21001B_028E,B21001B_028EA,B21001B_028M,B21001B_028MA,B21001B_029E,B21001B_029EA,B21001B_029M,B21001B_029MA,B21001B_030E,B21001B_030EA,B21001B_030M,B21001B_030MA,B21001B_031E,B21001B_031EA,B21001B_031M,B21001B_031MA,B21001B_032E,B21001B_032EA,B21001B_032M,B21001B_032MA,B21001B_033E,B21001B_033EA,B21001B_033M,B21001B_033MA,GEO_ID,NAME,state
43607,null,1936,null,23715,null,1381,null,9129,null,1145,null,113,null,138,null,9016,null,1136,null,9346,null,1089,null,1446,null,596,null,7900,null,1051,null,3377,null,773,null,1402,null,802,null,1975,null,657,null,1334,null,348,null,794,null,348,null,540,null,298,null,529,null,341,null,181,null,169,null,348,null,298,null,19892,null,1323,null,7456,null,1165,null,51,null,95,null,7405,null,1171,null,7584,null,654,null,398,null,370,null,7186,null,716,null,2184,null,353,null,0,null,273,null,2184,null,353,null,1425,null,312,null,0,null,273,null,1425,null,312,null,1243,null,243,null,0,null,273,null,1243,null,243,null,0400000US41,Oregon,41
915056,null,4256,null,422467,null,3030,null,156284,null,2718,null,3846,null,1189,null,152438,null,2862,null,170839,null,2225,null,29464,null,2570,null,141375,null,3420,null,49131,null,1175,null,18376,null,1702,null,30755,null,1842,null,27582,null,1058,null,12240,null,1399,null,15342,null,1346,null,18631,null,717,null,9933,null,972,null,8698,null,1014,null,492589,null,2982,null,158353,null,2376,null,1950,null,907,null,156403,null,2583,null,192178,null,2158,null,4565,null,1235,null,187613,null,2417,null,63613,null,1195,null,743,null,359,null,62870,null,1243,null,39562,null,1138,null,254,null,272,null,39308,null,1165,null,38883,null,750,null,94,null,110,null,38789,null,765,null,0400000US42,Pennsylvania,42
40337,null,2566,null,20872,null,2047,null,8148,null,1137,null,362,null,417,null,7786,null,1133,null,8938,null,1039,null,828,null,482,null,8110,null,1139,null,2187,null,639,null,270,null,275,null,1917,null,709,null,886,null,431,null,77,null,108,null,809,null,439,null,713,null,353,null,160,null,145,null,553,null,310,null,19465,null,1232,null,7511,null,828,null,0,null,285,null,7511,null,828,null,7267,null,680,null,162,null,199,null,7105,null,714,null,2385,null,557,null,65,null,112,null,2320,null,576,null,1361,null,300,null,0,null,285,null,1361,null,300,null,941,null,292,null,31,null,54,null,910,null,297,null,0400000US44,Rhode Island,44
892263,null,4195,null,402952,null,2868,null,145083,null,3637,null,10077,null,1924,null,135006,null,3522,null,158045,null,3268,null,30756,null,2822,null,127289,null,4046,null,54980,null,1418,null,14946,null,1591,null,40034,null,2174,null,27283,null,1291,null,7479,null,932,null,19804,null,1340,null,17561,null,1448,null,7958,null,1190,null,9603,null,1163,null,489311,null,2499,null,157432,null,2516,null,3949,null,1254,null,153483,null,2822,null,190818,null,2162,null,7225,null,1676,null,183593,null,2660,null,68783,null,730,null,856,null,441,null,67927,null,818,null,37691,null,1114,null,52,null,67,null,37639,null,1113,null,34587,null,1364,null,66,null,116,null,34521,null,1372,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
721479,null,3792,null,327746,null,2941,null,124227,null,2144,null,5537,null,1394,null,118690,null,2556,null,135109,null,2617,null,27014,null,2708,null,108095,null,3541,null,38747,null,1385,null,14295,null,1653,null,24452,null,1762,null,18732,null,1250,null,7171,null,1071,null,11561,null,1277,null,10931,null,928,null,4763,null,825,null,6168,null,943,null,393733,null,2870,null,137626,null,2425,null,1141,null,566,null,136485,null,2513,null,157238,null,2234,null,3386,null,952,null,153852,null,2424,null,48370,null,1314,null,739,null,476,null,47631,null,1238,null,28209,null,1097,null,73,null,120,null,28136,null,1094,null,22290,null,849,null,38,null,63,null,22252,null,855,null,0400000US47,Tennessee,47
1925616,null,6012,null,902493,null,4978,null,344576,null,4778,null,18074,null,2499,null,326502,null,4938,null,378785,null,4130,null,73929,null,4103,null,304856,null,5297,null,102934,null,2150,null,38449,null,2812,null,64485,null,2953,null,47703,null,1801,null,17525,null,1666,null,30178,null,2078,null,28495,null,1743,null,14970,null,1508,null,13525,null,1573,null,1023123,null,3791,null,362899,null,3708,null,6257,null,1455,null,356642,null,3694,null,412738,null,3914,null,13504,null,2021,null,399234,null,4658,null,124575,null,1869,null,1797,null,705,null,122778,null,1912,null,67733,null,2104,null,818,null,403,null,66915,null,2046,null,55178,null,2116,null,594,null,332,null,54584,null,2115,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
1082363,null,7043,null,501465,null,4802,null,175925,null,4587,null,16854,null,2736,null,159071,null,4376,null,210291,null,3556,null,55001,null,4140,null,155290,null,4299,null,63954,null,1879,null,25548,null,2413,null,38406,null,2568,null,30821,null,1417,null,11487,null,1430,null,19334,null,1563,null,20474,null,1388,null,11617,null,1201,null,8857,null,1204,null,580898,null,4371,null,186186,null,3929,null,8236,null,1516,null,177950,null,4003,null,237121,null,2819,null,14965,null,2199,null,222156,null,3652,null,73982,null,1462,null,1877,null,673,null,72105,null,1476,null,42592,null,1488,null,73,null,87,null,42519,null,1487,null,41017,null,1631,null,309,null,243,null,40708,null,1612,null,0400000US51,Virginia,51
148790,null,3132,null,80419,null,2047,null,30109,null,1859,null,4543,null,1257,null,25566,null,2143,null,35384,null,1613,null,10155,null,1538,null,25229,null,1531,null,9520,null,670,null,4223,null,887,null,5297,null,931,null,3994,null,482,null,2450,null,618,null,1544,null,507,null,1412,null,457,null,865,null,381,null,547,null,411,null,68371,null,2426,null,25607,null,1884,null,532,null,372,null,25075,null,1917,null,28466,null,1528,null,2863,null,1040,null,25603,null,1842,null,7230,null,688,null,417,null,407,null,6813,null,778,null,2730,null,531,null,0,null,269,null,2730,null,531,null,4338,null,619,null,44,null,75,null,4294,null,633,null,0400000US53,Washington,53
46346,null,1591,null,25247,null,1257,null,8871,null,1164,null,161,null,205,null,8710,null,1165,null,9751,null,1242,null,1845,null,701,null,7906,null,1216,null,3365,null,726,null,1237,null,474,null,2128,null,662,null,1315,null,423,null,763,null,355,null,552,null,309,null,1945,null,548,null,1345,null,510,null,600,null,338,null,21099,null,1511,null,5962,null,1022,null,171,null,222,null,5791,null,1008,null,7444,null,942,null,161,null,159,null,7283,null,937,null,3041,null,635,null,15,null,29,null,3026,null,632,null,1923,null,512,null,0,null,265,null,1923,null,512,null,2729,null,572,null,89,null,144,null,2640,null,528,null,0400000US54,West Virginia,54
218321,null,2358,null,103942,null,1909,null,43853,null,1699,null,1165,null,592,null,42688,null,1757,null,41196,null,1360,null,5332,null,1307,null,35864,null,1600,null,11007,null,685,null,3057,null,643,null,7950,null,888,null,4751,null,341,null,1596,null,406,null,3155,null,504,null,3135,null,374,null,1228,null,377,null,1907,null,440,null,114379,null,1548,null,44727,null,1362,null,682,null,567,null,44045,null,1516,null,45404,null,1146,null,999,null,505,null,44405,null,1196,null,12269,null,606,null,0,null,213,null,12269,null,606,null,7048,null,471,null,183,null,242,null,6865,null,472,null,4931,null,729,null,52,null,83,null,4879,null,734,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
215376,null,8740,null,107889,null,5714,null,34646,null,3588,null,405,null,309,null,34241,null,3562,null,41650,null,3063,null,2209,null,662,null,39441,null,3093,null,14951,null,1828,null,1818,null,581,null,13133,null,1685,null,10990,null,1538,null,2153,null,648,null,8837,null,1371,null,5652,null,896,null,1410,null,431,null,4242,null,800,null,107487,null,5269,null,34294,null,2880,null,72,null,92,null,34222,null,2883,null,39152,null,3089,null,388,null,368,null,38764,null,3047,null,15058,null,1493,null,39,null,64,null,15019,null,1484,null,11253,null,1630,null,0,null,283,null,11253,null,1630,null,7730,null,1029,null,0,null,283,null,7730,null,1029,null,0400000US72,Puerto Rico,72
