B16005B_001E,B16005B_001EA,B16005B_001M,B16005B_001MA,B16005B_002E,B16005B_002EA,B16005B_002M,B16005B_002MA,B16005B_003E,B16005B_003EA,B16005B_003M,B16005B_003MA,B16005B_004E,B16005B_004EA,B16005B_004M,B16005B_004MA,B16005B_005E,B16005B_005EA,B16005B_005M,B16005B_005MA,B16005B_006E,B16005B_006EA,B16005B_006M,B16005B_006MA,B16005B_007E,B16005B_007EA,B16005B_007M,B16005B_007MA,B16005B_008E,B16005B_008EA,B16005B_008M,B16005B_008MA,B16005B_009E,B16005B_009EA,B16005B_009M,B16005B_009MA,B16005B_010E,B16005B_010EA,B16005B_010M,B16005B_010MA,B16005B_011E,B16005B_011EA,B16005B_011M,B16005B_011MA,B16005B_012E,B16005B_012EA,B16005B_012M,B16005B_012MA,B16005B_013E,B16005B_013EA,B16005B_013M,B16005B_013MA,B16005B_014E,B16005B_014EA,B16005B_014M,B16005B_014MA,B16005B_015E,B16005B_015EA,B16005B_015M,B16005B_015MA,B16005B_016E,B16005B_016EA,B16005B_016M,B16005B_016MA,B16005B_017E,B16005B_017EA,B16005B_017M,B16005B_017MA,B16005B_018E,B16005B_018EA,B16005B_018M,B16005B_018MA,B16005B_019E,B16005B_019EA,B16005B_019M,B16005B_019MA,B16005B_020E,B16005B_020EA,B16005B_020M,B16005B_020MA,B16005B_021E,B16005B_021EA,B16005B_021M,B16005B_021MA,B16005B_022E,B16005B_022EA,B16005B_022M,B16005B_022MA,B16005B_023E,B16005B_023EA,B16005B_023M,B16005B_023MA,B16005B_024E,B16005B_024EA,B16005B_024M,B16005B_024MA,B16005B_025E,B16005B_025EA,B16005B_025M,B16005B_025MA,B16005B_026E,B16005B_026EA,B16005B_026M,B16005B_026MA,B16005B_027E,B16005B_027EA,B16005B_027M,B16005B_027MA,B16005B_028E,B16005B_028EA,B16005B_028M,B16005B_028MA,B16005B_029E,B16005B_029EA,B16005B_029M,B16005B_029MA,B16005B_030E,B16005B_030EA,B16005B_030M,B16005B_030MA,B16005B_031E,B16005B_031EA,B16005B_031M,B16005B_031MA,B16005B_032E,B16005B_032EA,B16005B_032M,B16005B_032MA,B16005B_033E,B16005B_033EA,B16005B_033M,B16005B_033MA,B16005B_034E,B16005B_034EA,B16005B_034M,B16005B_034MA,B16005B_035E,B16005B_035EA,B16005B_035M,B16005B_035MA,B16005B_036E,B16005B_036EA,B16005B_036M,B16005B_036MA,B16005B_037E,B16005B_037EA,B16005B_037M,B16005B_037MA,B16005B_038E,B16005B_038EA,B16005B_038M,B16005B_038MA,B16005B_039E,B16005B_039EA,B16005B_039M,B16005B_039MA,B16005B_040E,B16005B_040EA,B16005B_040M,B16005B_040MA,B16005B_041E,B16005B_041EA,B16005B_041M,B16005B_041MA,B16005B_042E,B16005B_042EA,B16005B_042M,B16005B_042MA,B16005B_043E,B16005B_043EA,B16005B_043M,B16005B_043MA,B16005B_044E,B16005B_044EA,B16005B_044M,B16005B_044MA,B16005B_045E,B16005B_045EA,B16005B_045M,B16005B_045MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
1097611,null,6964,null,929803,null,10429,null,881295,null,11645,null,23186,null,3388,null,19103,null,3043,null,2220,null,703,null,1787,null,901,null,76,null,65,null,20430,null,3546,null,17599,null,2894,null,1784,null,1149,null,916,null,549,null,131,null,217,null,353,null,238,null,353,null,238,null,0,null,277,null,0,null,277,null,0,null,277,null,4539,null,1321,null,3739,null,1030,null,531,null,466,null,65,null,102,null,204,null,321,null,167808,null,10985,null,81311,null,5730,null,11680,null,2587,null,4430,null,1172,null,2448,null,852,null,3555,null,1594,null,1247,null,624,null,50899,null,7033,null,26660,null,4723,null,13969,null,3136,null,6906,null,2218,null,3364,null,1514,null,543,null,416,null,265,null,220,null,221,null,356,null,57,null,97,null,0,null,277,null,23375,null,3338,null,15421,null,2446,null,6518,null,1665,null,1264,null,602,null,172,null,242,null,0400000US34,New Jersey,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
2788445,null,10819,null,1982919,null,20387,null,1839310,null,20098,null,76091,null,5972,null,62620,null,5396,null,8926,null,1895,null,4436,null,1002,null,109,null,129,null,50137,null,5331,null,44264,null,4850,null,4653,null,1211,null,1177,null,554,null,43,null,74,null,1406,null,951,null,1398,null,954,null,8,null,13,null,0,null,273,null,0,null,273,null,15975,null,3062,null,12437,null,2537,null,2415,null,982,null,1070,null,731,null,53,null,89,null,805526,null,18061,null,522449,null,16083,null,61192,null,5557,null,24937,null,3082,null,13793,null,1895,null,17365,null,3556,null,5097,null,1747,null,153744,null,9147,null,86433,null,7264,null,41940,null,4507,null,19798,null,2822,null,5573,null,1327,null,732,null,595,null,614,null,580,null,69,null,112,null,49,null,80,null,0,null,273,null,67409,null,7088,null,38530,null,4680,null,20031,null,3434,null,7341,null,1898,null,1507,null,889,null,0400000US36,New York,36
1784408,null,7405,null,1737509,null,8981,null,1707998,null,10228,null,21094,null,2805,null,15346,null,2316,null,3577,null,951,null,2171,null,845,null,0,null,287,null,5944,null,1575,null,4945,null,1449,null,430,null,326,null,569,null,379,null,0,null,287,null,544,null,373,null,415,null,347,null,80,null,115,null,49,null,86,null,0,null,287,null,1929,null,821,null,1899,null,818,null,30,null,50,null,0,null,287,null,0,null,287,null,46899,null,5886,null,19397,null,3600,null,4006,null,1333,null,1405,null,636,null,1002,null,669,null,1129,null,725,null,470,null,444,null,10117,null,2739,null,5893,null,1931,null,3233,null,1299,null,991,null,614,null,0,null,287,null,107,null,166,null,107,null,166,null,0,null,287,null,0,null,287,null,0,null,287,null,13272,null,3009,null,8939,null,2383,null,3191,null,1291,null,1072,null,517,null,70,null,115,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
1241868,null,5977,null,1202367,null,7745,null,1180217,null,8435,null,15167,null,2561,null,12164,null,2467,null,1728,null,638,null,1144,null,448,null,131,null,149,null,3626,null,1214,null,3042,null,1204,null,167,null,160,null,417,null,290,null,0,null,265,null,430,null,311,null,365,null,304,null,65,null,82,null,0,null,265,null,0,null,265,null,2927,null,1355,null,2883,null,1352,null,44,null,73,null,0,null,265,null,0,null,265,null,39501,null,5085,null,13690,null,2779,null,717,null,484,null,675,null,480,null,0,null,265,null,42,null,80,null,0,null,265,null,7305,null,2344,null,4432,null,1803,null,1871,null,883,null,868,null,562,null,134,null,224,null,0,null,265,null,0,null,265,null,0,null,265,null,0,null,265,null,0,null,265,null,17789,null,3488,null,10288,null,2352,null,4892,null,1562,null,1661,null,623,null,948,null,758,null,0400000US39,Ohio,39
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US40,Oklahoma,40
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US41,Oregon,41
1192442,null,6033,null,1106725,null,11382,null,1063833,null,12128,null,29321,null,3731,null,23496,null,3391,null,2709,null,1034,null,2801,null,1028,null,315,null,224,null,7920,null,1911,null,6638,null,1658,null,1134,null,577,null,148,null,171,null,0,null,242,null,999,null,593,null,784,null,480,null,215,null,335,null,0,null,242,null,0,null,242,null,4652,null,1608,null,4016,null,1573,null,525,null,509,null,111,null,129,null,0,null,242,null,85717,null,8861,null,39917,null,6851,null,3838,null,1178,null,1390,null,639,null,751,null,453,null,831,null,434,null,866,null,523,null,23568,null,4150,null,13308,null,2604,null,6946,null,1898,null,2798,null,1134,null,516,null,448,null,758,null,531,null,758,null,531,null,0,null,242,null,0,null,242,null,0,null,242,null,17636,null,3164,null,10624,null,2365,null,5737,null,1876,null,1227,null,672,null,48,null,78,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
2526940,null,9317,null,2394245,null,11897,null,2324725,null,12786,null,46799,null,5738,null,39102,null,5437,null,4759,null,1038,null,2885,null,931,null,53,null,88,null,10956,null,1942,null,8977,null,1819,null,1601,null,710,null,378,null,233,null,0,null,287,null,2455,null,1068,null,2216,null,1008,null,172,null,276,null,67,null,123,null,0,null,287,null,9310,null,2554,null,8589,null,2588,null,624,null,411,null,74,null,127,null,23,null,38,null,132695,null,10727,null,49013,null,5878,null,9557,null,2321,null,4930,null,1450,null,804,null,360,null,1829,null,777,null,1994,null,1220,null,14899,null,3920,null,9783,null,2906,null,3130,null,1838,null,1299,null,754,null,687,null,471,null,1083,null,707,null,739,null,620,null,56,null,93,null,0,null,287,null,288,null,338,null,58143,null,7246,null,39152,null,4207,null,11857,null,3630,null,5281,null,2197,null,1853,null,1189,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
1400731,null,8378,null,1315413,null,9694,null,1285609,null,10180,null,18309,null,2791,null,14552,null,2572,null,2083,null,616,null,1625,null,640,null,49,null,76,null,6764,null,1667,null,5647,null,1560,null,812,null,419,null,305,null,214,null,0,null,283,null,1092,null,633,null,864,null,541,null,228,null,279,null,0,null,283,null,0,null,283,null,3639,null,1076,null,3142,null,1022,null,308,null,233,null,189,null,181,null,0,null,283,null,85318,null,8230,null,25126,null,4027,null,2927,null,1409,null,1690,null,911,null,427,null,313,null,457,null,518,null,353,null,451,null,16605,null,4319,null,12601,null,2916,null,2082,null,1029,null,1872,null,1090,null,50,null,88,null,1350,null,1241,null,225,null,229,null,939,null,1106,null,186,null,337,null,0,null,283,null,39310,null,6417,null,23273,null,4349,null,11883,null,2646,null,2967,null,1375,null,1187,null,733,null,0400000US51,Virginia,51
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
