C19037F_001E,C19037F_001EA,C19037F_001M,C19037F_001MA,C19037F_002E,C19037F_002EA,C19037F_002M,C19037F_002MA,C19037F_003E,C19037F_003EA,C19037F_003M,C19037F_003MA,C19037F_004E,C19037F_004EA,C19037F_004M,C19037F_004MA,C19037F_005E,C19037F_005EA,C19037F_005M,C19037F_005MA,C19037F_006E,C19037F_006EA,C19037F_006M,C19037F_006MA,C19037F_007E,C19037F_007EA,C19037F_007M,C19037F_007MA,C19037F_008E,C19037F_008EA,C19037F_008M,C19037F_008MA,C19037F_009E,C19037F_009EA,C19037F_009M,C19037F_009MA,C19037F_010E,C19037F_010EA,C19037F_010M,C19037F_010MA,C19037F_011E,C19037F_011EA,C19037F_011M,C19037F_011MA,C19037F_012E,C19037F_012EA,C19037F_012M,C19037F_012MA,C19037F_013E,C19037F_013EA,C19037F_013M,C19037F_013MA,C19037F_014E,C19037F_014EA,C19037F_014M,C19037F_014MA,C19037F_015E,C19037F_015EA,C19037F_015M,C19037F_015MA,C19037F_016E,C19037F_016EA,C19037F_016M,C19037F_016MA,C19037F_017E,C19037F_017EA,C19037F_017M,C19037F_017MA,C19037F_018E,C19037F_018EA,C19037F_018M,C19037F_018MA,C19037F_019E,C19037F_019EA,C19037F_019M,C19037F_019MA,C19037F_020E,C19037F_020EA,C19037F_020M,C19037F_020MA,C19037F_021E,C19037F_021EA,C19037F_021M,C19037F_021MA,C19037F_022E,C19037F_022EA,C19037F_022M,C19037F_022MA,C19037F_023E,C19037F_023EA,C19037F_023M,C19037F_023MA,C19037F_024E,C19037F_024EA,C19037F_024M,C19037F_024MA,C19037F_025E,C19037F_025EA,C19037F_025M,C19037F_025MA,C19037F_026E,C19037F_026EA,C19037F_026M,C19037F_026MA,C19037F_027E,C19037F_027EA,C19037F_027M,C19037F_027MA,C19037F_028E,C19037F_028EA,C19037F_028M,C19037F_028MA,C19037F_029E,C19037F_029EA,C19037F_029M,C19037F_029MA,C19037F_030E,C19037F_030EA,C19037F_030M,C19037F_030MA,C19037F_031E,C19037F_031EA,C19037F_031M,C19037F_031MA,C19037F_032E,C19037F_032EA,C19037F_032M,C19037F_032MA,C19037F_033E,C19037F_033EA,C19037F_033M,C19037F_033MA,C19037F_034E,C19037F_034EA,C19037F_034M,C19037F_034MA,C19037F_035E,C19037F_035EA,C19037F_035M,C19037F_035MA,C19037F_036E,C19037F_036EA,C19037F_036M,C19037F_036MA,C19037F_037E,C19037F_037EA,C19037F_037M,C19037F_037MA,C19037F_038E,C19037F_038EA,C19037F_038M,C19037F_038MA,C19037F_039E,C19037F_039EA,C19037F_039M,C19037F_039MA,C19037F_040E,C19037F_040EA,C19037F_040M,C19037F_040MA,C19037F_041E,C19037F_041EA,C19037F_041M,C19037F_041MA,C19037F_042E,C19037F_042EA,C19037F_042M,C19037F_042MA,C19037F_043E,C19037F_043EA,C19037F_043M,C19037F_043MA,C19037F_044E,C19037F_044EA,C19037F_044M,C19037F_044MA,C19037F_045E,C19037F_045EA,C19037F_045M,C19037F_045MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
56246,null,3507,null,4909,null,941,null,402,null,287,null,194,null,162,null,1032,null,448,null,615,null,363,null,1045,null,553,null,1183,null,578,null,346,null,317,null,92,null,106,null,0,null,298,null,0,null,298,null,35032,null,2824,null,1664,null,656,null,847,null,454,null,3265,null,1009,null,4540,null,1323,null,6317,null,1331,null,9616,null,1563,null,5256,null,1132,null,2479,null,810,null,237,null,224,null,811,null,570,null,13057,null,2168,null,648,null,429,null,267,null,249,null,1701,null,826,null,2158,null,951,null,1810,null,759,null,3168,null,896,null,1791,null,612,null,1136,null,493,null,273,null,230,null,105,null,149,null,3248,null,962,null,421,null,340,null,627,null,538,null,432,null,294,null,135,null,158,null,602,null,420,null,511,null,492,null,168,null,167,null,42,null,68,null,252,null,403,null,58,null,97,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
188588,null,6021,null,10903,null,1519,null,1896,null,693,null,1012,null,499,null,2218,null,890,null,1244,null,562,null,1967,null,673,null,1620,null,585,null,534,null,385,null,412,null,362,null,0,null,277,null,0,null,277,null,108369,null,4294,null,7614,null,1539,null,4779,null,1388,null,13887,null,1783,null,13952,null,2272,null,18017,null,2698,null,23865,null,3044,null,12298,null,1822,null,10296,null,2064,null,2561,null,992,null,1100,null,590,null,55065,null,3372,null,4625,null,1124,null,2543,null,886,null,5319,null,1132,null,5244,null,1241,null,7925,null,1609,null,13049,null,2163,null,7229,null,1370,null,5871,null,1309,null,2051,null,782,null,1209,null,586,null,14251,null,2039,null,4738,null,1556,null,1832,null,708,null,1920,null,761,null,1607,null,776,null,1897,null,829,null,970,null,631,null,595,null,380,null,394,null,318,null,249,null,293,null,49,null,81,null,0400000US34,New Jersey,34
106698,null,3743,null,7845,null,1367,null,1928,null,939,null,511,null,280,null,2050,null,709,null,1098,null,504,null,1523,null,851,null,423,null,282,null,312,null,270,null,0,null,281,null,0,null,281,null,0,null,281,null,49667,null,3059,null,3778,null,1048,null,2555,null,883,null,5880,null,1584,null,9178,null,1787,null,10088,null,1752,null,9229,null,1430,null,5236,null,1194,null,3135,null,823,null,413,null,234,null,175,null,150,null,35302,null,2308,null,3573,null,908,null,2998,null,811,null,4356,null,1098,null,4797,null,1203,null,5148,null,1204,null,6950,null,1235,null,3624,null,783,null,3108,null,966,null,384,null,332,null,364,null,249,null,13884,null,1375,null,2329,null,665,null,2464,null,768,null,2926,null,706,null,1903,null,639,null,1167,null,501,null,1708,null,630,null,557,null,340,null,624,null,388,null,206,null,220,null,0,null,281,null,0400000US35,New Mexico,35
523598,null,10105,null,20182,null,2285,null,3775,null,904,null,1711,null,748,null,3368,null,1001,null,3479,null,1177,null,3192,null,888,null,3306,null,1045,null,719,null,351,null,305,null,259,null,216,null,291,null,111,null,185,null,262947,null,6210,null,29541,null,2690,null,20300,null,2669,null,37771,null,3433,null,34569,null,3035,null,43303,null,3552,null,46797,null,3812,null,25924,null,2564,null,16272,null,2140,null,5895,null,1648,null,2575,null,849,null,186332,null,7034,null,27207,null,2922,null,12904,null,1733,null,26284,null,3256,null,21836,null,2715,null,28730,null,3273,null,32456,null,3113,null,19000,null,2515,null,13627,null,2172,null,2387,null,827,null,1901,null,588,null,54137,null,3532,null,17870,null,2349,null,8533,null,1554,null,10577,null,1684,null,4309,null,1132,null,4590,null,1294,null,4370,null,1141,null,1950,null,751,null,1122,null,517,null,649,null,475,null,167,null,184,null,0400000US36,New York,36
101060,null,5025,null,10808,null,1450,null,1828,null,729,null,1458,null,654,null,2801,null,1143,null,1310,null,565,null,2083,null,772,null,945,null,539,null,80,null,141,null,216,null,230,null,0,null,287,null,87,null,137,null,71718,null,4191,null,4680,null,1280,null,5466,null,1515,null,16486,null,2731,null,10397,null,1981,null,15273,null,2211,null,11886,null,2112,null,4863,null,1368,null,2040,null,894,null,222,null,198,null,405,null,256,null,16914,null,2716,null,896,null,595,null,740,null,562,null,2659,null,957,null,3135,null,1085,null,3170,null,1200,null,3193,null,1117,null,2000,null,691,null,700,null,431,null,421,null,360,null,0,null,287,null,1620,null,696,null,334,null,353,null,215,null,268,null,155,null,151,null,0,null,287,null,730,null,446,null,56,null,96,null,0,null,287,null,0,null,287,null,130,null,146,null,0,null,287,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
31170,null,2239,null,2047,null,638,null,758,null,456,null,138,null,179,null,345,null,224,null,169,null,197,null,387,null,314,null,209,null,178,null,41,null,81,null,0,null,265,null,0,null,265,null,0,null,265,null,16741,null,1835,null,1677,null,673,null,1335,null,561,null,2020,null,761,null,3068,null,894,null,3058,null,998,null,2752,null,851,null,1797,null,795,null,634,null,375,null,343,null,371,null,57,null,93,null,9827,null,1166,null,1381,null,700,null,485,null,257,null,1334,null,556,null,1642,null,631,null,1057,null,585,null,2030,null,648,null,1123,null,501,null,494,null,334,null,52,null,74,null,229,null,237,null,2555,null,614,null,865,null,486,null,179,null,166,null,307,null,251,null,368,null,194,null,265,null,231,null,194,null,191,null,46,null,77,null,281,null,265,null,50,null,81,null,0,null,265,null,0400000US39,Ohio,39
30358,null,2659,null,2784,null,803,null,245,null,177,null,445,null,343,null,549,null,276,null,742,null,484,null,536,null,355,null,45,null,78,null,222,null,298,null,0,null,246,null,0,null,246,null,0,null,246,null,18718,null,2175,null,1927,null,754,null,1565,null,740,null,3234,null,1134,null,2575,null,920,null,4389,null,1366,null,2902,null,832,null,1000,null,565,null,1069,null,760,null,33,null,59,null,24,null,46,null,7749,null,1559,null,702,null,519,null,711,null,651,null,1965,null,613,null,798,null,377,null,1234,null,526,null,1220,null,595,null,470,null,293,null,478,null,274,null,76,null,97,null,95,null,115,null,1107,null,476,null,211,null,182,null,297,null,191,null,304,null,295,null,142,null,166,null,45,null,77,null,0,null,246,null,108,null,202,null,0,null,246,null,0,null,246,null,0,null,246,null,0400000US40,Oklahoma,40
31352,null,3051,null,1870,null,590,null,149,null,179,null,131,null,201,null,418,null,276,null,285,null,244,null,364,null,242,null,209,null,179,null,136,null,161,null,178,null,202,null,0,null,273,null,0,null,273,null,20681,null,2343,null,816,null,370,null,1025,null,547,null,2850,null,1036,null,4384,null,1305,null,3682,null,1062,null,4831,null,1233,null,1977,null,711,null,1039,null,546,null,0,null,273,null,77,null,129,null,7465,null,1390,null,868,null,522,null,313,null,239,null,574,null,366,null,1123,null,570,null,1643,null,686,null,1877,null,824,null,703,null,356,null,238,null,173,null,126,null,150,null,0,null,273,null,1336,null,638,null,152,null,195,null,174,null,210,null,225,null,271,null,280,null,304,null,68,null,139,null,382,null,342,null,55,null,92,null,0,null,273,null,0,null,273,null,0,null,273,null,0400000US41,Oregon,41
72266,null,3540,null,6795,null,1269,null,1579,null,642,null,609,null,378,null,1534,null,736,null,1038,null,593,null,703,null,449,null,1022,null,670,null,231,null,243,null,79,null,91,null,0,null,242,null,0,null,242,null,40899,null,2935,null,5747,null,1396,null,4385,null,1186,null,6712,null,1442,null,5502,null,1163,null,7564,null,1619,null,5701,null,1321,null,2475,null,806,null,1877,null,709,null,270,null,226,null,666,null,451,null,20921,null,2034,null,4172,null,1187,null,910,null,562,null,3720,null,1017,null,2903,null,1018,null,2943,null,1006,null,2747,null,868,null,1834,null,782,null,1294,null,662,null,87,null,105,null,311,null,260,null,3651,null,890,null,1323,null,579,null,538,null,362,null,698,null,419,null,441,null,450,null,348,null,288,null,160,null,149,null,0,null,242,null,0,null,242,null,52,null,88,null,91,null,141,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
823873,null,15330,null,53485,null,3650,null,8538,null,1610,null,6043,null,1354,null,10623,null,1798,null,10288,null,1600,null,9409,null,1420,null,5916,null,1078,null,1968,null,729,null,609,null,381,null,91,null,146,null,0,null,287,null,453854,null,11639,null,29322,null,3154,null,26068,null,3141,null,79094,null,5285,null,71062,null,4717,null,88223,null,5764,null,89624,null,5158,null,41929,null,3610,null,20965,null,2421,null,5009,null,1263,null,2558,null,852,null,247868,null,6834,null,18656,null,2058,null,15983,null,2043,null,34865,null,3123,null,35544,null,3055,null,44717,null,3439,null,47648,null,3294,null,25441,null,2718,null,18638,null,2317,null,4265,null,1292,null,2111,null,644,null,68666,null,3754,null,16708,null,1857,null,10502,null,1594,null,14918,null,2005,null,7875,null,1358,null,8026,null,1384,null,6533,null,1173,null,2130,null,703,null,1472,null,593,null,379,null,364,null,123,null,127,null,0400000US48,Texas,48
19460,null,2050,null,1495,null,463,null,400,null,249,null,195,null,194,null,249,null,206,null,97,null,116,null,241,null,174,null,232,null,192,null,0,null,261,null,81,null,82,null,0,null,261,null,0,null,261,null,12290,null,1642,null,194,null,158,null,836,null,511,null,984,null,431,null,2764,null,816,null,2415,null,778,null,2782,null,788,null,1211,null,572,null,886,null,445,null,170,null,165,null,48,null,80,null,4637,null,1021,null,286,null,208,null,39,null,66,null,567,null,423,null,445,null,276,null,646,null,425,null,1006,null,548,null,747,null,370,null,846,null,379,null,0,null,261,null,55,null,84,null,1038,null,376,null,169,null,163,null,87,null,126,null,229,null,229,null,104,null,108,null,189,null,149,null,163,null,149,null,97,null,117,null,0,null,261,null,0,null,261,null,0,null,261,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
53151,null,3459,null,4621,null,1442,null,210,null,254,null,10,null,20,null,569,null,556,null,646,null,399,null,1013,null,669,null,784,null,579,null,522,null,429,null,686,null,389,null,181,null,273,null,0,null,283,null,36773,null,3030,null,971,null,492,null,853,null,496,null,3962,null,1341,null,4506,null,1154,null,6651,null,1543,null,8329,null,1506,null,5023,null,1428,null,4089,null,1072,null,1227,null,659,null,1162,null,692,null,10782,null,1887,null,350,null,421,null,93,null,163,null,1040,null,683,null,466,null,319,null,1984,null,862,null,1915,null,630,null,1651,null,779,null,2076,null,707,null,847,null,509,null,360,null,242,null,975,null,539,null,107,null,173,null,72,null,121,null,0,null,283,null,301,null,349,null,72,null,117,null,171,null,185,null,0,null,283,null,133,null,225,null,0,null,283,null,119,null,144,null,0400000US51,Virginia,51
69568,null,3921,null,5408,null,1128,null,900,null,527,null,374,null,313,null,1157,null,543,null,799,null,414,null,1037,null,654,null,931,null,475,null,115,null,166,null,95,null,120,null,0,null,269,null,0,null,269,null,43780,null,2555,null,2787,null,968,null,2531,null,1000,null,6818,null,1513,null,6738,null,1379,null,8322,null,1624,null,10001,null,1876,null,3826,null,1135,null,1803,null,696,null,736,null,352,null,218,null,230,null,16536,null,2488,null,1620,null,747,null,494,null,373,null,2339,null,1023,null,2484,null,910,null,2525,null,875,null,3456,null,949,null,1437,null,541,null,1529,null,717,null,90,null,110,null,562,null,422,null,3844,null,1085,null,852,null,448,null,517,null,283,null,761,null,566,null,870,null,451,null,375,null,264,null,177,null,197,null,279,null,240,null,13,null,23,null,0,null,269,null,0,null,269,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
39008,null,2524,null,5346,null,1210,null,704,null,452,null,322,null,281,null,1021,null,587,null,1131,null,589,null,808,null,457,null,662,null,324,null,483,null,359,null,199,null,295,null,16,null,28,null,0,null,213,null,22602,null,2139,null,996,null,464,null,1165,null,525,null,4246,null,1051,null,4140,null,1052,null,4907,null,949,null,4726,null,1248,null,1248,null,500,null,983,null,384,null,98,null,134,null,93,null,160,null,9860,null,1552,null,1086,null,644,null,789,null,496,null,755,null,535,null,1135,null,535,null,1870,null,775,null,2279,null,728,null,1212,null,551,null,447,null,297,null,66,null,109,null,221,null,212,null,1200,null,464,null,199,null,203,null,396,null,269,null,268,null,252,null,56,null,97,null,104,null,124,null,177,null,164,null,0,null,213,null,0,null,213,null,0,null,213,null,0,null,213,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
142307,null,5325,null,4818,null,903,null,2952,null,742,null,749,null,386,null,407,null,253,null,481,null,273,null,203,null,212,null,0,null,283,null,0,null,283,null,26,null,43,null,0,null,283,null,0,null,283,null,53109,null,3326,null,16564,null,1714,null,5673,null,1174,null,10203,null,1641,null,7351,null,1405,null,5960,null,1247,null,5143,null,1132,null,1353,null,525,null,725,null,411,null,137,null,234,null,0,null,283,null,54808,null,3238,null,16935,null,1906,null,5798,null,1141,null,9780,null,1363,null,6686,null,1207,null,7091,null,1248,null,5094,null,1003,null,2018,null,709,null,1154,null,553,null,205,null,156,null,47,null,76,null,29572,null,2171,null,13079,null,1515,null,5557,null,982,null,4867,null,1032,null,2416,null,640,null,2053,null,509,null,717,null,309,null,575,null,328,null,238,null,243,null,29,null,49,null,41,null,68,null,0400000US72,Puerto Rico,72
