B17010G_001E,B17010G_001EA,B17010G_001M,B17010G_001MA,B17010G_002E,B17010G_002EA,B17010G_002M,B17010G_002MA,B17010G_003E,B17010G_003EA,B17010G_003M,B17010G_003MA,B17010G_004E,B17010G_004EA,B17010G_004M,B17010G_004MA,B17010G_005E,B17010G_005EA,B17010G_005M,B17010G_005MA,B17010G_006E,B17010G_006EA,B17010G_006M,B17010G_006MA,B17010G_007E,B17010G_007EA,B17010G_007M,B17010G_007MA,B17010G_008E,B17010G_008EA,B17010G_008M,B17010G_008MA,B17010G_009E,B17010G_009EA,B17010G_009M,B17010G_009MA,B17010G_010E,B17010G_010EA,B17010G_010M,B17010G_010MA,B17010G_011E,B17010G_011EA,B17010G_011M,B17010G_011MA,B17010G_012E,B17010G_012EA,B17010G_012M,B17010G_012MA,B17010G_013E,B17010G_013EA,B17010G_013M,B17010G_013MA,B17010G_014E,B17010G_014EA,B17010G_014M,B17010G_014MA,B17010G_015E,B17010G_015EA,B17010G_015M,B17010G_015MA,B17010G_016E,B17010G_016EA,B17010G_016M,B17010G_016MA,B17010G_017E,B17010G_017EA,B17010G_017M,B17010G_017MA,B17010G_018E,B17010G_018EA,B17010G_018M,B17010G_018MA,B17010G_019E,B17010G_019EA,B17010G_019M,B17010G_019MA,B17010G_020E,B17010G_020EA,B17010G_020M,B17010G_020MA,B17010G_021E,B17010G_021EA,B17010G_021M,B17010G_021MA,B17010G_022E,B17010G_022EA,B17010G_022M,B17010G_022MA,B17010G_023E,B17010G_023EA,B17010G_023M,B17010G_023MA,B17010G_024E,B17010G_024EA,B17010G_024M,B17010G_024MA,B17010G_025E,B17010G_025EA,B17010G_025M,B17010G_025MA,B17010G_026E,B17010G_026EA,B17010G_026M,B17010G_026MA,B17010G_027E,B17010G_027EA,B17010G_027M,B17010G_027MA,B17010G_028E,B17010G_028EA,B17010G_028M,B17010G_028MA,B17010G_029E,B17010G_029EA,B17010G_029M,B17010G_029MA,B17010G_030E,B17010G_030EA,B17010G_030M,B17010G_030MA,B17010G_031E,B17010G_031EA,B17010G_031M,B17010G_031MA,B17010G_032E,B17010G_032EA,B17010G_032M,B17010G_032MA,B17010G_033E,B17010G_033EA,B17010G_033M,B17010G_033MA,B17010G_034E,B17010G_034EA,B17010G_034M,B17010G_034MA,B17010G_035E,B17010G_035EA,B17010G_035M,B17010G_035MA,B17010G_036E,B17010G_036EA,B17010G_036M,B17010G_036MA,B17010G_037E,B17010G_037EA,B17010G_037M,B17010G_037MA,B17010G_038E,B17010G_038EA,B17010G_038M,B17010G_038MA,B17010G_039E,B17010G_039EA,B17010G_039M,B17010G_039MA,B17010G_040E,B17010G_040EA,B17010G_040M,B17010G_040MA,B17010G_041E,B17010G_041EA,B17010G_041M,B17010G_041MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
53544,null,3554,null,8194,null,1400,null,1447,null,578,null,886,null,450,null,193,null,169,null,121,null,109,null,572,null,368,null,561,null,355,null,6747,null,1382,null,689,null,436,null,448,null,317,null,214,null,298,null,57,null,94,null,177,null,122,null,241,null,269,null,6058,null,1309,null,5563,null,1252,null,1373,null,640,null,1863,null,733,null,2327,null,728,null,495,null,340,null,45350,null,3487,null,28576,null,2808,null,14397,null,2192,null,3324,null,1032,null,1914,null,645,null,9159,null,1687,null,14179,null,1813,null,16774,null,2262,null,4701,null,1230,null,2640,null,948,null,931,null,460,null,677,null,568,null,1032,null,582,null,2061,null,730,null,12073,null,1738,null,7387,null,1261,null,1716,null,713,null,820,null,377,null,4851,null,1000,null,4686,null,1113,null,0400000US36,New York,36
21308,null,2950,null,4103,null,1266,null,1127,null,644,null,933,null,615,null,149,null,242,null,228,null,188,null,556,null,531,null,194,null,150,null,2976,null,1082,null,548,null,534,null,548,null,534,null,72,null,135,null,0,null,287,null,476,null,523,null,0,null,287,null,2428,null,827,null,2083,null,805,null,587,null,404,null,192,null,204,null,1304,null,667,null,345,null,269,null,17205,null,2561,null,12766,null,1935,null,6929,null,1436,null,1431,null,611,null,1390,null,636,null,4108,null,1091,null,5837,null,1460,null,4439,null,1453,null,827,null,404,null,413,null,311,null,81,null,86,null,200,null,254,null,132,null,148,null,414,null,268,null,3612,null,1318,null,2588,null,1139,null,1083,null,953,null,110,null,172,null,1395,null,762,null,1024,null,649,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
26481,null,2323,null,4356,null,1052,null,765,null,422,null,599,null,392,null,0,null,265,null,374,null,354,null,225,null,190,null,166,null,152,null,3591,null,940,null,649,null,353,null,447,null,306,null,49,null,84,null,26,null,59,null,372,null,294,null,202,null,188,null,2942,null,891,null,2771,null,853,null,909,null,516,null,491,null,362,null,1371,null,498,null,171,null,155,null,22125,null,2335,null,15435,null,1813,null,7755,null,1503,null,1705,null,782,null,1393,null,580,null,4657,null,1115,null,7680,null,1394,null,6690,null,1445,null,2077,null,921,null,1696,null,908,null,140,null,140,null,217,null,217,null,1339,null,882,null,381,null,207,null,4613,null,936,null,3506,null,899,null,664,null,458,null,781,null,456,null,2061,null,653,null,1107,null,438,null,0400000US39,Ohio,39
44366,null,3139,null,6785,null,1378,null,1624,null,652,null,953,null,514,null,0,null,246,null,647,null,479,null,306,null,197,null,671,null,439,null,5161,null,1170,null,1138,null,699,null,842,null,567,null,491,null,479,null,186,null,206,null,165,null,187,null,296,null,425,null,4023,null,943,null,3787,null,896,null,1132,null,559,null,695,null,319,null,1960,null,787,null,236,null,219,null,37581,null,2791,null,28205,null,2211,null,13451,null,1775,null,2409,null,738,null,2758,null,791,null,8284,null,1446,null,14754,null,1325,null,9376,null,1465,null,3651,null,850,null,1806,null,660,null,314,null,323,null,391,null,395,null,1101,null,456,null,1845,null,646,null,5725,null,1255,null,3848,null,1052,null,1247,null,516,null,186,null,146,null,2415,null,901,null,1877,null,581,null,0400000US40,Oklahoma,40
18520,null,2010,null,2795,null,1048,null,342,null,247,null,188,null,201,null,44,null,74,null,92,null,153,null,52,null,66,null,154,null,163,null,2453,null,1001,null,22,null,50,null,22,null,50,null,0,null,273,null,22,null,50,null,0,null,273,null,0,null,273,null,2431,null,994,null,2186,null,935,null,211,null,200,null,314,null,276,null,1661,null,826,null,245,null,236,null,15725,null,1721,null,12140,null,1605,null,6154,null,1137,null,1764,null,772,null,1274,null,514,null,3116,null,913,null,5986,null,1139,null,3585,null,932,null,1342,null,542,null,533,null,300,null,94,null,121,null,58,null,101,null,381,null,262,null,809,null,463,null,2243,null,743,null,1703,null,671,null,278,null,214,null,180,null,204,null,1245,null,636,null,540,null,265,null,0400000US41,Oregon,41
22755,null,2152,null,4104,null,970,null,1055,null,453,null,277,null,191,null,20,null,34,null,75,null,104,null,182,null,147,null,778,null,414,null,3049,null,855,null,619,null,349,null,433,null,310,null,51,null,89,null,71,null,121,null,311,null,298,null,186,null,159,null,2430,null,825,null,2117,null,746,null,827,null,414,null,592,null,469,null,698,null,365,null,313,null,304,null,18651,null,1978,null,12000,null,1584,null,5540,null,1017,null,1063,null,500,null,1506,null,577,null,2971,null,784,null,6460,null,1320,null,6651,null,1119,null,914,null,404,null,402,null,266,null,194,null,217,null,28,null,51,null,180,null,159,null,512,null,306,null,5737,null,1082,null,3772,null,974,null,452,null,397,null,647,null,374,null,2673,null,832,null,1965,null,585,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
73690,null,4583,null,10896,null,1395,null,3480,null,848,null,2437,null,775,null,194,null,235,null,872,null,310,null,1371,null,585,null,1043,null,488,null,7416,null,1214,null,1598,null,770,null,971,null,593,null,163,null,262,null,310,null,257,null,498,null,426,null,627,null,413,null,5818,null,1190,null,5231,null,1182,null,1082,null,492,null,1125,null,459,null,3024,null,983,null,587,null,434,null,62794,null,4151,null,45181,null,3447,null,25356,null,2757,null,4622,null,1087,null,6254,null,1138,null,14480,null,1949,null,19825,null,2024,null,17613,null,2325,null,7175,null,1528,null,4449,null,1284,null,878,null,549,null,211,null,327,null,3360,null,973,null,2726,null,939,null,10438,null,1601,null,6920,null,1337,null,427,null,280,null,880,null,474,null,5613,null,1312,null,3518,null,837,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
24241,null,2513,null,2174,null,810,null,472,null,288,null,419,null,283,null,37,null,59,null,161,null,218,null,221,null,218,null,53,null,71,null,1702,null,787,null,74,null,138,null,74,null,138,null,74,null,138,null,0,null,283,null,0,null,283,null,0,null,283,null,1628,null,754,null,1628,null,754,null,1052,null,655,null,68,null,110,null,508,null,367,null,0,null,283,null,22067,null,2454,null,15578,null,2223,null,6641,null,1411,null,1591,null,631,null,1325,null,579,null,3725,null,1051,null,8937,null,1668,null,6489,null,1478,null,1533,null,590,null,1212,null,591,null,399,null,401,null,409,null,413,null,404,null,314,null,321,null,237,null,4956,null,1346,null,3379,null,1119,null,254,null,225,null,233,null,185,null,2892,null,1054,null,1577,null,723,null,0400000US51,Virginia,51
32649,null,2666,null,3318,null,968,null,635,null,357,null,326,null,234,null,109,null,173,null,107,null,126,null,110,null,117,null,309,null,257,null,2683,null,952,null,437,null,249,null,276,null,201,null,0,null,269,null,0,null,269,null,276,null,201,null,161,null,157,null,2246,null,876,null,2150,null,853,null,432,null,244,null,696,null,587,null,1022,null,496,null,96,null,137,null,29331,null,2620,null,21170,null,2267,null,10037,null,1393,null,2459,null,683,null,2325,null,800,null,5253,null,910,null,11133,null,1512,null,8161,null,1465,null,1650,null,751,null,1106,null,637,null,68,null,124,null,574,null,548,null,464,null,327,null,544,null,316,null,6511,null,1284,null,4852,null,1173,null,1114,null,662,null,412,null,294,null,3326,null,916,null,1659,null,584,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
39300,null,2158,null,15656,null,1679,null,6619,null,1118,null,3584,null,851,null,462,null,315,null,718,null,384,null,2404,null,729,null,3035,null,741,null,9037,null,1222,null,1818,null,568,null,1014,null,432,null,297,null,287,null,161,null,191,null,556,null,399,null,804,null,417,null,7219,null,1188,null,5487,null,1064,null,459,null,325,null,1297,null,511,null,3731,null,864,null,1732,null,552,null,23644,null,2103,null,16173,null,1595,null,7635,null,1461,null,1184,null,573,null,1146,null,498,null,5305,null,1254,null,8538,null,1218,null,7471,null,1407,null,1911,null,709,null,934,null,496,null,460,null,365,null,0,null,283,null,474,null,295,null,977,null,477,null,5560,null,1146,null,2982,null,1031,null,313,null,227,null,384,null,283,null,2285,null,941,null,2578,null,706,null,0400000US72,Puerto Rico,72
