B16005H_001E,B16005H_001EA,B16005H_001M,B16005H_001MA,B16005H_002E,B16005H_002EA,B16005H_002M,B16005H_002MA,B16005H_003E,B16005H_003EA,B16005H_003M,B16005H_003MA,B16005H_004E,B16005H_004EA,B16005H_004M,B16005H_004MA,B16005H_005E,B16005H_005EA,B16005H_005M,B16005H_005MA,B16005H_006E,B16005H_006EA,B16005H_006M,B16005H_006MA,B16005H_007E,B16005H_007EA,B16005H_007M,B16005H_007MA,B16005H_008E,B16005H_008EA,B16005H_008M,B16005H_008MA,B16005H_009E,B16005H_009EA,B16005H_009M,B16005H_009MA,B16005H_010E,B16005H_010EA,B16005H_010M,B16005H_010MA,B16005H_011E,B16005H_011EA,B16005H_011M,B16005H_011MA,B16005H_012E,B16005H_012EA,B16005H_012M,B16005H_012MA,B16005H_013E,B16005H_013EA,B16005H_013M,B16005H_013MA,B16005H_014E,B16005H_014EA,B16005H_014M,B16005H_014MA,B16005H_015E,B16005H_015EA,B16005H_015M,B16005H_015MA,B16005H_016E,B16005H_016EA,B16005H_016M,B16005H_016MA,B16005H_017E,B16005H_017EA,B16005H_017M,B16005H_017MA,B16005H_018E,B16005H_018EA,B16005H_018M,B16005H_018MA,B16005H_019E,B16005H_019EA,B16005H_019M,B16005H_019MA,B16005H_020E,B16005H_020EA,B16005H_020M,B16005H_020MA,B16005H_021E,B16005H_021EA,B16005H_021M,B16005H_021MA,B16005H_022E,B16005H_022EA,B16005H_022M,B16005H_022MA,B16005H_023E,B16005H_023EA,B16005H_023M,B16005H_023MA,B16005H_024E,B16005H_024EA,B16005H_024M,B16005H_024MA,B16005H_025E,B16005H_025EA,B16005H_025M,B16005H_025MA,B16005H_026E,B16005H_026EA,B16005H_026M,B16005H_026MA,B16005H_027E,B16005H_027EA,B16005H_027M,B16005H_027MA,B16005H_028E,B16005H_028EA,B16005H_028M,B16005H_028MA,B16005H_029E,B16005H_029EA,B16005H_029M,B16005H_029MA,B16005H_030E,B16005H_030EA,B16005H_030M,B16005H_030MA,B16005H_031E,B16005H_031EA,B16005H_031M,B16005H_031MA,B16005H_032E,B16005H_032EA,B16005H_032M,B16005H_032MA,B16005H_033E,B16005H_033EA,B16005H_033M,B16005H_033MA,B16005H_034E,B16005H_034EA,B16005H_034M,B16005H_034MA,B16005H_035E,B16005H_035EA,B16005H_035M,B16005H_035MA,B16005H_036E,B16005H_036EA,B16005H_036M,B16005H_036MA,B16005H_037E,B16005H_037EA,B16005H_037M,B16005H_037MA,B16005H_038E,B16005H_038EA,B16005H_038M,B16005H_038MA,B16005H_039E,B16005H_039EA,B16005H_039M,B16005H_039MA,B16005H_040E,B16005H_040EA,B16005H_040M,B16005H_040MA,B16005H_041E,B16005H_041EA,B16005H_041M,B16005H_041MA,B16005H_042E,B16005H_042EA,B16005H_042M,B16005H_042MA,B16005H_043E,B16005H_043EA,B16005H_043M,B16005H_043MA,B16005H_044E,B16005H_044EA,B16005H_044M,B16005H_044MA,B16005H_045E,B16005H_045EA,B16005H_045M,B16005H_045MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
1402513,null,1104,null,1323731,null,6648,null,1283887,null,8086,null,18445,null,2629,null,15611,null,2435,null,1403,null,674,null,1431,null,584,null,0,null,298,null,15996,null,2526,null,13600,null,2180,null,1609,null,786,null,787,null,535,null,0,null,298,null,2293,null,778,null,1990,null,739,null,124,null,145,null,179,null,215,null,0,null,298,null,3110,null,1422,null,2877,null,1368,null,233,null,196,null,0,null,298,null,0,null,298,null,78782,null,6612,null,35652,null,3186,null,2570,null,1708,null,1351,null,775,null,1174,null,1142,null,45,null,74,null,0,null,298,null,33454,null,5283,null,20951,null,3751,null,9309,null,2414,null,3144,null,1270,null,50,null,82,null,903,null,639,null,410,null,450,null,428,null,418,null,65,null,108,null,0,null,298,null,6203,null,1787,null,4092,null,1360,null,1656,null,758,null,417,null,464,null,38,null,62,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
5100085,null,4263,null,4648709,null,15919,null,4400481,null,20933,null,65950,null,5482,null,56726,null,5157,null,5084,null,1345,null,3935,null,1027,null,205,null,265,null,153306,null,7028,null,134688,null,6721,null,11634,null,1466,null,6740,null,1302,null,244,null,190,null,6330,null,1620,null,5379,null,1544,null,729,null,353,null,222,null,183,null,0,null,277,null,22642,null,3355,null,19690,null,3120,null,2245,null,933,null,707,null,477,null,0,null,277,null,451376,null,16125,null,110571,null,5677,null,12129,null,2632,null,8445,null,2370,null,2680,null,957,null,677,null,431,null,327,null,424,null,271334,null,12779,null,143685,null,8433,null,72442,null,5381,null,44916,null,4760,null,10291,null,1954,null,11866,null,3045,null,7147,null,2156,null,2758,null,917,null,1393,null,805,null,568,null,523,null,45476,null,4753,null,29607,null,3529,null,11058,null,1801,null,3885,null,1230,null,926,null,604,null,0400000US34,New Jersey,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
10990810,null,6575,null,9903928,null,22054,null,9268872,null,24331,null,105228,null,5294,null,83759,null,4610,null,11095,null,1558,null,10132,null,1380,null,242,null,203,null,454855,null,14176,null,368228,null,13418,null,54048,null,5038,null,29139,null,3348,null,3440,null,912,null,8987,null,1737,null,8057,null,1584,null,661,null,408,null,269,null,194,null,0,null,273,null,65986,null,7417,null,57061,null,7067,null,6176,null,1877,null,2201,null,753,null,548,null,464,null,1086882,null,19902,null,283822,null,10398,null,14153,null,3041,null,8624,null,1873,null,3952,null,1643,null,1525,null,597,null,52,null,86,null,677352,null,17640,null,321303,null,13293,null,184336,null,8985,null,126858,null,5372,null,44855,null,4320,null,18985,null,4096,null,9148,null,2374,null,6513,null,2144,null,2753,null,1116,null,571,null,485,null,92570,null,8261,null,53628,null,4981,null,25563,null,3406,null,11056,null,2474,null,2323,null,1071,null,0400000US36,New York,36
5755786,null,4720,null,5646347,null,9542,null,5539024,null,11651,null,56023,null,4040,null,43516,null,3294,null,5937,null,1347,null,6148,null,1463,null,422,null,384,null,41471,null,3698,null,36436,null,3731,null,2631,null,758,null,2404,null,919,null,0,null,287,null,4175,null,1140,null,3373,null,1058,null,446,null,314,null,356,null,236,null,0,null,287,null,5654,null,1475,null,5065,null,1342,null,491,null,339,null,98,null,122,null,0,null,287,null,109439,null,7336,null,52676,null,4751,null,3149,null,1502,null,1943,null,1107,null,611,null,410,null,421,null,413,null,174,null,174,null,41805,null,4872,null,29022,null,3291,null,8729,null,2093,null,3679,null,1538,null,375,null,311,null,2363,null,1300,null,1517,null,938,null,550,null,546,null,296,null,343,null,0,null,287,null,9446,null,2115,null,5345,null,1406,null,3166,null,982,null,823,null,547,null,112,null,131,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
8914511,null,2297,null,8737816,null,8133,null,8522012,null,13825,null,62501,null,3673,null,45363,null,3104,null,8550,null,1424,null,8454,null,1505,null,134,null,136,null,134763,null,8286,null,103813,null,7472,null,22111,null,3450,null,7922,null,1458,null,917,null,564,null,4932,null,1182,null,4120,null,1105,null,429,null,259,null,277,null,222,null,106,null,122,null,13608,null,2336,null,11788,null,2167,null,762,null,305,null,1058,null,434,null,0,null,265,null,176695,null,7676,null,62796,null,3544,null,1393,null,661,null,711,null,321,null,152,null,184,null,530,null,541,null,0,null,265,null,87532,null,6520,null,49353,null,4166,null,25894,null,3038,null,10161,null,1780,null,2124,null,804,null,3034,null,1589,null,1620,null,906,null,824,null,479,null,453,null,433,null,137,null,225,null,21940,null,3360,null,14459,null,2308,null,5335,null,1428,null,1909,null,809,null,237,null,237,null,0400000US39,Ohio,39
2433983,null,2075,null,2407885,null,4188,null,2377020,null,5048,null,17415,null,1695,null,14323,null,1676,null,1538,null,472,null,1398,null,509,null,156,null,175,null,10707,null,1934,null,9288,null,1832,null,817,null,355,null,549,null,267,null,53,null,88,null,1277,null,413,null,1264,null,410,null,13,null,20,null,0,null,246,null,0,null,246,null,1466,null,583,null,1180,null,530,null,227,null,198,null,59,null,97,null,0,null,246,null,26098,null,3559,null,12528,null,1860,null,409,null,371,null,332,null,357,null,55,null,92,null,0,null,246,null,22,null,38,null,8378,null,2514,null,5172,null,1278,null,2166,null,844,null,678,null,497,null,362,null,371,null,621,null,408,null,192,null,163,null,429,null,361,null,0,null,246,null,0,null,246,null,4162,null,1648,null,2406,null,912,null,1363,null,853,null,393,null,475,null,0,null,246,null,0400000US40,Oklahoma,40
2852071,null,2026,null,2763638,null,6660,null,2682065,null,8395,null,40458,null,3339,null,32145,null,3027,null,3265,null,869,null,4991,null,1101,null,57,null,95,null,32093,null,3458,null,27975,null,3185,null,2597,null,782,null,1404,null,507,null,117,null,196,null,5102,null,1084,null,4491,null,1047,null,385,null,272,null,226,null,237,null,0,null,273,null,3920,null,1419,null,3797,null,1418,null,123,null,122,null,0,null,273,null,0,null,273,null,88433,null,6334,null,39972,null,3458,null,818,null,406,null,567,null,366,null,88,null,121,null,93,null,109,null,70,null,120,null,41881,null,5025,null,22891,null,2897,null,9251,null,2049,null,6732,null,1827,null,3007,null,1048,null,636,null,447,null,447,null,369,null,68,null,116,null,121,null,147,null,0,null,273,null,5126,null,1714,null,3376,null,1454,null,1586,null,830,null,164,null,201,null,0,null,273,null,0400000US41,Oregon,41
9629268,null,2724,null,9391889,null,9709,null,9096574,null,15659,null,64870,null,3912,null,50967,null,3732,null,6291,null,1051,null,7377,null,1133,null,235,null,192,null,210682,null,8984,null,167885,null,7478,null,31770,null,3657,null,9995,null,1393,null,1032,null,469,null,6804,null,2155,null,6331,null,2168,null,314,null,258,null,114,null,110,null,45,null,72,null,12959,null,2741,null,11566,null,2647,null,822,null,524,null,497,null,301,null,74,null,104,null,237379,null,9649,null,85809,null,5012,null,3024,null,1080,null,1790,null,806,null,934,null,548,null,300,null,316,null,0,null,242,null,125892,null,7557,null,66904,null,4700,null,32406,null,3716,null,22278,null,2896,null,4304,null,1387,null,5666,null,1883,null,1543,null,586,null,2781,null,1344,null,956,null,660,null,386,null,440,null,16988,null,2459,null,9676,null,1804,null,5021,null,1259,null,1691,null,665,null,600,null,411,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
2708471,null,1696,null,2654614,null,5039,null,2611166,null,6061,null,20535,null,2353,null,15110,null,1926,null,2477,null,795,null,2691,null,794,null,257,null,292,null,18197,null,2175,null,15603,null,2166,null,1337,null,499,null,1257,null,638,null,0,null,287,null,2699,null,1410,null,2094,null,1408,null,253,null,264,null,279,null,294,null,73,null,133,null,2017,null,965,null,1816,null,953,null,58,null,94,null,143,null,174,null,0,null,287,null,53857,null,4775,null,26322,null,2505,null,755,null,379,null,217,null,184,null,358,null,322,null,180,null,169,null,0,null,287,null,23422,null,3284,null,16479,null,2525,null,4488,null,1402,null,2194,null,925,null,261,null,335,null,639,null,457,null,320,null,271,null,240,null,297,null,79,null,131,null,0,null,287,null,2719,null,994,null,1619,null,690,null,780,null,485,null,214,null,178,null,106,null,173,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
4473192,null,1324,null,4413103,null,5442,null,4346398,null,7758,null,32776,null,2825,null,24868,null,2830,null,3838,null,1013,null,4070,null,801,null,0,null,281,null,28664,null,3891,null,23068,null,3637,null,3565,null,998,null,2031,null,752,null,0,null,281,null,2320,null,710,null,2060,null,672,null,216,null,192,null,44,null,71,null,0,null,281,null,2945,null,1155,null,2365,null,1144,null,195,null,236,null,385,null,238,null,0,null,281,null,60089,null,5274,null,25120,null,2531,null,1222,null,861,null,496,null,445,null,373,null,441,null,353,null,381,null,0,null,281,null,26105,null,3976,null,17324,null,2750,null,5778,null,1608,null,2500,null,1072,null,503,null,441,null,937,null,676,null,733,null,576,null,204,null,242,null,0,null,281,null,0,null,281,null,6705,null,1814,null,4619,null,1435,null,1272,null,651,null,772,null,614,null,42,null,68,null,0400000US47,Tennessee,47
10727359,null,5328,null,10431439,null,10570,null,10052307,null,15424,null,245037,null,10932,null,210789,null,10730,null,18879,null,2039,null,13997,null,1833,null,1372,null,611,null,109029,null,6167,null,94420,null,5742,null,10386,null,1835,null,4183,null,991,null,40,null,70,null,8713,null,1563,null,7617,null,1478,null,529,null,330,null,567,null,371,null,0,null,287,null,16353,null,3408,null,14605,null,3272,null,1154,null,501,null,594,null,394,null,0,null,287,null,295920,null,10093,null,126780,null,5870,null,21077,null,3472,null,12292,null,2795,null,2974,null,898,null,3547,null,1147,null,2264,null,998,null,116455,null,7440,null,82307,null,5871,null,24117,null,2850,null,8376,null,1978,null,1655,null,745,null,6077,null,1263,null,4113,null,1021,null,1192,null,563,null,501,null,477,null,271,null,271,null,25531,null,4143,null,16680,null,2937,null,5846,null,1800,null,2863,null,1393,null,142,null,168,null,0400000US48,Texas,48
1979217,null,800,null,1938241,null,4040,null,1871254,null,6120,null,33424,null,2771,null,28017,null,2493,null,2922,null,697,null,2341,null,733,null,144,null,174,null,27285,null,3142,null,24204,null,3088,null,1675,null,528,null,1406,null,502,null,0,null,261,null,5219,null,1220,null,4594,null,1150,null,483,null,301,null,142,null,135,null,0,null,261,null,1059,null,492,null,888,null,436,null,125,null,157,null,46,null,77,null,0,null,261,null,40976,null,4016,null,17913,null,1950,null,1139,null,505,null,616,null,427,null,354,null,278,null,46,null,73,null,123,null,142,null,19821,null,3423,null,13815,null,2550,null,3566,null,994,null,1710,null,971,null,730,null,612,null,582,null,581,null,460,null,438,null,11,null,20,null,111,null,160,null,0,null,261,null,1521,null,755,null,1309,null,696,null,212,null,289,null,0,null,261,null,0,null,261,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
4882236,null,3012,null,4710373,null,7860,null,4590702,null,10391,null,50658,null,3839,null,39505,null,3538,null,5606,null,1155,null,5341,null,1397,null,206,null,217,null,56204,null,4494,null,47047,null,4347,null,5164,null,990,null,3943,null,998,null,50,null,82,null,5393,null,1100,null,4964,null,1113,null,321,null,380,null,108,null,130,null,0,null,283,null,7416,null,1761,null,6525,null,1726,null,438,null,407,null,453,null,401,null,0,null,283,null,171863,null,7961,null,60981,null,4117,null,3995,null,1336,null,2576,null,1052,null,460,null,318,null,734,null,612,null,225,null,287,null,79812,null,6560,null,50877,null,4284,null,17282,null,2298,null,9338,null,2188,null,2315,null,1456,null,5354,null,1787,null,2822,null,1020,null,1503,null,684,null,767,null,475,null,262,null,274,null,21721,null,3878,null,14293,null,3199,null,5699,null,1509,null,1311,null,670,null,418,null,639,null,0400000US51,Virginia,51
4643112,null,2230,null,4425123,null,11360,null,4287372,null,12737,null,55449,null,4164,null,42099,null,3569,null,6647,null,1454,null,6585,null,1272,null,118,null,121,null,66339,null,4826,null,55594,null,4075,null,6229,null,1509,null,4130,null,1025,null,386,null,436,null,12120,null,1634,null,10041,null,1585,null,1123,null,337,null,956,null,482,null,0,null,269,null,3843,null,1055,null,3352,null,1030,null,369,null,263,null,122,null,147,null,0,null,269,null,217989,null,11228,null,95406,null,5666,null,1084,null,548,null,814,null,493,null,222,null,156,null,48,null,79,null,0,null,269,null,107031,null,8709,null,56405,null,4810,null,27724,null,3756,null,16065,null,2555,null,6837,null,1687,null,3628,null,1162,null,1640,null,580,null,748,null,439,null,1064,null,529,null,176,null,215,null,10840,null,2648,null,7087,null,2128,null,2408,null,812,null,1345,null,850,null,0,null,269,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
4510887,null,1120,null,4438231,null,6185,null,4319406,null,8617,null,47848,null,3367,null,34753,null,3182,null,5183,null,915,null,7540,null,1113,null,372,null,227,null,63907,null,3793,null,51401,null,3341,null,8088,null,1255,null,4129,null,829,null,289,null,155,null,2673,null,742,null,1964,null,689,null,479,null,246,null,230,null,170,null,0,null,213,null,4397,null,2005,null,3951,null,1930,null,433,null,259,null,13,null,22,null,0,null,213,null,72656,null,6080,null,28914,null,2647,null,856,null,583,null,355,null,402,null,236,null,296,null,190,null,245,null,75,null,122,null,37765,null,4922,null,22765,null,2691,null,7373,null,1421,null,6322,null,1969,null,1305,null,769,null,1015,null,541,null,385,null,281,null,367,null,267,null,233,null,306,null,30,null,63,null,4106,null,1518,null,2848,null,1336,null,1019,null,431,null,105,null,145,null,134,null,169,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
