B17001D_055E,B17001D_055M,B17001D_056E,B17001D_056M,B17001D_057E,B17001D_057M,B17001D_058E,B17001D_058M,B17001D_059E,B17001D_059M,GEO_ID,B17001D_001E,B17001D_001M,B17001D_002E,B17001D_002M,B17001D_003E,B17001D_003M,B17001D_004E,B17001D_004M,B17001D_005E,B17001D_005M,B17001D_006E,B17001D_006M,B17001D_007E,B17001D_007M,B17001D_008E,B17001D_008M,B17001D_009E,B17001D_009M,B17001D_010E,B17001D_010M,B17001D_011E,B17001D_011M,B17001D_012E,B17001D_012M,B17001D_013E,B17001D_013M,B17001D_014E,B17001D_014M,B17001D_015E,B17001D_015M,B17001D_016E,B17001D_016M,B17001D_017E,B17001D_017M,B17001D_018E,B17001D_018M,B17001D_019E,B17001D_019M,B17001D_020E,B17001D_020M,B17001D_021E,B17001D_021M,B17001D_022E,B17001D_022M,B17001D_023E,B17001D_023M,B17001D_024E,B17001D_024M,B17001D_025E,B17001D_025M,B17001D_026E,B17001D_026M,B17001D_027E,B17001D_027M,B17001D_028E,B17001D_028M,B17001D_029E,B17001D_029M,B17001D_030E,B17001D_030M,B17001D_031E,B17001D_031M,B17001D_032E,B17001D_032M,B17001D_033E,B17001D_033M,B17001D_034E,B17001D_034M,B17001D_035E,B17001D_035M,B17001D_036E,B17001D_036M,B17001D_037E,B17001D_037M,B17001D_038E,B17001D_038M,B17001D_039E,B17001D_039M,B17001D_040E,B17001D_040M,B17001D_041E,B17001D_041M,B17001D_042E,B17001D_042M,B17001D_043E,B17001D_043M,B17001D_044E,B17001D_044M,B17001D_045E,B17001D_045M,B17001D_046E,B17001D_046M,B17001D_047E,B17001D_047M,B17001D_048E,B17001D_048M,B17001D_049E,B17001D_049M,B17001D_050E,B17001D_050M,B17001D_051E,B17001D_051M,B17001D_052E,B17001D_052M,B17001D_053E,B17001D_053M,B17001D_054E,B17001D_054M,B17001D_055MA,B17001D_055EA,B17001D_056EA,B17001D_056MA,B17001D_057EA,B17001D_057MA,B17001D_058EA,B17001D_058MA,B17001D_059MA,B17001D_059EA,NAME,B17001D_001EA,B17001D_001MA,B17001D_002EA,B17001D_002MA,B17001D_003EA,B17001D_003MA,B17001D_004MA,B17001D_004EA,B17001D_005MA,B17001D_005EA,B17001D_006EA,B17001D_006MA,B17001D_007EA,B17001D_007MA,B17001D_008EA,B17001D_008MA,B17001D_009EA,B17001D_009MA,B17001D_010MA,B17001D_010EA,B17001D_011MA,B17001D_011EA,B17001D_012EA,B17001D_012MA,B17001D_013EA,B17001D_013MA,B17001D_014EA,B17001D_014MA,B17001D_015MA,B17001D_015EA,B17001D_016MA,B17001D_016EA,B17001D_017EA,B17001D_017MA,B17001D_018EA,B17001D_018MA,B17001D_019EA,B17001D_019MA,B17001D_020EA,B17001D_020MA,B17001D_021MA,B17001D_021EA,B17001D_022MA,B17001D_022EA,B17001D_023MA,B17001D_023EA,B17001D_024EA,B17001D_024MA,B17001D_025MA,B17001D_025EA,B17001D_026MA,B17001D_026EA,B17001D_027MA,B17001D_027EA,B17001D_028MA,B17001D_028EA,B17001D_029EA,B17001D_029MA,B17001D_030EA,B17001D_030MA,B17001D_031MA,B17001D_031EA,B17001D_032MA,B17001D_032EA,B17001D_033MA,B17001D_033EA,B17001D_034MA,B17001D_034EA,B17001D_035EA,B17001D_035MA,B17001D_036MA,B17001D_036EA,B17001D_037MA,B17001D_037EA,B17001D_038MA,B17001D_038EA,B17001D_039MA,B17001D_039EA,B17001D_040EA,B17001D_040MA,B17001D_041EA,B17001D_041MA,B17001D_042EA,B17001D_042MA,B17001D_043MA,B17001D_043EA,B17001D_044MA,B17001D_044EA,B17001D_045EA,B17001D_045MA,B17001D_046EA,B17001D_046MA,B17001D_047EA,B17001D_047MA,B17001D_048MA,B17001D_048EA,B17001D_049MA,B17001D_049EA,B17001D_050EA,B17001D_050MA,B17001D_051EA,B17001D_051MA,B17001D_052EA,B17001D_052MA,B17001D_053EA,B17001D_053MA,B17001D_054MA,B17001D_054EA,state
5814,772,4792,555,2884,381,1430,478,1392,510,0400000US40,67929,2344,8633,1670,5230,977,536,327,0,149,465,335,0,149,59,71,4,8,1817,423,1003,458,836,431,130,123,194,184,160,134,26,48,3403,905,222,245,15,20,164,152,66,110,20,33,344,245,517,313,604,287,451,312,503,334,167,175,278,275,52,68,59296,2871,27230,1864,1841,552,315,267,2934,606,973,303,351,249,735,425,2936,779,4662,809,4572,760,3937,643,2398,317,1224,361,352,240,32066,1580,1739,549,529,321,2899,495,850,327,511,217,807,260,2913,551,5506,808,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
14758,1169,10645,840,7561,786,3588,463,2526,514,0400000US41,145864,4144,18154,2819,8152,1699,349,340,26,33,497,383,198,194,120,122,251,237,3040,743,987,642,930,471,531,341,278,190,466,274,479,354,10002,1738,394,411,395,464,44,55,482,514,0,193,189,185,2554,624,1408,619,1402,580,597,318,1026,509,916,519,595,280,127710,4798,57492,3179,2338,583,840,549,4640,950,2704,794,974,381,1065,448,5093,1201,9571,1182,11005,980,8963,825,5686,435,2849,622,1764,510,70218,2562,3297,765,955,462,5079,847,2843,868,990,420,1964,527,4441,857,11571,1232,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
27109,1388,22534,1044,15543,955,8033,913,4783,814,0400000US42,355250,5299,58641,4961,26991,2848,2362,731,829,562,2187,644,790,532,365,260,806,431,5251,986,5088,1131,2936,818,2372,750,2202,675,1126,386,677,325,31650,2940,1672,642,506,343,3112,813,1204,577,206,166,947,539,6188,1021,6273,1268,3625,842,2524,881,3413,699,1024,430,956,404,296609,7055,143178,4206,8326,1069,1799,573,12324,1562,5727,1100,2187,660,3384,783,11721,1563,27408,2031,25713,1371,20572,1283,13234,988,7273,755,3510,737,153431,3685,9773,937,2732,852,10487,1174,6082,1041,2201,641,3865,813,10547,1216,29742,1660,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
2034,393,1739,291,1630,401,467,239,209,208,0400000US44,31803,1680,4438,1241,1711,551,0,200,0,200,46,84,162,150,0,200,0,200,730,372,319,168,98,159,143,110,119,132,94,110,0,200,2727,943,150,222,0,200,125,143,226,216,0,200,76,123,547,420,539,358,293,208,165,155,81,93,166,134,359,232,27365,1959,13589,1123,1604,522,98,113,1473,337,369,222,187,147,659,301,1003,401,2002,573,2895,645,1499,233,1090,236,647,252,63,105,13776,1506,997,587,213,208,704,416,350,280,176,158,506,372,1674,719,3077,439,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
5717,928,4102,790,3059,652,1591,492,714,492,0400000US45,58745,2301,7924,1941,3449,1129,89,152,145,195,273,233,120,235,78,99,250,270,1100,707,632,406,222,220,270,249,97,126,173,184,0,197,4475,1241,497,376,0,197,210,247,279,272,24,41,0,197,596,524,1159,634,535,351,313,192,548,335,147,184,167,192,50821,3084,23295,1977,1677,582,258,211,1806,527,1170,419,147,146,1014,564,1702,592,4242,1211,4640,859,3023,932,2195,630,1169,499,252,215,27526,2056,1566,672,478,406,2039,671,737,400,395,255,352,274,1690,686,5086,1045,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
9191,977,5647,738,3984,634,2836,773,952,406,0400000US47,93489,3199,15681,3174,7616,1846,981,578,56,97,853,487,283,364,38,69,404,324,1032,501,1379,773,1232,668,624,417,304,245,292,242,138,163,8065,1773,273,203,216,175,860,481,707,437,100,169,322,302,1149,497,1996,725,862,530,431,234,471,301,547,311,131,132,77808,3980,35595,2213,1673,560,461,299,3969,849,830,415,357,285,784,376,1994,724,7424,1045,8035,1099,4685,961,2634,619,1839,454,910,355,42213,2579,2897,655,781,355,3299,847,1509,454,321,190,871,332,2244,626,7681,1300,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
91558,1988,66393,2167,51484,1954,24937,1433,11876,1088,0400000US48,1037461,8989,124485,10023,59585,5303,3715,967,837,488,6752,1573,2627,721,566,343,2231,703,13625,1862,8619,1810,7248,1582,5570,1292,3913,1235,2603,848,1279,473,64900,5857,3716,929,765,350,4726,1287,3302,1007,576,366,1844,736,13214,1839,12090,2323,7693,1414,6097,1302,5567,1213,2567,807,2743,667,912976,12103,443435,7316,30478,1721,5847,1354,39389,2702,18438,1996,5930,1118,10950,1143,32184,2195,79923,2800,82851,2537,62971,1798,42313,1584,21957,1527,10204,982,469541,7191,30408,1803,6816,1191,38115,2842,17075,2068,5896,1197,10001,1285,30108,1890,84874,3196,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
4888,698,3780,632,2174,407,1346,378,1071,249,0400000US49,61234,2840,12549,2347,5600,1220,577,374,86,101,353,276,139,154,18,32,277,184,1323,580,1126,492,612,364,379,260,69,84,447,295,194,175,6949,1512,482,280,187,232,450,292,217,218,153,139,259,202,1400,454,1726,633,946,414,290,205,268,178,417,262,154,151,48685,3454,23698,2011,1831,528,374,260,2517,599,785,378,245,174,338,243,2015,448,4296,811,3812,777,3402,630,2508,362,931,363,644,298,24987,2085,1367,567,99,97,2129,500,918,477,352,241,675,383,1691,517,4497,861,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
null,null,null,null,null,null,null,null,null,null,0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
44681,1716,33385,1426,23611,1116,13436,1020,7295,891,0400000US51,462563,6304,38158,5886,17391,3501,1151,443,297,221,1157,550,1232,663,239,178,1057,571,3160,1020,2767,1035,1409,491,2501,849,1094,599,636,313,691,455,20767,3285,887,506,244,265,1683,701,356,206,490,336,125,96,4255,1387,4014,1002,3133,1081,2090,710,1674,650,913,396,903,285,424405,7800,199604,5007,13885,1067,3418,804,18253,1599,7128,1221,2360,744,4910,887,14674,1538,34349,1610,38999,1240,28278,1633,18454,1044,10825,699,4071,452,224801,4463,13424,1092,3001,740,18570,1512,7269,1181,2379,615,4855,741,13403,1577,39492,1511,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
43292,1238,37456,1438,28114,1450,16106,1081,8878,993,0400000US53,499753,6765,65145,7067,28457,4127,1297,682,0,192,2465,985,1416,561,347,180,1048,661,7854,2149,2736,1165,2102,762,2589,805,2306,735,2293,561,2004,543,36688,4027,1587,751,295,297,1946,854,789,434,922,600,901,410,8292,1665,5532,1265,3735,931,2164,608,4478,1226,2776,740,3271,848,434608,8918,200985,4711,13239,1350,2312,887,14750,1484,7106,1079,2425,749,4939,965,15345,1962,38256,2156,36464,1365,28261,1258,21040,1079,11390,1000,5458,502,233623,5785,11920,1510,1953,732,16010,1532,6773,1197,2526,711,4716,914,15424,1787,40455,2091,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
null,null,null,null,null,null,null,null,null,null,0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
8602,1018,5914,883,4068,765,2186,560,1370,465,0400000US55,132651,3446,27200,4338,13473,2664,1289,641,313,236,1787,693,906,524,201,209,823,417,3192,1102,2555,818,1306,556,502,261,392,206,67,58,140,123,13727,2137,1397,591,265,295,1037,529,691,383,282,198,429,245,3848,937,2551,889,1443,643,782,400,512,282,270,179,220,188,105451,4717,48134,2368,4238,785,843,433,4310,899,2328,625,429,229,1479,462,5907,1042,9433,931,9237,1092,4999,823,3004,476,1355,391,572,267,57317,3105,5042,961,488,235,6958,1115,2791,745,752,361,1395,423,4736,844,13015,1212,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
null,null,null,null,null,null,null,null,null,null,0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
6706,1205,3165,821,2962,613,1423,576,740,357,0400000US01,56985,2989,8570,2253,3347,1141,180,218,48,64,210,218,96,128,29,53,48,63,1250,802,689,477,245,273,234,255,78,98,123,147,117,135,5223,1561,157,162,0,184,346,331,0,184,0,184,145,202,1757,876,1284,661,836,485,306,277,25,39,367,220,0,184,48415,3451,20838,1947,1219,518,674,504,1819,673,884,425,313,296,856,492,1367,882,2398,1058,5414,1014,2850,656,1454,526,1054,391,536,362,27577,2500,1652,585,254,242,3023,801,1192,555,416,281,661,472,1215,674,4168,1088,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
3431,733,2502,700,2347,446,1742,467,460,293,0400000US02,42324,2217,4457,1741,1911,1096,439,352,0,143,302,299,88,108,0,143,33,59,364,474,157,181,157,186,164,153,122,127,0,143,85,114,2546,901,232,286,69,111,84,119,136,135,98,148,77,86,18,25,590,432,563,448,298,297,238,300,109,119,34,59,37867,2666,17987,1291,863,376,127,154,1165,512,1366,506,431,355,608,351,2330,611,1999,698,3201,629,2376,521,2361,312,407,264,753,291,19880,1819,1001,438,179,155,2067,742,727,379,54,64,825,508,1747,357,2798,514,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
17160,1060,11982,982,10139,754,5986,713,3448,547,0400000US04,187035,3996,26525,4351,11867,2310,491,455,74,92,605,430,615,438,41,68,119,110,3117,947,2611,870,1629,778,1511,653,412,288,531,285,111,144,14658,2786,487,344,319,447,749,561,720,496,48,83,75,91,3158,868,3004,1305,2040,950,1447,605,1179,579,905,493,527,283,160510,5455,73522,3280,5236,900,982,529,6741,1195,2814,838,830,388,2320,532,5161,1096,13491,1267,13651,958,9403,975,6740,469,3634,689,2519,368,86988,3105,4653,947,663,296,6973,1300,2317,679,1067,400,2155,431,4472,842,15973,1498,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
3000,660,2208,612,1734,554,932,431,261,232,0400000US05,38403,1915,3881,1112,1841,694,37,79,0,184,174,170,37,79,15,28,269,269,574,417,59,78,362,353,116,141,26,69,143,237,29,46,2040,764,0,184,121,88,131,89,77,95,0,184,0,184,335,194,321,357,620,412,133,128,207,242,6,13,89,153,34522,1945,16659,1351,1856,647,251,200,1883,500,499,303,183,215,307,240,1481,585,2779,561,3307,780,1706,614,1673,600,604,372,130,170,17863,1278,725,303,203,182,2103,769,469,227,155,111,284,279,1507,722,4282,984,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
