S2507_C01_002M,S2507_C01_012E,S2507_C01_015E,S2507_C01_015M,S2507_C01_016E,S2507_C01_016M,S2507_C01_017E,S2507_C01_017M,S2507_C01_018E,S2507_C01_018M,S2507_C01_019E,S2507_C01_019M,S2507_C01_020M,S2507_C01_021E,S2507_C01_021M,S2507_C01_022E,S2507_C01_022M,S2507_C01_023E,S2507_C01_023M,S2507_C01_024E,S2507_C01_024M,S2507_C01_025E,S2507_C01_025M,S2507_C01_026E,S2507_C01_026M,S2507_C01_027E,S2507_C01_027M,S2507_C01_028E,S2507_C01_028M,S2507_C01_029E,S2507_C01_029M,S2507_C01_030E,S2507_C01_030M,S2507_C01_031E,S2507_C01_031M,S2507_C01_032E,S2507_C01_032M,S2507_C01_033E,S2507_C01_033M,S2507_C01_034E,S2507_C01_034M,S2507_C01_035E,S2507_C01_035M,S2507_C01_036E,S2507_C01_036M,S2507_C01_037E,S2507_C01_037M,S2507_C01_038E,S2507_C01_038M,S2507_C01_039E,S2507_C01_039M,S2507_C01_040E,S2507_C01_040M,S2507_C01_041E,S2507_C01_041M,S2507_C01_042E,S2507_C01_042M,S2507_C01_043E,S2507_C01_043M,S2507_C01_044E,S2507_C01_044M,S2507_C01_045E,S2507_C01_045M,S2507_C01_046E,S2507_C01_046M,S2507_C01_047E,S2507_C01_020E,S2507_C01_048M,S2507_C01_047M,S2507_C01_048E,S2507_C01_049E,S2507_C01_049M,S2507_C01_050E,S2507_C01_050M,S2507_C01_051E,S2507_C01_051M,S2507_C01_052E,S2507_C01_052M,S2507_C01_053E,S2507_C01_053M,S2507_C01_054E,S2507_C01_054M,S2507_C01_055E,S2507_C01_055M,S2507_C01_056E,S2507_C01_056M,S2507_C01_057E,S2507_C01_057M,S2507_C01_058E,S2507_C01_058M,S2507_C01_059E,S2507_C01_059M,S2507_C01_060E,S2507_C01_060M,S2507_C01_061E,S2507_C01_061M,S2507_C01_062E,S2507_C01_062M,GEO_ID,S2507_C01_001E,S2507_C01_001M,S2507_C01_002E,S2507_C01_003E,S2507_C01_003M,S2507_C01_004E,S2507_C01_004M,S2507_C01_005E,S2507_C01_005M,S2507_C01_006E,S2507_C01_006M,S2507_C01_007E,S2507_C01_007M,S2507_C01_008E,S2507_C01_008M,S2507_C01_009E,S2507_C01_009M,S2507_C01_010E,S2507_C01_010M,S2507_C01_011E,S2507_C01_011M,S2507_C01_012M,S2507_C01_013E,S2507_C01_013M,S2507_C01_014E,S2507_C01_014M,S2507_C01_002MA,S2507_C01_012EA,S2507_C01_012MA,S2507_C01_015EA,S2507_C01_015MA,S2507_C01_016EA,S2507_C01_016MA,S2507_C01_017EA,S2507_C01_017MA,S2507_C01_018MA,S2507_C01_018EA,S2507_C01_019EA,S2507_C01_019MA,S2507_C01_020MA,S2507_C01_021MA,S2507_C01_021EA,S2507_C01_022EA,S2507_C01_022MA,S2507_C01_023MA,S2507_C01_023EA,S2507_C01_024MA,S2507_C01_024EA,S2507_C01_025MA,S2507_C01_025EA,S2507_C01_026EA,S2507_C01_026MA,S2507_C01_027EA,S2507_C01_027MA,S2507_C01_028EA,S2507_C01_028MA,S2507_C01_029EA,S2507_C01_029MA,S2507_C01_030MA,S2507_C01_030EA,S2507_C01_031EA,S2507_C01_031MA,S2507_C01_032EA,S2507_C01_032MA,S2507_C01_033EA,S2507_C01_033MA,S2507_C01_034EA,S2507_C01_034MA,S2507_C01_035MA,S2507_C01_035EA,S2507_C01_036MA,S2507_C01_036EA,S2507_C01_037EA,S2507_C01_037MA,S2507_C01_038EA,S2507_C01_038MA,S2507_C01_039EA,S2507_C01_039MA,S2507_C01_040MA,S2507_C01_040EA,S2507_C01_041MA,S2507_C01_041EA,S2507_C01_042EA,S2507_C01_042MA,S2507_C01_043EA,S2507_C01_043MA,S2507_C01_044MA,S2507_C01_044EA,S2507_C01_045MA,S2507_C01_045EA,S2507_C01_046MA,S2507_C01_046EA,S2507_C01_047MA,S2507_C01_047EA,S2507_C01_020EA,S2507_C01_048MA,S2507_C01_048EA,S2507_C01_049EA,S2507_C01_049MA,S2507_C01_050MA,S2507_C01_050EA,S2507_C01_051MA,S2507_C01_051EA,S2507_C01_052MA,S2507_C01_052EA,S2507_C01_053EA,S2507_C01_053MA,S2507_C01_054EA,S2507_C01_054MA,S2507_C01_055MA,S2507_C01_055EA,S2507_C01_056MA,S2507_C01_056EA,S2507_C01_057MA,S2507_C01_057EA,S2507_C01_058MA,S2507_C01_058EA,S2507_C01_059MA,S2507_C01_059EA,S2507_C01_060EA,S2507_C01_060MA,S2507_C01_061MA,S2507_C01_061EA,S2507_C01_062EA,S2507_C01_062MA,NAME,S2507_C01_001EA,S2507_C01_001MA,S2507_C01_002EA,S2507_C01_003MA,S2507_C01_003EA,S2507_C01_004EA,S2507_C01_004MA,S2507_C01_005EA,S2507_C01_005MA,S2507_C01_006EA,S2507_C01_006MA,S2507_C01_007EA,S2507_C01_007MA,S2507_C01_008EA,S2507_C01_008MA,S2507_C01_009MA,S2507_C01_009EA,S2507_C01_010EA,S2507_C01_010MA,S2507_C01_011EA,S2507_C01_011MA,S2507_C01_013EA,S2507_C01_013MA,S2507_C01_014MA,S2507_C01_014EA,state
0.8,14.2,8.4,0.5,6.9,0.5,4.8,0.4,38972,749,38.6,0.9,0.7,11.2,0.6,31.2,0.7,1.1,0.2,0.9,0.2,2.4,0.3,5.7,0.4,8.5,0.6,11.3,0.5,12.4,0.7,12.5,0.6,19.9,0.8,12.1,0.6,6.2,0.4,8.1,0.6,385,4,21.4,0.7,4.4,0.3,5.7,0.5,11.4,0.5,22.3,0.8,14.7,0.6,5.8,0.5,1.8,0.3,17.2,0.8,16.0,0.7,1.0,0.2,0.2,17.9,0.8,0.1,17.9,17.6,0.8,0.3,0.1,0.1,0.1,20.1,0.8,20.0,0.8,0.0,0.1,0.0,0.1,1.1,0.2,35.1,0.9,26.9,0.7,34.5,0.9,3.5,0.4,1120,22,30.8,-888888888.0,0400000US29,550868,8039,20.3,23.3,0.8,19.2,0.7,15.7,0.6,11.6,0.6,6.3,0.5,3.6,0.3,114000,1810,7.1,0.4,23.5,0.8,0.7,17.2,0.8,17.9,0.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
1.6,13.8,9.9,1.2,7.1,0.9,4.6,0.9,40576,1662,31.2,1.6,1.4,11.5,1.2,42.6,1.8,0.6,0.3,1.1,0.3,2.8,0.6,5.5,0.9,9.5,1.1,12.2,1.3,14.0,1.3,12.8,1.3,19.5,1.4,9.3,1.1,4.6,0.7,8.6,1.0,369,7,21.1,1.6,4.6,0.8,5.6,0.9,10.8,1.2,21.5,1.8,15.6,1.6,4.4,0.7,1.6,0.5,17.3,1.5,15.7,1.6,1.2,0.6,0.4,14.0,1.3,0.2,17.8,17.2,1.2,0.6,0.3,0.0,0.1,21.6,1.7,21.4,1.6,0.2,0.2,0.0,0.1,0.6,0.3,24.4,1.4,27.0,1.6,41.8,2.0,6.7,0.8,1379,46,27.5,-888888888.0,0400000US30,114897,3386,18.4,15.7,1.3,12.7,1.0,14.0,1.2,18.3,1.7,10.9,1.2,10.0,1.3,160100,5828,6.3,1.0,23.2,1.7,1.2,17.3,1.5,17.8,1.3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1.0,12.4,10.7,0.7,9.1,0.9,6.0,0.7,44036,1412,46.5,1.4,1.1,11.8,0.9,23.6,1.3,0.7,0.2,1.0,0.3,1.5,0.4,3.6,0.5,6.5,0.7,7.6,0.6,9.2,0.8,11.3,0.9,21.5,1.1,15.2,1.0,9.7,0.8,13.1,1.0,444,5,18.6,1.1,3.4,0.5,4.5,0.5,10.6,0.8,20.0,1.1,12.0,0.8,5.7,0.6,2.2,0.4,16.1,1.0,14.2,1.0,1.6,0.4,0.3,17.4,1.0,0.1,18.7,18.3,1.1,0.4,0.1,0.1,0.1,25.8,1.2,25.7,1.2,0.1,0.1,0.0,0.1,0.7,0.2,18.1,0.9,16.4,0.8,58.6,1.2,6.9,0.6,1987,46,29.2,-888888888.0,0400000US31,179144,4080,20.6,25.7,1.1,22.2,1.0,14.8,0.9,10.1,0.9,4.2,0.6,2.4,0.4,107000,2317,5.7,0.7,21.3,1.3,0.8,16.1,1.0,18.7,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
1.5,13.7,10.0,1.4,9.4,1.3,6.7,1.3,43560,1695,34.3,2.0,1.7,10.3,1.5,38.0,2.2,1.7,0.7,0.5,0.2,2.5,0.9,3.8,0.8,6.9,1.2,10.1,1.1,12.2,1.4,10.8,1.3,20.1,1.9,12.2,1.3,7.9,1.2,12.9,1.3,416,10,18.1,1.9,2.5,0.7,4.5,1.1,11.1,1.3,21.2,1.9,12.6,1.4,6.0,1.0,2.6,0.7,15.2,1.8,13.6,1.7,1.5,0.5,0.2,15.6,1.5,0.1,17.6,16.4,1.5,1.0,0.7,0.3,0.3,26.1,2.2,26.0,2.2,0.1,0.1,0.1,0.1,1.7,0.7,26.2,1.7,25.2,2.0,42.2,2.2,6.3,0.9,1377,52,28.0,-888888888.0,0400000US32,145853,5869,16.5,16.8,1.6,16.8,1.6,14.5,1.6,14.9,1.6,13.8,1.4,6.6,1.2,149700,6976,6.8,1.2,20.4,2.1,1.3,15.2,1.8,17.6,1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
1.5,12.9,11.3,1.4,11.4,1.3,8.6,1.2,48637,2052,24.3,1.8,1.4,13.8,1.6,45.4,2.1,0.6,0.2,0.2,0.2,0.4,0.3,1.5,0.8,1.5,0.6,1.9,0.6,1.9,0.6,2.9,0.7,9.1,1.2,13.8,1.4,16.3,1.4,50.5,2.0,704,14,14.6,1.4,1.0,0.4,1.4,0.3,12.2,1.4,20.2,1.8,4.1,0.9,6.9,1.2,9.2,1.3,16.0,1.7,8.0,1.1,6.3,1.1,1.7,16.0,1.4,0.5,17.3,13.5,1.3,3.6,0.8,0.2,0.1,31.4,2.0,30.7,2.0,0.6,0.3,0.1,0.1,0.6,0.2,8.0,1.4,7.8,1.3,81.3,1.9,3.0,0.6,4293,107,25.4,-888888888.0,0400000US33,109108,4359,11.0,8.3,1.2,9.3,1.3,14.9,1.5,29.9,1.6,19.4,1.7,7.2,1.0,220100,6228,4.2,0.8,18.2,1.6,1.7,16.0,1.7,17.3,1.4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0.3,10.7,11.4,0.6,13.3,0.6,14.0,0.6,57307,1272,16.4,0.6,0.7,13.6,0.6,53.9,0.9,1.2,0.2,0.3,0.1,0.2,0.1,0.3,0.1,0.6,0.1,0.8,0.1,1.2,0.2,1.3,0.2,4.2,0.4,6.5,0.4,9.6,0.5,75.1,0.7,936,8,13.4,0.7,0.4,0.1,0.6,0.2,12.4,0.6,16.3,0.7,1.5,0.2,3.5,0.3,11.3,0.5,13.3,0.6,3.6,0.3,5.6,0.4,4.2,15.0,0.7,0.3,17.2,10.0,0.5,5.7,0.4,1.5,0.2,38.7,0.9,36.2,0.9,2.0,0.2,0.4,0.1,1.2,0.2,1.9,0.3,2.6,0.3,91.5,0.5,4.0,0.4,6667,72,28.2,-888888888.0,0400000US34,612798,10373,4.1,5.3,0.4,6.6,0.4,10.1,0.5,22.6,0.7,33.0,0.8,18.3,0.7,306100,4138,4.4,0.4,15.7,0.7,0.6,13.3,0.6,17.2,0.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
1.4,14.1,8.3,0.9,7.4,0.9,4.3,0.7,35452,1271,35.8,1.8,1.3,10.7,1.1,36.4,1.8,1.4,0.3,4.1,0.7,7.4,0.9,11.0,1.1,12.7,1.0,13.0,1.2,13.3,0.9,9.9,1.0,13.8,1.1,6.8,0.9,3.5,0.7,4.5,0.7,307,6,25.7,1.4,8.8,1.0,6.7,0.8,10.2,0.9,22.4,1.4,17.0,1.1,3.9,0.7,1.5,0.5,14.3,1.1,13.8,1.0,0.4,0.2,0.1,15.6,1.2,0.1,16.2,16.1,1.2,0.0,0.1,0.0,0.1,20.0,1.3,20.0,1.3,0.0,0.1,0.0,0.1,1.4,0.3,41.9,1.7,21.2,1.3,20.0,1.3,16.9,1.1,790,37,24.0,-888888888.0,0400000US35,212502,5774,24.0,19.0,1.2,14.1,1.0,14.0,1.0,15.4,1.2,8.3,0.8,5.1,0.7,120600,4539,10.0,1.1,25.4,1.4,1.2,14.3,1.1,16.2,1.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0.4,11.4,11.9,0.4,12.0,0.4,11.5,0.4,53721,806,26.4,0.6,0.4,10.8,0.3,47.7,0.6,1.0,0.1,1.9,0.2,1.2,0.1,1.8,0.2,2.2,0.2,3.5,0.2,4.3,0.2,5.1,0.2,10.9,0.3,11.1,0.4,9.6,0.4,48.4,0.6,685,6,14.6,0.4,1.4,0.2,1.8,0.1,11.3,0.4,17.5,0.4,5.9,0.3,4.7,0.2,7.0,0.3,13.5,0.4,7.6,0.3,3.5,0.2,2.5,14.1,0.5,0.2,17.9,13.6,0.4,3.0,0.2,1.3,0.1,35.5,0.6,33.3,0.6,1.8,0.2,0.4,0.1,1.0,0.1,6.4,0.3,10.1,0.3,75.3,0.5,8.2,0.4,3730,41,28.9,-888888888.0,0400000US36,1386776,12786,9.4,14.4,0.4,11.5,0.4,9.0,0.3,12.0,0.4,21.1,0.5,22.7,0.5,244600,5098,4.7,0.3,17.0,0.4,0.4,13.5,0.4,17.9,0.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0.8,14.2,8.6,0.5,7.3,0.4,4.6,0.4,36664,690,34.9,0.9,0.6,11.7,0.7,35.4,0.8,1.7,0.3,1.2,0.2,3.0,0.3,6.7,0.5,10.6,0.6,13.4,0.7,13.0,0.6,11.4,0.5,16.5,0.6,9.5,0.6,5.8,0.4,8.8,0.6,359,4,24.0,0.7,5.4,0.4,6.8,0.4,11.8,0.5,22.2,0.8,15.7,0.7,4.8,0.4,1.8,0.3,15.3,0.7,13.9,0.7,1.0,0.2,0.3,16.3,0.6,0.1,16.4,16.0,0.6,0.3,0.1,0.1,0.1,20.4,0.7,20.3,0.7,0.1,0.1,0.0,0.1,1.7,0.3,39.8,1.0,27.8,0.8,27.9,0.8,4.5,0.4,963,19,28.9,-888888888.0,0400000US37,802708,14103,20.2,22.8,0.8,16.6,0.7,14.4,0.7,13.2,0.7,7.7,0.5,5.0,0.4,118400,2505,8.5,0.5,25.2,0.7,0.6,15.3,0.7,16.4,0.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
1.7,10.1,12.6,1.2,10.8,1.3,7.5,0.9,49833,1846,53.6,2.1,1.3,9.0,0.9,20.6,1.7,1.1,0.7,1.2,0.6,3.5,0.7,5.1,0.7,7.6,0.9,9.7,1.0,11.7,1.1,12.7,1.5,20.2,1.6,12.1,1.6,7.4,1.2,8.5,1.3,394,6,17.1,1.7,3.2,0.6,4.1,0.7,9.8,1.4,16.4,1.5,10.8,1.3,4.3,0.7,1.4,0.6,15.5,1.6,14.1,1.5,1.2,0.5,0.2,15.7,1.3,0.3,19.0,18.7,1.3,0.2,0.1,0.0,0.1,30.9,1.5,30.8,1.5,0.0,0.1,0.0,0.1,1.1,0.7,33.8,2.1,18.1,1.5,38.9,2.2,9.3,1.1,1251,75,28.2,-888888888.0,0400000US38,83665,2921,27.0,23.0,1.5,17.5,1.4,13.8,1.2,12.3,1.3,4.2,0.8,2.2,0.5,99800,4937,6.7,1.2,17.9,1.5,1.2,15.5,1.6,19.0,1.3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0.5,14.5,9.0,0.4,7.9,0.3,5.1,0.3,40107,492,39.2,0.6,0.4,11.8,0.5,29.1,0.6,1.0,0.1,0.6,0.1,1.4,0.2,3.5,0.2,6.3,0.3,9.3,0.4,11.0,0.4,11.9,0.4,21.4,0.6,14.3,0.5,8.2,0.4,12.0,0.5,428,3,19.9,0.6,3.5,0.2,5.0,0.3,11.4,0.4,22.7,0.6,13.5,0.5,6.7,0.3,2.4,0.2,16.5,0.5,14.6,0.4,1.6,0.2,0.3,18.8,0.5,0.1,17.9,17.4,0.5,0.3,0.1,0.1,0.1,22.0,0.5,21.9,0.5,0.1,0.1,0.0,0.1,1.0,0.1,21.1,0.6,24.3,0.7,51.7,0.8,2.9,0.3,1610,25,27.6,-888888888.0,0400000US39,998334,10894,16.7,26.3,0.6,23.0,0.6,15.8,0.4,11.2,0.4,4.6,0.2,2.4,0.2,113300,1193,6.1,0.3,23.0,0.5,0.5,16.5,0.5,17.9,0.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0.8,13.5,8.9,0.6,7.7,0.5,4.8,0.4,38567,1183,45.8,1.0,0.7,10.4,0.7,24.9,0.9,1.3,0.2,1.7,0.3,3.9,0.4,7.5,0.5,10.1,0.6,12.5,0.6,13.6,0.7,11.7,0.6,16.6,0.7,9.7,0.6,5.3,0.4,7.3,0.5,353,4,22.8,0.9,6.1,0.4,6.4,0.5,10.3,0.6,21.9,0.8,16.4,0.7,4.2,0.4,1.3,0.2,16.2,0.8,15.0,0.7,1.0,0.2,0.2,17.5,0.7,0.1,16.5,16.2,0.7,0.3,0.1,0.1,0.1,21.4,0.9,21.3,0.9,0.1,0.1,0.0,0.1,1.3,0.2,53.4,1.0,20.6,0.7,19.1,0.7,6.9,0.4,654,19,27.2,-888888888.0,0400000US40,397166,6322,26.2,28.3,0.9,16.9,0.7,12.2,0.6,9.7,0.5,4.3,0.4,2.4,0.3,89900,1574,7.9,0.6,24.5,0.9,0.6,16.2,0.8,16.5,0.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
1.0,13.7,8.9,0.7,8.4,0.8,5.4,0.5,40553,1038,21.1,1.1,0.9,12.2,0.9,51.9,1.5,1.3,0.3,1.2,0.3,1.9,0.4,3.6,0.5,5.5,0.7,7.7,0.8,9.4,0.7,11.3,1.0,20.2,1.2,15.8,1.1,9.4,0.7,13.9,0.9,446,5,19.5,1.2,2.9,0.4,4.0,0.5,12.6,1.0,21.7,1.2,12.2,0.9,6.7,0.6,2.8,0.5,17.2,1.2,14.3,1.1,2.3,0.5,0.5,13.4,1.0,0.2,17.5,17.0,1.0,0.5,0.2,0.1,0.1,22.7,1.1,22.6,1.1,0.1,0.1,0.0,0.1,1.3,0.3,16.3,1.0,16.7,1.0,63.2,1.2,3.8,0.5,2155,46,30.1,-888888888.0,0400000US41,288464,7559,13.4,6.6,0.7,10.1,0.8,15.3,1.1,24.4,1.0,19.4,1.0,10.7,0.9,217100,4094,6.6,0.7,22.4,1.1,0.9,17.2,1.2,17.5,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0.4,13.4,10.0,0.3,8.6,0.3,5.9,0.3,41926,430,35.1,0.5,0.5,11.9,0.3,34.5,0.6,1.0,0.1,0.6,0.1,1.1,0.1,2.6,0.2,4.7,0.2,6.7,0.2,9.1,0.3,10.2,0.3,19.5,0.4,15.4,0.4,10.4,0.3,19.9,0.4,478,3,19.3,0.4,2.4,0.2,4.1,0.2,12.8,0.4,21.3,0.4,10.4,0.3,7.2,0.3,3.8,0.2,16.0,0.5,13.0,0.4,2.5,0.2,0.6,17.5,0.4,0.1,17.9,16.9,0.4,0.9,0.1,0.1,0.1,24.5,0.4,24.2,0.4,0.2,0.1,0.0,0.1,1.0,0.1,20.4,0.4,20.1,0.4,57.6,0.5,1.9,0.2,1906,24,27.3,-888888888.0,0400000US42,1288306,11488,16.0,21.4,0.4,15.7,0.4,16.5,0.5,16.9,0.4,9.5,0.4,3.9,0.3,138100,1919,5.7,0.3,22.5,0.5,0.3,16.0,0.5,17.9,0.4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1.0,12.5,9.1,1.2,12.0,1.5,9.1,1.7,45912,2647,15.4,2.1,1.7,11.9,1.6,57.9,2.9,1.2,0.6,0.2,0.2,0.4,0.2,0.2,0.2,1.2,0.7,2.4,0.9,2.3,0.6,5.0,1.0,13.3,1.7,17.0,1.7,15.0,1.7,42.9,2.6,654,16,16.7,2.1,0.8,0.4,1.7,0.5,14.2,1.9,20.5,1.9,3.8,0.9,8.1,1.3,8.6,1.5,14.9,2.1,8.4,1.5,4.6,1.1,2.0,13.7,1.9,0.7,16.6,14.6,1.7,1.4,0.8,0.6,0.4,30.1,2.4,29.1,2.4,1.0,0.6,0.1,0.1,1.2,0.6,4.8,1.1,4.6,1.1,89.7,1.3,0.9,0.5,3583,113,29.2,-888888888.0,0400000US44,72056,3128,3.5,3.3,1.1,8.5,1.4,16.1,1.8,34.9,2.4,23.0,2.1,10.9,1.6,248600,7295,6.1,1.3,19.8,2.3,1.7,14.9,2.1,16.6,1.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
