GEO_ID,B21001C_001E,B21001C_001M,B21001C_002E,B21001C_002M,B21001C_003E,B21001C_003M,B21001C_004E,B21001C_004M,B21001C_005E,B21001C_005M,B21001C_006E,B21001C_006M,B21001C_007E,B21001C_007M,B21001C_008E,B21001C_008M,B21001C_009E,B21001C_009M,B21001C_010E,B21001C_010M,B21001C_011E,B21001C_011M,B21001C_012E,B21001C_012M,B21001C_013E,B21001C_013M,B21001C_014E,B21001C_014M,B21001C_015E,B21001C_015M,B21001C_016E,B21001C_016M,B21001C_017E,B21001C_017M,B21001C_018E,B21001C_018M,B21001C_019E,B21001C_019M,B21001C_020E,B21001C_020M,B21001C_021E,B21001C_021M,B21001C_022E,B21001C_022M,B21001C_023E,B21001C_023M,B21001C_024E,B21001C_024M,B21001C_025E,B21001C_025M,B21001C_026E,B21001C_026M,B21001C_027E,B21001C_027M,B21001C_028E,B21001C_028M,B21001C_029E,B21001C_029M,B21001C_030E,B21001C_030M,B21001C_031E,B21001C_031M,B21001C_032E,B21001C_032M,B21001C_033E,B21001C_033M,NAME,B21001C_001EA,B21001C_001MA,B21001C_002EA,B21001C_002MA,B21001C_003MA,B21001C_003EA,B21001C_004MA,B21001C_004EA,B21001C_005MA,B21001C_005EA,B21001C_006EA,B21001C_006MA,B21001C_007EA,B21001C_007MA,B21001C_008EA,B21001C_008MA,B21001C_009MA,B21001C_009EA,B21001C_010MA,B21001C_010EA,B21001C_011EA,B21001C_011MA,B21001C_012EA,B21001C_012MA,B21001C_013EA,B21001C_013MA,B21001C_014MA,B21001C_014EA,B21001C_015EA,B21001C_015MA,B21001C_016MA,B21001C_016EA,B21001C_017EA,B21001C_017MA,B21001C_018EA,B21001C_018MA,B21001C_019MA,B21001C_019EA,B21001C_020EA,B21001C_020MA,B21001C_021MA,B21001C_021EA,B21001C_022EA,B21001C_022MA,B21001C_023EA,B21001C_023MA,B21001C_024MA,B21001C_024EA,B21001C_025EA,B21001C_025MA,B21001C_026EA,B21001C_026MA,B21001C_027MA,B21001C_027EA,B21001C_028EA,B21001C_028MA,B21001C_029MA,B21001C_029EA,B21001C_030EA,B21001C_030MA,B21001C_031EA,B21001C_031MA,B21001C_032MA,B21001C_032EA,B21001C_033EA,B21001C_033MA,state
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,10423,1570,5578,1058,2023,828,120,156,1903,816,2039,726,212,151,1827,721,1013,551,675,499,338,216,404,248,136,141,268,213,99,142,0,217,99,142,4845,992,1508,586,0,217,1508,586,1763,748,64,98,1699,744,972,456,0,217,972,456,393,218,0,217,393,218,209,150,0,217,209,150,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,44199,1737,21789,1201,8449,914,56,95,8393,915,8894,825,1653,748,7241,782,2520,508,1029,431,1491,383,1228,496,828,477,400,179,698,324,581,325,117,93,22410,1246,8519,900,219,206,8300,929,8733,871,258,215,8475,889,2061,405,0,155,2061,405,1716,673,63,94,1653,663,1381,563,10,16,1371,564,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,14896,2621,7591,1573,2895,1219,0,208,2895,1219,2865,896,1160,584,1705,710,1284,513,360,265,924,464,443,224,275,193,168,144,104,120,48,81,56,88,7305,1676,2472,1054,88,170,2384,1081,3268,1089,244,385,3024,994,1260,518,0,208,1260,518,170,132,0,208,170,132,135,132,0,208,135,132,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,89147,5457,42420,3552,12918,1850,1046,678,11872,1801,17683,2433,3037,1091,14646,2280,7443,1659,2350,769,5093,1468,2966,927,1309,672,1657,656,1410,554,756,366,654,408,46727,3904,15502,2238,108,138,15394,2204,20057,3023,270,274,19787,2981,6004,1332,604,793,5400,1013,3528,733,62,85,3466,729,1636,586,0,218,1636,586,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,20886,1807,9514,1186,3587,818,0,192,3587,818,3838,782,310,252,3528,787,1422,376,447,309,975,375,405,179,184,120,221,138,262,185,174,173,88,66,11372,1250,5077,893,0,192,5077,893,4202,838,12,19,4190,842,1275,459,56,93,1219,487,650,238,0,192,650,238,168,11,0,192,168,11,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,20290,2858,9952,1862,4025,1371,306,300,3719,1374,3743,958,878,466,2865,866,1447,675,669,575,778,437,609,283,252,183,357,230,128,126,64,86,64,92,10338,1816,2824,971,429,512,2395,960,4342,1149,331,297,4011,1106,1197,547,0,210,1197,547,1114,585,0,210,1114,585,861,495,0,210,861,495,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,67998,3515,32329,2124,11857,1179,572,342,11285,1219,12514,1457,1994,672,10520,1268,5221,883,2549,760,2672,592,2056,551,691,258,1365,443,681,302,433,219,248,204,35669,2636,12904,1864,85,118,12819,1858,13821,1267,300,236,13521,1249,5087,739,0,201,5087,739,2519,598,0,201,2519,598,1338,385,0,201,1338,385,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,34817,1831,16579,1280,5485,765,16,29,5469,763,7353,880,830,330,6523,918,2302,499,852,367,1450,463,1148,355,411,180,737,330,291,131,184,87,107,78,18238,1314,7111,1155,53,89,7058,1161,6345,771,187,131,6158,759,2455,659,15,29,2440,656,1315,351,11,20,1304,354,1012,344,43,60,969,340,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8166,1010,4423,738,2062,533,24,44,2038,529,1384,298,216,170,1168,341,649,359,197,190,452,326,290,132,197,123,93,72,38,36,23,30,15,21,3743,560,1286,266,13,26,1273,267,1494,403,46,101,1448,385,434,117,0,189,434,117,438,219,0,189,438,219,91,60,0,189,91,60,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
