B17001B_007M,B17001B_008E,B17001B_008M,B17001B_009E,B17001B_009M,B17001B_010E,B17001B_010M,B17001B_011E,B17001B_011M,B17001B_012E,B17001B_012M,B17001B_013E,B17001B_013M,B17001B_014E,B17001B_014M,B17001B_015E,B17001B_015M,B17001B_016E,B17001B_016M,B17001B_017E,B17001B_017M,B17001B_018E,B17001B_018M,B17001B_019E,B17001B_019M,B17001B_020E,B17001B_020M,B17001B_021E,B17001B_021M,B17001B_022E,B17001B_022M,B17001B_023E,B17001B_023M,B17001B_024E,B17001B_024M,B17001B_025E,B17001B_025M,B17001B_026E,B17001B_026M,B17001B_027E,B17001B_027M,B17001B_028E,B17001B_028M,B17001B_029E,B17001B_029M,B17001B_030E,B17001B_030M,B17001B_031E,B17001B_031M,B17001B_032E,B17001B_032M,B17001B_033E,B17001B_033M,B17001B_034E,B17001B_034M,B17001B_035E,B17001B_035M,B17001B_036E,B17001B_036M,B17001B_037E,B17001B_037M,B17001B_038E,B17001B_038M,B17001B_039E,B17001B_039M,B17001B_040E,B17001B_040M,B17001B_041E,B17001B_041M,B17001B_042E,B17001B_042M,B17001B_043E,B17001B_043M,B17001B_044E,B17001B_044M,B17001B_045E,B17001B_045M,B17001B_046E,B17001B_046M,B17001B_047E,B17001B_047M,B17001B_048E,B17001B_048M,B17001B_049E,B17001B_049M,B17001B_050E,B17001B_050M,B17001B_051E,B17001B_051M,B17001B_052E,B17001B_052M,B17001B_053E,B17001B_053M,B17001B_054E,B17001B_054M,B17001B_055E,B17001B_055M,B17001B_056E,B17001B_056M,B17001B_057E,B17001B_057M,B17001B_058E,B17001B_058M,B17001B_059E,B17001B_059M,GEO_ID,B17001B_001E,B17001B_001M,B17001B_002E,B17001B_002M,B17001B_003E,B17001B_003M,B17001B_004E,B17001B_004M,B17001B_005E,B17001B_005M,B17001B_006E,B17001B_006M,B17001B_007E,B17001B_007MA,B17001B_008EA,B17001B_008MA,B17001B_009MA,B17001B_009EA,B17001B_010EA,B17001B_010MA,B17001B_011MA,B17001B_011EA,B17001B_012EA,B17001B_012MA,B17001B_013EA,B17001B_013MA,B17001B_014EA,B17001B_014MA,B17001B_015EA,B17001B_015MA,B17001B_016EA,B17001B_016MA,B17001B_017MA,B17001B_017EA,B17001B_018MA,B17001B_018EA,B17001B_019EA,B17001B_019MA,B17001B_020EA,B17001B_020MA,B17001B_021EA,B17001B_021MA,B17001B_022EA,B17001B_022MA,B17001B_023MA,B17001B_023EA,B17001B_024EA,B17001B_024MA,B17001B_025EA,B17001B_025MA,B17001B_026EA,B17001B_026MA,B17001B_027EA,B17001B_027MA,B17001B_028MA,B17001B_028EA,B17001B_029EA,B17001B_029MA,B17001B_030MA,B17001B_030EA,B17001B_031EA,B17001B_031MA,B17001B_032EA,B17001B_032MA,B17001B_033EA,B17001B_033MA,B17001B_034EA,B17001B_034MA,B17001B_035MA,B17001B_035EA,B17001B_036EA,B17001B_036MA,B17001B_037EA,B17001B_037MA,B17001B_038EA,B17001B_038MA,B17001B_039EA,B17001B_039MA,B17001B_040EA,B17001B_040MA,B17001B_041MA,B17001B_041EA,B17001B_042EA,B17001B_042MA,B17001B_043EA,B17001B_043MA,B17001B_044MA,B17001B_044EA,B17001B_045EA,B17001B_045MA,B17001B_046MA,B17001B_046EA,B17001B_047EA,B17001B_047MA,B17001B_048EA,B17001B_048MA,B17001B_049MA,B17001B_049EA,B17001B_050EA,B17001B_050MA,B17001B_051EA,B17001B_051MA,B17001B_052MA,B17001B_052EA,B17001B_053EA,B17001B_053MA,B17001B_054EA,B17001B_054MA,B17001B_055MA,B17001B_055EA,B17001B_056EA,B17001B_056MA,B17001B_057EA,B17001B_057MA,B17001B_058EA,B17001B_058MA,B17001B_059MA,B17001B_059EA,NAME,B17001B_001EA,B17001B_001MA,B17001B_002MA,B17001B_002EA,B17001B_003EA,B17001B_003MA,B17001B_004EA,B17001B_004MA,B17001B_005MA,B17001B_005EA,B17001B_006EA,B17001B_006MA,B17001B_007EA,state
78,134,212,196,230,970,836,346,326,555,394,155,202,741,506,173,204,199,206,5312,1534,860,582,0,198,441,334,271,284,0,198,311,227,757,696,580,421,506,429,489,339,478,329,480,307,139,191,31032,3874,18262,2361,1368,539,167,192,2514,1562,832,484,258,250,468,381,1234,538,3596,1167,2316,894,2728,931,1629,552,641,400,511,281,12770,2526,808,497,114,138,1230,787,996,802,169,236,25,46,1224,669,1941,830,1524,872,1426,597,1756,720,1126,746,431,252,0400000US35,41068,4075,10036,2411,4724,1404,378,294,96,92,728,442,53,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,35
2345,6989,1265,14507,1979,41679,3582,32321,3109,28351,2605,36465,2955,25007,2140,10454,1705,5546,950,405715,14514,33601,2974,7856,1573,40349,3981,20452,2134,8396,1647,13655,1908,48176,4332,56660,3986,49610,3149,51311,3641,35213,2615,21584,2388,18852,1690,2213889,23804,1019876,12446,61953,3536,13912,1621,79178,4489,42105,3301,13550,1559,34347,2359,116849,4028,148059,4062,144158,3155,155175,3478,114077,3018,61493,1895,35020,1708,1194013,15143,59452,2776,12778,1877,73780,4830,43005,3220,17102,1774,31094,2482,118540,4637,169592,4113,171468,4017,194711,3651,147565,3291,90469,2439,64457,2296,0400000US36,2923839,16621,709950,22407,304235,10790,37024,3522,5922,1365,40214,4021,19756,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,36
2634,5359,1542,9738,1731,32118,3713,24101,2876,22031,2348,23964,2649,17438,2251,6344,1196,5315,1111,322535,13235,32864,3297,6569,1575,34441,3195,16612,2349,5466,1492,11708,1824,42577,3487,45442,3655,37790,3046,35767,2975,24871,2541,13872,1830,14556,1525,1448840,19947,683258,10816,37034,3518,8200,1669,55163,4467,32765,3356,11198,1718,19823,2284,72251,3829,88363,4383,98580,3690,109453,4251,86620,2995,44319,2219,19489,1751,765582,12918,39287,3283,7691,2190,54845,4676,29749,3237,10116,2056,20966,2328,66074,4255,103724,4190,116987,3388,123226,3628,103609,3044,52922,2301,36386,1790,0400000US37,2012899,11985,564059,20985,241524,10477,36089,4021,5968,1563,35158,3922,17901,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,38
1892,6033,1383,8506,1347,21409,2513,21101,2467,17086,1587,23985,2338,15840,1866,5171,1062,2154,743,262055,9109,29248,2214,6032,1089,30480,2775,14403,1691,3809,966,9527,1395,38240,2484,40369,2597,27221,2392,28339,2070,18376,1829,8356,1102,7655,1079,866189,15676,415718,7639,21322,2375,4799,1262,29359,3170,19113,2021,6702,1112,13486,1732,48282,3568,52890,3061,60987,2132,63549,2417,50977,1789,25620,1313,18632,962,450471,9918,19076,2310,3656,1008,32510,2638,15796,1708,5472,1171,13671,1575,38044,2393,55851,2987,65061,2696,72830,2529,63918,2005,35931,1376,28655,1499,0400000US39,1330103,10846,463914,14559,201859,7997,29984,2411,7326,1590,30668,2623,12596,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,39
575,809,417,1609,505,6357,1228,4806,1090,3238,1033,3862,802,3595,1003,1142,449,492,266,45890,3782,5160,1135,1405,561,4717,1007,2151,744,594,281,2372,655,5986,1243,7713,1238,4353,974,4463,902,3191,681,2060,525,1725,464,170875,7304,83030,4077,5474,1243,1314,657,6730,1201,4299,1161,1781,744,2432,823,8562,1177,12292,1656,12160,1308,11947,1093,9151,859,4559,552,2329,391,87845,4489,4753,1340,1063,497,6266,1304,3127,899,1222,474,3272,755,8674,1194,11422,1395,12830,1224,14405,1050,11725,825,5216,690,3870,542,0400000US40,257725,4415,86850,6354,40960,3529,6194,1342,1679,890,5724,1355,1453,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,40
882,205,212,103,138,608,418,1701,753,696,438,752,427,822,357,92,113,100,105,10953,1993,1205,485,228,221,1304,404,663,435,211,189,458,244,2157,687,1769,769,673,352,1107,460,751,385,214,163,213,156,46810,3432,25673,2260,1965,736,514,406,1694,584,1417,745,0,203,837,508,3026,954,3747,845,4208,922,3606,891,2667,540,1338,306,654,273,21137,2273,1832,1239,100,99,1606,785,784,537,680,467,410,330,2903,807,2609,637,3060,686,2739,625,2443,433,1309,343,662,243,0400000US41,66581,2946,19771,3221,8818,1832,908,463,400,326,1122,614,1309,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,41
2159,4215,967,8706,1477,25263,2911,16970,2754,14658,2320,21953,2206,13861,1792,4247,1081,2611,634,219795,11202,21395,2160,4355,1089,22527,2867,11227,1749,3789,924,7975,1428,29504,2870,29694,2868,25409,2469,28119,2555,19780,2017,8298,1374,7723,1333,898186,18308,424910,9153,28627,2054,4801,1162,32356,3365,20414,2619,6955,1282,15620,1408,46267,2724,58724,2927,58346,3259,63512,2427,47332,2103,26150,1414,15806,966,473276,11214,23656,2374,5579,1373,32544,2994,17589,2280,6863,1251,14349,1780,47645,3194,63307,3408,65125,2422,72933,2492,58502,2160,35752,1592,29432,1399,0400000US42,1290673,11823,392487,19469,172692,10143,20279,2454,3722,902,25503,2934,10704,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,42
432,364,300,122,150,839,669,819,435,876,499,463,316,337,309,0,207,35,60,10257,2653,872,521,293,266,1206,516,630,376,259,257,178,253,1716,685,1528,755,1172,703,1465,582,454,381,382,280,102,123,41944,3824,21449,2085,1766,675,440,340,2030,742,683,401,419,250,295,201,2409,734,3849,830,2989,594,2895,802,2307,359,635,281,732,337,20495,2474,1651,656,412,381,1660,603,787,511,258,179,747,372,2042,602,3414,835,3245,879,2848,647,2103,610,739,297,589,318,0400000US44,59228,3771,17284,4095,7027,1879,1358,595,0,207,1200,692,614,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,44
1869,3750,1057,8592,1803,20464,2867,16961,2572,15407,2470,13516,1898,12745,1792,5522,908,3063,791,223984,9847,24271,2599,4208,1200,24351,2495,11325,1738,3685,1268,5936,1110,27641,3277,31654,3101,23882,2949,25649,2379,19864,2220,10640,1631,10878,1447,862833,18237,411831,9332,22317,2864,6821,1898,32793,3171,15745,2339,5522,1342,12994,1950,46715,3233,53736,3391,57717,3033,61643,2907,54494,2107,27445,1324,13889,1289,451002,11096,23759,2720,5978,1468,29276,2776,17046,2457,5752,957,11472,1707,43905,3447,59801,3218,63585,3343,71845,2697,63328,2553,34164,1855,21091,1780,0400000US45,1251982,7032,389149,16289,165165,7936,26821,2727,3968,1015,22490,2308,11866,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,46
1739,2985,964,6051,1277,19514,2995,15500,2518,11741,1872,14422,2120,10111,1277,3251,945,1283,487,178903,10441,22513,2663,2332,798,19921,2516,8325,1517,3294,1049,5918,1412,25638,2578,26702,2976,19640,2515,18318,2185,13251,1853,6752,1350,6299,1096,707020,16423,333524,8433,20000,2269,4079,1295,26079,2538,14729,2733,6966,1787,9436,1614,35950,2886,48704,2998,49517,2746,50332,3000,41133,2007,16219,1089,10380,1030,373496,11050,15774,2482,4671,1561,30692,3439,13532,2066,5003,1147,12197,1521,32342,2890,54931,3180,54527,2538,60627,2858,49862,2201,22574,1697,16764,1517,0400000US47,1025480,7257,318460,16302,139557,8415,19886,2312,3453,1068,21755,2626,9605,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,47
2841,7798,1577,12694,2052,41752,4318,33673,3863,27182,3140,31281,3378,20641,2030,11578,1787,5436,1036,405250,14325,41737,3107,8905,1812,47832,4468,19734,2913,5048,1037,12778,1743,54816,4003,58860,4618,42943,3012,46336,4246,35143,3300,16993,2007,14125,1755,2152461,21395,1036188,12907,68523,3961,16940,2789,93993,6248,46214,4058,18690,2502,33781,3263,110070,4498,155042,5091,155753,4230,155302,4158,109214,2880,46591,2270,26075,1679,1116273,13839,67270,3279,12353,2137,87881,6184,47635,4850,17369,2790,32924,3073,102243,4771,170689,5204,173597,4157,173850,5011,126566,3849,59765,2592,44131,2011,0400000US48,2874545,16173,722084,23105,316834,12764,47096,4055,9307,2291,47192,3819,21204,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,48
192,0,192,220,308,1169,692,269,241,382,289,134,184,197,188,0,192,0,192,2300,1122,283,261,67,110,466,400,277,304,0,192,0,192,570,407,319,266,156,154,18,31,144,156,0,192,0,192,24582,4069,14166,2210,1459,568,111,132,1616,618,1929,943,182,185,594,378,975,555,1702,757,2718,913,1345,623,1159,506,157,250,219,175,10416,2549,1612,730,478,410,1793,662,362,333,239,220,269,353,729,508,2380,860,958,445,631,526,860,473,105,137,0,192,0400000US49,30498,3848,5916,2520,3616,1582,351,405,206,242,688,585,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,50
1489,2937,960,4674,1075,16425,2635,10606,1998,11806,2587,11092,1571,9773,1275,4401,1094,2418,700,164309,7948,16988,2514,4963,1304,18282,2540,6785,1316,3022,1046,3955,1164,23121,2473,25324,2890,16430,1719,17410,1966,14320,1715,6096,1000,7613,1057,1218031,16724,577284,10210,34933,3166,7039,1619,45595,3318,27114,2870,10538,1499,19023,2121,62821,3709,81122,3605,79610,3656,91286,2998,67314,2256,32111,1716,18778,1581,640747,10547,36203,2924,6264,1547,45676,3967,26976,2962,8812,1415,16704,2001,59683,3565,87164,3131,95816,3082,104132,2672,79216,2530,42548,1762,31553,1676,0400000US51,1504624,11162,286593,12651,122284,7411,19785,2492,3331,995,16890,2407,8146,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,51
767,92,143,702,469,3292,1027,4406,1284,3713,1304,4079,1370,2065,792,1353,705,308,249,29176,3269,3463,1047,120,147,2882,948,1101,800,295,299,757,517,3858,968,5461,1428,3810,1037,3445,924,1822,954,1329,606,833,531,168904,7593,92470,4426,5631,1269,1043,692,6313,1631,3326,1076,901,465,2724,906,9673,1648,15443,2025,15829,1724,15989,1531,9897,1331,3815,735,1886,326,76434,4748,5592,1321,121,142,6983,1864,3377,1036,1831,699,2189,611,8337,1650,11592,1344,11338,1617,10378,1005,8525,879,3196,453,2975,655,0400000US53,229018,6430,60114,6529,30938,4322,3978,1296,367,345,4192,1453,2391,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,53
192,79,107,323,249,1151,605,1193,617,503,324,675,395,717,425,190,155,0,184,9169,1805,273,209,16,24,470,248,487,304,185,164,608,379,1997,977,1503,574,1069,494,1396,578,572,348,250,222,343,303,31614,2834,15901,2089,538,391,16,32,941,498,629,521,172,158,319,320,1282,628,2449,754,1851,850,2886,959,2426,675,1156,566,1236,457,15713,1929,652,529,37,61,986,473,825,402,77,162,414,233,883,556,1468,658,1641,605,3020,866,2071,473,1955,604,1684,584,0400000US54,48463,2781,16849,2954,7680,1631,1397,689,112,116,1082,565,258,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,54
1080,1299,485,2896,694,8331,1907,5336,1396,5964,1257,5097,959,4617,1074,1002,308,465,293,71464,4865,8281,1279,2094,677,7621,1214,3847,1077,1979,595,3692,805,10382,1668,11474,1612,8294,1485,6874,1267,4546,865,1551,482,829,350,203162,7747,97128,4442,5251,1014,1089,486,10748,1555,5985,1259,1424,574,4992,954,11262,1935,14422,1581,13671,1522,12708,1325,8983,1170,4362,379,2231,357,106034,4871,6793,1128,1264,766,11047,1661,5326,1199,1096,448,3261,846,9023,1344,15868,1745,15055,1390,15369,1344,11793,1072,6074,659,4065,575,0400000US55,334058,4834,130896,7875,59432,4567,8698,1451,1113,474,10583,1579,4031,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,56
988,1238,451,3345,993,6856,1481,5917,1386,7542,1795,7239,1137,8598,1279,3687,967,2563,619,73436,5666,4515,1255,1328,515,7161,1601,2839,772,990,490,2046,579,8036,1619,10410,1483,9112,1472,9332,1477,8573,1277,4879,1027,4215,824,150051,8201,76336,4447,2877,792,510,373,3494,1031,2665,856,637,430,2125,691,6916,1263,10877,1689,11420,1739,14111,1819,10132,1513,6553,938,4019,946,73715,5358,2649,813,384,312,3811,1012,2344,827,1103,483,1597,705,6501,1334,9581,1570,9207,1265,12152,1820,11677,1371,7465,1175,5244,1071,0400000US72,286260,12014,136209,9418,62773,5465,4708,1064,912,459,6481,1234,3687,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,72
