C19037D_037M,C19037D_038E,C19037D_038M,C19037D_039E,C19037D_039M,C19037D_040E,C19037D_040M,C19037D_041E,C19037D_041M,C19037D_042E,C19037D_042M,C19037D_043E,C19037D_043M,C19037D_044E,C19037D_044M,C19037D_045E,C19037D_045M,GEO_ID,C19037D_001E,C19037D_001M,C19037D_002E,C19037D_002M,C19037D_003E,C19037D_003M,C19037D_004E,C19037D_004M,C19037D_005E,C19037D_005M,C19037D_006E,C19037D_006M,C19037D_007E,C19037D_007M,C19037D_008E,C19037D_008M,C19037D_009E,C19037D_009M,C19037D_010E,C19037D_010M,C19037D_011E,C19037D_011M,C19037D_012E,C19037D_012M,C19037D_013E,C19037D_013M,C19037D_014E,C19037D_014M,C19037D_015E,C19037D_015M,C19037D_016E,C19037D_016M,C19037D_017E,C19037D_017M,C19037D_018E,C19037D_018M,C19037D_019E,C19037D_019M,C19037D_020E,C19037D_020M,C19037D_021E,C19037D_021M,C19037D_022E,C19037D_022M,C19037D_023E,C19037D_023M,C19037D_024E,C19037D_024M,C19037D_025E,C19037D_025M,C19037D_026E,C19037D_026M,C19037D_027E,C19037D_027M,C19037D_028E,C19037D_028M,C19037D_029E,C19037D_029M,C19037D_030E,C19037D_030M,C19037D_031E,C19037D_031M,C19037D_032E,C19037D_032M,C19037D_033E,C19037D_033M,C19037D_034E,C19037D_034M,C19037D_035E,C19037D_035M,C19037D_036E,C19037D_036M,C19037D_037E,C19037D_037MA,C19037D_038EA,C19037D_038MA,C19037D_039MA,C19037D_039EA,C19037D_040EA,C19037D_040MA,C19037D_041MA,C19037D_041EA,C19037D_042EA,C19037D_042MA,C19037D_043EA,C19037D_043MA,C19037D_044EA,C19037D_044MA,C19037D_045MA,C19037D_045EA,NAME,C19037D_001MA,C19037D_001EA,C19037D_002MA,C19037D_002EA,C19037D_003MA,C19037D_003EA,C19037D_004EA,C19037D_004MA,C19037D_005EA,C19037D_005MA,C19037D_006MA,C19037D_006EA,C19037D_007EA,C19037D_007MA,C19037D_008MA,C19037D_008EA,C19037D_009EA,C19037D_009MA,C19037D_010MA,C19037D_010EA,C19037D_011MA,C19037D_011EA,C19037D_012MA,C19037D_012EA,C19037D_013MA,C19037D_013EA,C19037D_014MA,C19037D_014EA,C19037D_015MA,C19037D_015EA,C19037D_016EA,C19037D_016MA,C19037D_017MA,C19037D_017EA,C19037D_018EA,C19037D_018MA,C19037D_019MA,C19037D_019EA,C19037D_020MA,C19037D_020EA,C19037D_021MA,C19037D_021EA,C19037D_022EA,C19037D_022MA,C19037D_023MA,C19037D_023EA,C19037D_024EA,C19037D_024MA,C19037D_025MA,C19037D_025EA,C19037D_026MA,C19037D_026EA,C19037D_027EA,C19037D_027MA,C19037D_028MA,C19037D_028EA,C19037D_029EA,C19037D_029MA,C19037D_030MA,C19037D_030EA,C19037D_031EA,C19037D_031MA,C19037D_032EA,C19037D_032MA,C19037D_033EA,C19037D_033MA,C19037D_034MA,C19037D_034EA,C19037D_035EA,C19037D_035MA,C19037D_036MA,C19037D_036EA,C19037D_037EA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
597,1387,607,1443,672,947,445,1961,1065,576,474,1918,1094,40,68,94,122,0400000US32,63051,3698,1838,893,1158,790,0,234,167,225,59,102,154,201,70,119,0,234,230,300,0,234,0,234,27103,3227,1693,1135,834,662,1524,859,2973,1632,3433,1150,6849,2263,2077,1068,5650,2010,941,572,1129,759,24029,2262,1322,665,532,434,2048,786,3094,1205,3802,1008,4316,1180,4691,1361,2414,942,804,508,1006,567,10081,1578,690,542,1025,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
650,2738,856,1488,573,2416,735,3514,835,2559,788,2318,586,1548,560,2166,642,0400000US34,230249,4810,3774,858,932,437,102,127,533,428,683,386,373,326,696,426,240,261,141,205,74,123,0,198,115713,3222,2904,1093,1666,768,4047,992,5229,1272,7913,1327,15592,2074,18289,2613,27072,2667,15918,1804,17083,1643,88125,2687,2723,921,886,393,3487,900,4610,1128,7568,1344,11220,1513,11557,1656,20047,1729,11214,1377,14813,1675,22637,1584,2393,749,1497,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
1413,7094,1164,5984,1277,4426,868,4910,1130,3911,679,5322,1083,2289,678,3636,789,0400000US36,445727,5795,16492,1711,6748,1032,1381,662,1062,414,1552,686,1393,463,1684,728,1379,611,916,502,30,52,347,288,196769,4863,12944,1923,6269,1434,16901,1869,17469,2252,22451,2478,34113,2777,22864,2629,29523,2777,17597,2058,16638,2126,175296,3951,10369,1567,7780,1347,17331,2328,14322,2080,20895,2428,29209,2899,21406,2267,25560,2316,11384,1317,17040,2127,57170,2727,12488,1832,7110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
361,495,421,593,345,268,235,450,369,221,188,343,315,233,287,143,152,0400000US37,62664,3234,3240,1068,1699,729,263,345,614,481,426,304,153,243,85,97,0,220,0,220,0,220,0,220,35465,2621,1604,805,624,422,2567,823,3723,1377,3874,1205,7449,1588,6430,1951,4195,1173,2953,1115,2046,1026,20527,1700,844,448,858,542,1046,555,1892,819,2739,801,3456,991,2119,639,4173,919,1134,599,2266,827,3432,848,168,165,518,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
312,666,382,526,321,676,304,809,403,384,219,721,391,462,300,714,367,0400000US39,65153,2618,3692,938,2586,783,376,285,206,192,115,125,110,136,45,61,113,153,141,176,0,187,0,187,34021,2301,2036,665,743,518,2049,703,2248,745,4119,1011,8051,1588,5147,1185,5622,1193,2035,672,1971,664,21451,1779,295,279,358,287,700,363,1196,476,2620,973,4554,1201,2800,790,3635,855,2072,633,3221,903,5989,955,600,287,431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
179,194,157,281,196,208,193,289,202,150,122,103,126,0,163,182,137,0400000US40,19617,1416,1369,440,465,253,15,27,290,271,53,88,252,202,254,230,40,55,0,163,0,163,0,163,10593,1378,1691,662,390,266,1248,423,590,362,1194,525,2511,904,722,410,1601,707,86,98,560,422,5823,756,493,291,81,119,325,208,336,237,1056,469,1382,505,877,387,643,357,335,229,295,225,1832,387,223,141,202,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
331,1400,618,599,302,593,316,1006,447,483,279,332,225,454,400,68,127,0400000US41,47962,2645,3178,1032,1643,773,226,223,338,354,135,147,699,482,47,68,90,116,0,203,0,203,0,203,21889,1821,2180,833,1089,797,2134,816,1445,592,2401,804,2294,646,3838,1259,3131,1062,2126,808,1251,636,16555,1122,938,345,1122,689,1086,481,2120,765,1664,576,3429,946,2142,693,1906,634,1036,534,1112,461,6340,969,855,521,550,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
593,1540,633,507,242,531,272,1259,423,924,414,954,399,934,391,588,255,0400000US42,110510,2964,5598,976,3222,961,841,635,467,288,99,120,213,149,715,364,19,31,22,36,0,168,0,168,55885,2694,3704,1045,1998,871,4022,1238,4098,944,7005,1250,10233,1783,6864,1204,7751,1269,4074,1048,6136,1515,38377,1895,1949,644,1149,489,3589,965,4141,1053,3899,871,6069,1141,3973,915,5616,1004,3121,672,4871,891,10650,1221,1976,543,1437,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
101,273,176,186,163,308,255,204,187,302,265,170,231,441,413,63,105,0400000US47,28015,1903,655,383,127,120,199,234,34,62,15,26,103,112,177,233,0,208,0,208,0,208,0,208,13935,1673,355,289,343,257,921,594,1607,776,1128,598,2554,628,3103,1063,2402,901,1217,735,305,234,11034,1252,1022,542,79,119,1284,544,943,575,1393,740,1707,635,1380,589,1459,606,805,506,962,468,2391,803,337,420,107,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
889,3259,1106,2171,696,2026,773,3494,920,4187,1448,2445,745,1815,819,1471,682,0400000US48,308252,6136,14019,1893,6210,1434,907,554,994,541,895,425,1408,846,2020,731,683,694,902,998,0,218,0,218,158756,5727,8200,1826,2750,882,10940,2405,11512,2484,17179,2704,30004,3562,23463,2604,28922,3346,13696,2131,12090,2074,109262,4355,4218,1286,2284,908,7232,1325,9147,2129,13304,2179,21043,2841,14091,2297,19065,2250,8290,1655,10588,2044,26215,2077,3103,919,2244,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
170,186,154,118,116,360,230,460,275,249,187,78,95,153,146,0,192,0400000US49,17887,1365,1183,608,964,521,0,192,0,192,151,203,38,65,30,55,0,192,0,192,0,192,0,192,7887,1067,605,317,280,282,850,495,470,320,833,589,1722,640,1518,611,1154,491,270,196,185,155,6598,1136,78,126,136,129,692,482,798,656,675,506,1230,408,1132,567,1054,514,293,192,510,311,2219,549,426,367,189,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
387,1592,690,1283,479,1365,579,1564,580,1363,494,1653,547,1188,592,1128,473,0400000US51,138501,4521,4900,1291,1238,598,396,302,448,469,619,471,343,309,587,389,742,701,527,448,0,210,0,210,71234,3672,2562,924,2157,1017,1950,938,3090,1118,4931,1452,11068,1965,11573,2320,13950,2352,10268,2084,9685,1971,48623,3063,962,462,1048,705,2560,917,3473,1229,5179,1278,8518,1475,4562,1148,9485,1510,5364,1414,7472,1455,13744,1533,2106,822,502,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
731,3112,769,2105,670,2481,703,3090,776,1651,595,1366,455,218,144,701,438,0400000US53,161587,4429,7937,1503,3250,887,402,286,930,555,434,283,1006,532,1050,653,525,418,340,338,0,201,0,201,73396,3220,3975,1379,1498,636,3534,1345,5128,1288,8245,1670,12540,1682,10842,1835,15002,2303,6931,1472,5701,1061,58839,2208,4276,1218,1132,392,3278,986,4614,1166,7345,1392,12044,1608,8010,1434,10685,1422,3563,931,3892,1064,21415,1638,4171,1071,2520,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
330,197,205,382,271,134,110,302,190,66,94,293,245,36,61,82,69,0400000US55,35406,1748,2996,920,1163,627,106,87,425,317,286,259,560,465,196,156,142,239,0,151,0,151,118,149,19841,1679,1306,574,500,372,3298,1007,1555,591,2945,848,3165,876,2378,711,2868,849,916,668,910,419,10240,1353,428,310,285,230,707,449,1103,434,1192,430,2408,673,1513,549,1183,489,405,240,1016,468,2329,712,365,312,472,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
