B20005G_007M,B20005G_008E,B20005G_008M,B20005G_009E,B20005G_009M,B20005G_010E,B20005G_010M,B20005G_011E,B20005G_011M,B20005G_012E,B20005G_012M,B20005G_013E,B20005G_013M,B20005G_014E,B20005G_014M,B20005G_015E,B20005G_015M,B20005G_016E,B20005G_016M,B20005G_017E,B20005G_017M,B20005G_018E,B20005G_018M,B20005G_019E,B20005G_019M,B20005G_020E,B20005G_020M,B20005G_021E,B20005G_021M,B20005G_022E,B20005G_022M,B20005G_023E,B20005G_023M,B20005G_024E,B20005G_024M,B20005G_025E,B20005G_025M,B20005G_026E,B20005G_026M,B20005G_027E,B20005G_027M,B20005G_028E,B20005G_028M,B20005G_029E,B20005G_029M,B20005G_030E,B20005G_030M,B20005G_031E,B20005G_031M,B20005G_032E,B20005G_032M,B20005G_033E,B20005G_033M,B20005G_034E,B20005G_034M,B20005G_035E,B20005G_035M,B20005G_036E,B20005G_036M,B20005G_037E,B20005G_037M,B20005G_038E,B20005G_038M,B20005G_039E,B20005G_039M,B20005G_040E,B20005G_040M,B20005G_041E,B20005G_041M,B20005G_042E,B20005G_042M,B20005G_043E,B20005G_043M,B20005G_044E,B20005G_044M,B20005G_045E,B20005G_045M,B20005G_046E,B20005G_046M,B20005G_047E,B20005G_047M,B20005G_048E,B20005G_048M,B20005G_049E,B20005G_049M,B20005G_050E,B20005G_050M,B20005G_051E,B20005G_051M,B20005G_052E,B20005G_052M,B20005G_053E,B20005G_053M,B20005G_054E,B20005G_054M,B20005G_055E,B20005G_055M,B20005G_056E,B20005G_056M,B20005G_057E,B20005G_057M,B20005G_058E,B20005G_058M,B20005G_059E,B20005G_059M,B20005G_060E,B20005G_060M,B20005G_061E,B20005G_061M,B20005G_062E,B20005G_062M,B20005G_063E,B20005G_063M,B20005G_064E,B20005G_064M,B20005G_065E,B20005G_065M,B20005G_066E,B20005G_066M,B20005G_067E,B20005G_067M,B20005G_068E,B20005G_068M,B20005G_069E,B20005G_069M,B20005G_070E,B20005G_070M,B20005G_071E,B20005G_071M,B20005G_072E,B20005G_072M,B20005G_073E,B20005G_073M,B20005G_074E,B20005G_074M,B20005G_075E,B20005G_075M,B20005G_076E,B20005G_076M,B20005G_077E,B20005G_077M,B20005G_078E,B20005G_078M,B20005G_079E,B20005G_079M,B20005G_080E,B20005G_080M,B20005G_081E,B20005G_081M,B20005G_082E,B20005G_082M,B20005G_083E,B20005G_083M,B20005G_084E,B20005G_084M,B20005G_085E,B20005G_085M,B20005G_086E,B20005G_086M,B20005G_087E,B20005G_087M,B20005G_088E,B20005G_088M,B20005G_089E,B20005G_089M,B20005G_090E,B20005G_090M,B20005G_091E,B20005G_091M,B20005G_092E,B20005G_092M,B20005G_093E,B20005G_093M,B20005G_094E,B20005G_094M,B20005G_095E,B20005G_095M,GEO_ID,B20005G_001E,B20005G_001M,B20005G_002E,B20005G_002M,B20005G_003E,B20005G_003M,B20005G_004E,B20005G_004M,B20005G_005E,B20005G_005M,B20005G_006E,B20005G_006M,B20005G_007E,B20005G_007MA,B20005G_008EA,B20005G_008MA,B20005G_009MA,B20005G_009EA,B20005G_010MA,B20005G_010EA,B20005G_011MA,B20005G_011EA,B20005G_012EA,B20005G_012MA,B20005G_013EA,B20005G_013MA,B20005G_014EA,B20005G_014MA,B20005G_015EA,B20005G_015MA,B20005G_016EA,B20005G_016MA,B20005G_017MA,B20005G_017EA,B20005G_018MA,B20005G_018EA,B20005G_019MA,B20005G_019EA,B20005G_020MA,B20005G_020EA,B20005G_021MA,B20005G_021EA,B20005G_022MA,B20005G_022EA,B20005G_023MA,B20005G_023EA,B20005G_024MA,B20005G_024EA,B20005G_025EA,B20005G_025MA,B20005G_026EA,B20005G_026MA,B20005G_027MA,B20005G_027EA,B20005G_028MA,B20005G_028EA,B20005G_029MA,B20005G_029EA,B20005G_030EA,B20005G_030MA,B20005G_031MA,B20005G_031EA,B20005G_032MA,B20005G_032EA,B20005G_033MA,B20005G_033EA,B20005G_034MA,B20005G_034EA,B20005G_035EA,B20005G_035MA,B20005G_036EA,B20005G_036MA,B20005G_037MA,B20005G_037EA,B20005G_038MA,B20005G_038EA,B20005G_039MA,B20005G_039EA,B20005G_040MA,B20005G_040EA,B20005G_041EA,B20005G_041MA,B20005G_042EA,B20005G_042MA,B20005G_043EA,B20005G_043MA,B20005G_044EA,B20005G_044MA,B20005G_045MA,B20005G_045EA,B20005G_046MA,B20005G_046EA,B20005G_047EA,B20005G_047MA,B20005G_048EA,B20005G_048MA,B20005G_049EA,B20005G_049MA,B20005G_050MA,B20005G_050EA,B20005G_051MA,B20005G_051EA,B20005G_052EA,B20005G_052MA,B20005G_053EA,B20005G_053MA,B20005G_054EA,B20005G_054MA,B20005G_055MA,B20005G_055EA,B20005G_056MA,B20005G_056EA,B20005G_057EA,B20005G_057MA,B20005G_058EA,B20005G_058MA,B20005G_059EA,B20005G_059MA,B20005G_060MA,B20005G_060EA,B20005G_061MA,B20005G_061EA,B20005G_062EA,B20005G_062MA,B20005G_063EA,B20005G_063MA,B20005G_064EA,B20005G_064MA,B20005G_065EA,B20005G_065MA,B20005G_066EA,B20005G_066MA,B20005G_067MA,B20005G_067EA,B20005G_068MA,B20005G_068EA,B20005G_069MA,B20005G_069EA,B20005G_070EA,B20005G_070MA,B20005G_071EA,B20005G_071MA,B20005G_072MA,B20005G_072EA,B20005G_073MA,B20005G_073EA,B20005G_074EA,B20005G_074MA,B20005G_075EA,B20005G_075MA,B20005G_076EA,B20005G_076MA,B20005G_077MA,B20005G_077EA,B20005G_078MA,B20005G_078EA,B20005G_079MA,B20005G_079EA,B20005G_080EA,B20005G_080MA,B20005G_081EA,B20005G_081MA,B20005G_082MA,B20005G_082EA,B20005G_083MA,B20005G_083EA,B20005G_084MA,B20005G_084EA,B20005G_085EA,B20005G_085MA,B20005G_086EA,B20005G_086MA,B20005G_087MA,B20005G_087EA,B20005G_088MA,B20005G_088EA,B20005G_089MA,B20005G_089EA,B20005G_090MA,B20005G_090EA,B20005G_091MA,B20005G_091EA,B20005G_092EA,B20005G_092MA,B20005G_093EA,B20005G_093MA,B20005G_094EA,B20005G_094MA,B20005G_095MA,B20005G_095EA,NAME,B20005G_001MA,B20005G_001EA,B20005G_002EA,B20005G_002MA,B20005G_003EA,B20005G_003MA,B20005G_004EA,B20005G_004MA,B20005G_005MA,B20005G_005EA,B20005G_006MA,B20005G_006EA,B20005G_007EA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,38
214,0,214,0,214,76,112,45,80,1130,891,350,324,1316,853,317,268,1103,652,1727,748,618,437,2323,954,992,639,607,407,1072,577,326,253,1148,619,681,391,18673,2548,9503,1957,9170,1752,1758,748,1447,600,1735,1175,593,493,497,401,996,483,377,364,557,392,163,155,38,56,152,153,189,182,0,214,243,257,46,76,227,273,34,71,0,214,57,70,61,96,31572,3644,11459,2070,0,214,11459,2070,0,214,28,51,0,214,169,289,557,358,522,427,222,284,397,305,1189,595,506,391,895,531,1296,594,1161,547,463,352,999,741,419,409,593,475,1053,596,473,312,517,397,20113,2816,11082,2082,9031,1694,3060,1007,1160,475,1165,653,327,267,926,429,273,209,156,147,150,187,554,385,278,249,394,349,293,248,141,176,0,214,0,214,61,102,93,121,0,214,0,214,0,214,0400000US45,64102,5737,32530,3504,13857,2214,0,214,13857,2214,26,41,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,45
141,86,115,0,207,670,488,141,143,197,201,459,402,1481,612,585,378,2441,899,2864,875,2418,983,1899,713,1168,660,1782,701,2025,780,2244,1003,3160,897,4837,1177,33671,3129,16648,2604,17023,2240,3686,1199,2214,720,1894,646,918,543,910,464,466,378,963,576,893,503,1232,684,453,326,508,360,335,340,579,404,326,221,21,38,632,549,267,330,0,207,281,293,445,385,65230,4442,21828,2580,0,207,21828,2580,66,115,0,207,305,425,142,165,555,477,168,129,779,395,1034,707,671,402,1308,639,2157,703,1451,720,1586,749,1854,812,1662,802,779,434,2432,823,1482,670,1819,676,1578,731,43402,3922,20215,2672,23187,2688,4739,1062,2720,874,2510,839,1858,730,2413,887,703,408,1728,819,182,226,1557,728,1057,659,1158,605,708,501,310,314,483,516,174,194,302,288,184,259,211,235,111,141,79,134,0400000US41,127929,6395,62699,3978,29028,2769,0,207,29028,2769,472,422,99,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,56
261,2456,899,1386,592,2884,723,2358,857,3713,1171,3628,1061,10085,1873,8655,1685,16306,2157,20844,3035,14684,2563,17586,2748,11555,1717,14584,1907,23131,2598,19068,2366,32953,2886,68957,4995,330746,9822,164314,7542,166432,7104,27835,2479,17938,2433,15916,2013,10400,1896,15524,2367,7853,1565,8693,1649,5937,1478,8116,1637,3980,1230,7568,1223,6679,1337,4593,1199,3806,1306,3149,1018,2770,774,3522,797,3267,994,3328,964,5558,1253,622153,15816,216791,7556,0,211,216791,7556,702,235,822,577,1707,767,1307,607,4684,1245,2121,845,4747,1071,4066,1239,8632,1732,5707,1382,17870,1963,17018,2615,15578,2221,14824,2084,10501,1719,10691,1389,20226,2266,15917,1852,25006,2682,34665,2933,405362,12575,209019,7987,196343,7324,36658,3297,20218,2287,18884,2168,12994,1803,17714,2376,7401,1424,12677,1681,7114,1646,9475,1487,5318,1148,7912,1645,8059,1594,4633,1073,5134,1119,2194,911,2952,886,4113,1076,4013,1008,4561,1026,4319,879,0400000US06,1228903,24609,606750,14243,276004,9281,0,211,276004,9281,827,375,344,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,28
78,71,110,147,234,237,288,201,236,342,433,0,207,162,158,362,341,1059,614,1619,730,776,488,784,554,1476,826,578,467,1431,662,1198,587,1845,710,2007,661,17597,2475,7234,1576,10363,1722,2762,985,976,466,860,463,1445,709,1091,766,398,329,417,306,409,363,408,366,50,94,482,507,73,91,195,201,119,141,157,210,299,289,29,56,130,167,63,102,0,207,37340,3590,11680,1639,0,207,11680,1639,69,123,0,207,173,166,0,207,244,214,0,207,152,200,50,83,757,471,465,403,876,457,1299,662,1015,561,1027,484,669,488,826,485,897,508,552,357,1326,693,1283,679,25660,3182,10395,1807,15265,2473,3010,934,1453,664,1972,757,1297,621,1264,821,798,521,1316,667,597,370,681,400,294,360,412,290,1189,998,100,156,171,207,71,112,51,87,46,78,146,179,226,190,171,306,0400000US09,69434,4757,32094,2782,14497,1955,0,207,14497,1955,156,218,46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,09
275,1183,574,1568,897,1957,807,1473,763,3202,1211,2065,800,4660,1201,3351,1120,7610,1937,8423,1697,8234,1699,6566,1357,5807,1157,7304,1528,10365,2152,8683,1894,11762,1901,20307,2548,118817,5879,61402,4432,57415,4109,11876,2534,5425,1301,5621,1347,3653,1134,5685,1546,2686,932,3420,910,2794,1040,1968,735,768,389,3156,1288,2310,1128,1755,1145,926,575,289,327,1968,962,312,245,533,448,1196,780,1074,544,220268,8776,85977,4726,81,129,85896,4730,123,155,0,228,1034,454,672,476,2231,998,821,464,3981,1444,3482,1204,3882,1180,2352,754,6517,1468,7500,1812,6476,1279,6935,1633,5339,1553,5454,1238,9657,2149,5554,1380,6903,1713,6983,1316,134291,6704,71037,4881,63254,4676,15235,2111,8202,1701,7659,1568,3766,1187,6178,1447,2417,1209,3066,1165,2103,888,2261,851,1257,614,2346,767,1679,702,793,445,1404,713,475,308,642,367,1264,734,1149,595,814,589,544,390,0400000US48,454324,13363,234056,8165,115239,5984,0,228,115239,5984,433,351,286,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,48
78,266,205,152,194,506,429,256,298,919,509,190,171,696,557,545,471,1422,541,1785,696,1420,584,1397,567,1638,963,2467,978,3783,1067,2251,883,4385,1112,9922,1971,29808,3115,14320,2087,15488,2488,4915,1324,2172,914,962,452,764,447,564,348,687,428,521,357,668,572,933,513,388,425,660,456,242,172,95,115,313,271,194,271,48,81,185,220,714,637,234,162,229,189,68307,4662,27461,3263,0,206,27461,3263,14,24,39,65,125,146,88,117,132,168,224,214,930,533,449,319,886,550,570,366,1826,700,1932,665,1344,604,2116,736,1146,600,2150,814,2488,746,1815,877,4164,1119,5023,1218,40846,3782,18736,2236,22110,2987,4883,1373,2814,1039,1596,878,1285,541,2887,1004,911,599,443,256,1167,760,1213,693,573,381,760,658,445,320,377,297,873,640,380,314,457,481,282,252,77,113,244,258,443,378,0400000US24,132339,7544,64032,4350,34224,2855,0,206,34224,2855,168,202,56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,24
229,589,361,791,793,1699,843,709,421,3224,1062,2684,989,4454,1044,3960,1472,6826,1882,7537,1696,4977,1472,5835,1458,4297,1186,3311,1111,7989,2067,5582,1350,5006,1336,8074,1525,98286,7242,54051,4819,44235,4193,6535,1707,4201,1139,6127,1611,2946,1087,5101,1290,1105,530,4289,1311,1297,590,2952,1076,702,395,1769,580,1626,766,1101,598,1078,628,286,211,746,416,607,400,196,218,825,661,746,361,195582,9145,77149,5963,0,229,77149,5963,47,78,0,229,836,442,534,399,2149,960,1689,1003,2304,1122,2712,1054,6864,1554,3382,1220,8113,1977,8233,2267,6181,1574,6309,1761,4208,1412,4696,1116,5791,1424,3542,1089,4321,1352,5238,1457,118433,6412,62050,4842,56383,4295,10391,2121,7409,2058,7553,1992,3632,1325,5380,1607,2703,853,4288,1238,1911,979,2139,880,1153,600,1460,549,1826,1127,757,436,1934,700,960,614,647,509,634,436,173,157,1052,902,381,254,0400000US12,371889,14827,176307,9519,78021,5589,0,229,78021,5589,477,633,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,12
211,202,232,172,275,26,44,364,448,0,211,567,443,1463,801,903,611,1769,1004,2981,1104,1513,658,2781,977,1655,730,1793,696,2090,845,3189,1171,3812,1325,7678,1333,34970,3739,14097,1959,20873,3050,3422,1028,2398,798,1823,996,1670,705,1237,823,562,432,2072,916,353,254,778,493,995,738,1737,665,740,431,443,362,136,164,993,498,414,341,211,180,94,154,240,237,555,465,76146,4458,29097,2944,0,211,29097,2944,0,211,0,211,179,297,72,118,266,327,730,660,269,236,839,573,1035,545,955,1001,2391,947,2740,1002,1350,560,3059,1167,1247,631,1337,561,2183,756,2067,764,3065,1074,5313,1385,47049,3473,20330,2200,26719,2981,4636,1047,3763,1032,2402,955,1535,838,2727,915,1242,502,2160,839,845,578,988,528,705,434,1184,566,1462,681,525,382,242,217,437,340,252,252,226,236,405,330,582,358,401,376,0400000US25,144185,7577,68039,5082,33069,3628,0,211,33069,3628,111,166,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,25
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,11
