GEO_ID,B21001C_001E,B21001C_001M,B21001C_002E,B21001C_002M,B21001C_003E,B21001C_003M,B21001C_004E,B21001C_004M,B21001C_005E,B21001C_005M,B21001C_006E,B21001C_006M,B21001C_007E,B21001C_007M,B21001C_008E,B21001C_008M,B21001C_009E,B21001C_009M,B21001C_010E,B21001C_010M,B21001C_011E,B21001C_011M,B21001C_012E,B21001C_012M,B21001C_013E,B21001C_013M,B21001C_014E,B21001C_014M,B21001C_015E,B21001C_015M,B21001C_016E,B21001C_016M,B21001C_017E,B21001C_017M,B21001C_018E,B21001C_018M,B21001C_019E,B21001C_019M,B21001C_020E,B21001C_020M,B21001C_021E,B21001C_021M,B21001C_022E,B21001C_022M,B21001C_023E,B21001C_023M,B21001C_024E,B21001C_024M,B21001C_025E,B21001C_025M,B21001C_026E,B21001C_026M,B21001C_027E,B21001C_027M,B21001C_028E,B21001C_028M,B21001C_029E,B21001C_029M,B21001C_030E,B21001C_030M,B21001C_031E,B21001C_031M,B21001C_032E,B21001C_032M,B21001C_033E,B21001C_033M,NAME,B21001C_001MA,B21001C_001EA,B21001C_002EA,B21001C_002MA,B21001C_003EA,B21001C_003MA,B21001C_004MA,B21001C_004EA,B21001C_005MA,B21001C_005EA,B21001C_006MA,B21001C_006EA,B21001C_007EA,B21001C_007MA,B21001C_008EA,B21001C_008MA,B21001C_009MA,B21001C_009EA,B21001C_010EA,B21001C_010MA,B21001C_011MA,B21001C_011EA,B21001C_012MA,B21001C_012EA,B21001C_013EA,B21001C_013MA,B21001C_014EA,B21001C_014MA,B21001C_015MA,B21001C_015EA,B21001C_016MA,B21001C_016EA,B21001C_017MA,B21001C_017EA,B21001C_018MA,B21001C_018EA,B21001C_019EA,B21001C_019MA,B21001C_020MA,B21001C_020EA,B21001C_021EA,B21001C_021MA,B21001C_022MA,B21001C_022EA,B21001C_023EA,B21001C_023MA,B21001C_024MA,B21001C_024EA,B21001C_025EA,B21001C_025MA,B21001C_026MA,B21001C_026EA,B21001C_027EA,B21001C_027MA,B21001C_028EA,B21001C_028MA,B21001C_029EA,B21001C_029MA,B21001C_030EA,B21001C_030MA,B21001C_031MA,B21001C_031EA,B21001C_032MA,B21001C_032EA,B21001C_033MA,B21001C_033EA,state
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,10581,1374,5725,1121,2133,738,0,204,2133,738,2159,734,462,321,1697,615,631,414,386,371,245,175,585,262,388,255,197,146,217,180,39,61,178,169,4856,890,1286,486,8,15,1278,486,1913,548,0,204,1913,548,704,372,0,204,704,372,702,308,0,204,702,308,251,220,0,204,251,220,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,45169,1675,21498,1441,9516,923,182,196,9334,969,8179,995,1078,521,7101,1065,2219,373,761,269,1458,362,1073,286,298,189,775,249,511,180,166,126,345,169,23671,1262,10008,954,58,103,9950,935,8063,745,299,224,7764,753,3370,584,52,75,3318,601,1447,299,0,155,1447,299,783,237,23,31,760,230,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,12445,2108,6442,1512,1467,843,0,203,1467,843,2626,847,333,379,2293,725,1012,540,480,350,532,373,874,463,501,323,373,306,463,316,407,312,56,70,6003,1215,1814,694,0,203,1814,694,1951,537,0,203,1951,537,1649,802,145,210,1504,750,449,224,0,203,449,224,140,179,0,203,140,179,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,89292,7253,45819,4116,16143,2305,1032,594,15111,2207,18312,2298,2106,816,16206,2262,6648,1085,1734,619,4914,969,3088,837,1303,478,1785,687,1628,714,725,502,903,483,43473,4108,14203,2193,330,326,13873,2182,17940,2275,886,619,17054,2281,6004,1206,403,292,5601,1143,3410,758,98,175,3312,763,1916,666,0,213,1916,666,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22357,1845,10814,1182,5241,979,42,81,5199,981,4076,867,264,194,3812,839,895,380,62,85,833,361,527,214,96,78,431,210,75,81,25,42,50,69,11543,1349,4336,886,69,90,4267,870,4643,968,0,185,4643,968,1745,548,0,185,1745,548,549,241,0,185,549,241,270,210,0,185,270,210,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,15415,2260,7580,1254,2333,899,248,239,2085,844,3277,846,1175,591,2102,632,1096,383,503,309,593,256,745,418,511,338,234,191,129,118,26,41,103,114,7835,1619,2630,870,73,110,2557,864,2770,762,301,280,2469,732,1301,501,22,40,1279,492,660,376,0,198,660,376,474,382,0,198,474,382,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,68889,3723,34497,2535,14240,1879,594,342,13646,1896,10737,1337,985,424,9752,1309,5997,1053,1956,874,4041,706,2528,656,1691,610,837,369,995,400,604,298,391,240,34392,2390,12184,1372,102,133,12082,1360,12450,1274,349,253,12101,1251,5586,919,136,191,5450,898,2882,563,8,13,2874,564,1290,400,140,156,1150,380,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,34832,1815,17868,1382,6307,854,75,74,6232,846,6610,755,998,430,5612,762,3207,608,888,324,2319,576,1185,363,586,272,599,230,559,322,180,161,379,300,16964,1092,5724,850,50,91,5674,854,6483,799,240,165,6243,795,2484,553,85,118,2399,577,1374,331,38,51,1336,331,899,282,79,96,820,266,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8444,1215,4537,825,1682,383,56,76,1626,389,2106,660,98,90,2008,663,404,253,165,151,239,167,283,114,43,43,240,124,62,55,0,193,62,55,3907,718,1538,304,0,193,1538,304,1687,568,0,193,1687,568,374,89,0,193,374,89,244,96,0,193,244,96,64,57,0,193,64,57,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
