B01001C_001E,B01001C_001M,B01001C_002E,B01001C_002M,B01001C_003E,B01001C_003M,B01001C_004E,B01001C_004M,B01001C_005E,B01001C_005M,B01001C_006E,B01001C_006M,B01001C_007E,B01001C_007M,B01001C_008E,B01001C_008M,B01001C_009E,B01001C_009M,B01001C_010E,B01001C_010M,B01001C_011E,B01001C_011M,B01001C_012E,B01001C_012M,B01001C_013E,B01001C_013M,B01001C_014E,B01001C_014M,B01001C_015E,B01001C_015M,B01001C_016E,B01001C_016M,B01001C_017E,B01001C_017M,B01001C_018E,B01001C_018M,B01001C_019E,B01001C_019M,B01001C_020E,B01001C_020M,B01001C_021E,B01001C_021M,B01001C_022E,B01001C_022M,B01001C_023E,B01001C_023M,B01001C_024E,B01001C_024M,B01001C_025E,B01001C_025M,B01001C_026E,B01001C_026M,B01001C_027E,B01001C_027M,B01001C_028E,B01001C_028M,B01001C_029E,B01001C_029M,B01001C_030E,B01001C_030M,B01001C_031E,B01001C_031M,B01001C_001M,B01001C_001EA,B01001C_001MA,B01001C_002M,B01001C_002EA,B01001C_002MA,B01001C_003M,B01001C_003EA,B01001C_003MA,B01001C_004M,B01001C_004EA,B01001C_004MA,B01001C_005M,B01001C_005EA,B01001C_005MA,B01001C_006M,B01001C_006EA,B01001C_006MA,B01001C_007M,B01001C_007EA,B01001C_007MA,B01001C_008M,B01001C_008EA,B01001C_008MA,B01001C_009M,B01001C_009EA,B01001C_009MA,B01001C_010M,B01001C_010EA,B01001C_010MA,B01001C_011M,B01001C_011EA,B01001C_011MA,B01001C_012M,B01001C_012EA,B01001C_012MA,B01001C_013M,B01001C_013EA,B01001C_013MA,B01001C_014M,B01001C_014EA,B01001C_014MA,B01001C_015M,B01001C_015EA,B01001C_015MA,B01001C_016M,B01001C_016EA,B01001C_016MA,B01001C_017M,B01001C_017EA,B01001C_017MA,B01001C_018M,B01001C_018EA,B01001C_018MA,B01001C_019M,B01001C_019EA,B01001C_019MA,B01001C_020M,B01001C_020EA,B01001C_020MA,B01001C_021M,B01001C_021EA,B01001C_021MA,B01001C_022M,B01001C_022EA,B01001C_022MA,B01001C_023M,B01001C_023EA,B01001C_023MA,B01001C_024M,B01001C_024EA,B01001C_024MA,B01001C_025M,B01001C_025EA,B01001C_025MA,B01001C_026M,B01001C_026EA,B01001C_026MA,B01001C_027M,B01001C_027EA,B01001C_027MA,B01001C_028M,B01001C_028EA,B01001C_028MA,B01001C_029M,B01001C_029EA,B01001C_029MA,B01001C_030M,B01001C_030EA,B01001C_030MA,B01001C_031M,B01001C_031EA,B01001C_031MA,state
135275,9522,69959,5386,3659,1055,4158,951,4956,1167,3310,961,2550,789,5104,1331,5826,1816,5148,1432,11270,1979,8622,1657,8197,1606,4967,1185,1384,506,808,466,65316,5400,3918,1219,4781,1192,5990,1503,3606,845,1552,753,4796,1286,4586,1282,4222,1215,9700,1807,8566,1736,7152,1374,4138,726,1737,651,572,418,9522,null,null,5386,null,null,1055,null,null,951,null,null,1167,null,null,961,null,null,789,null,null,1331,null,null,1816,null,null,1432,null,null,1979,null,null,1657,null,null,1606,null,null,1185,null,null,506,null,null,466,null,null,5400,null,null,1219,null,null,1192,null,null,1503,null,null,845,null,null,753,null,null,1286,null,null,1282,null,null,1215,null,null,1807,null,null,1736,null,null,1374,null,null,726,null,null,651,null,null,418,null,null,48
31702,2887,15852,1847,1608,704,1512,521,1358,544,420,235,215,173,1807,753,1935,668,996,471,1892,702,1573,456,1246,345,802,454,339,230,149,149,15850,1676,880,359,1257,437,2129,758,953,371,705,334,1443,724,1283,556,1055,585,1947,566,1615,443,1510,375,625,267,401,266,47,46,2887,null,null,1847,null,null,704,null,null,521,null,null,544,null,null,235,null,null,173,null,null,753,null,null,668,null,null,471,null,null,702,null,null,456,null,null,345,null,null,454,null,null,230,null,null,149,null,null,1676,null,null,359,null,null,437,null,null,758,null,null,371,null,null,334,null,null,724,null,null,556,null,null,585,null,null,566,null,null,443,null,null,375,null,null,267,null,null,266,null,null,46,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
23156,3519,10784,2072,307,334,254,236,437,297,303,300,459,391,1312,690,1001,693,500,358,1865,668,1787,687,856,360,1177,601,472,320,54,69,12372,2033,322,380,518,408,707,481,758,427,678,530,525,292,707,504,1316,694,1717,673,1429,504,1932,621,1290,523,421,315,52,71,3519,null,null,2072,null,null,334,null,null,236,null,null,297,null,null,300,null,null,391,null,null,690,null,null,693,null,null,358,null,null,668,null,null,687,null,null,360,null,null,601,null,null,320,null,null,69,null,null,2033,null,null,380,null,null,408,null,null,481,null,null,427,null,null,530,null,null,292,null,null,504,null,null,694,null,null,673,null,null,504,null,null,621,null,null,523,null,null,315,null,null,71,null,null,51
94637,6519,47735,3190,3311,761,4393,1031,3847,994,2242,621,1209,513,4443,811,3754,826,3573,863,5268,848,6672,883,5089,722,2739,628,1041,457,154,145,46902,4355,3491,983,4077,913,4343,1077,1857,614,1888,646,2566,707,3871,926,1814,534,6644,1166,5889,943,5572,810,3321,894,1147,385,422,328,6519,null,null,3190,null,null,761,null,null,1031,null,null,994,null,null,621,null,null,513,null,null,811,null,null,826,null,null,863,null,null,848,null,null,883,null,null,722,null,null,628,null,null,457,null,null,145,null,null,4355,null,null,983,null,null,913,null,null,1077,null,null,614,null,null,646,null,null,707,null,null,926,null,null,534,null,null,1166,null,null,943,null,null,810,null,null,894,null,null,385,null,null,328,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
52608,2643,27066,1810,2218,530,2252,554,2383,652,1469,532,475,238,2406,686,2577,645,1684,522,3177,694,3126,742,3159,590,1250,311,814,332,76,70,25542,1793,1520,469,1833,465,1915,414,823,337,996,380,1871,526,2094,582,1688,562,3738,972,3237,620,3686,567,1710,390,295,175,136,111,2643,null,null,1810,null,null,530,null,null,554,null,null,652,null,null,532,null,null,238,null,null,686,null,null,645,null,null,522,null,null,694,null,null,742,null,null,590,null,null,311,null,null,332,null,null,70,null,null,1793,null,null,469,null,null,465,null,null,414,null,null,337,null,null,380,null,null,526,null,null,582,null,null,562,null,null,972,null,null,620,null,null,567,null,null,390,null,null,175,null,null,111,null,null,55
13194,1467,6670,1047,765,397,639,274,676,338,290,70,94,82,645,269,426,149,686,393,567,87,736,402,527,260,585,264,34,44,0,197,6524,704,459,58,560,223,954,328,224,49,208,114,432,196,425,167,270,145,791,190,996,583,536,116,424,348,228,111,17,32,1467,null,null,1047,null,null,397,null,null,274,null,null,338,null,null,70,null,null,82,null,null,269,null,null,149,null,null,393,null,null,87,null,null,402,null,null,260,null,null,264,null,null,44,null,null,197,null,null,704,null,null,58,null,null,223,null,null,328,null,null,49,null,null,114,null,null,196,null,null,167,null,null,145,null,null,190,null,null,583,null,null,116,null,null,348,null,null,111,null,null,32,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
24509,3218,10941,2154,272,168,319,234,667,391,968,683,90,153,387,337,1465,716,401,268,1442,537,1812,655,2023,838,650,335,445,274,0,195,13568,1823,427,266,686,391,1387,650,521,325,437,326,818,571,751,419,1071,519,1801,617,3056,893,974,432,966,388,440,308,233,235,3218,null,null,2154,null,null,168,null,null,234,null,null,391,null,null,683,null,null,153,null,null,337,null,null,716,null,null,268,null,null,537,null,null,655,null,null,838,null,null,335,null,null,274,null,null,195,null,null,1823,null,null,266,null,null,391,null,null,650,null,null,325,null,null,326,null,null,571,null,null,419,null,null,519,null,null,617,null,null,893,null,null,432,null,null,388,null,null,308,null,null,235,null,null,01
108056,3723,55461,2461,5403,591,5394,909,5448,1026,2728,439,2021,536,4672,809,4521,637,3507,637,7031,955,5284,570,5608,748,2648,416,954,258,242,109,52595,1929,4665,667,4457,511,3894,578,2140,370,2239,630,3681,547,4977,740,3361,487,7318,832,5666,528,5211,539,3140,510,1465,375,381,137,3723,null,null,2461,null,null,591,null,null,909,null,null,1026,null,null,439,null,null,536,null,null,809,null,null,637,null,null,637,null,null,955,null,null,570,null,null,748,null,null,416,null,null,258,null,null,109,null,null,1929,null,null,667,null,null,511,null,null,578,null,null,370,null,null,630,null,null,547,null,null,740,null,null,487,null,null,832,null,null,528,null,null,539,null,null,510,null,null,375,null,null,137,null,null,02
306247,6886,149377,4080,12744,1532,13095,1151,12432,1592,7893,612,4755,779,14172,1191,14694,1045,11639,858,19470,1229,15227,1235,12604,909,6768,483,3084,383,800,263,156870,4167,14166,1142,13597,1188,11763,1207,8438,1109,5044,773,12389,1134,13057,986,10673,838,19473,1100,17588,1030,15797,745,9359,787,3964,469,1562,358,6886,null,null,4080,null,null,1532,null,null,1151,null,null,1592,null,null,612,null,null,779,null,null,1191,null,null,1045,null,null,858,null,null,1229,null,null,1235,null,null,909,null,null,483,null,null,383,null,null,263,null,null,4167,null,null,1142,null,null,1188,null,null,1207,null,null,1109,null,null,773,null,null,1134,null,null,986,null,null,838,null,null,1100,null,null,1030,null,null,745,null,null,787,null,null,469,null,null,358,null,null,04
18859,2030,8404,1096,742,379,658,359,528,419,431,314,539,424,714,501,569,277,309,198,1192,576,710,388,1285,575,493,368,190,189,44,69,10455,1579,449,254,796,452,986,662,418,244,575,339,996,585,651,409,774,365,1353,514,1507,568,1041,397,646,375,124,116,139,245,2030,null,null,1096,null,null,379,null,null,359,null,null,419,null,null,314,null,null,424,null,null,501,null,null,277,null,null,198,null,null,576,null,null,388,null,null,575,null,null,368,null,null,189,null,null,69,null,null,1579,null,null,254,null,null,452,null,null,662,null,null,244,null,null,339,null,null,585,null,null,409,null,null,365,null,null,514,null,null,568,null,null,397,null,null,375,null,null,116,null,null,245,null,null,05
290133,15511,142773,8002,8618,1684,9557,1635,11245,1786,5629,1248,3146,780,13811,2169,11965,1564,8538,1836,19227,2453,19802,1961,17216,1809,9585,1459,3347,715,1087,429,147360,9274,8425,1757,9770,2206,10008,2216,6356,1441,4395,1119,11094,2020,10099,1673,10578,1642,19824,2029,18998,2422,18478,1908,10944,1885,5506,1293,2885,699,15511,null,null,8002,null,null,1684,null,null,1635,null,null,1786,null,null,1248,null,null,780,null,null,2169,null,null,1564,null,null,1836,null,null,2453,null,null,1961,null,null,1809,null,null,1459,null,null,715,null,null,429,null,null,9274,null,null,1757,null,null,2206,null,null,2216,null,null,1441,null,null,1119,null,null,2020,null,null,1673,null,null,1642,null,null,2029,null,null,2422,null,null,1908,null,null,1885,null,null,1293,null,null,699,null,null,06
54743,4588,27681,3168,1975,1022,1616,637,1971,664,1354,531,606,294,2524,1003,1822,637,2365,912,4049,1011,2744,710,3427,1035,2406,657,712,391,110,175,27062,2599,1278,614,1891,757,876,439,940,447,1710,714,2939,994,2598,995,1704,681,3319,944,4739,1085,3073,723,1552,461,375,229,68,104,4588,null,null,3168,null,null,1022,null,null,637,null,null,664,null,null,531,null,null,294,null,null,1003,null,null,637,null,null,912,null,null,1011,null,null,710,null,null,1035,null,null,657,null,null,391,null,null,175,null,null,2599,null,null,614,null,null,757,null,null,439,null,null,447,null,null,714,null,null,994,null,null,995,null,null,681,null,null,944,null,null,1085,null,null,723,null,null,461,null,null,229,null,null,104,null,null,08
9887,2998,5139,1830,918,823,103,117,133,121,223,230,67,70,653,505,387,305,372,296,1228,683,396,244,268,204,51,54,226,303,114,155,4748,1482,737,553,270,245,432,353,64,110,175,171,44,76,380,273,368,292,923,605,345,279,812,469,129,120,27,47,42,71,2998,null,null,1830,null,null,823,null,null,117,null,null,121,null,null,230,null,null,70,null,null,505,null,null,305,null,null,296,null,null,683,null,null,244,null,null,204,null,null,54,null,null,303,null,null,155,null,null,1482,null,null,553,null,null,245,null,null,353,null,null,110,null,null,171,null,null,76,null,null,273,null,null,292,null,null,605,null,null,279,null,null,469,null,null,120,null,null,47,null,null,71,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
