S2507_C01_028M,S2507_C01_029E,S2507_C01_037M,S2507_C01_038E,S2507_C01_039E,S2507_C01_040E,S2507_C01_040M,S2507_C01_041M,S2507_C01_042E,S2507_C01_042M,S2507_C01_043E,S2507_C01_043M,S2507_C01_044E,S2507_C01_045E,S2507_C01_045M,S2507_C01_046E,S2507_C01_047E,S2507_C01_047M,S2507_C01_049E,S2507_C01_049M,S2507_C01_050E,S2507_C01_050M,S2507_C01_052E,S2507_C01_052M,S2507_C01_053E,S2507_C01_053M,S2507_C01_054M,S2507_C01_055E,S2507_C01_056E,S2507_C01_056M,S2507_C01_057E,S2507_C01_058M,S2507_C01_059E,S2507_C01_059M,S2507_C01_060E,S2507_C01_060M,S2507_C01_038M,S2507_C01_039M,S2507_C01_041E,S2507_C01_044M,S2507_C01_046M,S2507_C01_048E,S2507_C01_048M,S2507_C01_051E,S2507_C01_051M,S2507_C01_054E,S2507_C01_055M,S2507_C01_057M,S2507_C01_058E,S2507_C01_061E,S2507_C01_061M,GEO_ID,S2507_C01_001E,S2507_C01_001M,S2507_C01_002E,S2507_C01_002M,S2507_C01_003E,S2507_C01_003M,S2507_C01_004E,S2507_C01_004M,S2507_C01_005E,S2507_C01_005M,S2507_C01_006E,S2507_C01_006M,S2507_C01_007E,S2507_C01_007M,S2507_C01_008E,S2507_C01_008M,S2507_C01_009E,S2507_C01_009M,S2507_C01_010E,S2507_C01_010M,S2507_C01_011E,S2507_C01_011M,S2507_C01_012E,S2507_C01_012M,S2507_C01_013E,S2507_C01_013M,S2507_C01_014E,S2507_C01_014M,S2507_C01_015E,S2507_C01_015M,S2507_C01_016E,S2507_C01_016M,S2507_C01_017E,S2507_C01_017M,S2507_C01_018E,S2507_C01_018M,S2507_C01_019E,S2507_C01_019M,S2507_C01_020E,S2507_C01_020M,S2507_C01_021E,S2507_C01_021M,S2507_C01_022E,S2507_C01_022M,S2507_C01_023E,S2507_C01_023M,S2507_C01_024E,S2507_C01_024M,S2507_C01_025E,S2507_C01_025M,S2507_C01_026E,S2507_C01_026M,S2507_C01_027E,S2507_C01_027M,S2507_C01_028E,S2507_C01_029M,S2507_C01_030E,S2507_C01_030M,S2507_C01_031E,S2507_C01_031M,S2507_C01_032E,S2507_C01_032M,S2507_C01_033E,S2507_C01_033M,S2507_C01_034E,S2507_C01_034M,S2507_C01_035E,S2507_C01_035M,S2507_C01_036E,S2507_C01_036M,S2507_C01_037E,S2507_C01_028MA,S2507_C01_029EA,S2507_C01_029MA,S2507_C01_037MA,S2507_C01_038MA,S2507_C01_038EA,S2507_C01_039EA,S2507_C01_039MA,S2507_C01_040EA,S2507_C01_040MA,S2507_C01_041MA,S2507_C01_042MA,S2507_C01_042EA,S2507_C01_043MA,S2507_C01_043EA,S2507_C01_044MA,S2507_C01_044EA,S2507_C01_045EA,S2507_C01_045MA,S2507_C01_046EA,S2507_C01_046MA,S2507_C01_047MA,S2507_C01_047EA,S2507_C01_049MA,S2507_C01_049EA,S2507_C01_050EA,S2507_C01_050MA,S2507_C01_052MA,S2507_C01_052EA,S2507_C01_053EA,S2507_C01_053MA,S2507_C01_054MA,S2507_C01_055MA,S2507_C01_055EA,S2507_C01_056EA,S2507_C01_056MA,S2507_C01_057EA,S2507_C01_057MA,S2507_C01_058MA,S2507_C01_059EA,S2507_C01_059MA,S2507_C01_060MA,S2507_C01_060EA,S2507_C01_041EA,S2507_C01_048EA,S2507_C01_048MA,S2507_C01_051EA,S2507_C01_051MA,S2507_C01_054EA,S2507_C01_058EA,S2507_C01_061EA,S2507_C01_061MA,NAME,S2507_C01_001EA,S2507_C01_001MA,S2507_C01_002MA,S2507_C01_002EA,S2507_C01_003MA,S2507_C01_003EA,S2507_C01_004MA,S2507_C01_004EA,S2507_C01_005EA,S2507_C01_005MA,S2507_C01_006EA,S2507_C01_006MA,S2507_C01_007MA,S2507_C01_007EA,S2507_C01_008MA,S2507_C01_008EA,S2507_C01_009MA,S2507_C01_009EA,S2507_C01_010EA,S2507_C01_010MA,S2507_C01_011EA,S2507_C01_011MA,S2507_C01_012EA,S2507_C01_012MA,S2507_C01_013EA,S2507_C01_013MA,S2507_C01_014MA,S2507_C01_014EA,S2507_C01_015MA,S2507_C01_015EA,S2507_C01_016EA,S2507_C01_016MA,S2507_C01_017EA,S2507_C01_017MA,S2507_C01_018EA,S2507_C01_018MA,S2507_C01_019MA,S2507_C01_019EA,S2507_C01_020MA,S2507_C01_020EA,S2507_C01_021EA,S2507_C01_021MA,S2507_C01_022EA,S2507_C01_022MA,S2507_C01_023EA,S2507_C01_023MA,S2507_C01_024EA,S2507_C01_024MA,S2507_C01_025MA,S2507_C01_025EA,S2507_C01_026MA,S2507_C01_026EA,S2507_C01_027EA,S2507_C01_027MA,S2507_C01_028EA,S2507_C01_030MA,S2507_C01_030EA,S2507_C01_031MA,S2507_C01_031EA,S2507_C01_032EA,S2507_C01_032MA,S2507_C01_033MA,S2507_C01_033EA,S2507_C01_034EA,S2507_C01_034MA,S2507_C01_035EA,S2507_C01_035MA,S2507_C01_036MA,S2507_C01_036EA,S2507_C01_037EA,state
0.5,13.3,0.3,5.3,10.0,21.1,0.8,0.7,4.7,0.3,1.3,0.2,17.2,16.0,0.6,1.1,0.1,0.1,18.2,0.7,0.3,0.1,22.9,0.7,22.8,0.7,0.1,0.0,1.2,0.2,35.2,0.7,35.2,0.8,3.6,0.3,0.4,0.5,15.1,0.7,0.2,18.5,0.7,0.0,0.1,0.1,0.1,0.8,26.1,1128,22,0400000US29,585319,8584,21.9,0.7,23.3,0.8,18.1,0.7,15.0,0.7,12.8,0.6,6.5,0.4,2.4,0.2,111100,1761,6.6,0.4,21.5,0.7,13.3,0.7,17.2,0.7,18.5,0.7,9.3,0.5,8.1,0.5,5.5,0.4,41671,561,42.1,0.7,17.6,0.6,10.8,0.5,28.4,0.8,1.2,0.2,1.2,0.2,2.7,0.3,4.6,0.3,8.3,0.4,10.9,0.7,12.9,0.6,19.4,0.7,11.9,0.5,6.9,0.4,7.9,0.4,385,4,19.1,0.6,3.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
1.0,12.9,0.7,5.5,10.1,19.2,1.5,1.3,4.5,0.7,1.6,0.6,14.8,13.9,1.3,0.8,0.1,0.1,19.0,1.3,0.3,0.2,25.4,1.7,25.3,1.7,0.1,0.0,1.2,0.4,23.1,1.7,44.5,1.7,8.2,0.8,1.0,1.2,13.1,1.4,0.3,19.4,1.3,0.1,0.1,0.1,0.1,1.4,24.2,1462,45,0400000US30,117869,3990,19.0,1.5,13.9,1.6,11.3,0.9,15.6,1.6,20.4,1.5,12.3,1.2,7.5,1.0,166200,4714,7.3,1.0,20.9,1.5,12.1,1.2,14.8,1.4,19.4,1.3,9.7,1.1,9.2,1.1,6.5,0.9,44541,1605,32.1,1.7,14.2,1.4,11.9,1.3,40.6,1.7,1.2,0.4,1.8,0.5,3.3,0.7,6.1,0.8,7.0,1.0,11.4,1.3,12.6,1.3,20.3,1.6,10.8,1.4,6.1,0.9,7.7,1.0,380,7,20.0,1.6,4.4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0.7,8.7,0.4,3.5,9.3,17.5,1.1,0.7,5.3,0.7,1.8,0.4,16.3,14.4,1.0,1.6,0.3,0.2,19.6,1.2,0.6,0.2,29.5,1.1,29.4,1.1,0.1,0.0,0.9,0.3,17.1,1.0,60.5,1.3,6.4,0.7,0.5,0.8,10.4,1.1,0.4,20.4,1.2,0.2,0.1,0.1,0.1,0.9,16.1,2140,64,0400000US31,184011,4006,19.6,1.0,23.7,1.2,21.8,1.1,14.6,1.1,12.4,1.0,5.8,0.7,2.3,0.4,113700,2848,4.4,0.5,17.6,1.1,11.8,0.9,16.3,1.1,20.4,1.2,11.2,0.8,10.5,0.8,7.8,0.7,49912,1208,48.2,1.3,17.8,1.0,11.2,1.0,21.9,1.1,0.9,0.3,0.7,0.2,1.5,0.2,3.1,0.4,5.2,0.5,6.8,0.8,10.0,1.0,21.7,1.1,17.3,1.2,9.8,0.9,15.4,1.1,465,6,15.4,0.8,2.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
1.1,12.1,0.5,3.6,9.3,19.5,1.4,1.2,4.3,0.7,2.7,0.5,14.3,12.8,1.1,1.1,0.3,0.2,17.8,1.5,0.5,0.2,30.6,1.4,30.5,1.4,0.1,0.1,1.6,0.4,29.1,1.5,38.2,1.5,7.0,0.9,0.7,1.2,12.5,1.2,0.4,18.6,1.5,0.2,0.1,0.1,0.1,1.4,25.8,1268,36,0400000US32,163705,5274,16.5,1.4,17.3,1.3,14.7,1.3,14.7,1.4,17.9,1.3,12.4,1.2,6.7,0.9,154100,3873,6.8,1.0,16.9,1.4,12.9,1.2,14.3,1.2,18.6,1.5,10.9,1.1,10.9,1.0,8.9,1.0,48650,2604,38.2,1.6,15.9,1.2,11.0,1.0,33.3,1.7,1.6,0.4,1.6,0.3,2.7,0.5,4.9,0.7,7.9,1.0,10.9,1.3,10.9,1.1,17.7,1.4,11.6,1.0,6.6,0.8,13.0,1.3,395,8,15.5,1.5,2.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0.5,2.3,0.3,1.3,12.4,18.0,1.6,0.8,5.7,1.1,8.8,1.3,14.5,7.0,1.2,5.7,1.8,0.5,15.9,1.5,2.7,0.7,32.6,1.7,31.9,1.7,0.2,0.1,1.2,0.5,7.7,0.8,82.6,1.7,4.4,0.8,0.4,1.3,3.4,1.5,0.9,19.0,1.7,0.5,0.3,0.6,0.1,1.3,5.2,4551,94,0400000US33,116754,4170,10.9,1.5,7.4,1.0,9.9,1.2,15.6,1.5,28.8,2.0,18.1,1.5,9.3,1.2,218300,4869,5.2,1.0,17.0,1.5,11.7,1.4,14.5,1.5,19.0,1.7,11.4,1.1,11.4,1.4,9.8,1.3,51583,1843,25.4,2.0,16.5,1.5,12.6,1.1,44.4,2.1,1.2,0.5,0.7,0.3,0.4,0.2,1.0,0.4,1.9,0.6,2.0,0.6,2.8,0.6,7.3,1.0,14.1,1.4,14.1,1.7,53.4,1.9,725,13,14.7,1.5,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0.2,1.2,0.1,0.6,10.9,14.6,0.6,0.2,3.0,0.3,9.7,0.5,13.1,4.1,0.3,5.2,3.7,0.3,9.4,0.5,5.5,0.4,42.9,0.8,40.1,0.8,0.3,0.5,0.9,0.2,2.1,0.3,89.7,0.6,5.9,0.4,0.1,0.6,2.0,0.6,0.4,16.4,0.6,1.5,0.2,2.4,0.1,0.2,2.2,7079,77,0400000US34,629886,9435,6.8,0.4,4.8,0.4,6.6,0.3,10.6,0.5,22.6,0.8,29.9,0.8,18.6,0.8,293200,3838,3.7,0.4,14.5,0.6,9.3,0.5,13.1,0.6,16.4,0.6,12.1,0.6,14.6,0.6,16.2,0.6,63226,1143,21.0,0.7,15.6,0.6,12.9,0.6,49.6,0.8,0.9,0.2,0.5,0.1,0.6,0.1,0.8,0.2,1.1,0.2,1.4,0.2,1.6,0.3,4.0,0.4,5.6,0.4,8.2,0.5,74.9,0.8,945,7,12.1,0.6,0.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
1.1,12.6,0.8,5.3,9.6,20.7,1.2,1.1,3.3,0.6,1.1,0.4,15.5,15.0,1.1,0.4,0.1,0.1,16.1,1.3,0.2,0.1,22.3,1.0,22.3,1.0,0.1,0.0,2.2,0.4,39.2,1.3,23.4,1.2,16.5,1.0,0.7,0.8,16.4,1.1,0.1,16.3,1.3,0.1,0.1,0.0,0.1,1.3,20.9,863,29,0400000US35,220939,5720,24.4,1.3,17.6,1.0,13.8,1.0,14.3,1.1,17.1,1.1,8.4,0.8,4.4,0.6,122700,3601,9.8,0.8,23.6,1.3,12.4,0.8,15.5,1.1,16.3,1.3,9.5,0.9,7.2,0.7,5.5,0.7,38940,2208,37.9,1.5,15.6,1.1,8.8,0.8,35.5,1.5,2.2,0.4,4.5,0.7,6.3,0.7,10.2,0.9,12.0,1.0,12.7,1.0,10.3,1.0,14.8,1.1,8.6,0.8,3.4,0.6,4.8,0.6,318,6,23.0,1.2,8.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0.2,4.3,0.1,1.8,10.4,16.7,0.5,0.3,4.3,0.2,6.5,0.3,13.8,8.4,0.3,3.0,2.4,0.2,13.2,0.4,3.1,0.2,37.2,0.6,35.0,0.5,0.2,0.4,1.0,0.1,6.4,0.3,74.8,0.5,10.2,0.4,0.1,0.4,6.0,0.5,0.2,17.5,0.4,1.2,0.1,1.7,0.1,0.2,8.6,4053,65,0400000US36,1448169,13424,10.9,0.4,13.2,0.4,10.9,0.4,9.3,0.3,12.5,0.4,21.0,0.4,22.1,0.5,243300,4502,4.9,0.3,15.5,0.4,11.0,0.4,13.8,0.5,17.5,0.4,11.2,0.4,12.7,0.4,13.3,0.4,55434,805,28.5,0.5,14.1,0.4,10.4,0.3,46.0,0.6,1.0,0.1,2.8,0.2,1.6,0.1,2.0,0.2,2.9,0.2,3.6,0.2,4.9,0.3,10.6,0.3,10.1,0.4,9.5,0.4,47.7,0.6,679,6,13.7,0.5,1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0.6,12.6,0.3,6.0,10.6,21.4,0.6,0.6,4.1,0.3,1.5,0.2,15.8,14.6,0.6,1.0,0.2,0.1,16.6,0.5,0.3,0.1,22.6,0.6,22.5,0.6,0.1,0.0,1.3,0.2,37.4,0.7,30.4,0.7,4.5,0.3,0.4,0.5,15.8,0.5,0.2,16.9,0.5,0.0,0.1,0.1,0.1,0.9,27.7,1025,22,0400000US37,839139,12253,20.3,0.7,21.5,0.6,16.3,0.5,14.2,0.5,14.2,0.5,9.0,0.4,4.5,0.3,121700,2128,7.6,0.4,23.4,0.6,13.7,0.5,15.8,0.5,16.9,0.5,9.3,0.5,7.4,0.4,5.9,0.3,39584,708,37.1,0.7,16.4,0.5,10.9,0.5,34.4,0.7,1.3,0.2,1.2,0.2,3.5,0.3,7.1,0.4,11.0,0.5,12.8,0.5,11.8,0.6,16.8,0.6,9.9,0.4,5.2,0.3,8.1,0.4,358,3,22.0,0.6,5.4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
1.2,11.9,0.5,3.4,7.8,15.0,1.5,1.2,3.8,0.8,1.2,0.4,13.3,12.5,1.3,0.8,0.0,0.1,18.7,1.5,0.2,0.2,38.3,1.6,38.3,1.6,0.1,0.0,0.7,0.3,31.7,1.6,40.5,1.8,9.0,1.0,0.7,0.9,10.0,1.4,0.3,19.0,1.5,0.0,0.1,0.0,0.1,1.9,18.8,1313,62,0400000US38,90919,3129,22.3,1.5,19.8,1.5,13.2,1.4,16.5,1.6,16.9,1.5,8.5,1.0,2.7,0.6,123600,6095,5.4,0.8,14.2,1.3,10.0,1.3,13.3,1.4,19.0,1.5,13.0,0.9,13.1,1.3,12.2,1.3,58357,2718,51.6,2.1,17.2,1.6,9.1,1.0,21.3,2.0,0.7,0.3,1.3,0.6,2.6,0.6,3.7,0.7,6.7,1.0,8.4,1.1,11.0,1.3,23.1,1.9,13.7,1.6,6.8,0.9,10.9,1.3,420,8,13.8,1.3,2.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0.4,11.0,0.2,4.3,9.5,21.2,0.6,0.4,5.6,0.3,2.1,0.2,16.5,14.8,0.4,1.5,0.2,0.1,17.9,0.5,0.4,0.1,25.6,0.5,25.5,0.5,0.1,0.0,1.3,0.2,21.1,0.6,51.8,0.6,3.5,0.3,0.3,0.4,13.6,0.5,0.2,18.4,0.5,0.1,0.1,0.1,0.1,0.5,23.7,1636,22,0400000US39,1065124,12451,18.4,0.5,25.8,0.6,21.7,0.5,15.4,0.5,11.4,0.3,5.3,0.3,2.0,0.2,111800,1306,5.8,0.3,20.1,0.4,13.6,0.5,16.5,0.5,18.4,0.5,10.0,0.4,9.2,0.4,6.4,0.3,44149,599,44.2,0.7,18.3,0.5,11.7,0.3,24.6,0.5,1.3,0.2,0.7,0.1,1.7,0.2,3.6,0.2,6.6,0.3,9.6,0.4,11.7,0.4,20.3,0.5,13.8,0.5,8.5,0.4,12.4,0.4,425,3,17.0,0.4,3.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0.6,12.1,0.4,5.4,8.2,20.6,0.8,0.7,3.4,0.3,1.0,0.2,16.1,15.1,0.7,0.8,0.2,0.1,18.2,0.7,0.3,0.1,23.9,0.8,23.9,0.8,0.1,0.0,1.4,0.2,51.2,0.7,21.2,0.7,6.8,0.5,0.5,0.5,16.3,0.8,0.2,18.6,0.7,0.1,0.1,0.0,0.1,0.9,20.8,698,19,0400000US40,403056,6390,25.2,0.8,28.0,0.8,16.8,0.6,12.2,0.6,10.0,0.6,5.6,0.4,2.2,0.3,93000,2020,7.0,0.5,21.1,0.8,13.3,0.6,16.1,0.8,18.6,0.7,9.7,0.5,8.1,0.5,6.2,0.6,42018,773,47.5,0.9,17.1,0.6,10.3,0.7,23.6,0.7,1.4,0.2,1.7,0.2,4.1,0.3,7.9,0.4,10.8,0.5,12.8,0.6,11.4,0.5,17.0,0.6,9.9,0.6,5.0,0.4,7.4,0.6,353,4,19.4,0.7,5.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0.5,9.1,0.5,3.5,12.4,20.7,1.1,0.9,6.1,0.6,3.4,0.4,15.0,12.9,0.8,1.9,0.3,0.1,16.9,0.8,0.6,0.2,26.9,1.2,26.7,1.2,0.1,0.0,0.8,0.2,16.8,0.8,62.9,1.0,5.1,0.5,0.4,0.8,11.1,0.9,0.3,17.6,0.8,0.1,0.1,0.2,0.1,1.0,15.2,2195,48,0400000US41,301652,7203,16.9,1.1,7.9,0.7,9.7,0.7,15.0,1.0,21.5,1.0,19.9,1.1,9.0,0.7,202100,5094,6.3,0.6,20.2,0.9,14.1,1.0,15.0,0.9,17.6,0.8,10.6,0.8,9.7,0.8,6.6,0.7,44083,1230,27.2,1.2,13.6,0.9,12.0,0.8,46.4,1.4,0.8,0.2,1.2,0.3,2.1,0.4,3.8,0.5,4.7,0.5,7.0,0.8,10.7,0.8,20.5,1.0,15.0,0.8,10.5,0.8,15.2,0.8,455,5,19.0,1.0,3.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0.2,8.8,0.1,3.8,11.5,20.0,0.4,0.3,6.2,0.3,3.8,0.2,15.7,12.9,0.3,2.3,0.5,0.1,17.5,0.4,0.9,0.1,27.3,0.5,27.0,0.5,0.1,0.0,1.0,0.1,19.5,0.5,59.4,0.6,2.4,0.1,0.2,0.3,10.0,0.4,0.2,18.6,0.4,0.2,0.1,0.2,0.1,0.4,18.6,2026,31,0400000US42,1327151,12133,16.9,0.4,20.2,0.5,15.8,0.4,16.6,0.4,16.3,0.4,10.2,0.3,4.1,0.2,139700,1948,5.4,0.3,20.0,0.4,13.0,0.4,15.7,0.4,18.6,0.4,10.3,0.4,9.7,0.4,7.3,0.3,45444,545,37.6,0.5,17.3,0.4,11.7,0.3,32.5,0.5,1.0,0.1,0.6,0.1,1.2,0.1,2.7,0.2,4.8,0.3,6.8,0.3,9.9,0.4,18.9,0.4,15.3,0.4,10.5,0.3,20.4,0.5,481,3,17.5,0.4,2.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0.5,1.9,0.3,1.3,13.2,14.9,1.7,0.8,6.2,1.3,5.7,1.3,14.0,8.6,1.5,4.3,1.1,0.4,19.0,2.5,1.2,0.7,34.5,2.9,33.9,2.9,0.4,0.0,0.9,0.4,6.0,0.7,90.0,1.5,1.6,0.6,0.5,1.9,3.0,1.7,1.0,20.7,2.7,0.6,0.4,0.6,0.2,1.3,2.5,3783,116,0400000US44,76302,3770,5.9,1.2,4.9,1.2,12.1,1.9,18.0,2.1,26.5,2.4,23.9,2.4,8.7,1.2,229900,8773,4.7,1.1,16.1,2.1,10.0,1.6,14.0,1.7,20.7,2.7,12.6,1.7,12.9,2.0,9.0,1.5,56768,3012,19.9,2.2,18.5,2.2,12.7,1.8,48.0,2.7,0.9,0.4,0.3,0.2,0.6,0.5,0.7,0.3,1.2,0.5,1.5,0.7,4.8,1.1,11.4,1.8,18.3,2.3,17.5,2.4,42.0,2.9,655,16,15.0,2.1,0.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
