C19037G_001E,C19037G_001EA,C19037G_001M,C19037G_001MA,C19037G_002E,C19037G_002EA,C19037G_002M,C19037G_002MA,C19037G_003E,C19037G_003EA,C19037G_003M,C19037G_003MA,C19037G_004E,C19037G_004EA,C19037G_004M,C19037G_004MA,C19037G_005E,C19037G_005EA,C19037G_005M,C19037G_005MA,C19037G_006E,C19037G_006EA,C19037G_006M,C19037G_006MA,C19037G_007E,C19037G_007EA,C19037G_007M,C19037G_007MA,C19037G_008E,C19037G_008EA,C19037G_008M,C19037G_008MA,C19037G_009E,C19037G_009EA,C19037G_009M,C19037G_009MA,C19037G_010E,C19037G_010EA,C19037G_010M,C19037G_010MA,C19037G_011E,C19037G_011EA,C19037G_011M,C19037G_011MA,C19037G_012E,C19037G_012EA,C19037G_012M,C19037G_012MA,C19037G_013E,C19037G_013EA,C19037G_013M,C19037G_013MA,C19037G_014E,C19037G_014EA,C19037G_014M,C19037G_014MA,C19037G_015E,C19037G_015EA,C19037G_015M,C19037G_015MA,C19037G_016E,C19037G_016EA,C19037G_016M,C19037G_016MA,C19037G_017E,C19037G_017EA,C19037G_017M,C19037G_017MA,C19037G_018E,C19037G_018EA,C19037G_018M,C19037G_018MA,C19037G_019E,C19037G_019EA,C19037G_019M,C19037G_019MA,C19037G_020E,C19037G_020EA,C19037G_020M,C19037G_020MA,C19037G_021E,C19037G_021EA,C19037G_021M,C19037G_021MA,C19037G_022E,C19037G_022EA,C19037G_022M,C19037G_022MA,C19037G_023E,C19037G_023EA,C19037G_023M,C19037G_023MA,C19037G_024E,C19037G_024EA,C19037G_024M,C19037G_024MA,C19037G_025E,C19037G_025EA,C19037G_025M,C19037G_025MA,C19037G_026E,C19037G_026EA,C19037G_026M,C19037G_026MA,C19037G_027E,C19037G_027EA,C19037G_027M,C19037G_027MA,C19037G_028E,C19037G_028EA,C19037G_028M,C19037G_028MA,C19037G_029E,C19037G_029EA,C19037G_029M,C19037G_029MA,C19037G_030E,C19037G_030EA,C19037G_030M,C19037G_030MA,C19037G_031E,C19037G_031EA,C19037G_031M,C19037G_031MA,C19037G_032E,C19037G_032EA,C19037G_032M,C19037G_032MA,C19037G_033E,C19037G_033EA,C19037G_033M,C19037G_033MA,C19037G_034E,C19037G_034EA,C19037G_034M,C19037G_034MA,C19037G_035E,C19037G_035EA,C19037G_035M,C19037G_035MA,C19037G_036E,C19037G_036EA,C19037G_036M,C19037G_036MA,C19037G_037E,C19037G_037EA,C19037G_037M,C19037G_037MA,C19037G_038E,C19037G_038EA,C19037G_038M,C19037G_038MA,C19037G_039E,C19037G_039EA,C19037G_039M,C19037G_039MA,C19037G_040E,C19037G_040EA,C19037G_040M,C19037G_040MA,C19037G_041E,C19037G_041EA,C19037G_041M,C19037G_041MA,C19037G_042E,C19037G_042EA,C19037G_042M,C19037G_042MA,C19037G_043E,C19037G_043EA,C19037G_043M,C19037G_043MA,C19037G_044E,C19037G_044EA,C19037G_044M,C19037G_044MA,C19037G_045E,C19037G_045EA,C19037G_045M,C19037G_045MA,GEO_ID,NAME,state
22898,null,2462,null,1269,null,578,null,218,null,221,null,154,null,246,null,89,null,113,null,116,null,143,null,311,null,303,null,132,null,133,null,151,null,180,null,38,null,65,null,60,null,104,null,0,null,302,null,11889,null,1857,null,778,null,541,null,575,null,435,null,969,null,485,null,784,null,465,null,2291,null,907,null,2323,null,932,null,1597,null,694,null,1822,null,766,null,486,null,471,null,264,null,270,null,6785,null,1125,null,919,null,458,null,375,null,387,null,663,null,478,null,694,null,382,null,521,null,309,null,1885,null,549,null,755,null,343,null,857,null,430,null,116,null,137,null,0,null,302,null,2955,null,953,null,210,null,252,null,371,null,316,null,541,null,337,null,495,null,474,null,383,null,295,null,566,null,317,null,311,null,186,null,61,null,87,null,0,null,302,null,17,null,28,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
42629,null,3468,null,1318,null,461,null,189,null,211,null,92,null,119,null,177,null,176,null,213,null,203,null,357,null,382,null,78,null,89,null,88,null,118,null,44,null,64,null,80,null,129,null,0,null,279,null,21724,null,2691,null,899,null,456,null,612,null,418,null,1964,null,686,null,2287,null,1004,null,3168,null,1006,null,4704,null,1196,null,3458,null,903,null,2300,null,830,null,1510,null,731,null,822,null,435,null,15944,null,2036,null,1622,null,712,null,553,null,336,null,1236,null,533,null,1663,null,759,null,1754,null,737,null,2097,null,681,null,2506,null,808,null,2664,null,801,null,861,null,444,null,988,null,471,null,3643,null,802,null,658,null,467,null,500,null,340,null,350,null,237,null,411,null,334,null,526,null,306,null,357,null,262,null,283,null,204,null,272,null,214,null,106,null,137,null,180,null,179,null,0400000US34,New Jersey,34
15662,null,1964,null,472,null,297,null,79,null,143,null,67,null,91,null,22,null,46,null,120,null,206,null,95,null,115,null,89,null,107,null,0,null,283,null,0,null,283,null,0,null,283,null,0,null,283,null,6519,null,1355,null,795,null,570,null,104,null,146,null,1168,null,674,null,630,null,497,null,1252,null,518,null,1446,null,601,null,528,null,413,null,543,null,346,null,0,null,283,null,53,null,86,null,5246,null,885,null,803,null,378,null,265,null,242,null,667,null,411,null,575,null,354,null,911,null,431,null,584,null,294,null,448,null,328,null,597,null,354,null,144,null,159,null,252,null,314,null,3425,null,884,null,123,null,133,null,319,null,265,null,904,null,575,null,615,null,416,null,556,null,325,null,323,null,288,null,264,null,328,null,321,null,248,null,0,null,283,null,0,null,283,null,0400000US35,New Mexico,35
103079,null,5477,null,6714,null,1662,null,2084,null,1125,null,351,null,335,null,1020,null,557,null,682,null,510,null,670,null,467,null,1404,null,628,null,282,null,252,null,136,null,138,null,85,null,98,null,0,null,277,null,43403,null,3296,null,3917,null,938,null,2850,null,976,null,4270,null,1051,null,4044,null,987,null,5618,null,1273,null,8228,null,1590,null,4595,null,1044,null,5658,null,1185,null,2210,null,836,null,2013,null,735,null,37994,null,3397,null,5451,null,1053,null,3004,null,1007,null,3530,null,821,null,4316,null,1364,null,5119,null,1065,null,5047,null,1199,null,5277,null,1132,null,3556,null,812,null,1384,null,483,null,1310,null,473,null,14968,null,1711,null,2022,null,688,null,2020,null,638,null,3335,null,957,null,1679,null,647,null,1867,null,538,null,1322,null,457,null,852,null,459,null,889,null,342,null,288,null,207,null,694,null,383,null,0400000US36,New York,36
43735,null,3704,null,4420,null,1232,null,1170,null,593,null,660,null,369,null,950,null,694,null,353,null,327,null,639,null,424,null,271,null,335,null,377,null,331,null,0,null,287,null,0,null,287,null,0,null,287,null,20815,null,2483,null,2335,null,913,null,1573,null,786,null,3012,null,1078,null,2118,null,692,null,4277,null,1127,null,3280,null,991,null,2013,null,877,null,1824,null,732,null,168,null,148,null,215,null,177,null,14313,null,2138,null,800,null,516,null,1699,null,716,null,2162,null,950,null,1592,null,678,null,2233,null,867,null,2368,null,720,null,1544,null,728,null,886,null,509,null,441,null,365,null,588,null,405,null,4187,null,1113,null,452,null,353,null,477,null,279,null,1217,null,638,null,447,null,291,null,441,null,360,null,483,null,283,null,575,null,401,null,95,null,194,null,0,null,287,null,0,null,287,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
44906,null,3221,null,4584,null,1270,null,1984,null,875,null,650,null,476,null,600,null,395,null,523,null,349,null,394,null,439,null,357,null,298,null,76,null,108,null,0,null,267,null,0,null,267,null,0,null,267,null,18686,null,2165,null,3617,null,1262,null,1385,null,627,null,1725,null,650,null,1970,null,823,null,2615,null,771,null,3751,null,912,null,1629,null,591,null,1366,null,520,null,466,null,385,null,162,null,158,null,15915,null,1954,null,2005,null,792,null,1327,null,508,null,2322,null,788,null,1933,null,618,null,1332,null,495,null,3327,null,864,null,1402,null,647,null,1377,null,513,null,789,null,408,null,101,null,117,null,5721,null,1019,null,553,null,269,null,942,null,486,null,1234,null,431,null,871,null,383,null,1162,null,531,null,423,null,287,null,0,null,267,null,382,null,267,null,154,null,156,null,0,null,267,null,0400000US39,Ohio,39
76884,null,3450,null,7742,null,1603,null,932,null,478,null,531,null,364,null,2166,null,832,null,2117,null,965,null,1055,null,472,null,781,null,485,null,160,null,171,null,0,null,251,null,0,null,251,null,0,null,251,null,30885,null,2266,null,2459,null,693,null,2286,null,839,null,5522,null,1229,null,5550,null,1217,null,3884,null,829,null,6030,null,1324,null,3455,null,935,null,877,null,401,null,179,null,140,null,643,null,326,null,26282,null,1902,null,3408,null,848,null,2557,null,814,null,2779,null,701,null,3666,null,811,null,3406,null,799,null,4683,null,993,null,2920,null,664,null,2046,null,614,null,366,null,231,null,451,null,299,null,11975,null,1272,null,1276,null,445,null,1799,null,587,null,3311,null,692,null,1399,null,452,null,1355,null,422,null,1681,null,523,null,519,null,274,null,486,null,366,null,76,null,87,null,73,null,123,null,0400000US40,Oklahoma,40
31518,null,3141,null,3224,null,921,null,603,null,321,null,164,null,130,null,946,null,454,null,413,null,422,null,740,null,470,null,302,null,280,null,0,null,275,null,56,null,126,null,0,null,275,null,0,null,275,null,13861,null,1977,null,1815,null,801,null,629,null,599,null,1252,null,592,null,1716,null,700,null,2168,null,720,null,3170,null,973,null,1627,null,577,null,960,null,410,null,380,null,285,null,144,null,139,null,10133,null,1734,null,641,null,307,null,372,null,299,null,1222,null,630,null,1606,null,629,null,1221,null,478,null,1950,null,688,null,1297,null,550,null,1097,null,457,null,552,null,288,null,175,null,170,null,4300,null,866,null,272,null,227,null,746,null,400,null,432,null,258,null,767,null,359,null,517,null,304,null,884,null,459,null,425,null,290,null,184,null,140,null,0,null,275,null,73,null,121,null,0400000US41,Oregon,41
41313,null,3073,null,3987,null,1087,null,1276,null,655,null,397,null,341,null,501,null,277,null,600,null,424,null,247,null,212,null,692,null,516,null,210,null,203,null,21,null,50,null,43,null,75,null,0,null,246,null,18050,null,2177,null,2924,null,1173,null,1060,null,490,null,2044,null,702,null,1809,null,654,null,2448,null,810,null,2882,null,803,null,2081,null,666,null,1890,null,574,null,639,null,269,null,273,null,188,null,14016,null,1642,null,1014,null,444,null,833,null,364,null,1661,null,601,null,1261,null,525,null,2314,null,844,null,2692,null,663,null,1360,null,552,null,1810,null,470,null,742,null,428,null,329,null,213,null,5260,null,1088,null,724,null,397,null,649,null,326,null,1079,null,502,null,539,null,269,null,681,null,262,null,777,null,443,null,406,null,394,null,339,null,265,null,0,null,246,null,66,null,124,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
25434,null,2154,null,1487,null,699,null,138,null,111,null,433,null,414,null,148,null,149,null,216,null,283,null,270,null,292,null,213,null,210,null,0,null,283,null,69,null,115,null,0,null,283,null,0,null,283,null,10265,null,1531,null,795,null,454,null,760,null,640,null,1060,null,509,null,1591,null,719,null,1979,null,810,null,1752,null,662,null,802,null,424,null,1010,null,543,null,424,null,348,null,92,null,112,null,9834,null,1615,null,1613,null,569,null,558,null,362,null,1517,null,657,null,1175,null,606,null,1384,null,612,null,1257,null,435,null,796,null,527,null,1036,null,498,null,270,null,252,null,228,null,209,null,3848,null,826,null,754,null,403,null,281,null,199,null,581,null,342,null,510,null,284,null,967,null,484,null,666,null,329,null,89,null,93,null,0,null,283,null,0,null,283,null,0,null,283,null,0400000US47,Tennessee,47
131056,null,6188,null,9296,null,2349,null,1497,null,858,null,741,null,391,null,1305,null,570,null,2266,null,1788,null,1910,null,769,null,768,null,375,null,561,null,353,null,193,null,250,null,55,null,88,null,0,null,291,null,60582,null,3742,null,3414,null,945,null,2093,null,785,null,6684,null,1661,null,7773,null,1775,null,11950,null,1904,null,12571,null,2107,null,7282,null,1370,null,5573,null,1017,null,1868,null,723,null,1374,null,537,null,44447,null,3253,null,4112,null,949,null,1625,null,493,null,4659,null,1015,null,5556,null,1222,null,5910,null,1228,null,9177,null,1350,null,4788,null,1064,null,5353,null,1241,null,1467,null,497,null,1800,null,625,null,16731,null,1920,null,2078,null,680,null,2216,null,702,null,3889,null,757,null,2093,null,600,null,1949,null,581,null,2279,null,849,null,1327,null,554,null,460,null,270,null,297,null,219,null,143,null,172,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
39452,null,3701,null,2630,null,1079,null,629,null,515,null,242,null,315,null,187,null,193,null,635,null,412,null,210,null,215,null,362,null,256,null,103,null,153,null,56,null,100,null,206,null,326,null,0,null,287,null,18847,null,2390,null,1640,null,633,null,278,null,275,null,1115,null,619,null,2223,null,897,null,2777,null,976,null,3294,null,1152,null,2490,null,770,null,3016,null,792,null,546,null,277,null,1468,null,533,null,14485,null,2008,null,472,null,264,null,480,null,391,null,848,null,408,null,1373,null,575,null,2105,null,926,null,3434,null,955,null,1756,null,665,null,2058,null,676,null,1037,null,386,null,922,null,489,null,3490,null,920,null,350,null,276,null,566,null,401,null,420,null,293,null,916,null,625,null,337,null,370,null,449,null,261,null,93,null,117,null,148,null,170,null,14,null,28,null,197,null,190,null,0400000US51,Virginia,51
63406,null,3915,null,6837,null,1489,null,1736,null,919,null,110,null,131,null,774,null,426,null,1339,null,653,null,1264,null,655,null,1003,null,455,null,538,null,450,null,73,null,102,null,0,null,273,null,0,null,273,null,30338,null,2757,null,1596,null,725,null,1099,null,711,null,3140,null,1072,null,2474,null,784,null,4575,null,999,null,5992,null,1158,null,5089,null,1191,null,4439,null,1061,null,1241,null,505,null,693,null,357,null,20203,null,2105,null,2154,null,664,null,675,null,399,null,1965,null,681,null,1638,null,588,null,2706,null,735,null,3656,null,938,null,2461,null,769,null,3181,null,903,null,892,null,428,null,875,null,424,null,6028,null,1228,null,580,null,359,null,625,null,355,null,1309,null,589,null,788,null,454,null,1368,null,504,null,741,null,432,null,216,null,190,null,253,null,221,null,59,null,93,null,89,null,146,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
18488,null,2074,null,2671,null,892,null,360,null,241,null,466,null,285,null,599,null,400,null,470,null,321,null,392,null,295,null,229,null,316,null,155,null,270,null,0,null,216,null,0,null,216,null,0,null,216,null,8346,null,1556,null,438,null,291,null,459,null,233,null,1145,null,585,null,1432,null,663,null,1379,null,657,null,2065,null,670,null,654,null,418,null,542,null,298,null,170,null,160,null,62,null,81,null,6088,null,1091,null,476,null,302,null,367,null,289,null,745,null,395,null,938,null,435,null,624,null,305,null,1021,null,376,null,894,null,403,null,773,null,521,null,202,null,205,null,48,null,74,null,1383,null,371,null,221,null,175,null,232,null,153,null,213,null,106,null,121,null,109,null,396,null,207,null,133,null,140,null,23,null,32,null,32,null,31,null,0,null,216,null,12,null,19,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
126599,null,4483,null,2782,null,623,null,1888,null,569,null,203,null,179,null,497,null,331,null,34,null,58,null,98,null,120,null,0,null,289,null,62,null,114,null,0,null,289,null,0,null,289,null,0,null,289,null,47555,null,3232,null,13595,null,1955,null,5388,null,1326,null,9310,null,1445,null,6913,null,1182,null,5768,null,1065,null,4541,null,1034,null,1337,null,579,null,591,null,423,null,37,null,61,null,75,null,126,null,49857,null,3233,null,16243,null,1706,null,6363,null,1373,null,9904,null,1575,null,4611,null,953,null,5761,null,1185,null,4680,null,1061,null,1688,null,572,null,445,null,312,null,50,null,81,null,112,null,182,null,26405,null,1920,null,9847,null,1276,null,4369,null,897,null,6174,null,1072,null,2343,null,660,null,1739,null,540,null,1058,null,491,null,445,null,267,null,141,null,159,null,144,null,174,null,145,null,140,null,0400000US72,Puerto Rico,72
