B21001C_001E,B21001C_001EA,B21001C_001M,B21001C_001MA,B21001C_002E,B21001C_002EA,B21001C_002M,B21001C_002MA,B21001C_003E,B21001C_003EA,B21001C_003M,B21001C_003MA,B21001C_004E,B21001C_004EA,B21001C_004M,B21001C_004MA,B21001C_005E,B21001C_005EA,B21001C_005M,B21001C_005MA,B21001C_006E,B21001C_006EA,B21001C_006M,B21001C_006MA,B21001C_007E,B21001C_007EA,B21001C_007M,B21001C_007MA,B21001C_008E,B21001C_008EA,B21001C_008M,B21001C_008MA,B21001C_009E,B21001C_009EA,B21001C_009M,B21001C_009MA,B21001C_010E,B21001C_010EA,B21001C_010M,B21001C_010MA,B21001C_011E,B21001C_011EA,B21001C_011M,B21001C_011MA,B21001C_012E,B21001C_012EA,B21001C_012M,B21001C_012MA,B21001C_013E,B21001C_013EA,B21001C_013M,B21001C_013MA,B21001C_014E,B21001C_014EA,B21001C_014M,B21001C_014MA,B21001C_015E,B21001C_015EA,B21001C_015M,B21001C_015MA,B21001C_016E,B21001C_016EA,B21001C_016M,B21001C_016MA,B21001C_017E,B21001C_017EA,B21001C_017M,B21001C_017MA,B21001C_018E,B21001C_018EA,B21001C_018M,B21001C_018MA,B21001C_019E,B21001C_019EA,B21001C_019M,B21001C_019MA,B21001C_020E,B21001C_020EA,B21001C_020M,B21001C_020MA,B21001C_021E,B21001C_021EA,B21001C_021M,B21001C_021MA,B21001C_022E,B21001C_022EA,B21001C_022M,B21001C_022MA,B21001C_023E,B21001C_023EA,B21001C_023M,B21001C_023MA,B21001C_024E,B21001C_024EA,B21001C_024M,B21001C_024MA,B21001C_025E,B21001C_025EA,B21001C_025M,B21001C_025MA,B21001C_026E,B21001C_026EA,B21001C_026M,B21001C_026MA,B21001C_027E,B21001C_027EA,B21001C_027M,B21001C_027MA,B21001C_028E,B21001C_028EA,B21001C_028M,B21001C_028MA,B21001C_029E,B21001C_029EA,B21001C_029M,B21001C_029MA,B21001C_030E,B21001C_030EA,B21001C_030M,B21001C_030MA,B21001C_031E,B21001C_031EA,B21001C_031M,B21001C_031MA,B21001C_032E,B21001C_032EA,B21001C_032M,B21001C_032MA,B21001C_033E,B21001C_033EA,B21001C_033M,B21001C_033MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
40655,null,1697,null,19382,null,1333,null,8847,null,991,null,123,null,111,null,8724,null,993,null,7295,null,899,null,1173,null,422,null,6122,null,916,null,2134,null,539,null,1098,null,530,null,1036,null,380,null,668,null,389,null,133,null,133,null,535,null,370,null,438,null,300,null,155,null,167,null,283,null,254,null,21273,null,1064,null,8701,null,713,null,229,null,236,null,8472,null,716,null,7665,null,782,null,240,null,204,null,7425,null,794,null,3086,null,705,null,78,null,98,null,3008,null,725,null,1340,null,373,null,0,null,223,null,1340,null,373,null,481,null,246,null,0,null,223,null,481,null,246,null,0400000US46,South Dakota,46
11136,null,2144,null,6023,null,1431,null,1499,null,785,null,50,null,89,null,1449,null,778,null,2687,null,951,null,437,null,288,null,2250,null,954,null,1315,null,691,null,779,null,576,null,536,null,411,null,280,null,242,null,132,null,165,null,148,null,223,null,242,null,219,null,242,null,219,null,0,null,283,null,5113,null,1233,null,1292,null,803,null,0,null,283,null,1292,null,803,null,2024,null,622,null,33,null,60,null,1991,null,617,null,1038,null,553,null,11,null,18,null,1027,null,553,null,270,null,178,null,0,null,283,null,270,null,178,null,489,null,341,null,0,null,283,null,489,null,341,null,0400000US47,Tennessee,47
98558,null,7207,null,48336,null,4417,null,15672,null,2319,null,950,null,569,null,14722,null,2272,null,21146,null,2563,null,2504,null,947,null,18642,null,2437,null,6081,null,1161,null,2629,null,827,null,3452,null,828,null,3291,null,839,null,1487,null,540,null,1804,null,614,null,2146,null,973,null,943,null,536,null,1203,null,818,null,50222,null,4142,null,16783,null,2395,null,105,null,127,null,16678,null,2410,null,20786,null,2515,null,492,null,278,null,20294,null,2528,null,7173,null,1289,null,200,null,148,null,6973,null,1285,null,3415,null,1053,null,68,null,94,null,3347,null,1035,null,2065,null,776,null,0,null,291,null,2065,null,776,null,0400000US48,Texas,48
20569,null,1870,null,10408,null,1436,null,5123,null,1076,null,30,null,50,null,5093,null,1080,null,3199,null,792,null,385,null,256,null,2814,null,805,null,908,null,491,null,222,null,207,null,686,null,451,null,842,null,430,null,481,null,375,null,361,null,217,null,336,null,188,null,24,null,33,null,312,null,194,null,10161,null,1202,null,4704,null,865,null,0,null,265,null,4704,null,865,null,3724,null,859,null,0,null,265,null,3724,null,859,null,626,null,317,null,0,null,265,null,626,null,317,null,548,null,326,null,0,null,265,null,548,null,326,null,559,null,352,null,0,null,265,null,559,null,352,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
18380,null,2679,null,9094,null,2074,null,2875,null,1305,null,68,null,103,null,2807,null,1321,null,4221,null,1231,null,1171,null,511,null,3050,null,1030,null,725,null,337,null,474,null,274,null,251,null,189,null,902,null,392,null,430,null,305,null,472,null,277,null,371,null,265,null,213,null,164,null,158,null,209,null,9286,null,1357,null,2773,null,884,null,0,null,287,null,2773,null,884,null,4549,null,947,null,182,null,134,null,4367,null,936,null,1042,null,589,null,0,null,287,null,1042,null,589,null,446,null,293,null,47,null,139,null,399,null,257,null,476,null,262,null,0,null,287,null,476,null,262,null,0400000US51,Virginia,51
62422,null,3580,null,31823,null,2395,null,12274,null,1951,null,230,null,167,null,12044,null,1927,null,11771,null,1327,null,1554,null,568,null,10217,null,1412,null,5428,null,988,null,2299,null,722,null,3129,null,774,null,1489,null,467,null,555,null,308,null,934,null,355,null,861,null,440,null,689,null,362,null,172,null,201,null,30599,null,2073,null,10852,null,1641,null,0,null,273,null,10852,null,1641,null,11701,null,1309,null,152,null,179,null,11549,null,1304,null,4893,null,803,null,81,null,92,null,4812,null,807,null,2166,null,687,null,0,null,273,null,2166,null,687,null,987,null,409,null,0,null,273,null,987,null,409,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
33094,null,1977,null,17038,null,1710,null,6549,null,874,null,298,null,258,null,6251,null,902,null,7181,null,1154,null,1222,null,464,null,5959,null,1014,null,2028,null,497,null,867,null,295,null,1161,null,444,null,1018,null,280,null,680,null,272,null,338,null,183,null,262,null,189,null,244,null,187,null,18,null,32,null,16056,null,1027,null,5565,null,799,null,147,null,150,null,5418,null,782,null,6767,null,708,null,207,null,164,null,6560,null,699,null,1678,null,544,null,28,null,49,null,1650,null,543,null,1410,null,486,null,0,null,216,null,1410,null,486,null,636,null,253,null,0,null,216,null,636,null,253,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
