B21001D_001E,B21001D_001EA,B21001D_001M,B21001D_001MA,B21001D_002E,B21001D_002EA,B21001D_002M,B21001D_002MA,B21001D_003E,B21001D_003EA,B21001D_003M,B21001D_003MA,B21001D_004E,B21001D_004EA,B21001D_004M,B21001D_004MA,B21001D_005E,B21001D_005EA,B21001D_005M,B21001D_005MA,B21001D_006E,B21001D_006EA,B21001D_006M,B21001D_006MA,B21001D_007E,B21001D_007EA,B21001D_007M,B21001D_007MA,B21001D_008E,B21001D_008EA,B21001D_008M,B21001D_008MA,B21001D_009E,B21001D_009EA,B21001D_009M,B21001D_009MA,B21001D_010E,B21001D_010EA,B21001D_010M,B21001D_010MA,B21001D_011E,B21001D_011EA,B21001D_011M,B21001D_011MA,B21001D_012E,B21001D_012EA,B21001D_012M,B21001D_012MA,B21001D_013E,B21001D_013EA,B21001D_013M,B21001D_013MA,B21001D_014E,B21001D_014EA,B21001D_014M,B21001D_014MA,B21001D_015E,B21001D_015EA,B21001D_015M,B21001D_015MA,B21001D_016E,B21001D_016EA,B21001D_016M,B21001D_016MA,B21001D_017E,B21001D_017EA,B21001D_017M,B21001D_017MA,B21001D_018E,B21001D_018EA,B21001D_018M,B21001D_018MA,B21001D_019E,B21001D_019EA,B21001D_019M,B21001D_019MA,B21001D_020E,B21001D_020EA,B21001D_020M,B21001D_020MA,B21001D_021E,B21001D_021EA,B21001D_021M,B21001D_021MA,B21001D_022E,B21001D_022EA,B21001D_022M,B21001D_022MA,B21001D_023E,B21001D_023EA,B21001D_023M,B21001D_023MA,B21001D_024E,B21001D_024EA,B21001D_024M,B21001D_024MA,B21001D_025E,B21001D_025EA,B21001D_025M,B21001D_025MA,B21001D_026E,B21001D_026EA,B21001D_026M,B21001D_026MA,B21001D_027E,B21001D_027EA,B21001D_027M,B21001D_027MA,B21001D_028E,B21001D_028EA,B21001D_028M,B21001D_028MA,B21001D_029E,B21001D_029EA,B21001D_029M,B21001D_029MA,B21001D_030E,B21001D_030EA,B21001D_030M,B21001D_030MA,B21001D_031E,B21001D_031EA,B21001D_031M,B21001D_031MA,B21001D_032E,B21001D_032EA,B21001D_032M,B21001D_032MA,B21001D_033E,B21001D_033EA,B21001D_033M,B21001D_033MA,GEO_ID,NAME,state
232323,null,3078,null,112346,null,2202,null,44246,null,2007,null,359,null,338,null,43887,null,2083,null,44681,null,1300,null,997,null,405,null,43684,null,1369,null,12015,null,695,null,269,null,184,null,11746,null,683,null,7696,null,782,null,450,null,270,null,7246,null,764,null,3708,null,597,null,866,null,449,null,2842,null,740,null,119977,null,2086,null,44556,null,1406,null,0,null,246,null,44556,null,1406,null,46996,null,1302,null,420,null,321,null,46576,null,1274,null,14606,null,770,null,0,null,246,null,14606,null,770,null,8239,null,976,null,0,null,246,null,8239,null,976,null,5580,null,843,null,105,null,166,null,5475,null,852,null,0400000US42,Pennsylvania,42
22807,null,946,null,11322,null,702,null,5399,null,626,null,56,null,82,null,5343,null,632,null,3715,null,428,null,134,null,175,null,3581,null,479,null,720,null,349,null,157,null,144,null,563,null,301,null,753,null,412,null,166,null,198,null,587,null,389,null,735,null,401,null,365,null,325,null,370,null,303,null,11485,null,632,null,4440,null,747,null,0,null,287,null,4440,null,747,null,4017,null,718,null,96,null,166,null,3921,null,773,null,1489,null,394,null,0,null,287,null,1489,null,394,null,1203,null,535,null,0,null,287,null,1203,null,535,null,336,null,202,null,0,null,287,null,336,null,202,null,0400000US44,Rhode Island,44
42558,null,2213,null,18298,null,1697,null,6530,null,1052,null,117,null,135,null,6413,null,1040,null,8181,null,1240,null,271,null,226,null,7910,null,1240,null,2183,null,736,null,347,null,265,null,1836,null,650,null,993,null,419,null,142,null,167,null,851,null,405,null,411,null,253,null,78,null,129,null,333,null,211,null,24260,null,1512,null,8247,null,1509,null,125,null,157,null,8122,null,1501,null,9827,null,1085,null,468,null,469,null,9359,null,1026,null,3428,null,820,null,0,null,289,null,3428,null,820,null,1815,null,630,null,0,null,289,null,1815,null,630,null,943,null,451,null,0,null,289,null,943,null,451,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
64736,null,2259,null,30021,null,1457,null,11597,null,1454,null,42,null,87,null,11555,null,1441,null,12972,null,1181,null,378,null,323,null,12594,null,1120,null,2565,null,630,null,122,null,162,null,2443,null,632,null,1771,null,585,null,280,null,341,null,1491,null,570,null,1116,null,407,null,16,null,26,null,1100,null,406,null,34715,null,1521,null,10870,null,949,null,129,null,206,null,10741,null,929,null,16203,null,1372,null,139,null,228,null,16064,null,1423,null,4683,null,895,null,0,null,283,null,4683,null,895,null,2039,null,568,null,0,null,283,null,2039,null,568,null,920,null,366,null,62,null,95,null,858,null,360,null,0400000US47,Tennessee,47
651684,null,4035,null,314146,null,2912,null,112367,null,2542,null,2034,null,895,null,110333,null,2565,null,137359,null,1986,null,2819,null,838,null,134540,null,1981,null,37983,null,1036,null,1512,null,575,null,36471,null,1084,null,18662,null,1170,null,1203,null,513,null,17459,null,1274,null,7775,null,662,null,1179,null,556,null,6596,null,812,null,337538,null,2774,null,115480,null,2414,null,383,null,240,null,115097,null,2439,null,144264,null,1915,null,489,null,337,null,143775,null,1935,null,42816,null,1460,null,277,null,344,null,42539,null,1412,null,21608,null,1115,null,0,null,291,null,21608,null,1115,null,13370,null,934,null,0,null,291,null,13370,null,934,null,0400000US48,Texas,48
42441,null,1880,null,18892,null,1322,null,8600,null,1019,null,283,null,294,null,8317,null,977,null,6803,null,667,null,332,null,238,null,6471,null,692,null,1976,null,468,null,190,null,169,null,1786,null,474,null,1016,null,313,null,153,null,171,null,863,null,310,null,497,null,260,null,102,null,168,null,395,null,249,null,23549,null,940,null,9359,null,847,null,109,null,161,null,9250,null,903,null,8976,null,665,null,60,null,105,null,8916,null,679,null,2963,null,462,null,0,null,265,null,2963,null,462,null,1548,null,511,null,0,null,265,null,1548,null,511,null,703,null,356,null,0,null,265,null,703,null,356,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
299511,null,3072,null,137590,null,2273,null,49133,null,1875,null,1659,null,787,null,47474,null,2008,null,58038,null,1750,null,2844,null,807,null,55194,null,1755,null,17063,null,938,null,1797,null,631,null,15266,null,1022,null,8799,null,771,null,989,null,407,null,7810,null,760,null,4557,null,698,null,723,null,415,null,3834,null,651,null,161921,null,2343,null,54008,null,1792,null,690,null,375,null,53318,null,1804,null,69038,null,1956,null,653,null,382,null,68385,null,2026,null,21075,null,1049,null,0,null,287,null,21075,null,1049,null,12080,null,1116,null,150,null,166,null,11930,null,1110,null,5720,null,809,null,0,null,287,null,5720,null,809,null,0400000US51,Virginia,51
347357,null,4016,null,156385,null,2576,null,56147,null,1912,null,1467,null,797,null,54680,null,2164,null,63006,null,1684,null,3754,null,970,null,59252,null,1664,null,19883,null,756,null,2522,null,640,null,17361,null,830,null,10887,null,878,null,1601,null,514,null,9286,null,798,null,6462,null,621,null,1985,null,542,null,4477,null,619,null,190972,null,2884,null,61965,null,1797,null,349,null,295,null,61616,null,1807,null,76913,null,1654,null,584,null,359,null,76329,null,1730,null,26344,null,762,null,436,null,319,null,25908,null,831,null,13971,null,703,null,68,null,100,null,13903,null,715,null,11779,null,679,null,45,null,75,null,11734,null,688,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
82327,null,1844,null,39509,null,1336,null,19360,null,1247,null,0,null,216,null,19360,null,1247,null,14505,null,1077,null,582,null,321,null,13923,null,1114,null,3497,null,643,null,443,null,280,null,3054,null,674,null,1636,null,479,null,218,null,186,null,1418,null,459,null,511,null,303,null,0,null,216,null,511,null,303,null,42818,null,1496,null,19789,null,1370,null,34,null,63,null,19755,null,1371,null,15358,null,1194,null,98,null,129,null,15260,null,1211,null,4396,null,816,null,0,null,216,null,4396,null,816,null,2008,null,473,null,0,null,216,null,2008,null,473,null,1267,null,451,null,0,null,216,null,1267,null,451,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
