B21001B_001E,B21001B_001EA,B21001B_001M,B21001B_001MA,B21001B_002E,B21001B_002EA,B21001B_002M,B21001B_002MA,B21001B_003E,B21001B_003EA,B21001B_003M,B21001B_003MA,B21001B_004E,B21001B_004EA,B21001B_004M,B21001B_004MA,B21001B_005E,B21001B_005EA,B21001B_005M,B21001B_005MA,B21001B_006E,B21001B_006EA,B21001B_006M,B21001B_006MA,B21001B_007E,B21001B_007EA,B21001B_007M,B21001B_007MA,B21001B_008E,B21001B_008EA,B21001B_008M,B21001B_008MA,B21001B_009E,B21001B_009EA,B21001B_009M,B21001B_009MA,B21001B_010E,B21001B_010EA,B21001B_010M,B21001B_010MA,B21001B_011E,B21001B_011EA,B21001B_011M,B21001B_011MA,B21001B_012E,B21001B_012EA,B21001B_012M,B21001B_012MA,B21001B_013E,B21001B_013EA,B21001B_013M,B21001B_013MA,B21001B_014E,B21001B_014EA,B21001B_014M,B21001B_014MA,B21001B_015E,B21001B_015EA,B21001B_015M,B21001B_015MA,B21001B_016E,B21001B_016EA,B21001B_016M,B21001B_016MA,B21001B_017E,B21001B_017EA,B21001B_017M,B21001B_017MA,B21001B_018E,B21001B_018EA,B21001B_018M,B21001B_018MA,B21001B_019E,B21001B_019EA,B21001B_019M,B21001B_019MA,B21001B_020E,B21001B_020EA,B21001B_020M,B21001B_020MA,B21001B_021E,B21001B_021EA,B21001B_021M,B21001B_021MA,B21001B_022E,B21001B_022EA,B21001B_022M,B21001B_022MA,B21001B_023E,B21001B_023EA,B21001B_023M,B21001B_023MA,B21001B_024E,B21001B_024EA,B21001B_024M,B21001B_024MA,B21001B_025E,B21001B_025EA,B21001B_025M,B21001B_025MA,B21001B_026E,B21001B_026EA,B21001B_026M,B21001B_026MA,B21001B_027E,B21001B_027EA,B21001B_027M,B21001B_027MA,B21001B_028E,B21001B_028EA,B21001B_028M,B21001B_028MA,B21001B_029E,B21001B_029EA,B21001B_029M,B21001B_029MA,B21001B_030E,B21001B_030EA,B21001B_030M,B21001B_030MA,B21001B_031E,B21001B_031EA,B21001B_031M,B21001B_031MA,B21001B_032E,B21001B_032EA,B21001B_032M,B21001B_032MA,B21001B_033E,B21001B_033EA,B21001B_033M,B21001B_033MA,GEO_ID,NAME,state
48221,null,2126,null,25589,null,1540,null,10332,null,1215,null,136,null,221,null,10196,null,1169,null,9663,null,1001,null,2420,null,546,null,7243,null,900,null,3721,null,622,null,792,null,430,null,2929,null,513,null,1147,null,304,null,784,null,336,null,363,null,245,null,726,null,359,null,337,null,303,null,389,null,245,null,22632,null,1418,null,8438,null,1197,null,94,null,110,null,8344,null,1204,null,8482,null,722,null,120,null,163,null,8362,null,704,null,3282,null,539,null,0,null,275,null,3282,null,539,null,1369,null,201,null,0,null,275,null,1369,null,201,null,1061,null,71,null,0,null,275,null,1061,null,71,null,0400000US41,Oregon,41
951931,null,5124,null,438778,null,4052,null,170440,null,3041,null,3873,null,1315,null,166567,null,3159,null,165599,null,3232,null,29152,null,3123,null,136447,null,4134,null,55299,null,1472,null,16653,null,1875,null,38646,null,2306,null,27528,null,844,null,9766,null,1234,null,17762,null,1380,null,19912,null,1042,null,12235,null,1127,null,7677,null,1011,null,513153,null,2889,null,171199,null,2593,null,1763,null,727,null,169436,null,2691,null,192012,null,1771,null,4350,null,1262,null,187662,null,2060,null,68824,null,1370,null,740,null,378,null,68084,null,1386,null,41741,null,1150,null,189,null,254,null,41552,null,1149,null,39377,null,753,null,118,null,117,null,39259,null,730,null,0400000US42,Pennsylvania,42
43783,null,2305,null,21743,null,1518,null,9642,null,1146,null,0,null,287,null,9642,null,1146,null,8419,null,1090,null,589,null,406,null,7830,null,1065,null,2691,null,682,null,782,null,525,null,1909,null,708,null,584,null,339,null,136,null,154,null,448,null,330,null,407,null,481,null,76,null,133,null,331,null,460,null,22040,null,1537,null,8786,null,1031,null,54,null,88,null,8732,null,1034,null,8350,null,875,null,282,null,246,null,8068,null,834,null,2457,null,514,null,34,null,57,null,2423,null,513,null,1726,null,496,null,89,null,146,null,1637,null,523,null,721,null,400,null,0,null,287,null,721,null,400,null,0400000US44,Rhode Island,44
924409,null,4099,null,418861,null,3541,null,155297,null,3319,null,6043,null,1295,null,149254,null,3188,null,156107,null,2705,null,29630,null,2847,null,126477,null,3396,null,61304,null,1122,null,18661,null,1859,null,42643,null,2068,null,28594,null,1525,null,6510,null,1068,null,22084,null,1558,null,17559,null,1577,null,8821,null,1419,null,8738,null,1443,null,505548,null,2535,null,166935,null,2705,null,3779,null,1337,null,163156,null,2867,null,186593,null,2050,null,5739,null,1267,null,180854,null,2470,null,74580,null,1401,null,900,null,419,null,73680,null,1539,null,41147,null,1218,null,43,null,78,null,41104,null,1219,null,36293,null,1284,null,234,null,180,null,36059,null,1344,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
739566,null,4515,null,335441,null,3443,null,132305,null,2959,null,3246,null,771,null,129059,null,2998,null,129388,null,2436,null,26303,null,2665,null,103085,null,3459,null,42809,null,1246,null,16400,null,1781,null,26409,null,1923,null,19734,null,1093,null,6132,null,913,null,13602,null,1188,null,11205,null,784,null,7009,null,866,null,4196,null,768,null,404125,null,2772,null,142820,null,2547,null,1750,null,816,null,141070,null,2655,null,153414,null,1963,null,4674,null,968,null,148740,null,2126,null,56037,null,1530,null,1055,null,440,null,54982,null,1639,null,27287,null,1062,null,178,null,218,null,27109,null,1112,null,24567,null,1096,null,168,null,164,null,24399,null,1115,null,0400000US47,Tennessee,47
2027392,null,7441,null,952622,null,6585,null,377075,null,5912,null,17889,null,2506,null,359186,null,5919,null,377685,null,5211,null,71772,null,4246,null,305913,null,5829,null,115004,null,2237,null,37266,null,2592,null,77738,null,3056,null,52331,null,2065,null,20252,null,1929,null,32079,null,1924,null,30527,null,1484,null,16351,null,1687,null,14176,null,1634,null,1074770,null,5779,null,386252,null,5303,null,8010,null,1687,null,378242,null,5764,null,422692,null,3312,null,12806,null,1685,null,409886,null,3908,null,136065,null,2129,null,3170,null,972,null,132895,null,2422,null,71052,null,1822,null,789,null,373,null,70263,null,1817,null,58709,null,1758,null,450,null,236,null,58259,null,1780,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
1112840,null,7638,null,511895,null,5462,null,185158,null,4682,null,17083,null,2993,null,168075,null,5111,null,203330,null,4511,null,46362,null,3716,null,156968,null,4875,null,67434,null,1973,null,27478,null,2001,null,39956,null,2403,null,35902,null,1936,null,14203,null,1390,null,21699,null,1613,null,20071,null,1677,null,11934,null,1505,null,8137,null,1244,null,600945,null,4980,null,199115,null,3729,null,8662,null,1880,null,190453,null,3989,null,233432,null,2953,null,15193,null,2053,null,218239,null,3850,null,81325,null,2471,null,2556,null,930,null,78769,null,2674,null,47771,null,1557,null,277,null,224,null,47494,null,1563,null,39302,null,1459,null,311,null,272,null,38991,null,1469,null,0400000US51,Virginia,51
158640,null,3664,null,85634,null,2367,null,33564,null,1848,null,2059,null,782,null,31505,null,1750,null,34863,null,1334,null,7436,null,1331,null,27427,null,1760,null,10367,null,729,null,4259,null,836,null,6108,null,889,null,4414,null,410,null,2192,null,567,null,2222,null,507,null,2426,null,381,null,1944,null,393,null,482,null,342,null,73006,null,2669,null,28545,null,1613,null,213,null,202,null,28332,null,1632,null,28407,null,1438,null,1493,null,591,null,26914,null,1401,null,9142,null,689,null,185,null,208,null,8957,null,774,null,3681,null,356,null,0,null,273,null,3681,null,356,null,3231,null,244,null,0,null,273,null,3231,null,244,null,0400000US53,Washington,53
42570,null,2268,null,22814,null,1698,null,9382,null,1646,null,0,null,269,null,9382,null,1646,null,7972,null,1393,null,1664,null,813,null,6308,null,1127,null,3604,null,917,null,1899,null,664,null,1705,null,611,null,864,null,366,null,614,null,324,null,250,null,178,null,992,null,483,null,641,null,340,null,351,null,292,null,19756,null,1481,null,6151,null,1050,null,0,null,269,null,6151,null,1050,null,6364,null,1136,null,81,null,155,null,6283,null,1137,null,3143,null,744,null,0,null,269,null,3143,null,744,null,1865,null,607,null,0,null,269,null,1865,null,607,null,2233,null,572,null,0,null,269,null,2233,null,572,null,0400000US54,West Virginia,54
228141,null,2513,null,107974,null,2343,null,46766,null,1930,null,1169,null,724,null,45597,null,1924,null,42216,null,1284,null,6457,null,1281,null,35759,null,1424,null,11434,null,689,null,3117,null,666,null,8317,null,845,null,5069,null,464,null,1292,null,487,null,3777,null,614,null,2489,null,196,null,1501,null,365,null,988,null,375,null,120167,null,1325,null,47446,null,1348,null,499,null,379,null,46947,null,1440,null,45892,null,1198,null,1163,null,546,null,44729,null,1276,null,13879,null,670,null,91,null,109,null,13788,null,666,null,7498,null,615,null,138,null,138,null,7360,null,631,null,5452,null,479,null,239,null,373,null,5213,null,626,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
220895,null,10214,null,105545,null,6099,null,33384,null,3568,null,134,null,96,null,33250,null,3550,null,38744,null,2840,null,1499,null,461,null,37245,null,2798,null,17247,null,1656,null,3235,null,892,null,14012,null,1588,null,9706,null,1438,null,1901,null,573,null,7805,null,1315,null,6464,null,1128,null,1713,null,485,null,4751,null,1008,null,115350,null,6078,null,34700,null,2725,null,0,null,289,null,34700,null,2725,null,40714,null,3118,null,445,null,351,null,40269,null,3058,null,18798,null,1950,null,31,null,53,null,18767,null,1942,null,11517,null,1496,null,0,null,289,null,11517,null,1496,null,9621,null,1263,null,95,null,165,null,9526,null,1261,null,0400000US72,Puerto Rico,72
