B21001F_001E,B21001F_001EA,B21001F_001M,B21001F_001MA,B21001F_002E,B21001F_002EA,B21001F_002M,B21001F_002MA,B21001F_003E,B21001F_003EA,B21001F_003M,B21001F_003MA,B21001F_004E,B21001F_004EA,B21001F_004M,B21001F_004MA,B21001F_005E,B21001F_005EA,B21001F_005M,B21001F_005MA,B21001F_006E,B21001F_006EA,B21001F_006M,B21001F_006MA,B21001F_007E,B21001F_007EA,B21001F_007M,B21001F_007MA,B21001F_008E,B21001F_008EA,B21001F_008M,B21001F_008MA,B21001F_009E,B21001F_009EA,B21001F_009M,B21001F_009MA,B21001F_010E,B21001F_010EA,B21001F_010M,B21001F_010MA,B21001F_011E,B21001F_011EA,B21001F_011M,B21001F_011MA,B21001F_012E,B21001F_012EA,B21001F_012M,B21001F_012MA,B21001F_013E,B21001F_013EA,B21001F_013M,B21001F_013MA,B21001F_014E,B21001F_014EA,B21001F_014M,B21001F_014MA,B21001F_015E,B21001F_015EA,B21001F_015M,B21001F_015MA,B21001F_016E,B21001F_016EA,B21001F_016M,B21001F_016MA,B21001F_017E,B21001F_017EA,B21001F_017M,B21001F_017MA,B21001F_018E,B21001F_018EA,B21001F_018M,B21001F_018MA,B21001F_019E,B21001F_019EA,B21001F_019M,B21001F_019MA,B21001F_020E,B21001F_020EA,B21001F_020M,B21001F_020MA,B21001F_021E,B21001F_021EA,B21001F_021M,B21001F_021MA,B21001F_022E,B21001F_022EA,B21001F_022M,B21001F_022MA,B21001F_023E,B21001F_023EA,B21001F_023M,B21001F_023MA,B21001F_024E,B21001F_024EA,B21001F_024M,B21001F_024MA,B21001F_025E,B21001F_025EA,B21001F_025M,B21001F_025MA,B21001F_026E,B21001F_026EA,B21001F_026M,B21001F_026MA,B21001F_027E,B21001F_027EA,B21001F_027M,B21001F_027MA,B21001F_028E,B21001F_028EA,B21001F_028M,B21001F_028MA,B21001F_029E,B21001F_029EA,B21001F_029M,B21001F_029MA,B21001F_030E,B21001F_030EA,B21001F_030M,B21001F_030MA,B21001F_031E,B21001F_031EA,B21001F_031M,B21001F_031MA,B21001F_032E,B21001F_032EA,B21001F_032M,B21001F_032MA,B21001F_033E,B21001F_033EA,B21001F_033M,B21001F_033MA,GEO_ID,NAME,state
43643,null,3806,null,22112,null,2302,null,11306,null,1494,null,0,null,287,null,11306,null,1494,null,8182,null,1395,null,382,null,397,null,7800,null,1178,null,1122,null,430,null,148,null,180,null,974,null,417,null,1023,null,529,null,20,null,38,null,1003,null,529,null,479,null,446,null,0,null,287,null,479,null,446,null,21531,null,2138,null,9005,null,1230,null,211,null,331,null,8794,null,1242,null,8362,null,1161,null,0,null,287,null,8362,null,1161,null,2114,null,522,null,0,null,287,null,2114,null,522,null,951,null,474,null,0,null,287,null,951,null,474,null,1099,null,394,null,0,null,287,null,1099,null,394,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
43730,null,5307,null,23605,null,3350,null,11829,null,1895,null,321,null,239,null,11508,null,1874,null,10049,null,2151,null,813,null,602,null,9236,null,2099,null,1191,null,609,null,346,null,329,null,845,null,549,null,157,null,157,null,0,null,283,null,157,null,157,null,379,null,404,null,60,null,101,null,319,null,396,null,20125,null,2770,null,10279,null,1895,null,0,null,283,null,10279,null,1895,null,7643,null,1281,null,369,null,349,null,7274,null,1264,null,1879,null,1052,null,0,null,283,null,1879,null,1052,null,324,null,208,null,0,null,283,null,324,null,208,null,0,null,283,null,0,null,283,null,0,null,283,null,0400000US47,Tennessee,47
1397234,null,30191,null,740396,null,19447,null,345708,null,13290,null,7465,null,1781,null,338243,null,12837,null,296466,null,9778,null,15449,null,2366,null,281017,null,9504,null,56576,null,3504,null,9832,null,1379,null,46744,null,3533,null,26471,null,2073,null,4577,null,1193,null,21894,null,1915,null,15175,null,1971,null,3548,null,848,null,11627,null,1847,null,656838,null,15013,null,286106,null,9837,null,1478,null,709,null,284628,null,9759,null,255125,null,7297,null,1605,null,652,null,253520,null,7228,null,62709,null,3808,null,297,null,212,null,62412,null,3821,null,29099,null,2804,null,30,null,49,null,29069,null,2805,null,23799,null,2104,null,64,null,108,null,23735,null,2087,null,0400000US48,Texas,48
57281,null,5580,null,32017,null,3491,null,16884,null,2713,null,317,null,403,null,16567,null,2636,null,11737,null,1628,null,701,null,528,null,11036,null,1587,null,2100,null,763,null,422,null,318,null,1678,null,752,null,1196,null,580,null,199,null,170,null,997,null,580,null,100,null,154,null,0,null,265,null,100,null,154,null,25264,null,2927,null,12148,null,1866,null,0,null,265,null,12148,null,1866,null,9992,null,1335,null,61,null,98,null,9931,null,1303,null,2085,null,752,null,38,null,61,null,2047,null,745,null,813,null,585,null,0,null,265,null,813,null,585,null,226,null,282,null,0,null,265,null,226,null,282,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
116987,null,8304,null,64039,null,5263,null,32392,null,3905,null,677,null,561,null,31715,null,3838,null,25845,null,2901,null,2606,null,944,null,23239,null,2874,null,3727,null,960,null,206,null,180,null,3521,null,938,null,1588,null,858,null,352,null,392,null,1236,null,787,null,487,null,374,null,76,null,121,null,411,null,346,null,52948,null,4385,null,23513,null,2759,null,271,null,254,null,23242,null,2754,null,22656,null,2659,null,558,null,363,null,22098,null,2591,null,4148,null,1179,null,0,null,287,null,4148,null,1179,null,1894,null,761,null,0,null,287,null,1894,null,761,null,737,null,496,null,0,null,287,null,737,null,496,null,0400000US51,Virginia,51
154159,null,9405,null,86501,null,5802,null,42929,null,3869,null,803,null,447,null,42126,null,3797,null,34324,null,3042,null,1575,null,557,null,32749,null,3176,null,5090,null,985,null,1616,null,666,null,3474,null,813,null,2671,null,790,null,632,null,393,null,2039,null,766,null,1487,null,594,null,515,null,283,null,972,null,546,null,67658,null,4790,null,30004,null,2850,null,365,null,312,null,29639,null,2831,null,28768,null,2497,null,159,null,154,null,28609,null,2483,null,5238,null,1318,null,110,null,185,null,5128,null,1346,null,2365,null,745,null,91,null,139,null,2274,null,735,null,1283,null,499,null,99,null,163,null,1184,null,469,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
39122,null,3890,null,22378,null,2554,null,11769,null,1787,null,301,null,243,null,11468,null,1732,null,8184,null,1520,null,311,null,288,null,7873,null,1499,null,1997,null,667,null,304,null,222,null,1693,null,609,null,245,null,272,null,0,null,216,null,245,null,272,null,183,null,229,null,0,null,216,null,183,null,229,null,16744,null,1967,null,7522,null,1106,null,48,null,80,null,7474,null,1098,null,6698,null,1036,null,72,null,110,null,6626,null,1039,null,1693,null,682,null,0,null,216,null,1693,null,682,null,375,null,262,null,0,null,216,null,375,null,262,null,456,null,321,null,0,null,216,null,456,null,321,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
251547,null,9819,null,121713,null,5745,null,46694,null,3725,null,323,null,253,null,46371,null,3694,null,42595,null,2978,null,2085,null,894,null,40510,null,2871,null,16732,null,1800,null,1318,null,483,null,15414,null,1850,null,9674,null,1562,null,1266,null,445,null,8408,null,1400,null,6018,null,1252,null,1530,null,587,null,4488,null,1072,null,129834,null,6059,null,44226,null,3324,null,0,null,289,null,44226,null,3324,null,45483,null,2875,null,65,null,104,null,45418,null,2886,null,18416,null,1838,null,0,null,289,null,18416,null,1838,null,12776,null,1701,null,0,null,289,null,12776,null,1701,null,8933,null,1250,null,0,null,289,null,8933,null,1250,null,0400000US72,Puerto Rico,72
