C19037D_001E,C19037D_001EA,C19037D_001M,C19037D_001MA,C19037D_002E,C19037D_002EA,C19037D_002M,C19037D_002MA,C19037D_003E,C19037D_003EA,C19037D_003M,C19037D_003MA,C19037D_004E,C19037D_004EA,C19037D_004M,C19037D_004MA,C19037D_005E,C19037D_005EA,C19037D_005M,C19037D_005MA,C19037D_006E,C19037D_006EA,C19037D_006M,C19037D_006MA,C19037D_007E,C19037D_007EA,C19037D_007M,C19037D_007MA,C19037D_008E,C19037D_008EA,C19037D_008M,C19037D_008MA,C19037D_009E,C19037D_009EA,C19037D_009M,C19037D_009MA,C19037D_010E,C19037D_010EA,C19037D_010M,C19037D_010MA,C19037D_011E,C19037D_011EA,C19037D_011M,C19037D_011MA,C19037D_012E,C19037D_012EA,C19037D_012M,C19037D_012MA,C19037D_013E,C19037D_013EA,C19037D_013M,C19037D_013MA,C19037D_014E,C19037D_014EA,C19037D_014M,C19037D_014MA,C19037D_015E,C19037D_015EA,C19037D_015M,C19037D_015MA,C19037D_016E,C19037D_016EA,C19037D_016M,C19037D_016MA,C19037D_017E,C19037D_017EA,C19037D_017M,C19037D_017MA,C19037D_018E,C19037D_018EA,C19037D_018M,C19037D_018MA,C19037D_019E,C19037D_019EA,C19037D_019M,C19037D_019MA,C19037D_020E,C19037D_020EA,C19037D_020M,C19037D_020MA,C19037D_021E,C19037D_021EA,C19037D_021M,C19037D_021MA,C19037D_022E,C19037D_022EA,C19037D_022M,C19037D_022MA,C19037D_023E,C19037D_023EA,C19037D_023M,C19037D_023MA,C19037D_024E,C19037D_024EA,C19037D_024M,C19037D_024MA,C19037D_025E,C19037D_025EA,C19037D_025M,C19037D_025MA,C19037D_026E,C19037D_026EA,C19037D_026M,C19037D_026MA,C19037D_027E,C19037D_027EA,C19037D_027M,C19037D_027MA,C19037D_028E,C19037D_028EA,C19037D_028M,C19037D_028MA,C19037D_029E,C19037D_029EA,C19037D_029M,C19037D_029MA,C19037D_030E,C19037D_030EA,C19037D_030M,C19037D_030MA,C19037D_031E,C19037D_031EA,C19037D_031M,C19037D_031MA,C19037D_032E,C19037D_032EA,C19037D_032M,C19037D_032MA,C19037D_033E,C19037D_033EA,C19037D_033M,C19037D_033MA,C19037D_034E,C19037D_034EA,C19037D_034M,C19037D_034MA,C19037D_035E,C19037D_035EA,C19037D_035M,C19037D_035MA,C19037D_036E,C19037D_036EA,C19037D_036M,C19037D_036MA,C19037D_037E,C19037D_037EA,C19037D_037M,C19037D_037MA,C19037D_038E,C19037D_038EA,C19037D_038M,C19037D_038MA,C19037D_039E,C19037D_039EA,C19037D_039M,C19037D_039MA,C19037D_040E,C19037D_040EA,C19037D_040M,C19037D_040MA,C19037D_041E,C19037D_041EA,C19037D_041M,C19037D_041MA,C19037D_042E,C19037D_042EA,C19037D_042M,C19037D_042MA,C19037D_043E,C19037D_043EA,C19037D_043M,C19037D_043MA,C19037D_044E,C19037D_044EA,C19037D_044M,C19037D_044MA,C19037D_045E,C19037D_045EA,C19037D_045M,C19037D_045MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
57578,null,2335,null,2240,null,630,null,180,null,183,null,86,null,101,null,676,null,321,null,515,null,338,null,125,null,125,null,229,null,231,null,190,null,138,null,239,null,268,null,0,null,302,null,0,null,302,null,24798,null,1928,null,1151,null,691,null,820,null,501,null,1489,null,734,null,1497,null,570,null,4075,null,1035,null,5405,null,1078,null,3927,null,1014,null,3849,null,1151,null,1699,null,606,null,886,null,518,null,22471,null,1556,null,775,null,372,null,575,null,358,null,1663,null,611,null,2065,null,739,null,2711,null,827,null,4684,null,879,null,3620,null,978,null,4038,null,833,null,1562,null,637,null,778,null,461,null,8069,null,1147,null,671,null,364,null,483,null,323,null,1094,null,445,null,1291,null,502,null,760,null,293,null,1594,null,521,null,514,null,309,null,1139,null,431,null,320,null,211,null,203,null,186,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
211750,null,4143,null,3518,null,874,null,1120,null,425,null,80,null,77,null,211,null,216,null,152,null,262,null,405,null,266,null,1006,null,487,null,54,null,107,null,143,null,175,null,217,null,327,null,130,null,157,null,106876,null,3168,null,4062,null,1230,null,1439,null,813,null,2871,null,893,null,4802,null,1211,null,6832,null,1468,null,15200,null,2056,null,16183,null,1887,null,26582,null,2585,null,15315,null,2067,null,13590,null,1608,null,81324,null,2904,null,2398,null,783,null,1517,null,696,null,3768,null,1030,null,3633,null,932,null,5562,null,1382,null,12560,null,2023,null,11674,null,1688,null,17896,null,1927,null,10278,null,1702,null,12038,null,1593,null,20032,null,1602,null,3539,null,1040,null,858,null,427,null,1466,null,548,null,1100,null,594,null,2306,null,706,null,2334,null,743,null,2059,null,695,null,2668,null,730,null,2081,null,687,null,1621,null,599,null,0400000US34,New Jersey,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
418249,null,5738,null,12642,null,1589,null,4269,null,1148,null,409,null,402,null,1046,null,528,null,1225,null,554,null,1822,null,755,null,1962,null,562,null,564,null,297,null,864,null,466,null,388,null,282,null,93,null,91,null,189524,null,5404,null,11166,null,1607,null,4623,null,1187,null,17366,null,2278,null,16265,null,2404,null,22338,null,2670,null,31708,null,2851,null,26575,null,2617,null,29827,null,2864,null,13888,null,1850,null,15768,null,1835,null,166537,null,4278,null,10634,null,1765,null,5608,null,1060,null,18199,null,2202,null,16499,null,2215,null,20300,null,2081,null,25761,null,2800,null,19943,null,1992,null,24420,null,2149,null,10697,null,1593,null,14476,null,1852,null,49546,null,2723,null,11006,null,1446,null,5855,null,1135,null,5848,null,1174,null,4587,null,1011,null,3566,null,893,null,5534,null,1089,null,3726,null,794,null,4685,null,923,null,1721,null,579,null,3018,null,726,null,0400000US36,New York,36
53249,null,3088,null,2584,null,813,null,821,null,582,null,204,null,154,null,263,null,238,null,210,null,235,null,462,null,327,null,281,null,260,null,343,null,245,null,0,null,287,null,0,null,287,null,0,null,287,null,28856,null,2607,null,1131,null,577,null,1549,null,704,null,2715,null,1070,null,1768,null,608,null,2946,null,851,null,6056,null,1122,null,3731,null,872,null,5254,null,969,null,1620,null,539,null,2086,null,557,null,16499,null,1378,null,1258,null,634,null,362,null,354,null,1335,null,567,null,908,null,417,null,2181,null,745,null,2885,null,863,null,2731,null,759,null,1698,null,545,null,1697,null,659,null,1444,null,502,null,5310,null,1020,null,525,null,347,null,182,null,190,null,1211,null,569,null,460,null,328,null,419,null,258,null,676,null,402,null,983,null,492,null,517,null,327,null,161,null,196,null,176,null,170,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
59288,null,2543,null,2782,null,746,null,1304,null,542,null,508,null,389,null,453,null,294,null,164,null,154,null,277,null,225,null,76,null,103,null,0,null,267,null,0,null,267,null,0,null,267,null,0,null,267,null,33319,null,2010,null,2001,null,685,null,748,null,342,null,3052,null,990,null,2476,null,828,null,3547,null,918,null,7415,null,1447,null,5101,null,1196,null,4436,null,988,null,2535,null,632,null,2008,null,598,null,18027,null,1513,null,783,null,440,null,209,null,185,null,1168,null,510,null,916,null,550,null,2079,null,736,null,3927,null,824,null,2222,null,596,null,3115,null,731,null,1454,null,428,null,2154,null,610,null,5160,null,902,null,650,null,385,null,574,null,366,null,952,null,442,null,175,null,163,null,478,null,282,null,480,null,303,null,356,null,236,null,560,null,279,null,489,null,360,null,446,null,305,null,0400000US39,Ohio,39
18532,null,1313,null,1517,null,436,null,715,null,351,null,35,null,66,null,502,null,327,null,143,null,188,null,80,null,98,null,42,null,83,null,0,null,251,null,0,null,251,null,0,null,251,null,0,null,251,null,9707,null,1004,null,571,null,451,null,389,null,372,null,1449,null,583,null,954,null,390,null,1895,null,692,null,1626,null,625,null,1265,null,574,null,921,null,471,null,386,null,319,null,251,null,248,null,5330,null,734,null,81,null,125,null,131,null,155,null,429,null,289,null,245,null,165,null,486,null,327,null,1253,null,415,null,751,null,357,null,1120,null,513,null,284,null,173,null,550,null,303,null,1978,null,686,null,231,null,216,null,305,null,311,null,159,null,137,null,422,null,416,null,187,null,183,null,368,null,198,null,167,null,170,null,139,null,171,null,0,null,251,null,0,null,251,null,0400000US40,Oklahoma,40
43509,null,2157,null,2350,null,641,null,1303,null,563,null,262,null,223,null,433,null,307,null,240,null,287,null,112,null,137,null,0,null,275,null,0,null,275,null,0,null,275,null,0,null,275,null,0,null,275,null,22556,null,1673,null,1506,null,619,null,905,null,545,null,2091,null,693,null,944,null,480,null,2525,null,815,null,4653,null,1182,null,3649,null,896,null,4010,null,848,null,1337,null,571,null,936,null,434,null,13655,null,1323,null,896,null,470,null,738,null,460,null,731,null,362,null,976,null,343,null,1763,null,539,null,3466,null,873,null,1646,null,589,null,1795,null,505,null,494,null,317,null,1150,null,417,null,4948,null,767,null,514,null,214,null,304,null,217,null,742,null,373,null,863,null,373,null,534,null,324,null,728,null,354,null,378,null,253,null,723,null,341,null,118,null,104,null,44,null,78,null,0400000US41,Oregon,41
95174,null,3234,null,5352,null,1392,null,2639,null,951,null,524,null,423,null,596,null,459,null,249,null,199,null,527,null,431,null,159,null,180,null,51,null,79,null,432,null,397,null,0,null,246,null,175,null,209,null,49125,null,2762,null,3185,null,921,null,1445,null,756,null,4506,null,1112,null,3714,null,1200,null,5388,null,992,null,7692,null,1307,null,7412,null,1246,null,8604,null,1305,null,4028,null,884,null,3151,null,701,null,30853,null,1492,null,1660,null,647,null,1693,null,563,null,2133,null,775,null,2889,null,851,null,3330,null,872,null,4052,null,1006,null,4725,null,988,null,4565,null,989,null,2681,null,704,null,3125,null,720,null,9844,null,1019,null,1096,null,420,null,778,null,458,null,1495,null,567,null,614,null,363,null,891,null,387,null,1515,null,463,null,1142,null,467,null,999,null,357,null,787,null,374,null,527,null,294,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
19545,null,1505,null,970,null,619,null,0,null,289,null,11,null,19,null,525,null,500,null,190,null,187,null,144,null,173,null,0,null,289,null,100,null,187,null,0,null,289,null,0,null,289,null,0,null,289,null,8022,null,1334,null,503,null,416,null,199,null,219,null,494,null,393,null,663,null,356,null,1643,null,712,null,1467,null,662,null,1133,null,507,null,1184,null,484,null,204,null,226,null,532,null,476,null,8387,null,1330,null,569,null,498,null,135,null,172,null,470,null,332,null,819,null,559,null,2001,null,732,null,1422,null,493,null,1152,null,464,null,1006,null,495,null,433,null,512,null,380,null,299,null,2166,null,541,null,61,null,105,null,210,null,206,null,555,null,390,null,358,null,259,null,176,null,163,null,382,null,258,null,91,null,111,null,152,null,253,null,181,null,159,null,0,null,289,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
25152,null,1771,null,748,null,489,null,516,null,418,null,0,null,283,null,0,null,283,null,232,null,280,null,0,null,283,null,0,null,283,null,0,null,283,null,0,null,283,null,0,null,283,null,0,null,283,null,14483,null,1494,null,789,null,372,null,479,null,368,null,1233,null,647,null,1198,null,665,null,2090,null,758,null,2645,null,761,null,2518,null,858,null,1928,null,633,null,766,null,400,null,837,null,454,null,7995,null,1209,null,566,null,373,null,208,null,208,null,828,null,527,null,655,null,327,null,1355,null,607,null,1047,null,498,null,1075,null,429,null,1213,null,442,null,596,null,307,null,452,null,356,null,1926,null,676,null,0,null,283,null,207,null,195,null,315,null,378,null,43,null,74,null,37,null,47,null,248,null,245,null,253,null,211,null,313,null,227,null,234,null,233,null,276,null,233,null,0400000US47,Tennessee,47
275875,null,4515,null,11101,null,1497,null,4830,null,1160,null,707,null,399,null,919,null,377,null,1558,null,705,null,1365,null,533,null,757,null,408,null,529,null,422,null,247,null,221,null,59,null,100,null,130,null,227,null,145333,null,4123,null,8649,null,1863,null,4344,null,1233,null,10026,null,1575,null,10115,null,1521,null,17535,null,2461,null,29053,null,3086,null,18252,null,1862,null,27190,null,2791,null,11025,null,1792,null,9144,null,1368,null,97450,null,3202,null,5070,null,1314,null,2146,null,772,null,7872,null,1357,null,9222,null,1476,null,11295,null,1555,null,15730,null,1809,null,14067,null,1885,null,17861,null,1708,null,6666,null,1065,null,7521,null,1232,null,21991,null,2222,null,4224,null,1139,null,2237,null,757,null,3092,null,814,null,2460,null,660,null,1974,null,723,null,2030,null,691,null,1526,null,527,null,2154,null,760,null,876,null,444,null,1418,null,500,null,0400000US48,Texas,48
15581,null,1563,null,1059,null,524,null,595,null,451,null,82,null,93,null,145,null,174,null,0,null,265,null,85,null,143,null,152,null,161,null,0,null,265,null,0,null,265,null,0,null,265,null,0,null,265,null,7507,null,984,null,241,null,258,null,395,null,297,null,858,null,486,null,675,null,338,null,1303,null,573,null,1774,null,626,null,1127,null,455,null,811,null,419,null,52,null,88,null,271,null,183,null,4927,null,1225,null,571,null,483,null,114,null,142,null,461,null,373,null,291,null,305,null,690,null,381,null,1199,null,526,null,602,null,276,null,658,null,331,null,126,null,153,null,215,null,176,null,2088,null,577,null,415,null,333,null,189,null,189,null,294,null,272,null,347,null,324,null,295,null,236,null,131,null,160,null,274,null,224,null,108,null,136,null,0,null,265,null,35,null,59,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
126279,null,3060,null,3871,null,873,null,1106,null,597,null,15,null,34,null,627,null,424,null,463,null,399,null,145,null,156,null,476,null,311,null,400,null,353,null,478,null,337,null,91,null,144,null,70,null,120,null,64497,null,2716,null,2498,null,793,null,889,null,470,null,2371,null,924,null,3060,null,912,null,5677,null,1077,null,10429,null,1704,null,10499,null,1622,null,16466,null,2273,null,6096,null,1258,null,6512,null,1151,null,43890,null,1981,null,1355,null,483,null,639,null,362,null,2317,null,658,null,2176,null,890,null,5248,null,999,null,7128,null,1214,null,6809,null,1263,null,8235,null,1109,null,4979,null,1090,null,5004,null,1179,null,14021,null,1440,null,1969,null,779,null,1284,null,538,null,1332,null,603,null,1424,null,533,null,1441,null,545,null,2025,null,751,null,1201,null,491,null,2051,null,613,null,730,null,412,null,564,null,306,null,0400000US51,Virginia,51
148957,null,3286,null,6719,null,1154,null,1941,null,716,null,277,null,225,null,812,null,505,null,794,null,509,null,992,null,560,null,1432,null,677,null,276,null,314,null,35,null,57,null,160,null,271,null,0,null,273,null,70411,null,2996,null,2295,null,786,null,1367,null,624,null,4656,null,1479,null,4564,null,1051,null,8590,null,1449,null,11881,null,1648,null,10883,null,1302,null,15750,null,1907,null,5667,null,1228,null,4758,null,1038,null,52926,null,2276,null,3043,null,846,null,1111,null,530,null,4504,null,1184,null,4266,null,919,null,5985,null,1302,null,7324,null,1211,null,8563,null,1471,null,9276,null,1480,null,4786,null,912,null,4068,null,832,null,18901,null,1249,null,3049,null,717,null,3137,null,883,null,1749,null,613,null,1573,null,691,null,2781,null,755,null,2720,null,636,null,1563,null,541,null,1375,null,507,null,623,null,277,null,331,null,272,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
33032,null,2095,null,3897,null,1015,null,1966,null,773,null,256,null,237,null,708,null,419,null,187,null,194,null,384,null,317,null,213,null,157,null,84,null,114,null,41,null,73,null,58,null,83,null,0,null,216,null,18731,null,1720,null,1111,null,558,null,255,null,218,null,1532,null,638,null,1154,null,714,null,2771,null,959,null,4491,null,1040,null,3073,null,823,null,2484,null,823,null,872,null,346,null,988,null,544,null,8593,null,1508,null,730,null,352,null,328,null,291,null,382,null,248,null,503,null,325,null,1297,null,516,null,1734,null,518,null,1134,null,454,null,1390,null,673,null,222,null,164,null,873,null,466,null,1811,null,562,null,287,null,214,null,73,null,69,null,150,null,133,null,295,null,268,null,237,null,248,null,209,null,204,null,233,null,145,null,84,null,119,null,201,null,149,null,42,null,59,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
