C19037C_001E,C19037C_001EA,C19037C_001M,C19037C_001MA,C19037C_002E,C19037C_002EA,C19037C_002M,C19037C_002MA,C19037C_003E,C19037C_003EA,C19037C_003M,C19037C_003MA,C19037C_004E,C19037C_004EA,C19037C_004M,C19037C_004MA,C19037C_005E,C19037C_005EA,C19037C_005M,C19037C_005MA,C19037C_006E,C19037C_006EA,C19037C_006M,C19037C_006MA,C19037C_007E,C19037C_007EA,C19037C_007M,C19037C_007MA,C19037C_008E,C19037C_008EA,C19037C_008M,C19037C_008MA,C19037C_009E,C19037C_009EA,C19037C_009M,C19037C_009MA,C19037C_010E,C19037C_010EA,C19037C_010M,C19037C_010MA,C19037C_011E,C19037C_011EA,C19037C_011M,C19037C_011MA,C19037C_012E,C19037C_012EA,C19037C_012M,C19037C_012MA,C19037C_013E,C19037C_013EA,C19037C_013M,C19037C_013MA,C19037C_014E,C19037C_014EA,C19037C_014M,C19037C_014MA,C19037C_015E,C19037C_015EA,C19037C_015M,C19037C_015MA,C19037C_016E,C19037C_016EA,C19037C_016M,C19037C_016MA,C19037C_017E,C19037C_017EA,C19037C_017M,C19037C_017MA,C19037C_018E,C19037C_018EA,C19037C_018M,C19037C_018MA,C19037C_019E,C19037C_019EA,C19037C_019M,C19037C_019MA,C19037C_020E,C19037C_020EA,C19037C_020M,C19037C_020MA,C19037C_021E,C19037C_021EA,C19037C_021M,C19037C_021MA,C19037C_022E,C19037C_022EA,C19037C_022M,C19037C_022MA,C19037C_023E,C19037C_023EA,C19037C_023M,C19037C_023MA,C19037C_024E,C19037C_024EA,C19037C_024M,C19037C_024MA,C19037C_025E,C19037C_025EA,C19037C_025M,C19037C_025MA,C19037C_026E,C19037C_026EA,C19037C_026M,C19037C_026MA,C19037C_027E,C19037C_027EA,C19037C_027M,C19037C_027MA,C19037C_028E,C19037C_028EA,C19037C_028M,C19037C_028MA,C19037C_029E,C19037C_029EA,C19037C_029M,C19037C_029MA,C19037C_030E,C19037C_030EA,C19037C_030M,C19037C_030MA,C19037C_031E,C19037C_031EA,C19037C_031M,C19037C_031MA,C19037C_032E,C19037C_032EA,C19037C_032M,C19037C_032MA,C19037C_033E,C19037C_033EA,C19037C_033M,C19037C_033MA,C19037C_034E,C19037C_034EA,C19037C_034M,C19037C_034MA,C19037C_035E,C19037C_035EA,C19037C_035M,C19037C_035MA,C19037C_036E,C19037C_036EA,C19037C_036M,C19037C_036MA,C19037C_037E,C19037C_037EA,C19037C_037M,C19037C_037MA,C19037C_038E,C19037C_038EA,C19037C_038M,C19037C_038MA,C19037C_039E,C19037C_039EA,C19037C_039M,C19037C_039MA,C19037C_040E,C19037C_040EA,C19037C_040M,C19037C_040MA,C19037C_041E,C19037C_041EA,C19037C_041M,C19037C_041MA,C19037C_042E,C19037C_042EA,C19037C_042M,C19037C_042MA,C19037C_043E,C19037C_043EA,C19037C_043M,C19037C_043MA,C19037C_044E,C19037C_044EA,C19037C_044M,C19037C_044MA,C19037C_045E,C19037C_045EA,C19037C_045M,C19037C_045MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US34,New Jersey,34
49050,null,2718,null,3330,null,970,null,1037,null,662,null,344,null,383,null,384,null,282,null,595,null,541,null,581,null,652,null,139,null,216,null,0,null,283,null,139,null,208,null,31,null,51,null,80,null,73,null,17873,null,2222,null,2051,null,755,null,888,null,528,null,2445,null,898,null,1866,null,693,null,3145,null,1234,null,3002,null,891,null,3043,null,972,null,1036,null,540,null,89,null,92,null,308,null,248,null,19969,null,1526,null,2528,null,725,null,2329,null,849,null,2291,null,610,null,2609,null,725,null,3211,null,972,null,3033,null,801,null,1994,null,652,null,1449,null,445,null,381,null,292,null,144,null,172,null,7878,null,1026,null,2105,null,586,null,1002,null,329,null,1312,null,376,null,984,null,374,null,950,null,385,null,687,null,372,null,435,null,213,null,170,null,137,null,185,null,186,null,48,null,77,null,0400000US35,New Mexico,35
23453,null,2227,null,779,null,500,null,37,null,54,null,65,null,93,null,281,null,310,null,168,null,216,null,228,null,296,null,0,null,277,null,0,null,277,null,0,null,277,null,0,null,277,null,0,null,277,null,8217,null,1539,null,1050,null,536,null,812,null,503,null,627,null,388,null,454,null,341,null,2135,null,747,null,1226,null,592,null,710,null,468,null,683,null,492,null,457,null,358,null,63,null,87,null,10520,null,1813,null,1546,null,756,null,925,null,507,null,747,null,448,null,1383,null,695,null,1404,null,454,null,2447,null,777,null,815,null,448,null,1055,null,450,null,165,null,143,null,33,null,62,null,3937,null,909,null,1135,null,573,null,758,null,382,null,1065,null,507,null,112,null,126,null,558,null,421,null,188,null,226,null,111,null,137,null,0,null,277,null,0,null,277,null,10,null,19,null,0400000US36,New York,36
34333,null,2322,null,1183,null,570,null,593,null,309,null,0,null,287,null,233,null,286,null,178,null,280,null,75,null,157,null,104,null,183,null,0,null,287,null,0,null,287,null,0,null,287,null,0,null,287,null,13902,null,2099,null,2455,null,1014,null,1657,null,645,null,2757,null,937,null,2172,null,856,null,2097,null,764,null,1577,null,674,null,472,null,279,null,396,null,376,null,319,null,265,null,0,null,287,null,13141,null,1426,null,2387,null,829,null,1015,null,465,null,2197,null,752,null,1172,null,556,null,1806,null,759,null,2108,null,757,null,1235,null,476,null,644,null,350,null,411,null,347,null,166,null,223,null,6107,null,892,null,1162,null,476,null,823,null,505,null,1411,null,456,null,646,null,383,null,946,null,498,null,260,null,242,null,718,null,397,null,122,null,120,null,19,null,34,null,0,null,287,null,0400000US37,North Carolina,37
12588,null,1169,null,1201,null,771,null,780,null,686,null,72,null,119,null,109,null,155,null,0,null,208,null,61,null,99,null,0,null,208,null,0,null,208,null,0,null,208,null,179,null,256,null,0,null,208,null,6350,null,1084,null,845,null,466,null,698,null,538,null,1044,null,664,null,1210,null,495,null,928,null,509,null,880,null,389,null,629,null,376,null,116,null,96,null,0,null,208,null,0,null,208,null,3518,null,666,null,651,null,275,null,225,null,149,null,422,null,214,null,725,null,367,null,200,null,144,null,545,null,227,null,491,null,295,null,152,null,155,null,0,null,208,null,107,null,116,null,1519,null,425,null,306,null,266,null,466,null,313,null,307,null,193,null,139,null,137,null,28,null,43,null,203,null,189,null,29,null,48,null,41,null,59,null,0,null,208,null,0,null,208,null,0400000US38,North Dakota,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US39,Ohio,39
78100,null,2928,null,5769,null,987,null,1750,null,652,null,505,null,302,null,1121,null,560,null,956,null,487,null,767,null,421,null,392,null,287,null,137,null,139,null,65,null,117,null,76,null,121,null,0,null,251,null,30611,null,1950,null,3172,null,876,null,1088,null,435,null,4996,null,973,null,4720,null,957,null,5258,null,960,null,5607,null,961,null,2855,null,579,null,2465,null,552,null,172,null,174,null,278,null,276,null,29573,null,1952,null,3217,null,723,null,1846,null,556,null,4601,null,816,null,3179,null,752,null,5042,null,918,null,5235,null,891,null,2667,null,631,null,2756,null,705,null,715,null,346,null,315,null,257,null,12147,null,1102,null,2158,null,556,null,1360,null,497,null,2179,null,601,null,2047,null,459,null,1805,null,542,null,1614,null,493,null,515,null,278,null,327,null,219,null,101,null,158,null,41,null,70,null,0400000US40,Oklahoma,40
15340,null,2000,null,1847,null,765,null,719,null,551,null,200,null,283,null,553,null,486,null,0,null,275,null,272,null,335,null,103,null,199,null,0,null,275,null,0,null,275,null,0,null,275,null,0,null,275,null,5629,null,1231,null,100,null,104,null,264,null,201,null,1129,null,589,null,718,null,415,null,748,null,505,null,1453,null,682,null,604,null,396,null,584,null,362,null,29,null,49,null,0,null,275,null,5800,null,1184,null,1066,null,542,null,267,null,254,null,900,null,456,null,698,null,390,null,543,null,372,null,1212,null,539,null,662,null,472,null,386,null,236,null,0,null,275,null,66,null,78,null,2064,null,590,null,344,null,247,null,362,null,260,null,483,null,328,null,95,null,76,null,161,null,149,null,471,null,320,null,90,null,154,null,58,null,84,null,0,null,275,null,0,null,275,null,0400000US41,Oregon,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
18832,null,1639,null,1206,null,560,null,419,null,254,null,65,null,74,null,339,null,397,null,288,null,296,null,0,null,223,null,0,null,223,null,0,null,223,null,95,null,136,null,0,null,223,null,0,null,223,null,7687,null,1290,null,2588,null,855,null,397,null,312,null,1202,null,500,null,1288,null,565,null,393,null,231,null,1048,null,447,null,586,null,401,null,136,null,162,null,49,null,102,null,0,null,223,null,7550,null,1271,null,2355,null,865,null,700,null,375,null,718,null,367,null,364,null,230,null,1092,null,524,null,1052,null,412,null,582,null,297,null,473,null,339,null,214,null,194,null,0,null,223,null,2389,null,557,null,633,null,401,null,519,null,320,null,698,null,339,null,190,null,148,null,167,null,148,null,83,null,116,null,43,null,57,null,56,null,93,null,0,null,223,null,0,null,223,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
46352,null,3666,null,3013,null,1014,null,854,null,532,null,62,null,87,null,986,null,615,null,548,null,489,null,143,null,205,null,339,null,248,null,0,null,291,null,81,null,138,null,0,null,291,null,0,null,291,null,18344,null,2427,null,1825,null,787,null,935,null,492,null,3265,null,1114,null,2028,null,748,null,3144,null,870,null,2855,null,820,null,2184,null,893,null,1142,null,415,null,660,null,517,null,306,null,286,null,19440,null,2170,null,2074,null,858,null,958,null,653,null,2299,null,690,null,2093,null,661,null,2976,null,894,null,3464,null,1100,null,2578,null,866,null,2158,null,687,null,565,null,319,null,275,null,205,null,5555,null,1102,null,565,null,333,null,682,null,462,null,1238,null,532,null,800,null,550,null,833,null,394,null,659,null,337,null,442,null,240,null,315,null,222,null,0,null,291,null,21,null,39,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US51,Virginia,51
28409,null,2212,null,1232,null,550,null,390,null,319,null,121,null,173,null,255,null,200,null,328,null,327,null,36,null,68,null,55,null,66,null,47,null,86,null,0,null,273,null,0,null,273,null,0,null,273,null,10818,null,1690,null,1428,null,687,null,416,null,267,null,1204,null,616,null,661,null,315,null,2199,null,749,null,2505,null,866,null,1132,null,527,null,832,null,364,null,114,null,130,null,327,null,301,null,12995,null,1447,null,1813,null,543,null,773,null,490,null,1661,null,585,null,692,null,343,null,2214,null,583,null,2582,null,679,null,766,null,298,null,1851,null,656,null,304,null,218,null,339,null,233,null,3364,null,795,null,365,null,216,null,598,null,303,null,291,null,191,null,626,null,370,null,540,null,349,null,425,null,248,null,194,null,166,null,278,null,292,null,47,null,82,null,0,null,273,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
17004,null,1460,null,871,null,415,null,498,null,324,null,117,null,130,null,154,null,136,null,0,null,216,null,51,null,86,null,51,null,94,null,0,null,216,null,0,null,216,null,0,null,216,null,0,null,216,null,7590,null,1123,null,858,null,395,null,499,null,271,null,1112,null,452,null,1050,null,400,null,1372,null,495,null,1188,null,441,null,1139,null,453,null,271,null,171,null,0,null,216,null,101,null,154,null,6310,null,946,null,973,null,453,null,387,null,200,null,542,null,290,null,1142,null,406,null,712,null,363,null,891,null,419,null,1012,null,431,null,568,null,307,null,41,null,47,null,42,null,56,null,2233,null,478,null,546,null,260,null,174,null,155,null,664,null,289,null,122,null,102,null,417,null,190,null,124,null,106,null,46,null,46,null,129,null,113,null,11,null,19,null,0,null,216,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
