S2201_C01_011M,S2201_C01_012E,S2201_C01_012M,S2201_C01_013E,S2201_C01_013M,S2201_C01_014E,S2201_C01_014M,S2201_C01_015E,S2201_C01_015M,S2201_C01_016E,S2201_C01_016M,S2201_C01_017E,S2201_C01_017M,S2201_C01_018E,S2201_C01_018M,S2201_C01_019E,S2201_C01_019M,S2201_C01_020E,S2201_C01_020M,S2201_C01_021E,S2201_C01_021M,S2201_C02_001E,S2201_C02_001M,S2201_C02_002E,S2201_C02_002M,S2201_C02_003E,S2201_C02_003M,S2201_C02_004E,S2201_C02_004M,S2201_C02_005E,S2201_C02_005M,S2201_C02_006E,S2201_C02_006M,S2201_C02_007E,S2201_C02_007M,S2201_C02_008E,S2201_C02_008M,S2201_C02_009E,S2201_C02_009M,S2201_C02_010E,S2201_C02_010M,S2201_C02_011E,S2201_C02_011M,S2201_C02_012E,S2201_C02_012M,S2201_C02_013E,S2201_C02_013M,S2201_C02_014E,S2201_C02_014M,S2201_C02_015E,S2201_C02_015M,S2201_C02_016E,S2201_C02_016M,S2201_C02_017E,S2201_C02_017M,S2201_C02_018E,S2201_C02_018M,S2201_C02_019E,S2201_C02_019M,S2201_C02_020E,S2201_C02_020M,S2201_C02_021E,S2201_C02_021M,S2201_C03_001E,S2201_C03_001M,S2201_C03_002E,S2201_C03_002M,S2201_C03_003E,S2201_C03_003M,S2201_C03_004E,S2201_C03_004M,S2201_C03_005E,S2201_C03_005M,S2201_C03_006E,S2201_C03_006M,S2201_C03_007E,S2201_C03_007M,S2201_C03_008E,S2201_C03_008M,S2201_C03_009E,S2201_C03_009M,S2201_C03_010E,S2201_C03_010M,S2201_C03_011E,S2201_C03_011M,S2201_C03_012E,S2201_C03_012M,S2201_C03_013E,S2201_C03_013M,S2201_C03_014E,S2201_C03_014M,S2201_C03_015M,S2201_C03_015E,S2201_C03_016E,S2201_C03_016M,S2201_C03_017M,S2201_C03_018E,S2201_C03_018M,S2201_C03_019E,S2201_C03_019M,S2201_C03_020E,S2201_C03_020M,S2201_C03_021E,S2201_C03_021M,GEO_ID,S2201_C01_001E,S2201_C01_001M,S2201_C01_002E,S2201_C01_002M,S2201_C01_003E,S2201_C01_003M,S2201_C01_004E,S2201_C01_004M,S2201_C01_005E,S2201_C01_005M,S2201_C01_006E,S2201_C01_006M,S2201_C01_007E,S2201_C01_007M,S2201_C01_008E,S2201_C01_008M,S2201_C01_009E,S2201_C01_009M,S2201_C01_010E,S2201_C01_010M,S2201_C01_011E,S2201_C03_017E,S2201_C01_011MA,S2201_C01_012EA,S2201_C01_012MA,S2201_C01_013EA,S2201_C01_013MA,S2201_C01_014EA,S2201_C01_014MA,S2201_C01_015MA,S2201_C01_015EA,S2201_C01_016MA,S2201_C01_016EA,S2201_C01_017EA,S2201_C01_017MA,S2201_C01_018EA,S2201_C01_018MA,S2201_C01_019MA,S2201_C01_019EA,S2201_C01_020MA,S2201_C01_020EA,S2201_C01_021MA,S2201_C01_021EA,S2201_C02_001EA,S2201_C02_001MA,S2201_C02_002MA,S2201_C02_002EA,S2201_C02_003MA,S2201_C02_003EA,S2201_C02_004MA,S2201_C02_004EA,S2201_C02_005EA,S2201_C02_005MA,S2201_C02_006MA,S2201_C02_006EA,S2201_C02_007EA,S2201_C02_007MA,S2201_C02_008EA,S2201_C02_008MA,S2201_C02_009MA,S2201_C02_009EA,S2201_C02_010MA,S2201_C02_010EA,S2201_C02_011EA,S2201_C02_011MA,S2201_C02_012EA,S2201_C02_012MA,S2201_C02_013MA,S2201_C02_013EA,S2201_C02_014EA,S2201_C02_014MA,S2201_C02_015EA,S2201_C02_015MA,S2201_C02_016MA,S2201_C02_016EA,S2201_C02_017MA,S2201_C02_017EA,S2201_C02_018EA,S2201_C02_018MA,S2201_C02_019EA,S2201_C02_019MA,S2201_C02_020EA,S2201_C02_020MA,S2201_C02_021MA,S2201_C02_021EA,S2201_C03_001MA,S2201_C03_001EA,S2201_C03_002EA,S2201_C03_002MA,S2201_C03_003EA,S2201_C03_003MA,S2201_C03_004EA,S2201_C03_004MA,S2201_C03_005EA,S2201_C03_005MA,S2201_C03_006MA,S2201_C03_006EA,S2201_C03_007MA,S2201_C03_007EA,S2201_C03_008EA,S2201_C03_008MA,S2201_C03_009EA,S2201_C03_009MA,S2201_C03_010EA,S2201_C03_010MA,S2201_C03_011MA,S2201_C03_011EA,S2201_C03_012MA,S2201_C03_012EA,S2201_C03_013EA,S2201_C03_013MA,S2201_C03_014MA,S2201_C03_014EA,S2201_C03_015MA,S2201_C03_015EA,S2201_C03_016EA,S2201_C03_016MA,S2201_C03_017MA,S2201_C03_018EA,S2201_C03_018MA,S2201_C03_019MA,S2201_C03_019EA,S2201_C03_020EA,S2201_C03_020MA,S2201_C03_021EA,S2201_C03_021MA,NAME,S2201_C01_001MA,S2201_C01_001EA,S2201_C01_002EA,S2201_C01_002MA,S2201_C01_003EA,S2201_C01_003MA,S2201_C01_004EA,S2201_C01_004MA,S2201_C01_005MA,S2201_C01_005EA,S2201_C01_006EA,S2201_C01_006MA,S2201_C01_007EA,S2201_C01_007MA,S2201_C01_008EA,S2201_C01_008MA,S2201_C01_009MA,S2201_C01_009EA,S2201_C01_010MA,S2201_C01_010EA,S2201_C01_011EA,S2201_C03_017EA,state
-999999999.0,0.5,0.1,0.6,0.1,1.7,0.2,61.9,0.4,37095,584,747620,9723,18.4,0.7,38.2,1.0,43.5,0.9,1.1,-888888888.0,211144,6419,26.2,1.5,57.6,1.7,61.8,1.7,48.6,1.6,-999999999.0,-999999999.0,36.6,1.4,61.2,1.5,0.3,0.1,0.2,0.2,-999999999.0,-999999999.0,0.4,0.2,1.3,0.4,1.5,0.5,35.7,1.4,15423,519,158374,5845,27.7,1.9,48.0,2.1,24.2,1.6,-888888888,-888888888,879377,8614,38.9,0.6,29.7,0.8,13.0,0.6,28.2,0.8,-999999999.0,-999999999.0,69.3,0.6,28.5,0.6,0.4,0.1,0.8,0.1,-999999999.0,-999999999.0,0.5,0.1,0.5,0.1,1.7,0.2,0.6,68.2,44215,832,9411,15.8,0.7,35.5,1.0,48.7,0.9,-888888888,-888888888,0400000US28,1090521,7826,36.5,0.4,35.1,0.7,22.4,0.6,32.2,0.7,-999999999.0,-999999999.0,63.0,0.4,34.8,0.4,0.4,0.1,0.7,0.1,-999999999.0,589246,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Mississippi,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,28
0.1,0.8,0.1,1.3,0.1,2.5,0.1,83.4,0.2,45321,418,1517231,12741,16.0,0.4,32.0,0.5,52.0,0.5,1.2,-888888888.0,346528,8562,22.5,1.0,51.9,1.3,53.7,1.2,48.2,1.3,97.3,0.4,67.8,1.1,26.4,1.0,1.0,0.3,0.7,0.2,0.1,0.1,1.3,0.3,2.7,0.4,3.3,0.5,66.0,1.2,17315,544,231778,7345,24.4,1.3,48.7,1.5,27.0,1.3,-888888888,-888888888,2012607,12068,37.8,0.3,26.5,0.4,8.8,0.3,24.1,0.5,99.0,0.1,87.9,0.3,8.6,0.2,0.4,0.1,1.4,0.1,0.1,0.1,0.7,0.1,1.0,0.1,2.4,0.1,0.3,86.3,51456,382,12280,14.5,0.4,29.0,0.5,56.5,0.6,-888888888,-888888888,0400000US29,2359135,11280,35.5,0.2,30.3,0.4,15.4,0.3,27.6,0.4,98.7,0.1,84.9,0.2,11.2,0.2,0.4,0.1,1.3,0.1,0.1,1285453,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
-999999999.0,0.5,0.1,1.7,0.3,2.4,0.3,90.3,0.4,45076,1092,259650,5083,14.6,0.8,31.0,1.3,54.4,1.2,0.8,-888888888.0,48819,3001,22.2,2.4,48.9,3.0,56.1,3.2,44.3,3.4,-999999999.0,-999999999.0,79.3,2.5,0.6,0.5,15.0,2.1,0.5,0.6,-999999999.0,-999999999.0,0.6,0.5,3.9,1.3,3.9,1.4,76.6,2.7,16797,1910,30478,2432,14.1,2.6,53.9,4.1,31.9,3.7,-888888888,-888888888,360119,4641,39.9,0.7,25.2,0.9,9.2,0.6,22.6,0.9,-999999999.0,-999999999.0,93.7,0.5,0.2,0.1,3.5,0.3,0.7,0.3,-999999999.0,-999999999.0,0.4,0.2,1.4,0.2,2.2,0.3,0.5,92.2,50186,917,5203,14.7,0.8,27.9,1.5,57.4,1.3,-888888888,-888888888,0400000US30,408938,3977,37.8,0.6,28.0,0.8,14.8,0.7,25.2,0.9,-999999999.0,-999999999.0,92.0,0.4,0.2,0.1,4.9,0.3,0.7,0.2,-999999999.0,229172,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Montana,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,30
-999999999.0,1.5,0.2,1.2,0.2,6.2,0.3,86.6,0.4,50723,577,474564,6359,10.7,0.5,28.2,0.8,61.1,0.8,0.8,-888888888.0,67983,3376,18.2,1.9,58.9,2.7,55.4,2.9,39.1,2.3,-999999999.0,-999999999.0,73.7,2.1,14.8,1.7,3.5,1.1,1.3,0.6,-999999999.0,-999999999.0,3.6,1.1,3.0,0.8,12.2,2.1,65.9,2.4,17758,1153,46489,3094,13.6,2.2,54.7,3.2,31.7,3.0,-888888888,-888888888,665587,5255,34.9,0.4,29.1,0.7,8.0,0.5,19.9,0.5,-999999999.0,-999999999.0,92.7,0.3,3.1,0.2,0.4,0.1,1.5,0.1,-999999999.0,-999999999.0,1.3,0.2,1.0,0.2,5.6,0.3,0.4,88.7,54764,848,6307,10.4,0.4,25.4,0.8,64.3,0.9,-888888888,-888888888,0400000US31,733570,4667,33.4,0.4,31.9,0.7,12.4,0.6,21.7,0.5,-999999999.0,-999999999.0,90.9,0.3,4.1,0.2,0.7,0.1,1.5,0.1,-999999999.0,428075,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Nebraska,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,31
0.1,5.9,0.4,2.5,0.3,19.5,0.4,62.9,0.5,49760,826,650833,9331,15.4,0.6,37.6,0.8,47.0,0.9,1.2,-888888888.0,126482,5753,27.6,1.9,56.4,2.3,47.0,2.5,44.2,2.5,97.1,0.7,64.5,2.0,15.8,1.5,1.6,0.4,4.2,1.1,1.1,0.6,9.9,1.5,2.9,0.7,30.5,1.9,45.4,2.4,21520,961,90701,5177,22.0,2.1,49.8,2.5,28.2,2.2,-888888888,-888888888,880123,8607,35.5,0.6,29.8,0.8,9.7,0.5,21.9,0.6,97.6,0.3,77.2,0.6,7.0,0.4,1.0,0.1,6.5,0.3,0.5,0.1,5.3,0.4,2.4,0.3,17.9,0.4,0.6,65.4,54237,1115,8491,14.4,0.6,35.6,0.9,50.1,1.0,-888888888,-888888888,0400000US32,1006605,7913,34.5,0.5,33.2,0.7,14.3,0.6,24.7,0.6,97.5,0.3,75.6,0.5,8.1,0.3,1.1,0.1,6.2,0.3,0.6,560132,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
-999999999.0,-999999999.0,-999999999.0,1.1,0.2,2.1,0.2,94.0,0.3,63280,1537,341718,5965,13.8,0.8,27.2,1.1,59.0,1.1,0.9,-888888888.0,42991,3391,25.3,3.3,53.6,3.8,48.3,4.4,51.1,3.8,-999999999.0,-999999999.0,93.8,1.7,2.1,1.3,-999999999.0,-999999999.0,1.3,0.8,-999999999.0,-999999999.0,-999999999.0,-999999999.0,2.5,1.1,5.0,1.5,89.8,1.9,19291,2175,28269,2503,26.1,4.4,48.1,4.8,25.8,3.8,-888888888,-888888888,476146,5937,37.4,0.7,27.3,0.8,5.5,0.5,20.8,0.9,-999999999.0,-999999999.0,95.7,0.3,0.8,0.2,-999999999.0,-999999999.0,2.0,0.2,-999999999.0,-999999999.0,-999999999.0,-999999999.0,1.0,0.2,1.8,0.2,0.4,94.3,67916,1672,6239,12.7,0.7,25.3,1.1,62.0,1.1,-888888888,-888888888,0400000US33,519137,4650,36.4,0.6,29.5,0.7,9.0,0.7,23.4,0.8,-999999999.0,-999999999.0,95.5,0.3,0.9,0.2,-999999999.0,-999999999.0,1.9,0.2,-999999999.0,313449,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,N,N,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,N,N,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),New Hampshire,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,N,N,null,null,N,null,33
-999999999.0,4.6,0.2,1.6,0.1,14.7,0.2,64.0,0.2,69667,716,2211642,11388,12.6,0.3,32.3,0.5,55.1,0.5,1.0,-888888888.0,296880,7821,32.6,1.2,52.8,1.4,47.3,1.4,42.2,1.1,-999999999.0,-999999999.0,49.6,1.2,31.4,1.1,0.6,0.3,3.7,0.5,-999999999.0,-999999999.0,11.5,1.0,3.2,0.4,34.4,1.3,30.7,1.2,19746,735,210108,7209,26.2,1.4,44.3,1.5,29.5,1.4,-888888888,-888888888,2901919,11024,38.0,0.2,32.5,0.4,6.7,0.2,19.8,0.3,-999999999.0,-999999999.0,75.4,0.3,11.3,0.2,0.2,0.1,7.8,0.1,-999999999.0,-999999999.0,3.9,0.2,1.4,0.1,12.7,0.2,0.3,67.4,75387,681,11597,11.2,0.3,31.0,0.5,57.8,0.5,-888888888,-888888888,0400000US34,3198799,8893,37.5,0.2,34.4,0.4,10.5,0.3,21.9,0.3,-999999999.0,-999999999.0,73.0,0.3,13.2,0.2,0.2,0.1,7.4,0.1,-999999999.0,2001534,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),New Jersey,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,34
-999999999.0,11.4,0.6,2.1,0.2,40.5,0.5,49.3,0.5,42558,902,501421,8215,18.3,0.7,37.1,1.1,44.7,1.0,0.8,-888888888.0,126168,5134,23.7,1.8,57.0,2.0,57.3,2.5,42.8,2.3,-999999999.0,-999999999.0,63.3,2.0,2.8,0.6,10.2,1.1,0.5,0.2,-999999999.0,-999999999.0,20.6,1.9,2.5,0.5,58.8,1.9,27.3,1.7,17724,1404,92014,4577,21.3,2.6,50.9,2.9,27.8,2.8,-888888888,-888888888,638828,6137,40.4,0.6,27.1,0.7,11.6,0.6,25.8,0.7,-999999999.0,-999999999.0,79.6,0.7,1.8,0.2,5.7,0.3,1.1,0.1,-999999999.0,-999999999.0,9.6,0.6,2.1,0.3,36.9,0.7,0.5,53.7,50294,838,7929,17.6,0.8,34.0,1.1,48.5,1.2,-888888888,-888888888,0400000US35,764996,5964,37.7,0.5,32.0,0.6,19.2,0.7,28.6,0.6,-999999999.0,-999999999.0,76.9,0.7,2.0,0.2,6.5,0.3,1.0,0.1,-999999999.0,409407,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),New Mexico,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,35
0.1,6.7,0.1,1.8,0.1,14.6,0.1,63.6,0.1,56448,371,4587857,19910,14.2,0.2,33.6,0.3,52.2,0.3,1.4,-888888888.0,1125632,14558,36.3,0.7,46.2,0.8,51.1,0.7,43.9,0.7,96.8,0.2,47.5,0.7,26.7,0.7,0.7,0.1,5.5,0.3,0.0,0.1,16.3,0.5,3.2,0.2,31.7,0.6,36.1,0.7,17286,317,742212,11560,26.0,0.7,46.3,0.9,27.7,0.8,-888888888,-888888888,6113290,18815,37.0,0.2,28.2,0.3,8.3,0.2,18.4,0.2,98.4,0.1,74.2,0.2,12.4,0.2,0.3,0.1,6.6,0.1,0.0,0.1,4.9,0.1,1.6,0.1,11.4,0.2,0.2,68.7,65398,403,21033,11.9,0.2,31.2,0.3,56.9,0.3,-888888888,-888888888,0400000US36,7238922,16375,36.9,0.2,31.0,0.2,14.9,0.2,22.4,0.2,98.2,0.1,70.1,0.2,14.6,0.1,0.3,0.1,6.4,0.1,0.0,3845645,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0.1,1.6,0.1,1.3,0.1,5.6,0.1,69.6,0.2,45150,391,2472230,16171,16.3,0.3,35.2,0.5,48.5,0.5,1.1,-888888888.0,572468,10240,26.1,0.9,53.5,0.9,54.7,1.0,43.5,1.0,98.2,0.2,50.5,0.9,41.9,0.9,2.2,0.2,0.9,0.2,0.1,0.1,2.6,0.4,1.8,0.2,8.0,0.6,45.9,0.9,17155,461,406756,9092,24.2,1.0,49.2,1.1,26.6,1.1,-888888888,-888888888,3158857,16797,36.3,0.2,28.5,0.3,9.5,0.3,22.2,0.3,98.8,0.1,77.3,0.3,17.1,0.3,0.9,0.1,2.1,0.1,0.0,0.1,1.4,0.1,1.2,0.1,5.1,0.2,0.3,73.9,51526,372,15978,14.7,0.3,32.5,0.6,52.8,0.6,-888888888,-888888888,0400000US37,3731325,14347,34.7,0.2,32.3,0.3,16.4,0.3,25.5,0.3,98.7,0.1,73.2,0.2,20.9,0.2,1.1,0.1,1.9,0.1,0.0,2065474,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
-999999999.0,0.3,0.1,0.8,0.2,1.6,0.2,91.8,0.5,53585,1546,175380,3955,10.4,0.7,27.0,1.3,62.5,1.2,1.0,-888888888.0,22396,2134,22.8,3.3,53.0,4.6,51.5,4.3,37.1,4.2,-999999999.0,-999999999.0,77.6,3.6,2.8,2.2,15.7,2.5,1.1,1.0,-999999999.0,-999999999.0,1.3,0.8,1.5,0.8,5.1,2.1,74.9,4.0,16987,2458,13815,1709,11.9,4.0,63.4,6.5,24.6,5.5,-888888888,-888888888,268548,3277,33.8,0.7,25.4,1.0,8.3,0.7,18.8,0.9,-999999999.0,-999999999.0,94.3,0.5,1.0,0.3,2.9,0.3,0.8,0.3,-999999999.0,-999999999.0,0.2,0.1,0.7,0.2,1.3,0.2,0.5,93.2,57054,1182,3468,10.3,0.7,23.9,1.3,65.8,1.3,-888888888,-888888888,0400000US38,290944,2708,33.0,0.6,27.6,1.1,11.6,0.8,20.2,0.9,-999999999.0,-999999999.0,93.0,0.5,1.1,0.3,3.9,0.3,0.8,0.2,-999999999.0,161565,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),North Dakota,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,38
0.1,0.6,0.1,1.3,0.1,2.3,0.1,83.0,0.2,46829,293,2913312,14675,16.2,0.3,33.0,0.4,50.7,0.4,1.1,-888888888.0,713830,10148,24.4,0.7,50.7,0.8,56.1,0.9,48.4,0.9,97.4,0.3,66.9,0.7,28.4,0.6,0.4,0.1,0.6,0.1,0.0,0.1,1.0,0.2,2.6,0.3,4.2,0.3,64.3,0.7,15961,339,472411,9452,27.0,0.9,48.0,1.1,25.0,1.0,-888888888,-888888888,3840842,14522,38.6,0.2,26.3,0.3,7.6,0.2,22.2,0.3,99.0,0.1,87.7,0.2,9.0,0.2,0.2,0.1,1.6,0.1,0.0,0.1,0.5,0.1,1.0,0.1,1.9,0.1,0.2,86.4,53671,427,15369,14.1,0.2,30.1,0.4,55.7,0.4,-888888888,-888888888,0400000US39,4554672,11606,36.4,0.2,30.1,0.3,15.2,0.2,26.3,0.3,98.7,0.1,84.4,0.2,12.0,0.1,0.2,0.1,1.5,0.1,0.0,2440901,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0.1,1.7,0.1,5.5,0.2,6.1,0.2,74.1,0.3,44312,462,957067,7641,15.8,0.4,34.8,0.5,49.4,0.6,1.3,-888888888.0,205425,5065,23.9,1.0,54.3,1.3,56.0,1.3,49.8,1.6,91.6,0.7,64.3,1.1,14.4,0.8,9.6,0.8,0.8,0.2,0.1,0.1,2.4,0.5,8.4,0.7,9.0,0.8,58.9,1.1,17267,574,143599,4098,23.0,1.3,50.1,1.7,26.9,1.5,-888888888,-888888888,1241242,6393,36.9,0.3,28.9,0.4,9.6,0.3,26.4,0.4,95.0,0.2,80.2,0.3,5.9,0.2,5.8,0.2,1.5,0.1,0.1,0.1,1.6,0.1,5.0,0.2,5.6,0.2,0.3,76.6,50177,440,7774,14.5,0.4,32.1,0.6,53.4,0.6,-888888888,-888888888,0400000US40,1446667,5298,35.1,0.3,32.5,0.4,16.2,0.4,29.7,0.5,94.5,0.2,77.9,0.3,7.1,0.2,6.3,0.2,1.4,0.1,0.1,813468,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0.1,2.2,0.2,2.5,0.2,7.6,0.2,84.5,0.3,49161,807,964892,8222,17.3,0.5,33.2,0.7,49.5,0.8,1.0,-888888888.0,304161,8492,25.1,1.1,47.8,1.4,46.4,1.5,42.7,1.5,95.9,0.6,83.0,1.1,3.4,0.5,2.0,0.4,2.2,0.4,0.6,0.3,4.7,0.7,4.1,0.6,14.0,1.0,74.9,1.2,21138,641,199294,7042,20.3,1.4,46.5,1.8,33.3,1.7,-888888888,-888888888,1212796,9812,40.6,0.4,24.9,0.5,7.9,0.4,23.2,0.5,97.9,0.2,90.8,0.4,1.2,0.2,0.8,0.1,3.3,0.2,0.2,0.1,1.6,0.2,2.1,0.2,5.9,0.3,0.4,86.8,57369,653,7962,16.5,0.6,29.7,0.8,53.7,0.8,-888888888,-888888888,0400000US41,1516957,7216,37.5,0.4,29.5,0.4,15.6,0.5,27.1,0.5,97.5,0.2,89.2,0.3,1.6,0.1,1.0,0.1,3.1,0.1,0.3,765598,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
