S2507_C01_018E,S2507_C01_019M,S2507_C01_033M,S2507_C01_034E,S2507_C01_035M,S2507_C01_061E,S2507_C01_061M,S2507_C01_062E,S2507_C01_062M,GEO_ID,S2507_C01_001E,S2507_C01_001M,S2507_C01_002E,S2507_C01_002M,S2507_C01_003E,S2507_C01_003M,S2507_C01_004E,S2507_C01_004M,S2507_C01_005E,S2507_C01_005M,S2507_C01_006E,S2507_C01_006M,S2507_C01_007E,S2507_C01_007M,S2507_C01_008E,S2507_C01_008M,S2507_C01_009E,S2507_C01_010M,S2507_C01_011M,S2507_C01_012E,S2507_C01_013E,S2507_C01_013M,S2507_C01_014E,S2507_C01_015E,S2507_C01_015M,S2507_C01_016E,S2507_C01_016M,S2507_C01_017M,S2507_C01_018M,S2507_C01_019E,S2507_C01_020E,S2507_C01_020M,S2507_C01_021E,S2507_C01_021M,S2507_C01_022E,S2507_C01_022M,S2507_C01_023E,S2507_C01_024E,S2507_C01_024M,S2507_C01_025E,S2507_C01_026E,S2507_C01_027E,S2507_C01_027M,S2507_C01_028E,S2507_C01_028M,S2507_C01_029E,S2507_C01_029M,S2507_C01_030E,S2507_C01_030M,S2507_C01_031E,S2507_C01_032E,S2507_C01_009M,S2507_C01_010E,S2507_C01_011E,S2507_C01_012M,S2507_C01_014M,S2507_C01_017E,S2507_C01_023M,S2507_C01_025M,S2507_C01_026M,S2507_C01_031M,S2507_C01_032M,S2507_C01_033E,S2507_C01_034M,S2507_C01_035E,S2507_C01_036E,S2507_C01_036M,S2507_C01_037E,S2507_C01_037M,S2507_C01_038E,S2507_C01_038M,S2507_C01_039E,S2507_C01_039M,S2507_C01_040E,S2507_C01_040M,S2507_C01_041E,S2507_C01_041M,S2507_C01_042E,S2507_C01_042M,S2507_C01_043E,S2507_C01_043M,S2507_C01_044E,S2507_C01_044M,S2507_C01_045E,S2507_C01_045M,S2507_C01_046E,S2507_C01_046M,S2507_C01_047E,S2507_C01_047M,S2507_C01_048E,S2507_C01_048M,S2507_C01_049E,S2507_C01_049M,S2507_C01_050E,S2507_C01_050M,S2507_C01_051E,S2507_C01_051M,S2507_C01_052E,S2507_C01_052M,S2507_C01_053E,S2507_C01_053M,S2507_C01_054E,S2507_C01_054M,S2507_C01_055E,S2507_C01_055M,S2507_C01_056E,S2507_C01_056M,S2507_C01_057E,S2507_C01_057M,S2507_C01_058E,S2507_C01_058M,S2507_C01_059E,S2507_C01_059M,S2507_C01_060E,S2507_C01_060M,S2507_C01_018MA,S2507_C01_018EA,S2507_C01_019MA,S2507_C01_033MA,S2507_C01_034MA,S2507_C01_034EA,S2507_C01_035MA,S2507_C01_061MA,S2507_C01_061EA,S2507_C01_062MA,S2507_C01_062EA,NAME,S2507_C01_001MA,S2507_C01_001EA,S2507_C01_002MA,S2507_C01_002EA,S2507_C01_003EA,S2507_C01_003MA,S2507_C01_004MA,S2507_C01_004EA,S2507_C01_005EA,S2507_C01_005MA,S2507_C01_006MA,S2507_C01_006EA,S2507_C01_007MA,S2507_C01_007EA,S2507_C01_008EA,S2507_C01_008MA,S2507_C01_009EA,S2507_C01_009MA,S2507_C01_010MA,S2507_C01_011MA,S2507_C01_012MA,S2507_C01_012EA,S2507_C01_013EA,S2507_C01_013MA,S2507_C01_014EA,S2507_C01_014MA,S2507_C01_015MA,S2507_C01_015EA,S2507_C01_016EA,S2507_C01_016MA,S2507_C01_017MA,S2507_C01_019EA,S2507_C01_020MA,S2507_C01_020EA,S2507_C01_021EA,S2507_C01_021MA,S2507_C01_022EA,S2507_C01_022MA,S2507_C01_023MA,S2507_C01_023EA,S2507_C01_024MA,S2507_C01_024EA,S2507_C01_025EA,S2507_C01_025MA,S2507_C01_026MA,S2507_C01_026EA,S2507_C01_027MA,S2507_C01_027EA,S2507_C01_028EA,S2507_C01_028MA,S2507_C01_029MA,S2507_C01_029EA,S2507_C01_030MA,S2507_C01_030EA,S2507_C01_031EA,S2507_C01_031MA,S2507_C01_032MA,S2507_C01_032EA,S2507_C01_010EA,S2507_C01_011EA,S2507_C01_017EA,S2507_C01_033EA,S2507_C01_035EA,S2507_C01_036MA,S2507_C01_036EA,S2507_C01_037EA,S2507_C01_037MA,S2507_C01_038MA,S2507_C01_038EA,S2507_C01_039MA,S2507_C01_039EA,S2507_C01_040MA,S2507_C01_040EA,S2507_C01_041MA,S2507_C01_041EA,S2507_C01_042EA,S2507_C01_042MA,S2507_C01_043EA,S2507_C01_043MA,S2507_C01_044EA,S2507_C01_044MA,S2507_C01_045MA,S2507_C01_045EA,S2507_C01_046EA,S2507_C01_046MA,S2507_C01_047EA,S2507_C01_047MA,S2507_C01_048MA,S2507_C01_048EA,S2507_C01_049MA,S2507_C01_049EA,S2507_C01_050EA,S2507_C01_050MA,S2507_C01_051MA,S2507_C01_051EA,S2507_C01_052EA,S2507_C01_052MA,S2507_C01_053EA,S2507_C01_053MA,S2507_C01_054MA,S2507_C01_054EA,S2507_C01_055EA,S2507_C01_055MA,S2507_C01_056MA,S2507_C01_056EA,S2507_C01_057MA,S2507_C01_057EA,S2507_C01_058EA,S2507_C01_058MA,S2507_C01_059MA,S2507_C01_059EA,S2507_C01_060EA,S2507_C01_060MA,state
39699,0.9,0.4,7.8,3,1109,19,31.7,-888888888.0,0400000US29,570642,9487,20.5,0.7,24.6,0.8,17.8,0.7,14.6,0.6,13.0,0.5,6.1,0.4,3.3,0.3,111700,0.4,0.7,14.7,16.9,0.7,17.4,9.0,0.4,7.3,0.5,0.4,690,40.2,17.3,0.6,11.4,0.6,30.2,0.8,1.0,1.0,0.2,3.0,5.8,9.4,0.5,11.5,0.5,13.1,0.7,12.3,0.6,18.8,11.3,2265,6.8,22.6,0.7,0.6,5.4,0.2,0.3,0.4,0.6,0.7,6.3,0.4,376,21.0,0.7,5.0,0.4,5.4,0.4,10.6,0.6,22.1,0.8,16.2,0.7,4.5,0.3,1.4,0.1,16.9,0.7,15.8,0.7,0.8,0.2,0.2,0.1,17.4,0.6,17.1,0.6,0.2,0.1,0.1,0.1,21.7,0.7,21.6,0.7,0.1,0.1,0.0,0.1,1.0,0.2,35.9,0.8,26.0,0.7,34.6,0.7,3.5,0.3,null,null,null,null,null,null,null,null,null,(X),null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
40036,1.7,0.8,8.4,7,1444,38,29.4,-888888888.0,0400000US30,115338,3294,19.0,1.4,13.3,1.1,13.8,1.2,15.0,1.2,19.6,1.3,11.5,1.2,7.7,0.8,160700,1.1,1.4,14.2,15.6,1.2,18.3,9.1,1.0,8.4,1.0,0.8,1361,32.2,14.1,1.1,11.9,1.2,40.8,1.6,0.9,1.6,0.6,3.7,5.3,9.7,0.9,11.7,1.2,12.9,1.0,12.2,1.1,19.5,10.0,3940,7.5,21.6,1.3,1.2,5.5,0.3,0.8,0.8,1.6,1.2,5.1,1.0,371,20.3,1.6,4.6,0.7,5.7,0.9,10.0,1.2,22.0,1.6,15.3,1.4,5.2,1.0,1.5,0.4,15.6,1.2,14.2,1.2,1.1,0.3,0.4,0.2,18.3,1.2,18.1,1.2,0.2,0.1,0.0,0.1,22.9,1.3,22.8,1.3,0.1,0.1,0.0,0.1,0.9,0.3,24.1,1.5,23.7,1.7,43.8,1.5,8.4,1.0,null,null,null,null,null,null,null,null,null,(X),null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
47092,1.2,0.8,13.4,6,2063,44,30.8,-888888888.0,0400000US31,179541,4170,19.6,1.0,24.8,1.0,23.8,1.0,13.3,1.0,11.3,0.9,4.9,0.6,2.3,0.4,110100,0.6,1.1,12.9,15.7,0.9,20.2,11.4,1.0,9.1,0.8,0.6,1531,46.9,18.4,1.1,11.5,0.8,22.4,1.1,0.8,0.7,0.2,1.7,3.5,5.5,0.6,7.9,0.7,9.9,0.7,10.7,0.8,21.0,16.2,1966,4.9,19.2,0.9,1.1,6.5,0.2,0.4,0.5,1.2,1.0,9.6,0.8,449,16.6,1.0,3.3,0.5,4.4,0.5,8.8,0.7,19.6,1.1,11.9,0.8,5.8,0.7,1.9,0.3,15.7,0.9,14.1,0.9,1.3,0.3,0.3,0.1,20.2,1.1,19.6,1.1,0.4,0.2,0.2,0.1,27.1,1.3,26.8,1.2,0.2,0.1,0.0,0.1,0.8,0.2,16.4,0.9,17.9,0.9,58.3,1.1,7.5,0.8,null,null,null,null,null,null,null,null,null,(X),null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
44863,1.7,1.0,13.0,9,1327,40,30.1,-888888888.0,0400000US32,156472,4682,18.7,1.2,17.8,1.1,16.7,1.3,14.0,1.1,15.9,1.1,9.1,1.0,7.8,1.1,137900,1.0,1.4,12.5,15.8,1.1,18.1,9.9,1.0,8.8,0.8,1.0,1942,39.1,15.3,1.2,10.7,1.1,32.9,1.5,2.0,1.1,0.3,2.9,4.7,7.1,0.8,10.7,1.0,12.2,1.1,12.1,1.2,17.8,12.1,5479,6.4,19.6,1.1,1.5,8.8,0.6,0.7,0.7,1.4,1.3,6.4,1.0,397,17.2,1.3,3.0,0.4,4.3,0.7,9.9,1.1,19.3,1.4,13.0,1.1,4.5,0.8,1.8,0.5,15.8,1.1,14.2,1.0,1.1,0.4,0.5,0.2,18.1,1.5,17.4,1.4,0.6,0.2,0.1,0.2,27.6,1.6,27.3,1.6,0.3,0.3,0.0,0.1,2.0,0.6,27.3,1.4,25.0,1.6,39.5,1.7,8.3,0.9,null,null,null,null,null,null,null,null,null,(X),null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
51942,1.7,1.4,52.3,13,4486,108,29.1,-888888888.0,0400000US33,115700,3323,10.4,1.1,8.6,1.1,7.4,0.9,16.0,1.5,29.8,1.9,18.9,1.5,8.9,1.1,222700,0.8,1.4,11.6,15.6,1.2,17.7,11.8,1.4,12.4,1.3,1.1,1893,26.4,16.2,1.6,12.6,1.4,43.9,2.0,0.9,0.1,0.1,0.7,0.8,1.5,0.5,2.1,0.6,2.5,0.7,3.4,0.8,7.2,13.1,5164,4.9,15.8,1.3,1.6,10.2,0.4,0.4,0.4,1.0,1.3,16.1,2.0,716,13.5,1.4,0.7,0.4,1.8,0.5,11.0,1.2,17.9,1.7,3.4,0.8,6.3,0.9,8.2,1.1,15.6,1.2,7.4,1.0,6.1,0.9,2.1,0.6,17.7,1.6,14.1,1.3,3.0,0.7,0.5,0.3,34.4,1.8,33.2,1.8,0.9,0.4,0.2,0.2,0.9,0.4,8.6,1.1,6.2,1.0,83.2,1.3,2.0,0.5,null,null,null,null,null,null,null,null,null,(X),null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
59786,0.7,0.5,75.4,8,6870,75,30.3,-888888888.0,0400000US34,621671,8693,4.4,0.3,4.9,0.4,7.3,0.4,10.6,0.5,23.9,0.7,31.1,0.7,17.7,0.6,295200,0.3,0.6,10.1,12.8,0.5,17.0,11.5,0.6,14.1,0.6,0.6,1359,18.5,15.2,0.6,12.3,0.6,52.9,0.9,1.1,0.3,0.1,0.3,0.4,0.7,0.1,0.9,0.2,1.3,0.2,1.6,0.2,4.2,6.0,3187,4.5,15.3,0.6,0.6,14.7,0.2,0.1,0.1,0.4,0.5,8.9,0.7,930,13.2,0.5,0.4,0.1,0.8,0.1,12.1,0.5,15.6,0.7,1.5,0.2,3.5,0.3,10.5,0.6,12.8,0.5,3.5,0.3,5.6,0.4,3.8,0.3,17.0,0.6,10.1,0.5,5.3,0.3,1.6,0.2,40.3,1.0,37.8,1.0,2.3,0.3,0.3,0.1,1.1,0.2,1.4,0.2,2.6,0.3,91.9,0.5,4.1,0.3,null,null,null,null,null,null,null,null,null,(X),null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
37338,1.4,0.5,4.9,5,834,39,29.2,-888888888.0,0400000US35,215566,5006,22.5,1.2,18.9,1.1,15.5,1.0,14.5,1.1,15.3,1.0,8.5,0.8,4.7,0.6,122100,0.8,1.1,14.0,13.6,1.0,15.7,9.5,0.7,8.0,0.8,0.6,1340,36.6,15.0,1.0,9.7,0.8,36.7,1.3,2.0,3.5,0.4,7.0,10.3,12.3,1.0,14.4,1.1,12.4,1.1,9.6,0.8,13.4,8.2,4012,10.0,23.6,1.0,1.1,5.7,0.4,0.8,0.9,1.1,0.9,4.1,0.6,311,24.0,1.2,8.2,0.8,5.9,0.8,10.0,0.9,21.5,1.2,17.0,1.1,3.0,0.5,1.5,0.3,13.6,1.0,12.9,1.0,0.6,0.2,0.0,0.1,15.7,1.1,15.4,1.1,0.2,0.1,0.1,0.1,23.2,1.1,23.2,1.1,0.0,0.1,0.0,0.1,2.0,0.4,40.5,1.4,20.7,1.4,22.0,1.2,16.8,1.1,null,null,null,null,null,null,null,null,null,(X),null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
53541,0.5,0.4,48.1,6,3905,39,30.2,-888888888.0,0400000US36,1382992,12928,10.0,0.3,13.6,0.3,11.4,0.3,9.5,0.3,13.0,0.4,20.8,0.4,21.8,0.4,240600,0.3,0.5,10.6,14.0,0.4,18.2,11.3,0.3,12.4,0.4,0.4,778,27.3,13.8,0.4,10.6,0.4,47.2,0.5,1.2,2.1,0.2,1.2,1.8,2.7,0.2,3.6,0.2,4.5,0.2,5.0,0.2,10.9,10.7,3824,4.9,17.2,0.4,0.4,11.4,0.1,0.1,0.2,0.4,0.3,9.4,0.5,683,14.8,0.4,1.6,0.1,2.1,0.2,11.1,0.3,16.7,0.5,5.6,0.3,4.4,0.2,6.7,0.3,14.0,0.4,8.2,0.3,3.0,0.2,2.8,0.2,18.2,0.4,13.7,0.4,3.1,0.2,1.4,0.1,35.1,0.6,32.8,0.5,1.9,0.2,0.4,0.1,1.2,0.1,6.5,0.2,9.3,0.3,75.5,0.4,8.7,0.4,null,null,null,null,null,null,null,null,null,(X),null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
37031,0.7,0.3,7.5,3,985,14,30.3,-888888888.0,0400000US37,830141,11144,20.4,0.7,22.8,0.8,17.0,0.6,13.8,0.5,12.9,0.6,8.7,0.4,4.4,0.3,117100,0.4,0.8,14.2,15.7,0.6,16.4,8.7,0.4,6.8,0.4,0.3,713,35.1,16.5,0.5,12.2,0.5,34.8,0.7,1.4,1.2,0.2,3.3,7.4,11.3,0.5,13.7,0.5,12.9,0.5,11.6,0.5,16.6,9.5,1920,7.9,25.5,0.5,0.6,4.7,0.2,0.3,0.4,0.6,0.4,4.9,0.4,351,23.9,0.7,6.3,0.4,6.2,0.5,11.4,0.5,22.3,0.6,16.6,0.5,4.3,0.3,1.4,0.2,15.7,0.6,14.7,0.6,0.9,0.2,0.1,0.1,16.4,0.6,16.2,0.6,0.2,0.1,0.0,0.1,20.3,0.6,20.2,0.6,0.0,0.1,0.0,0.1,1.4,0.2,39.2,0.7,27.7,0.8,29.1,0.7,4.0,0.3,null,null,null,null,null,null,null,null,null,(X),null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
53272,1.9,0.8,7.6,7,1308,55,30.2,-888888888.0,0400000US38,87934,2599,24.5,1.4,20.9,1.5,17.2,1.2,14.2,1.4,15.2,1.5,6.1,1.1,1.9,0.4,110800,1.0,1.4,10.4,15.3,1.5,20.3,12.0,1.3,11.0,1.1,1.1,1749,51.8,16.4,1.4,9.4,1.2,21.5,1.6,0.9,1.1,0.4,2.7,5.7,8.1,1.0,10.0,1.1,11.1,1.1,12.8,1.3,23.3,12.0,3603,5.6,15.4,1.1,1.5,10.0,0.3,0.6,0.8,1.7,1.3,5.6,1.0,394,14.6,1.3,2.8,0.6,4.1,0.8,7.7,1.1,15.8,1.3,11.1,1.2,4.1,0.8,0.7,0.3,15.3,1.5,14.5,1.4,0.8,0.3,0.0,0.1,20.3,1.5,20.2,1.5,0.1,0.1,0.0,0.1,33.0,1.6,33.0,1.6,0.0,0.1,0.0,0.1,0.9,0.3,31.3,1.6,19.6,1.4,40.0,1.7,9.1,1.0,null,null,null,null,null,null,null,null,null,(X),null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
41713,0.6,0.4,11.4,3,1646,21,30.0,-888888888.0,0400000US39,1028543,10989,17.0,0.5,26.7,0.6,22.1,0.5,15.6,0.5,11.4,0.4,4.7,0.3,2.5,0.2,112600,0.3,0.5,13.6,17.1,0.6,18.1,9.8,0.4,7.9,0.3,0.3,494,40.6,19.1,0.5,11.9,0.4,27.3,0.5,1.1,0.6,0.1,1.7,3.7,6.7,0.3,9.3,0.3,12.3,0.4,12.3,0.4,20.6,13.4,1295,5.9,22.1,0.4,0.4,5.5,0.1,0.2,0.2,0.6,0.4,8.0,0.4,417,19.0,0.5,3.5,0.2,5.3,0.2,10.3,0.4,21.5,0.5,13.7,0.4,5.8,0.3,2.0,0.2,17.1,0.6,15.5,0.5,1.4,0.2,0.2,0.1,18.1,0.4,17.6,0.4,0.4,0.1,0.1,0.1,23.1,0.5,23.0,0.5,0.1,0.1,0.0,0.1,1.1,0.1,20.9,0.5,23.5,0.5,52.5,0.7,3.0,0.3,null,null,null,null,null,null,null,null,null,(X),null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
40281,1.0,0.4,6.8,4,658,18,30.9,-888888888.0,0400000US40,405466,5183,25.8,0.7,27.7,0.8,17.7,0.7,12.3,0.6,9.6,0.5,4.4,0.4,2.5,0.3,92300,0.5,0.8,13.6,16.0,0.6,17.5,9.4,0.5,7.5,0.4,0.5,780,47.2,16.4,0.6,9.9,0.5,24.9,0.8,1.4,1.4,0.2,4.0,8.1,11.8,0.5,12.3,0.6,12.9,0.6,11.5,0.6,17.1,9.3,1744,7.7,22.8,0.6,0.6,5.6,0.2,0.4,0.4,0.6,0.5,4.8,0.5,348,21.2,0.8,6.2,0.4,5.4,0.4,9.5,0.5,21.4,0.8,16.4,0.7,3.8,0.3,1.1,0.2,16.0,0.6,15.1,0.6,0.7,0.1,0.2,0.1,17.5,0.6,17.3,0.6,0.2,0.1,0.0,0.1,22.5,0.8,22.5,0.8,0.0,0.1,0.0,0.1,1.4,0.2,53.5,0.8,21.7,0.8,18.8,0.6,6.0,0.4,null,null,null,null,null,null,null,null,null,(X),null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
42945,1.1,0.8,14.5,6,2133,55,29.6,-888888888.0,0400000US41,295785,6552,16.6,0.9,7.8,0.7,11.3,0.9,13.8,0.8,22.6,1.0,17.9,1.0,10.0,0.8,201900,0.6,1.0,13.2,16.8,0.9,17.8,10.1,0.7,8.8,0.7,0.6,1049,25.5,13.9,0.8,12.3,0.9,47.4,1.3,1.0,1.1,0.3,2.0,4.1,5.5,0.5,7.5,0.6,9.0,0.8,10.6,0.9,20.4,15.0,5031,5.9,21.3,0.8,1.0,6.1,0.3,0.3,0.6,1.0,1.0,10.1,0.9,449,19.1,0.9,3.0,0.4,4.3,0.5,11.7,0.7,20.4,1.0,12.0,0.9,6.1,0.5,2.3,0.3,16.8,0.9,14.4,0.9,2.3,0.3,0.1,0.1,17.8,1.0,17.2,1.0,0.4,0.2,0.1,0.1,25.0,1.0,24.9,1.0,0.1,0.1,0.0,0.1,1.0,0.3,17.5,1.0,15.0,0.9,62.6,1.3,5.0,0.5,null,null,null,null,null,null,null,null,null,(X),null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
43475,0.5,0.3,19.7,3,1962,25,29.6,-888888888.0,0400000US42,1294250,11618,15.8,0.5,21.0,0.5,16.3,0.4,16.4,0.5,16.7,0.4,9.1,0.3,4.7,0.2,138700,0.2,0.4,13.5,16.3,0.4,18.2,10.3,0.3,8.6,0.3,0.2,514,36.1,17.0,0.4,11.8,0.3,34.2,0.5,1.0,0.6,0.1,1.0,2.7,5.2,0.2,7.1,0.3,9.0,0.3,10.1,0.4,19.5,15.0,1984,5.6,20.9,0.4,0.4,6.6,0.1,0.1,0.2,0.4,0.4,10.0,0.4,474,18.1,0.4,2.3,0.1,4.1,0.2,11.8,0.3,20.9,0.5,10.7,0.4,6.6,0.2,3.6,0.2,16.3,0.4,13.2,0.3,2.6,0.2,0.6,0.1,18.2,0.4,17.2,0.4,0.9,0.1,0.1,0.1,25.4,0.5,25.2,0.5,0.2,0.1,0.0,0.1,1.0,0.1,19.6,0.4,19.6,0.4,59.1,0.5,1.7,0.1,null,null,null,null,null,null,null,null,null,(X),null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
49802,2.0,2.2,42.7,13,3652,93,32.1,-888888888.0,0400000US44,70659,3143,4.4,1.1,5.3,1.2,9.6,1.5,21.1,2.2,31.1,2.6,19.0,1.9,9.4,1.4,229300,1.4,1.9,11.5,15.3,1.9,18.5,11.1,1.9,11.9,1.5,1.1,3148,18.0,15.4,1.8,13.5,1.7,51.8,2.9,1.4,0.4,0.3,0.3,0.6,0.8,0.4,1.8,0.6,1.9,0.7,4.0,1.1,13.0,17.6,7486,5.1,18.3,1.8,2.1,8.4,0.8,0.2,0.4,1.8,2.0,17.0,2.3,657,16.0,2.0,0.4,0.3,1.2,0.6,14.4,1.9,17.6,2.0,4.6,1.2,7.0,1.2,5.9,1.0,15.3,1.9,8.7,1.2,5.8,1.4,0.7,0.3,18.5,2.1,16.2,2.0,2.1,0.7,0.1,0.2,31.4,2.5,30.6,2.4,0.6,0.4,0.2,0.2,1.4,0.8,4.8,1.2,3.4,0.9,90.6,1.6,1.2,0.5,null,null,null,null,null,null,null,null,null,(X),null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
