B17001B_019M,B17001B_020E,B17001B_020M,B17001B_021E,B17001B_021M,B17001B_022E,B17001B_022M,B17001B_023E,B17001B_023M,B17001B_024E,B17001B_024M,B17001B_025E,B17001B_025M,B17001B_026E,B17001B_026M,B17001B_027E,B17001B_027M,B17001B_028E,B17001B_028M,B17001B_029E,B17001B_029M,B17001B_030E,B17001B_030M,B17001B_031E,B17001B_031M,B17001B_032E,B17001B_032M,B17001B_033E,B17001B_033M,B17001B_034E,B17001B_034M,B17001B_035E,B17001B_035M,B17001B_036E,B17001B_036M,B17001B_037E,B17001B_037M,B17001B_038E,B17001B_038M,B17001B_039E,B17001B_039M,B17001B_040E,B17001B_040M,B17001B_041E,B17001B_041M,B17001B_042E,B17001B_042M,B17001B_043E,B17001B_043M,B17001B_044E,B17001B_044M,B17001B_045E,B17001B_045M,B17001B_046E,B17001B_046M,B17001B_047E,B17001B_047M,B17001B_048E,B17001B_048M,B17001B_049E,B17001B_049M,B17001B_050E,B17001B_050M,B17001B_051E,B17001B_051M,B17001B_052E,B17001B_052M,B17001B_053E,B17001B_053M,B17001B_054E,B17001B_054M,B17001B_055E,B17001B_055M,B17001B_056E,B17001B_056M,B17001B_057E,B17001B_057M,B17001B_058E,B17001B_058M,B17001B_059E,B17001B_059M,GEO_ID,B17001B_001E,B17001B_001M,B17001B_002E,B17001B_002M,B17001B_003E,B17001B_003M,B17001B_004E,B17001B_004M,B17001B_005E,B17001B_005M,B17001B_006E,B17001B_006M,B17001B_007E,B17001B_007M,B17001B_008E,B17001B_008M,B17001B_009E,B17001B_009M,B17001B_010E,B17001B_010M,B17001B_011E,B17001B_011M,B17001B_012E,B17001B_012M,B17001B_013E,B17001B_013M,B17001B_014E,B17001B_014M,B17001B_015E,B17001B_015M,B17001B_016E,B17001B_016M,B17001B_017E,B17001B_017M,B17001B_018E,B17001B_018M,B17001B_019E,B17001B_019MA,B17001B_020MA,B17001B_020EA,B17001B_021MA,B17001B_021EA,B17001B_022EA,B17001B_022MA,B17001B_023EA,B17001B_023MA,B17001B_024EA,B17001B_024MA,B17001B_025EA,B17001B_025MA,B17001B_026MA,B17001B_026EA,B17001B_027EA,B17001B_027MA,B17001B_028EA,B17001B_028MA,B17001B_029EA,B17001B_029MA,B17001B_030EA,B17001B_030MA,B17001B_031MA,B17001B_031EA,B17001B_032MA,B17001B_032EA,B17001B_033MA,B17001B_033EA,B17001B_034EA,B17001B_034MA,B17001B_035EA,B17001B_035MA,B17001B_036MA,B17001B_036EA,B17001B_037MA,B17001B_037EA,B17001B_038MA,B17001B_038EA,B17001B_039EA,B17001B_039MA,B17001B_040EA,B17001B_040MA,B17001B_041MA,B17001B_041EA,B17001B_042MA,B17001B_042EA,B17001B_043MA,B17001B_043EA,B17001B_044EA,B17001B_044MA,B17001B_045EA,B17001B_045MA,B17001B_046MA,B17001B_046EA,B17001B_047MA,B17001B_047EA,B17001B_048MA,B17001B_048EA,B17001B_049EA,B17001B_049MA,B17001B_050EA,B17001B_050MA,B17001B_051MA,B17001B_051EA,B17001B_052MA,B17001B_052EA,B17001B_053MA,B17001B_053EA,B17001B_054MA,B17001B_054EA,B17001B_055EA,B17001B_055MA,B17001B_056MA,B17001B_056EA,B17001B_057MA,B17001B_057EA,B17001B_058MA,B17001B_058EA,B17001B_059MA,B17001B_059EA,NAME,B17001B_001MA,B17001B_001EA,B17001B_002MA,B17001B_002EA,B17001B_003MA,B17001B_003EA,B17001B_004MA,B17001B_004EA,B17001B_005EA,B17001B_005MA,B17001B_006EA,B17001B_006MA,B17001B_007MA,B17001B_007EA,B17001B_008MA,B17001B_008EA,B17001B_009MA,B17001B_009EA,B17001B_010MA,B17001B_010EA,B17001B_011EA,B17001B_011MA,B17001B_012EA,B17001B_012MA,B17001B_013EA,B17001B_013MA,B17001B_014EA,B17001B_014MA,B17001B_015MA,B17001B_015EA,B17001B_016EA,B17001B_016MA,B17001B_017EA,B17001B_017MA,B17001B_018EA,B17001B_018MA,B17001B_019EA,state
130,791,522,405,549,71,122,272,280,696,419,509,341,331,324,284,315,838,593,201,220,0,201,31264,2899,18044,2171,182,185,112,189,1078,474,840,459,341,289,401,383,3003,1710,2376,846,2310,760,2485,1060,2567,903,1559,868,790,574,13220,1861,1243,640,53,89,694,381,450,544,0,201,662,472,1508,512,1971,662,1547,661,1382,688,1130,521,1751,555,829,423,0400000US35,41464,3200,10200,2499,5465,1469,581,536,80,149,280,231,613,593,0,201,130,215,487,518,746,620,481,404,774,448,948,500,194,215,151,204,4735,1531,259,283,78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
1478,37534,3806,13238,2388,5681,1432,10376,1891,34426,3364,56236,4241,49444,3985,40775,3437,37906,3170,20610,2109,17659,1790,2375646,26642,1111104,15667,68171,3946,10233,1948,80621,4662,43417,3943,14422,1927,29738,2448,114242,4538,186472,6210,147429,4563,156555,3540,133965,4013,79588,2828,46251,1841,1264542,15301,61229,3854,11497,1593,78637,4520,39216,3606,13130,1628,30901,2621,110034,4207,188901,5207,164221,4794,191619,4005,173597,3649,114353,2978,87207,2508,0400000US36,3020827,21275,645181,22860,284081,12519,30523,3572,4879,1389,39137,4138,16066,2103,6397,1260,13471,1916,31245,3686,35065,4502,24018,2749,29122,2972,32822,3185,13822,2263,7514,1361,361100,13467,30534,3665,6681,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
1177,29866,3659,10450,1801,3763,1081,9367,1942,28550,3042,40415,3996,28006,3055,26099,2603,28628,2601,16395,2283,12475,1550,1659869,21044,779223,11810,41153,3276,8906,1969,59525,4362,33504,3752,10687,1873,25172,2585,81871,4572,114518,4536,105896,3503,110432,3573,96631,2603,64132,2494,26796,1757,880646,13415,39682,3209,8673,1553,57195,4797,30109,3705,9547,1645,25786,2862,74677,4154,125602,5001,124176,3462,135623,3908,120497,2987,83483,2767,45596,1977,0400000US37,2127461,12602,467592,18958,203792,10640,22630,2777,4370,1254,33971,4161,11084,1791,3884,1218,7941,1411,22677,3239,21411,3083,15917,2496,19909,2736,23771,2218,10945,1458,5282,1025,263800,11074,24823,2916,4963,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
1023,25668,2883,10668,2184,4588,1120,6324,1528,24106,2806,36800,3315,26611,2805,17558,1994,22027,2020,8900,1425,6980,1054,979688,16305,466511,10057,26486,2777,5407,1336,36570,3743,17519,2496,6590,1166,14907,1881,49684,3688,75124,3563,60812,3200,62729,2650,55448,2401,34666,1892,20569,1335,513177,9850,24905,2683,5613,1317,36305,3477,17197,2202,7214,1339,13057,1628,44628,2990,73684,3840,65388,2691,73388,2502,69739,2709,48073,1748,33986,1413,0400000US39,1375348,11659,395660,13615,178282,8967,24671,2796,5066,1196,28159,3549,12051,2045,3157,1172,6359,1141,17586,2722,19037,2498,16188,2521,15562,1929,20857,2091,7513,1406,2076,666,217378,8330,22882,2412,4266,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
476,4621,1374,2639,923,569,272,1339,580,5829,1577,5786,1307,5001,1200,3250,757,3652,728,2495,712,1389,455,192061,7850,98005,3923,6589,1759,1115,423,8033,1575,5253,1283,1294,533,2859,769,8912,1361,15473,1585,14846,1645,13068,1569,10998,1124,6944,860,2621,362,94056,4882,5307,1195,854,413,7070,1380,2886,895,739,301,2795,672,8893,1324,15692,1671,11893,1253,13369,1036,12473,1032,7660,889,4425,664,0400000US40,268459,5354,76398,7925,34390,3786,4994,1440,596,372,5511,1472,2276,790,694,363,1429,531,3728,1010,3731,1111,2770,920,3043,647,4034,814,1362,484,222,138,42008,4949,4523,1008,915,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
509,1475,835,286,200,467,393,84,148,1796,641,1461,769,1453,930,577,436,949,398,524,324,344,410,55149,4711,30679,2951,1563,652,142,258,3645,1255,1441,699,227,228,609,384,2237,786,5675,1076,5294,1038,4027,676,3230,809,2020,751,569,218,24470,2855,1183,653,320,359,1950,859,1336,573,440,430,685,450,2188,775,3757,1570,3644,1030,3076,768,2946,694,1848,647,1097,207,0400000US41,74308,3908,19159,4164,8540,2292,636,581,165,218,556,485,529,695,261,341,714,417,882,557,1462,637,733,521,901,535,924,691,363,323,414,241,10619,2500,873,593,330,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
1227,18938,2513,9770,2152,2878,980,4925,1226,20970,2949,30346,3553,20785,2494,21469,2942,19435,2158,10474,1652,7282,1318,1022677,20593,488071,11425,31968,2698,5560,1652,42090,4117,20210,2326,5996,1220,16119,1647,53192,3744,81656,3602,62185,3343,62534,2528,55735,2078,32640,1924,18186,1210,534606,13428,28759,2887,5423,1250,43282,4134,19263,2842,7061,1159,14293,1905,47705,3181,81349,4163,69363,2998,69963,3234,69464,2406,44508,1935,34173,1640,0400000US42,1359104,14938,336427,17390,145363,9690,14838,2697,2919,1189,21628,2821,9715,2051,2532,1002,4939,1187,18177,3224,16079,2324,14713,2224,14926,2306,16142,1767,6063,1304,2692,690,191064,10616,18977,2992,4815,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
361,980,840,550,464,0,217,589,407,1441,767,1185,597,1091,543,1416,825,468,354,268,274,149,174,48190,5950,24597,2905,1917,838,114,149,1254,750,1751,928,436,277,947,538,2995,779,4250,1146,3284,528,3351,589,2847,448,1154,532,297,363,23593,3629,1367,611,874,966,1778,1132,311,378,298,330,941,431,2849,957,3263,989,3524,1102,2942,846,2807,463,1524,472,1115,355,0400000US44,63638,5265,15448,4323,6438,1957,660,617,0,217,1503,673,239,322,94,156,251,296,1213,893,647,402,219,238,354,316,291,251,854,554,113,175,9010,2743,565,390,308,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
1424,20592,2266,10235,2496,2464,814,6344,1248,19134,2500,28088,3079,20297,2631,15891,1968,20179,2127,13629,1792,7757,1286,990132,16532,467948,7902,28221,2233,3511,1206,38594,3400,16052,2546,5958,1547,14322,1902,53953,3203,66027,3523,62198,3603,60200,2859,58527,1973,43174,1814,17211,1568,522184,11218,24796,2774,4582,1227,35383,3955,19864,2950,6209,1554,12534,1859,47562,3292,70301,3730,70676,3128,76706,2745,73515,2241,52410,2048,27646,1508,0400000US45,1308762,9359,318630,14307,131837,6408,15559,2365,3237,1172,24288,3095,8917,2271,2698,1025,5417,1236,13632,2319,12949,2734,11363,2045,10016,1682,14310,1738,5460,1005,3991,958,186793,10001,17837,2745,4346,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
740,19081,2842,7318,1645,2407,881,4162,1214,16242,2585,23091,2971,16343,2375,13970,2077,15473,2021,6290,1353,6625,1134,818878,13943,386626,8524,21415,2669,2763,1060,30717,3579,14606,2090,6076,1552,11874,1803,40903,2424,65129,3439,53022,2403,52889,2532,48447,2431,26791,1547,11994,1030,432252,8617,22077,2222,4073,1349,30087,3677,15960,2150,5142,1344,12670,2139,40878,3103,66518,3530,60194,2993,61430,2507,57479,2395,36398,1803,19346,1523,0400000US47,1080807,8223,261929,13870,113395,7637,16630,2238,3080,1197,19364,2863,8380,2026,1892,733,4250,1072,12997,2254,11096,2103,7340,1404,10755,1899,12163,1961,4131,1064,1317,559,148534,8868,15554,2174,1978,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
1761,36262,4593,17205,2804,5046,1278,11395,1980,46233,4796,54570,4639,35382,4109,30191,3150,36426,3238,20398,2316,14238,1825,2662319,30512,1279323,15436,79831,4941,16724,2612,104915,5599,60970,4440,21756,2895,37730,3119,138661,5606,208268,5566,188711,5780,174955,4688,138407,3913,76252,2425,32143,1994,1382996,18943,85481,4541,16065,2701,108368,5914,54206,4912,18165,2654,40926,4226,116036,6158,216284,5860,213414,4881,200564,5704,165673,3849,95545,3202,52269,2124,0400000US48,3286323,16949,624004,27667,276552,14440,36953,4203,6811,1675,40316,4580,22208,2806,4205,1052,10702,2157,32976,4177,31250,4328,21003,3360,23835,2704,30479,3235,10783,1722,5031,1216,347452,17321,33405,3482,6701,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
352,432,403,0,192,126,200,144,227,479,408,685,544,360,323,228,242,50,83,0,192,0,192,29032,2827,17695,1949,1579,574,260,277,2036,685,981,499,210,163,684,416,2240,858,2152,683,1721,604,3148,945,1540,486,874,436,270,266,11337,1802,879,494,95,112,2220,994,542,328,171,139,443,289,1428,387,1815,583,1385,671,629,365,1262,423,298,299,170,175,0400000US49,35581,2849,6549,2651,3304,1315,0,192,138,206,301,257,138,205,37,63,267,301,775,592,1054,542,0,192,214,244,380,289,0,192,0,192,3245,1772,490,559,251,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
1192,21571,3016,7066,1564,3922,1357,4161,1067,17136,2667,23248,2659,19832,2608,14029,2125,15731,1767,9111,1373,6544,1182,1275705,17766,608349,9705,34379,2606,7836,1673,42117,3558,24124,2890,8867,1494,16162,1931,57980,3486,95349,4429,84271,3532,88886,3365,77546,2385,48041,2304,22791,1508,667356,11277,33653,2749,7730,1515,41717,3726,24449,2846,7995,1431,14600,1870,59584,3570,95904,3887,90385,4021,99316,2980,94774,2554,58746,2024,38503,1946,0400000US51,1554366,10504,278661,14811,118849,7687,14000,2316,1435,785,18401,2759,9665,2132,3061,1139,3458,999,16268,2437,12923,2300,10392,1806,9593,1811,12387,1671,5311,1187,1955,612,159812,9659,14744,2574,2717,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
330,2047,1182,1160,1019,0,204,1155,585,1972,875,3822,1425,3541,1086,1675,629,1779,788,1027,573,203,253,210855,10035,109237,5508,7116,1559,797,526,6712,1828,2558,905,1133,623,2553,822,11064,1569,22035,2007,17400,1676,16202,1443,13583,1459,5698,804,2386,495,101618,6028,5625,1426,753,525,9208,2176,4058,1270,923,544,2654,818,11069,1658,17920,2177,13947,1620,14449,1435,11055,862,6536,816,3421,523,0400000US53,261833,8427,50978,7141,29561,4588,2326,882,1161,932,4563,1924,894,533,546,467,1012,876,2570,1151,3268,1123,3943,1274,3994,1152,3273,1252,1633,535,378,248,21417,3518,2715,1175,321,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
358,1604,683,859,714,24,47,237,364,1122,607,1908,822,694,472,964,574,834,507,407,304,279,186,43339,4204,21973,2789,506,351,267,275,1193,576,1015,677,197,208,285,290,2580,1014,2358,882,3757,1246,2786,959,3555,792,2362,573,1112,502,21366,2326,889,689,35,60,2034,938,285,331,118,136,511,464,2214,882,2706,932,2183,716,2819,900,3139,560,2641,600,1792,562,0400000US54,63498,3929,20159,3617,9991,2076,1912,875,377,426,1210,719,42,93,83,93,317,302,1822,1071,484,407,1633,784,821,528,835,521,56,74,399,373,10168,2282,853,447,383,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
536,7281,1311,2480,1057,1352,606,1742,545,7498,1368,9254,1379,6647,1311,4812,1004,7096,1185,2357,520,1051,484,246906,8416,119563,4175,9623,1345,990,432,9892,1689,9065,1738,1523,571,3909,909,12342,1643,16806,1914,17102,1403,16112,1492,12527,1253,6406,794,3266,488,127343,5545,9335,1427,1743,736,11956,1629,5694,1135,2101,701,4411,972,12852,1573,20261,1531,18426,1423,15824,1393,11028,1371,8563,795,5149,630,0400000US55,349402,4487,102496,7624,44640,4142,5776,1115,1491,687,7948,1660,2411,860,767,381,1803,637,6949,1494,4891,1188,3454,1001,3340,821,4365,987,1269,471,176,153,57856,4798,5401,1246,885,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
512,8203,2309,3292,1421,2205,1192,2287,989,8821,1939,12960,2342,13079,2133,11862,1888,10300,1820,11025,1582,7963,1582,217037,13035,106508,7798,2382,1049,523,647,5749,1487,2425,1031,754,643,2869,893,11140,2284,15158,2853,14596,2723,17090,2231,14900,1997,12778,2248,6144,1288,110529,7906,2091,1043,557,492,4909,1679,2777,1078,1532,900,3069,1164,10017,2014,10775,2124,15320,2365,18125,2456,16993,2192,12805,1985,11559,2035,0400000US72,399467,18705,182430,14130,85546,7089,6994,2291,1617,959,9248,2203,2305,1033,1226,699,3473,1193,8394,2024,10718,2171,7188,1591,9359,1752,10731,1742,7264,1440,7029,1600,96884,9213,3913,1246,974,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
