B24010D_054M,B24010D_055E,B24010D_055M,B24010D_056E,B24010D_056M,B24010D_057E,B24010D_057M,B24010D_058E,B24010D_058M,B24010D_059E,B24010D_059M,B24010D_060E,B24010D_060M,B24010D_061E,B24010D_061M,B24010D_062E,B24010D_062M,B24010D_063E,B24010D_063M,B24010D_064E,B24010D_064M,B24010D_065E,B24010D_065M,B24010D_066E,B24010D_066M,B24010D_067E,B24010D_067M,B24010D_068E,B24010D_068M,B24010D_069E,B24010D_069M,B24010D_070E,B24010D_070M,B24010D_071E,B24010D_071M,B24010D_072E,B24010D_072M,B24010D_073E,B24010D_073M,GEO_ID,B24010D_001E,B24010D_001M,B24010D_002E,B24010D_002M,B24010D_003E,B24010D_003M,B24010D_004E,B24010D_004M,B24010D_005E,B24010D_005M,B24010D_006E,B24010D_006M,B24010D_007E,B24010D_007M,B24010D_008E,B24010D_008M,B24010D_009E,B24010D_009M,B24010D_010E,B24010D_010M,B24010D_011E,B24010D_011M,B24010D_012E,B24010D_012M,B24010D_013E,B24010D_013M,B24010D_014E,B24010D_014M,B24010D_015E,B24010D_015M,B24010D_016E,B24010D_016M,B24010D_017E,B24010D_017M,B24010D_018E,B24010D_018M,B24010D_019E,B24010D_019M,B24010D_020E,B24010D_020M,B24010D_021E,B24010D_021M,B24010D_022E,B24010D_022M,B24010D_023E,B24010D_023M,B24010D_024E,B24010D_024M,B24010D_025E,B24010D_025M,B24010D_026E,B24010D_026M,B24010D_027E,B24010D_027M,B24010D_028E,B24010D_028M,B24010D_029E,B24010D_029M,B24010D_030E,B24010D_030M,B24010D_031E,B24010D_031M,B24010D_032E,B24010D_032M,B24010D_033E,B24010D_033M,B24010D_034E,B24010D_034M,B24010D_035E,B24010D_035M,B24010D_036E,B24010D_036M,B24010D_037E,B24010D_037M,B24010D_038E,B24010D_038M,B24010D_039E,B24010D_039M,B24010D_040E,B24010D_040M,B24010D_041E,B24010D_041M,B24010D_042E,B24010D_042M,B24010D_043E,B24010D_043M,B24010D_044E,B24010D_044M,B24010D_045E,B24010D_045M,B24010D_046E,B24010D_046M,B24010D_047E,B24010D_047M,B24010D_048E,B24010D_048M,B24010D_049E,B24010D_049M,B24010D_050E,B24010D_050M,B24010D_051E,B24010D_051M,B24010D_052E,B24010D_052M,B24010D_053E,B24010D_053M,B24010D_054E,B24010D_054MA,B24010D_055MA,B24010D_055EA,B24010D_056EA,B24010D_056MA,B24010D_057EA,B24010D_057MA,B24010D_058MA,B24010D_058EA,B24010D_059MA,B24010D_059EA,B24010D_060MA,B24010D_060EA,B24010D_061EA,B24010D_061MA,B24010D_062EA,B24010D_062MA,B24010D_063MA,B24010D_063EA,B24010D_064MA,B24010D_064EA,B24010D_065MA,B24010D_065EA,B24010D_066MA,B24010D_066EA,B24010D_067EA,B24010D_067MA,B24010D_068MA,B24010D_068EA,B24010D_069MA,B24010D_069EA,B24010D_070MA,B24010D_070EA,B24010D_071MA,B24010D_071EA,B24010D_072EA,B24010D_072MA,B24010D_073EA,B24010D_073MA,NAME,B24010D_001EA,B24010D_001MA,B24010D_002EA,B24010D_002MA,B24010D_003MA,B24010D_003EA,B24010D_004MA,B24010D_004EA,B24010D_005MA,B24010D_005EA,B24010D_006EA,B24010D_006MA,B24010D_007EA,B24010D_007MA,B24010D_008EA,B24010D_008MA,B24010D_009MA,B24010D_009EA,B24010D_010MA,B24010D_010EA,B24010D_011EA,B24010D_011MA,B24010D_012MA,B24010D_012EA,B24010D_013EA,B24010D_013MA,B24010D_014MA,B24010D_014EA,B24010D_015EA,B24010D_015MA,B24010D_016EA,B24010D_016MA,B24010D_017MA,B24010D_017EA,B24010D_018EA,B24010D_018MA,B24010D_019MA,B24010D_019EA,B24010D_020EA,B24010D_020MA,B24010D_021EA,B24010D_021MA,B24010D_022EA,B24010D_022MA,B24010D_023EA,B24010D_023MA,B24010D_024MA,B24010D_024EA,B24010D_025EA,B24010D_025MA,B24010D_026MA,B24010D_026EA,B24010D_027MA,B24010D_027EA,B24010D_028EA,B24010D_028MA,B24010D_029EA,B24010D_029MA,B24010D_030MA,B24010D_030EA,B24010D_031MA,B24010D_031EA,B24010D_032MA,B24010D_032EA,B24010D_033EA,B24010D_033MA,B24010D_034EA,B24010D_034MA,B24010D_035MA,B24010D_035EA,B24010D_036MA,B24010D_036EA,B24010D_037MA,B24010D_037EA,B24010D_038EA,B24010D_038MA,B24010D_039MA,B24010D_039EA,B24010D_040EA,B24010D_040MA,B24010D_041MA,B24010D_041EA,B24010D_042MA,B24010D_042EA,B24010D_043EA,B24010D_043MA,B24010D_044MA,B24010D_044EA,B24010D_045EA,B24010D_045MA,B24010D_046EA,B24010D_046MA,B24010D_047MA,B24010D_047EA,B24010D_048MA,B24010D_048EA,B24010D_049MA,B24010D_049EA,B24010D_050EA,B24010D_050MA,B24010D_051EA,B24010D_051MA,B24010D_052MA,B24010D_052EA,B24010D_053MA,B24010D_053EA,B24010D_054EA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
1045,18233,2337,1894,933,316,257,316,257,0,309,5210,1522,3244,1088,7569,1395,17160,1940,9513,1523,7647,1285,0,309,0,309,0,309,0,309,659,377,390,269,49,81,220,256,0400000US32,98811,3754,45675,2208,14759,2133,5178,1313,3463,1106,1715,718,4066,1497,2097,1083,1734,762,235,197,2188,753,135,166,287,270,770,367,996,527,3327,898,2801,905,526,338,17005,1980,1321,663,2346,948,2085,924,261,265,6483,1514,1994,760,4861,1335,7079,1391,4503,1043,2576,929,3589,1231,71,115,486,289,3032,1204,3243,1089,1253,625,1447,854,543,344,53136,2757,17084,1971,5510,1260,2449,932,3061,941,1164,666,356,370,349,406,459,387,2288,726,54,87,49,81,1422,550,763,435,8122,1566,5694,1259,2428,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
906,20397,2116,4143,1104,205,215,152,195,53,91,4744,1191,1951,726,9354,1536,39545,2812,18371,2096,21174,2130,876,543,0,281,290,315,586,438,9040,1679,6787,1305,473,297,1780,945,0400000US34,357176,5577,196770,3622,122037,3815,47139,3025,31890,2616,15249,1970,53330,3022,37324,2777,10617,1543,5389,1073,9856,1519,961,382,1410,537,4259,1043,3226,924,11712,1494,8495,1151,3217,963,15762,2045,1698,749,1491,530,1064,470,427,262,7078,1529,2287,764,3208,834,36225,2924,22420,2687,13805,1809,5582,1269,0,281,2709,879,2873,810,17164,2043,7924,1288,7650,1525,1590,674,160406,4102,90548,4329,30111,2748,14333,2054,15778,1816,20457,2451,12645,1769,2312,746,5500,1071,14683,1664,590,388,1824,662,8048,1338,4221,969,25297,2572,21294,2258,4003,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
1300,71278,4432,16225,2374,1465,586,1326,573,139,161,15709,2398,9196,1459,28683,3086,90672,4612,37921,3384,52751,3886,1096,469,374,239,554,392,168,148,18072,2036,14311,1746,778,395,2983,866,0400000US36,691628,9812,368613,5442,147837,5486,59745,4204,36279,3057,23466,2672,36161,2613,22179,2327,8563,1351,5419,1053,28060,2672,3936,996,4267,1164,10718,1604,9139,1664,23871,2527,19245,2137,4626,1129,65210,3841,4849,1333,6677,1531,4168,1130,2509,795,39657,3285,7693,1526,6334,1386,77207,4673,48092,4028,29115,2248,25865,2719,376,315,17595,1922,7894,1773,52494,3883,18133,2386,29678,3262,4683,1308,323015,7597,141897,5648,46684,3448,22072,2239,24612,2856,16103,2031,5925,1286,3530,1051,6648,1361,41016,3227,3189,983,4844,1261,20354,2297,12629,1754,38094,2677,30786,2442,7308,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
274,10716,1770,768,425,0,289,0,289,0,289,4901,1035,1005,523,4042,1111,9902,1492,4807,1101,5095,1121,354,317,103,165,55,92,196,244,4954,1125,3943,1025,332,365,679,374,0400000US37,98247,3963,52579,2187,27689,2576,7699,1181,5587,996,2112,701,12600,1819,8318,1410,2471,810,1811,828,3783,1116,561,321,69,115,2273,793,880,518,3607,803,2862,748,745,399,6835,1655,461,414,677,617,646,602,31,57,3364,1074,726,368,1607,836,7672,1647,4785,1304,2887,1089,2230,783,210,263,987,511,1033,458,8153,1517,6642,1256,70,109,1441,676,45668,2773,19742,2131,5789,1307,3560,1123,2229,804,4873,1189,2300,775,809,494,1764,728,3788,1109,277,206,72,120,3124,979,315,278,5292,1157,4755,1115,537,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
610,8003,1506,1320,598,220,219,84,152,136,156,3108,855,720,440,2635,802,7004,1106,2947,849,4057,875,476,515,103,165,66,114,307,457,5365,1199,4670,1110,108,141,587,408,0400000US39,96740,3384,52261,2042,33085,1808,9096,1227,7410,1116,1686,714,13310,1728,8243,1334,2946,785,2121,593,6030,1142,442,359,520,327,4783,974,285,194,4649,1048,3883,969,766,423,6782,1545,119,175,251,189,105,126,146,139,3873,1028,484,311,2055,808,5694,1192,3429,843,2265,782,1495,680,60,97,651,467,784,522,5205,1357,3545,1110,356,238,1304,727,44479,2589,23631,2073,6103,1091,3362,933,2741,789,5033,1027,2563,790,453,252,2017,568,5952,1181,262,248,160,223,4928,1181,602,350,6543,1400,5543,1210,1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
450,4430,955,429,313,48,86,48,86,0,253,1666,646,436,354,1851,611,3248,767,1829,630,1419,543,165,163,126,143,39,65,0,253,1996,734,1497,694,277,289,222,211,0400000US40,31426,1993,16096,1306,6582,1195,1584,527,1349,495,235,171,2654,905,1016,478,1136,680,502,265,976,481,48,83,0,253,705,377,223,289,1368,492,1020,412,348,325,3023,1193,0,253,41,76,28,69,13,36,1476,897,368,384,1138,844,2585,743,1171,593,1414,608,1413,700,42,74,266,284,1105,589,2493,836,1987,704,135,162,371,232,15330,1365,5491,965,1485,611,1289,575,196,212,796,472,0,253,595,439,201,188,892,497,66,97,92,108,619,393,115,138,2318,699,1588,660,730,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
604,7578,1409,1207,519,108,134,70,118,38,61,2364,737,689,331,3210,971,9520,1621,4430,1159,5090,1138,0,277,0,277,0,277,0,277,3504,877,3221,837,100,120,183,172,0400000US41,68373,3563,34141,2266,15761,1861,3876,1019,2739,924,1137,577,7949,1449,4008,1021,3364,855,577,468,2150,606,588,391,151,180,898,480,513,303,1786,623,1409,591,377,349,4054,1105,193,177,324,248,212,206,112,135,2084,662,862,468,591,294,5957,1319,3520,1109,2437,823,1837,714,218,283,541,351,1078,570,6532,1414,5189,1183,827,538,516,323,34232,2223,13630,1521,4316,990,1856,552,2460,838,2002,591,975,410,791,419,236,188,4316,993,169,145,332,256,2779,777,1036,472,2996,914,1869,631,1127,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
1002,14636,1816,1154,374,256,228,211,214,45,75,4640,1061,730,440,7856,1435,14959,2042,6812,1345,8147,1410,390,401,356,392,34,57,0,246,8689,1377,6227,1159,269,209,2193,629,0400000US42,162899,4899,87017,3211,47923,2770,11812,1639,8838,1333,2974,751,18688,2170,11278,1472,4427,1038,2983,988,9249,1624,1097,577,219,166,6890,1593,1043,464,8174,1738,7262,1602,912,482,11221,1707,1608,585,795,444,348,282,447,292,6078,1308,1565,680,1175,566,11907,1723,6287,1252,5620,1432,3921,821,189,184,1936,622,1796,526,12045,1707,7746,1490,1683,711,2616,865,75882,2943,37208,2697,8158,1244,4300,989,3858,899,9465,1523,5059,1058,1208,493,3198,935,8628,1687,1941,1319,562,344,4579,975,1546,584,10957,1612,8576,1333,2381,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
355,5129,1081,462,424,0,287,0,287,0,287,2316,676,448,336,1903,770,5272,1377,2518,1010,2754,805,387,416,69,104,0,287,318,407,2982,832,2309,705,129,149,544,374,0400000US47,46769,2516,23546,1644,11897,1254,3889,938,2470,838,1419,730,4462,962,2262,714,1005,597,1195,480,2237,717,151,147,0,287,1601,674,485,352,1309,612,1040,485,269,339,4009,1065,77,117,328,458,276,445,52,88,1747,582,868,593,989,561,3348,896,2378,755,970,541,1696,583,67,104,162,169,1467,563,2596,761,1865,582,165,222,566,384,23223,1917,9453,1530,2610,870,1462,605,1148,545,2024,737,1041,536,132,170,851,464,2229,694,205,181,191,186,1699,633,134,161,2590,712,1998,721,592,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
1262,42921,3295,5723,1155,573,358,458,305,115,174,10199,1726,3142,904,23284,2929,50280,3581,24959,2752,25321,2679,721,449,0,294,59,99,662,442,14021,1975,12633,1943,670,360,718,325,0400000US48,467122,7598,255164,5612,136577,5238,40268,3622,27248,3290,13020,1895,64224,4163,34395,3094,23565,2902,6264,1295,16186,1850,2319,849,907,485,10802,1592,2158,721,15899,2051,12046,1815,3853,855,22202,2753,2146,982,1950,745,1538,609,412,337,10775,1832,3270,860,4061,1221,48869,4025,31543,3348,17326,2031,16967,2285,1158,833,5544,1314,10265,1729,30549,3007,21788,2560,4422,1156,4339,1310,211958,5751,104015,4736,30498,2615,14191,1927,16307,1856,20941,2102,12182,1625,5737,1294,3022,855,21190,2278,1112,525,1417,747,16447,2046,2214,705,31386,2729,25108,2363,6278,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
