B21001C_013M,B21001C_014E,B21001C_014M,B21001C_015E,B21001C_015M,B21001C_016E,B21001C_016M,B21001C_017E,B21001C_017M,B21001C_018E,B21001C_018M,B21001C_019E,B21001C_019M,B21001C_020E,B21001C_020M,B21001C_021E,B21001C_021M,B21001C_022E,B21001C_022M,B21001C_023E,B21001C_023M,B21001C_024E,B21001C_024M,B21001C_025E,B21001C_025M,B21001C_026E,B21001C_026M,B21001C_027E,B21001C_027M,B21001C_028E,B21001C_028M,B21001C_029E,B21001C_029M,B21001C_030E,B21001C_030M,B21001C_031E,B21001C_031M,B21001C_032E,B21001C_032M,B21001C_033E,B21001C_033M,GEO_ID,B21001C_001E,B21001C_001M,B21001C_002E,B21001C_002M,B21001C_003E,B21001C_003M,B21001C_004E,B21001C_004M,B21001C_005E,B21001C_005M,B21001C_006E,B21001C_006M,B21001C_007E,B21001C_007M,B21001C_008E,B21001C_008M,B21001C_009E,B21001C_009M,B21001C_010E,B21001C_010M,B21001C_011E,B21001C_011M,B21001C_012E,B21001C_012M,B21001C_013E,B21001C_013MA,B21001C_014MA,B21001C_014EA,B21001C_015EA,B21001C_015MA,B21001C_016MA,B21001C_016EA,B21001C_017MA,B21001C_017EA,B21001C_018MA,B21001C_018EA,B21001C_019MA,B21001C_019EA,B21001C_020EA,B21001C_020MA,B21001C_021MA,B21001C_021EA,B21001C_022MA,B21001C_022EA,B21001C_023MA,B21001C_023EA,B21001C_024MA,B21001C_024EA,B21001C_025MA,B21001C_025EA,B21001C_026EA,B21001C_026MA,B21001C_027EA,B21001C_027MA,B21001C_028EA,B21001C_028MA,B21001C_029MA,B21001C_029EA,B21001C_030MA,B21001C_030EA,B21001C_031EA,B21001C_031MA,B21001C_032EA,B21001C_032MA,B21001C_033EA,B21001C_033MA,NAME,B21001C_001MA,B21001C_001EA,B21001C_002MA,B21001C_002EA,B21001C_003MA,B21001C_003EA,B21001C_004EA,B21001C_004MA,B21001C_005EA,B21001C_005MA,B21001C_006MA,B21001C_006EA,B21001C_007MA,B21001C_007EA,B21001C_008MA,B21001C_008EA,B21001C_009EA,B21001C_009MA,B21001C_010MA,B21001C_010EA,B21001C_011MA,B21001C_011EA,B21001C_012EA,B21001C_012MA,B21001C_013EA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
19,101,98,203,221,203,221,0,296,4708,952,1734,740,0,296,1734,740,1753,580,0,296,1753,580,709,414,145,207,564,353,177,182,0,296,177,182,335,251,0,296,335,251,0400000US45,10675,1652,5967,1396,2126,755,272,357,1854,756,2461,762,428,268,2033,708,1062,488,195,190,867,427,115,101,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
139,738,344,741,461,582,451,159,155,23320,1270,8861,1200,133,173,8728,1209,9547,843,265,252,9282,834,2547,605,0,223,2547,605,1720,594,20,35,1700,603,645,260,104,159,541,220,0400000US46,44556,2049,21236,1348,9276,1183,485,366,8791,1265,8416,1022,721,377,7695,1011,1836,483,151,117,1685,471,967,392,229,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
601,1533,565,1455,531,807,378,648,364,46033,3280,17388,1921,312,329,17076,1847,18525,2200,471,353,18054,2151,5735,1104,163,159,5572,1114,2717,722,0,294,2717,722,1668,562,0,294,1668,562,0400000US48,93234,5926,47201,3299,16703,2462,764,519,15939,2372,19158,2100,2931,911,16227,2069,6680,1057,2419,698,4261,887,3205,786,1672,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
285,520,219,39,58,0,267,39,58,11788,1246,4780,757,35,55,4745,745,4336,830,0,267,4336,830,1629,685,0,267,1629,685,592,315,0,267,592,315,451,264,0,267,451,264,0400000US49,22360,1480,10572,1379,4680,908,0,267,4680,908,3747,716,452,341,3295,747,1227,568,565,301,662,378,879,373,359,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
145,474,317,161,174,100,136,61,75,9411,1778,3003,895,533,421,2470,848,3488,927,457,349,3031,889,1846,614,194,231,1652,570,573,329,0,287,573,329,501,275,0,287,501,275,0400000US51,19587,4125,10176,3701,4828,3552,133,162,4695,3540,2927,736,740,369,2187,704,1604,556,581,301,1023,492,656,349,182,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
409,1131,556,1166,445,896,398,270,197,35897,2813,13561,1705,82,124,13479,1712,13813,1616,697,410,13116,1660,4780,942,40,77,4740,938,2118,493,69,80,2049,504,1625,552,185,257,1440,470,0400000US53,70617,3915,34720,2606,13361,1392,180,158,13181,1415,12379,1416,2116,672,10263,1507,5673,857,1466,473,4207,748,2141,660,1010,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
186,502,214,613,306,538,301,75,87,17947,1499,4870,885,0,218,4870,885,8208,1125,21,36,8187,1121,2729,858,115,144,2614,836,1197,359,13,23,1184,356,943,330,0,218,943,330,0400000US55,35325,1898,17378,1350,6020,953,183,174,5837,962,7395,957,1267,512,6128,927,2572,561,988,452,1584,456,778,266,276,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
