B25074_030E,B25074_030M,B25074_031E,B25074_031M,B25074_032E,B25074_032M,B25074_033E,B25074_033M,B25074_034E,B25074_034M,B25074_035E,B25074_035M,B25074_036E,B25074_036M,B25074_037E,B25074_037M,B25074_038E,B25074_038M,B25074_039E,B25074_039M,B25074_040E,B25074_040M,B25074_041E,B25074_041M,B25074_042E,B25074_042M,B25074_043E,B25074_043M,B25074_044E,B25074_044M,B25074_045E,B25074_045M,B25074_046E,B25074_046M,B25074_047E,B25074_047M,B25074_048E,B25074_048M,B25074_049E,B25074_049M,B25074_050E,B25074_050M,GEO_ID,B25074_001E,B25074_001M,B25074_002E,B25074_002M,B25074_003E,B25074_003M,B25074_004E,B25074_004M,B25074_005E,B25074_005M,B25074_006E,B25074_006M,B25074_007E,B25074_007M,B25074_008E,B25074_008M,B25074_009E,B25074_009M,B25074_010E,B25074_010M,B25074_011E,B25074_011M,B25074_012E,B25074_012M,B25074_013E,B25074_013M,B25074_014E,B25074_014M,B25074_015E,B25074_015M,B25074_016E,B25074_016M,B25074_017E,B25074_017M,B25074_018E,B25074_018M,B25074_019E,B25074_019M,B25074_020E,B25074_020M,B25074_021E,B25074_021M,B25074_022E,B25074_022M,B25074_023E,B25074_023M,B25074_024E,B25074_024M,B25074_025E,B25074_025M,B25074_026E,B25074_026M,B25074_027E,B25074_027M,B25074_028E,B25074_028M,B25074_029E,B25074_029M,B25074_030EA,B25074_030MA,B25074_031MA,B25074_031EA,B25074_032EA,B25074_032MA,B25074_033MA,B25074_033EA,B25074_034EA,B25074_034MA,B25074_035EA,B25074_035MA,B25074_036MA,B25074_036EA,B25074_037MA,B25074_037EA,B25074_038EA,B25074_038MA,B25074_039EA,B25074_039MA,B25074_040MA,B25074_040EA,B25074_041MA,B25074_041EA,B25074_042MA,B25074_042EA,B25074_043MA,B25074_043EA,B25074_044EA,B25074_044MA,B25074_045EA,B25074_045MA,B25074_046MA,B25074_046EA,B25074_047EA,B25074_047MA,B25074_048EA,B25074_048MA,B25074_049MA,B25074_049EA,B25074_050EA,B25074_050MA,NAME,B25074_001EA,B25074_001MA,B25074_002MA,B25074_002EA,B25074_003EA,B25074_003MA,B25074_004MA,B25074_004EA,B25074_005MA,B25074_005EA,B25074_006MA,B25074_006EA,B25074_007EA,B25074_007MA,B25074_008EA,B25074_008MA,B25074_009MA,B25074_009EA,B25074_010MA,B25074_010EA,B25074_011MA,B25074_011EA,B25074_012EA,B25074_012MA,B25074_013MA,B25074_013EA,B25074_014MA,B25074_014EA,B25074_015MA,B25074_015EA,B25074_016MA,B25074_016EA,B25074_017EA,B25074_017MA,B25074_018EA,B25074_018MA,B25074_019MA,B25074_019EA,B25074_020MA,B25074_020EA,B25074_021EA,B25074_021MA,B25074_022MA,B25074_022EA,B25074_023MA,B25074_023EA,B25074_024EA,B25074_024MA,B25074_025MA,B25074_025EA,B25074_026MA,B25074_026EA,B25074_027EA,B25074_027MA,B25074_028MA,B25074_028EA,B25074_029MA,B25074_029EA,state
123942,5319,70779,4281,24872,2579,11882,1749,4494,1114,5034,1349,6881,1162,44577,3376,34962,2846,4444,1110,1547,544,676,397,611,290,2337,597,38146,3052,32127,2820,2173,829,578,398,101,119,214,182,2953,772,0400000US26,1037147,11792,204178,6755,1823,626,1700,614,7906,1357,9061,1504,140743,6074,42945,3786,236049,6693,7224,1268,8277,1072,15055,1996,17841,2137,175715,6019,11937,1553,246258,6938,16331,1823,30152,2806,40149,3363,39658,3023,106878,4831,13090,1730,143997,6224,37660,2919,40990,3179,27923,2872,13759,2136,16005,1846,7660,1481,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
82877,4423,42907,3386,18065,2038,10631,1732,3364,956,4614,1100,3296,673,31903,2752,22289,2448,5187,1277,1587,637,366,277,834,442,1640,554,26523,2731,22267,2527,1486,600,895,555,305,372,156,138,1414,530,0400000US27,564220,7849,83394,4401,1656,654,1163,422,4769,1032,7039,1143,57073,4280,11694,1738,121867,5291,6491,1333,5292,1080,10584,1688,10005,1496,83787,4759,5708,945,132720,5169,12081,1766,13167,1687,22554,2286,23762,2260,55491,3690,5665,913,84936,4449,18872,2079,23845,2683,17577,1952,8697,1415,12407,1591,3538,569,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
33473,3156,20284,2410,6506,1495,1118,562,450,334,239,213,4876,1224,13378,2086,10450,1751,876,448,285,346,0,287,19,34,1748,621,7978,1475,6610,1325,363,462,0,287,0,287,0,287,1005,497,0400000US28,326625,7460,72138,4662,437,317,1222,542,3093,982,2640,971,45465,3522,19281,2467,78904,4405,2875,1002,3108,915,4628,1133,5874,1238,53805,3556,8614,1506,74258,4086,8227,1325,8056,1271,12966,2130,10344,2150,25286,2806,9379,1656,46496,4286,12198,2353,10282,1990,9633,1980,4322,1424,5151,1531,4910,1091,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
91149,4557,58138,3765,15911,2336,7976,1453,1698,706,1288,577,6138,875,31548,2607,26284,2497,2403,990,569,450,207,194,252,215,1833,632,26235,2928,23330,2830,295,232,53,89,0,259,243,219,2314,729,0400000US29,729257,11761,135472,5743,1175,575,1306,561,6645,1447,5688,1528,94337,5061,26321,2716,154965,7161,5143,1101,6301,981,10522,1673,12862,1773,109245,6056,10892,1436,177801,7831,17604,2350,26126,3040,34197,3736,27061,2502,62681,4143,10132,1422,112087,5959,38618,2889,28062,2831,21656,2713,10413,1897,7682,1492,5656,1059,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
14370,1868,9334,1542,1708,690,911,501,260,190,403,279,1754,416,5581,1204,4590,1108,301,279,0,237,0,237,79,128,611,258,3971,1017,2873,809,0,237,0,237,0,237,0,237,1098,548,0400000US30,122114,4642,15519,1778,566,393,86,134,1066,503,536,355,10340,1410,2925,999,27117,2251,1261,473,1856,611,2087,685,2358,705,17013,1818,2542,767,35655,2682,4220,840,6016,1200,6230,1326,5107,1190,9990,1560,4092,883,19901,2488,7888,1335,3911,1151,3010,973,1260,593,1387,590,2445,758,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
35293,2682,24952,2283,4848,1186,1726,485,677,338,1045,465,2045,534,12076,1657,9261,1397,1141,604,310,271,46,77,206,194,1112,418,7649,1251,6648,1218,98,119,119,138,0,228,0,228,784,322,0400000US31,234655,5829,30804,3191,971,591,161,132,1750,688,1182,470,20222,2672,6518,1070,48273,2912,1977,600,1837,540,3586,898,3171,699,34774,2773,2928,690,60807,3691,8048,1555,8158,1423,10674,1481,11323,1840,18727,2325,3877,788,39753,2772,14662,1689,11071,1986,6284,1228,2584,848,2205,612,2947,747,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
74740,4942,25887,3230,22585,2638,12284,2028,7443,1496,4460,1144,2081,730,37029,3130,23158,2489,9269,1761,2575,792,1471,795,168,163,388,281,33777,3445,29103,3384,2252,857,1077,632,516,430,54,90,775,506,0400000US32,423942,8805,48196,4003,108,158,319,364,757,506,137,134,35240,3672,11635,2170,60357,4403,1630,714,738,400,2136,779,2170,851,50891,4036,2792,743,99707,5646,3031,896,5000,1432,8995,1879,15328,2348,64012,5293,3341,1042,70136,4186,6286,1315,14310,2397,16862,2174,11540,1921,19620,2494,1518,564,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
25335,2879,8490,1595,6809,1361,4663,1158,2856,864,1693,771,824,433,12324,1913,8838,1599,1875,899,906,469,465,410,75,105,165,179,10354,2021,8868,1907,605,399,239,312,0,257,0,257,642,345,0400000US33,145983,5144,14563,2083,494,359,544,401,912,457,372,285,9034,1766,3207,930,23892,2325,886,394,1297,449,1616,500,2023,746,16705,2030,1365,577,33050,2978,1590,571,1573,869,3298,1006,5804,1219,19476,2437,1309,534,26465,2566,1933,771,4664,1074,7541,1799,5078,1269,6103,1426,1146,510,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
192794,6879,46378,3181,53343,4082,37846,3489,21009,2729,29193,3694,5025,1108,103320,5446,58215,4470,24055,2468,11148,1997,3750,978,3584,1059,2568,705,121245,5364,95728,5068,14983,2036,4615,1097,1883,776,701,397,3335,938,0400000US34,1065693,11891,130016,5033,1538,676,1546,679,7286,1267,5540,1041,86987,4621,27119,2895,162968,5986,6087,1132,5334,1070,9781,1528,8934,1488,127047,5726,5785,1113,197234,6445,7502,1328,5792,1252,11203,1851,17417,2030,148574,5611,6746,1137,158116,6863,11125,1941,17311,2409,30340,2709,31802,3066,61988,5110,5550,1266,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
31460,2766,16792,2124,6151,1563,4465,1249,1396,686,521,391,2135,603,12942,1815,8846,1554,1740,766,533,351,72,121,0,285,1751,735,12924,1831,11834,1768,192,207,91,112,0,285,0,285,807,411,0400000US35,245319,7043,45798,3561,606,503,774,383,2235,755,1447,502,27901,2511,12835,2065,49247,4310,2747,910,1508,639,2935,964,4729,1061,33056,3398,4272,1092,57811,4285,5337,1236,7981,1876,10310,1872,9176,1797,19698,2359,5309,1194,35137,3074,11157,1931,8990,1433,6085,1387,2537,879,3595,1158,2773,904,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
514197,10752,168978,7343,110603,5959,84309,5284,56510,4321,76324,4929,17473,2126,271876,8287,141928,6125,57050,3852,34581,3357,14924,2164,15446,1998,7947,1154,403564,9460,296795,7650,55992,4211,22280,2782,11286,1718,5792,1300,11419,1761,0400000US36,3292304,17577,486721,11691,2885,835,5981,1320,27476,2892,25104,2441,331876,9514,93399,4437,526606,11017,21880,2548,20003,2497,29041,2379,36041,3080,402047,10172,17594,1908,623991,13227,45009,3725,44572,3692,61766,3502,71514,4160,379962,10247,21168,2066,465349,12359,73514,4988,73990,4448,75813,4365,73235,4073,152031,6453,16766,2284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
159387,6263,96472,5574,30607,2947,11440,1844,5380,1516,5449,1088,10039,1813,55897,4570,43109,4050,6607,1773,1757,664,354,232,609,353,3461,928,42831,3605,37274,3416,1437,612,684,492,102,122,604,442,2730,814,0400000US37,1205308,14092,212312,7500,2290,746,1926,677,6607,1186,6029,1272,147137,6267,48323,3790,247153,8652,7674,1423,7901,1527,11929,1672,14001,1924,184381,7814,21267,2438,293026,9183,20397,2137,38758,3466,50459,3888,48016,4091,115233,5802,20163,2439,194702,7549,50472,4342,53547,4730,38377,3570,20578,2481,20764,2407,10964,1766,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
12603,1657,9325,1530,1446,628,554,401,34,58,226,170,1018,402,5650,1161,4499,1098,52,86,190,312,0,211,16,26,893,360,3372,921,2629,826,0,211,0,211,0,211,0,211,743,445,0400000US38,92739,3625,14822,1737,592,309,238,193,764,384,202,167,11138,1550,1888,621,18571,2084,771,294,1104,431,1635,663,1569,517,12453,1680,1039,417,23020,2499,4235,868,5096,1270,5348,1185,3382,826,2942,877,2017,527,14701,1828,7194,1264,2957,878,1371,651,664,435,937,667,1578,507,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
172873,5782,118345,4835,28808,2729,10785,1547,4235,945,4143,1124,6557,1271,64414,3916,52197,3435,5382,1276,1702,755,575,345,1088,464,3470,870,43509,3486,38651,3290,1484,611,361,265,191,182,79,129,2743,711,0400000US39,1429869,17019,278322,9257,5082,1090,3948,972,13478,1723,9675,1500,194125,8484,52014,3562,318117,9723,12686,1546,10164,1546,19195,2002,23083,2691,233664,8169,19325,2237,336945,7194,29058,2386,48963,3994,61449,3657,57211,3962,123300,4717,16964,1766,215689,8441,73720,4809,57193,3798,40974,3335,19055,2266,14183,1996,10564,1539,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
58315,3684,39331,2988,7772,1493,5274,1398,318,287,1435,551,4185,912,19184,2187,15554,1928,1413,595,290,248,127,157,106,127,1694,579,16387,2279,14043,2105,388,347,64,110,57,95,0,253,1835,636,0400000US40,461581,7782,77700,3816,737,453,911,382,4354,1081,1973,658,49823,3250,19902,2099,98987,5204,2590,720,2585,782,5842,1145,9087,1322,68135,4467,10748,1548,117197,5765,14755,1750,18552,2217,21884,2765,18550,2005,33401,3112,10055,1669,73811,4565,27232,2659,19303,2277,11200,1947,5666,1446,4187,1054,6223,872,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
80810,5628,39280,3892,22394,2807,9534,1827,3760,1097,3340,871,2502,679,30251,3176,21564,2546,4888,1162,1620,871,414,353,677,391,1088,497,26389,2572,22354,2410,1949,850,968,581,132,162,151,160,835,287,0400000US41,564463,10492,86683,4674,863,529,1279,504,3763,1020,1555,653,63911,4255,15312,2335,108805,5812,3425,950,2279,711,4860,973,3844,1062,89204,5579,5193,1203,136903,5819,5849,1324,10844,1838,20845,2595,22811,2505,71428,4526,5126,1082,94622,4713,18534,2265,22347,2799,23194,2663,10777,1729,16858,2141,2912,912,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
209317,7559,114417,5294,43933,4082,21517,2261,7631,1356,9608,1611,12211,1777,84131,4451,63516,3988,9198,1621,3340,867,1734,733,1007,409,5336,1172,72921,4154,60468,3572,4421,880,1491,631,1258,683,929,402,4354,1144,0400000US42,1474352,16039,249604,8315,2723,788,3991,976,13642,1760,12374,1863,167974,7711,48900,3987,301423,8151,12285,1638,14255,1897,24564,2175,19911,2064,207466,6354,22942,2227,344105,9861,29564,3218,44576,3220,53127,3784,51330,3771,146087,6562,19421,2191,212851,6534,54230,3520,45637,3236,43658,3240,23374,2614,31837,3095,14115,1890,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
22117,2619,8829,1638,6060,1521,3733,964,1264,448,934,508,1297,679,11116,1963,7297,1522,1564,765,894,573,247,340,651,495,463,471,8178,1158,6404,1098,1391,526,68,112,63,108,0,291,252,237,0400000US44,157779,5612,26713,2634,546,553,298,305,3496,851,1926,882,14585,1980,5862,1198,32846,2936,2065,611,1895,712,4833,1065,2567,774,20512,2406,974,448,34878,3048,2430,939,1448,619,3909,1117,5514,1345,20389,2063,1188,516,21931,2429,2870,876,6133,1571,4511,1065,3526,1098,3784,1083,1107,669,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
68785,4620,39814,3410,14142,1953,6047,1362,2440,967,2410,873,3932,983,26116,3134,20299,2822,3450,909,774,420,161,187,179,170,1253,656,18645,2442,16365,2214,512,387,494,448,273,271,0,296,1001,497,0400000US45,551233,10628,108044,5725,362,258,1317,590,2713,782,2727,903,69525,4269,31400,3587,113439,5266,3641,910,2830,875,5686,1036,6226,1342,84180,5007,10876,1680,133209,6107,10707,1760,13893,2163,20986,2986,22418,2815,52949,4163,12256,2122,82995,5267,23551,2884,20912,2525,15377,2184,7674,1784,8937,1634,6544,1375,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
11679,1528,7850,1319,1560,669,590,421,420,383,92,95,1167,343,4831,1123,3739,982,326,296,0,223,0,223,0,223,766,344,2990,743,2310,625,0,223,0,223,0,223,0,223,680,346,0400000US46,102134,3829,17438,1895,567,304,286,275,1207,461,553,303,12189,1689,2636,695,22165,2189,1526,528,1064,452,2586,770,2106,637,13043,1834,1840,636,26347,2526,5380,1157,5382,1141,5346,1242,2238,854,5510,1103,2491,517,16684,2144,7850,1516,3320,1068,2369,777,989,531,886,528,1270,474,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
95774,4817,55145,3613,18928,2581,9076,2083,2363,865,3090,1142,7172,1300,32269,3102,25323,2659,2621,1000,1067,521,340,216,479,477,2439,775,23679,3069,20196,2912,638,445,364,302,248,230,132,187,2101,704,0400000US47,777895,11156,151813,6642,3089,852,2205,935,6829,1409,4773,1049,96437,5408,38480,3546,176657,6262,5550,1129,6958,1343,12001,1949,12125,1598,123983,6182,16040,1844,182187,7035,15452,2018,22073,2695,32049,2905,32687,3309,65859,4876,14067,1896,115516,5655,33147,2644,31409,3287,22276,2471,12145,2035,8558,1718,7981,1792,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
490316,13299,246512,8334,119712,6356,56922,4546,26137,3207,18013,2081,23020,2689,215240,9269,157746,8265,33208,3539,8475,1691,2498,852,3177,921,10136,1857,193493,7926,168880,7245,9622,2027,2771,781,1492,681,803,439,9925,1688,0400000US48,3182761,25433,454440,12830,5252,1373,5199,1077,13753,2137,10770,1934,314644,11541,104822,5567,576524,14446,14911,2511,10862,1551,22372,2639,30307,2889,456840,12536,41232,3320,733444,13783,38794,3466,71135,4496,118221,4987,124906,6039,341606,10725,38782,3164,519304,11864,108388,6650,134318,7029,108662,6341,68699,5145,73896,4834,25341,2486,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
44257,3474,21504,2697,11074,1799,4920,1118,2283,810,2541,967,1935,664,16129,2227,12195,1910,1958,679,899,496,550,392,0,267,527,287,12711,1682,11067,1511,522,423,395,487,55,90,0,267,672,431,0400000US49,264883,6277,30571,2612,80,96,351,322,1261,542,649,477,21985,2411,6245,1326,49554,3968,1943,816,1037,510,2164,733,3280,1188,38445,3423,2685,806,65092,4143,5458,1367,6484,1180,10027,1560,10231,1560,29792,2838,3100,797,46569,3619,10885,1847,13288,2206,9563,1761,4909,1302,6591,1246,1333,502,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
9334,1445,4494,1071,1786,611,995,482,824,458,477,292,758,407,5242,1406,3457,1190,804,521,407,264,78,93,0,211,496,290,2965,804,2230,636,435,385,0,211,0,211,0,211,300,315,0400000US50,76075,3506,12028,1687,200,196,335,316,424,249,1180,702,7981,1306,1908,643,15746,1557,1258,568,800,449,1385,434,942,420,10439,1277,922,341,18765,1729,440,202,1923,607,2799,765,3824,959,8738,1250,1041,370,11995,1700,1823,687,2834,813,3234,978,1537,521,1913,725,654,301,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
167256,7095,45416,3100,37815,3686,33197,3433,18823,2779,23314,2630,8691,1390,87198,4630,41217,3323,21399,2714,12216,2094,5365,1262,4352,991,2649,980,111639,4859,80015,4026,17166,2253,7726,1604,2405,841,1706,568,2621,862,0400000US51,967492,13869,114046,5983,1723,696,1858,737,4912,1082,2527,737,75751,4915,27275,2903,135985,5154,4878,1074,3595,1033,6480,1360,6871,1382,103313,5215,10848,1707,189386,7977,11464,1794,13001,1940,19921,2905,22924,2694,108421,6282,13655,1736,161982,6884,23163,2641,26145,3383,29259,2673,27237,2811,47528,3722,8650,1430,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
