C19037G_015E,C19037G_015M,C19037G_016E,C19037G_016M,C19037G_017E,C19037G_017M,C19037G_018E,C19037G_018M,C19037G_019E,C19037G_019M,C19037G_020E,C19037G_020M,C19037G_021E,C19037G_021M,C19037G_022E,C19037G_022M,C19037G_023E,C19037G_023M,C19037G_024E,C19037G_024M,C19037G_025E,C19037G_025M,C19037G_026E,C19037G_026M,C19037G_027E,C19037G_027M,C19037G_028E,C19037G_028M,C19037G_029E,C19037G_029M,C19037G_030E,C19037G_030M,C19037G_031E,C19037G_031M,C19037G_032E,C19037G_032M,C19037G_033E,C19037G_033M,C19037G_034E,C19037G_034M,C19037G_035E,C19037G_035M,C19037G_036E,C19037G_036M,C19037G_037E,C19037G_037M,C19037G_038E,C19037G_038M,C19037G_039E,C19037G_039M,C19037G_040E,C19037G_040M,C19037G_041E,C19037G_041M,C19037G_042E,C19037G_042M,C19037G_043E,C19037G_043M,C19037G_044E,C19037G_044M,C19037G_045E,C19037G_045M,GEO_ID,C19037G_001E,C19037G_001M,C19037G_002E,C19037G_002M,C19037G_003E,C19037G_003M,C19037G_004E,C19037G_004M,C19037G_005E,C19037G_005M,C19037G_006E,C19037G_006M,C19037G_007E,C19037G_007M,C19037G_008E,C19037G_008M,C19037G_009E,C19037G_009M,C19037G_010E,C19037G_010M,C19037G_011E,C19037G_011M,C19037G_012E,C19037G_012M,C19037G_013E,C19037G_013M,C19037G_014E,C19037G_014M,C19037G_015MA,C19037G_015EA,C19037G_016MA,C19037G_016EA,C19037G_017EA,C19037G_017MA,C19037G_018EA,C19037G_018MA,C19037G_019EA,C19037G_019MA,C19037G_020EA,C19037G_020MA,C19037G_021MA,C19037G_021EA,C19037G_022MA,C19037G_022EA,C19037G_023EA,C19037G_023MA,C19037G_024EA,C19037G_024MA,C19037G_025EA,C19037G_025MA,C19037G_026MA,C19037G_026EA,C19037G_027MA,C19037G_027EA,C19037G_028MA,C19037G_028EA,C19037G_029EA,C19037G_029MA,C19037G_030EA,C19037G_030MA,C19037G_031EA,C19037G_031MA,C19037G_032MA,C19037G_032EA,C19037G_033MA,C19037G_033EA,C19037G_034MA,C19037G_034EA,C19037G_035EA,C19037G_035MA,C19037G_036EA,C19037G_036MA,C19037G_037MA,C19037G_037EA,C19037G_038EA,C19037G_038MA,C19037G_039MA,C19037G_039EA,C19037G_040EA,C19037G_040MA,C19037G_041EA,C19037G_041MA,C19037G_042EA,C19037G_042MA,C19037G_043MA,C19037G_043EA,C19037G_044MA,C19037G_044EA,C19037G_045MA,C19037G_045EA,NAME,C19037G_001EA,C19037G_001MA,C19037G_002EA,C19037G_002MA,C19037G_003MA,C19037G_003EA,C19037G_004MA,C19037G_004EA,C19037G_005MA,C19037G_005EA,C19037G_006EA,C19037G_006MA,C19037G_007EA,C19037G_007MA,C19037G_008EA,C19037G_008MA,C19037G_009EA,C19037G_009MA,C19037G_010EA,C19037G_010MA,C19037G_011EA,C19037G_011MA,C19037G_012EA,C19037G_012MA,C19037G_013EA,C19037G_013MA,C19037G_014EA,C19037G_014MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
1116,799,1367,670,1203,623,1789,769,2652,878,1840,763,1399,686,231,227,286,225,6718,1233,570,387,191,225,591,297,623,335,814,411,1611,732,796,388,838,464,517,352,167,217,2144,709,158,202,18,35,471,300,326,259,453,453,259,187,271,248,188,250,0,309,0,309,0400000US32,23295,2755,1465,579,271,289,167,207,170,170,56,93,273,324,420,337,108,126,0,309,0,309,0,309,12968,2392,1085,455,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
650,403,2282,897,1486,531,4314,1242,5112,1193,3560,1233,3596,991,1463,649,1102,484,19515,2052,1107,431,670,367,1830,714,1928,797,2353,661,3062,805,2362,873,3149,881,1645,606,1409,516,5876,1247,1022,698,467,287,1103,606,710,375,505,290,480,348,558,383,504,286,145,178,382,266,0400000US34,52796,3728,1385,578,52,88,32,54,338,361,76,128,191,247,238,242,423,309,35,57,0,281,0,281,26020,3002,2455,949,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
467,263,673,394,815,489,1125,678,1597,682,340,244,427,254,128,154,0,285,4970,1096,498,379,482,309,451,314,522,302,533,287,997,414,775,439,577,390,0,285,135,145,2953,703,272,210,176,173,941,432,354,241,298,244,504,374,224,211,96,122,41,59,47,83,0400000US35,15354,1886,1527,653,444,295,318,354,353,413,229,281,131,153,52,88,0,285,0,285,0,285,0,285,5904,1211,332,309,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
3594,885,7825,1789,5602,1431,6584,1329,9419,1888,5532,1164,6429,1349,1340,507,3153,1056,50068,3155,4817,809,3118,781,5913,1297,6168,1225,6854,1238,6830,1317,5716,1233,5942,1313,3315,955,1395,474,18334,2421,3676,1180,1906,844,2981,885,2167,747,2556,776,1499,514,1103,399,1570,564,434,315,442,387,0400000US36,129426,5286,6427,1378,1246,587,481,287,1290,746,1120,600,998,446,709,364,420,443,59,97,104,121,0,275,54597,4437,5119,1361,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
1262,525,2299,835,4401,1259,5095,1355,3194,1123,3544,1003,1300,535,266,282,559,331,15994,2229,1814,620,1069,565,1936,751,2106,936,1996,720,2257,724,1625,650,1979,924,767,487,445,299,4137,1063,645,401,345,256,1321,712,754,410,489,355,283,267,185,192,115,131,0,289,0,289,0400000US37,47818,3893,3517,1039,1114,597,360,278,829,482,255,311,414,442,447,386,33,57,65,105,0,289,0,289,24170,2481,2250,960,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
971,481,4144,1141,2933,1035,3463,968,2803,982,2438,938,1755,716,149,146,382,283,15924,1860,2294,792,1093,617,2117,838,1882,602,2655,822,1948,634,1456,532,1443,618,257,222,779,377,6279,1054,905,405,1088,500,1036,473,943,430,1041,409,480,261,181,150,238,225,218,215,149,182,0400000US39,50340,3089,5986,1177,1627,733,1097,523,1608,710,294,255,582,382,735,381,43,73,0,269,0,269,0,269,22151,2245,3113,970,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
2011,770,4896,1076,4992,1057,5457,1331,5678,1236,3088,740,2577,891,509,346,173,187,26758,2017,2739,718,1777,559,3733,946,3040,784,3749,919,6151,905,1984,501,2202,693,938,467,445,232,13056,1078,1496,553,1426,465,2445,613,2191,484,2377,647,2121,740,399,184,181,136,320,264,100,110,0400000US40,78250,3566,5460,1136,650,320,572,394,1052,486,1193,555,1139,583,310,231,205,202,339,279,0,253,0,253,32976,2959,3595,1130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
962,663,1484,653,1714,785,1762,616,2729,839,2201,864,1161,472,0,277,61,103,13889,1568,1689,712,954,452,1770,602,1318,468,2116,608,2465,806,1553,695,1328,480,408,354,288,248,3798,791,515,283,436,282,564,325,858,425,503,289,343,236,445,301,134,136,0,277,0,277,0400000US41,35089,2707,3424,828,1174,595,312,334,823,443,204,206,364,311,308,283,193,227,46,86,0,277,0,277,13978,2290,1904,957,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
2566,959,2519,931,2230,672,3333,918,4341,991,1310,590,1090,472,508,290,507,495,18810,1705,2513,830,1299,553,1734,571,2663,768,2242,683,3029,822,1963,652,1826,550,1075,483,466,333,7194,1347,1016,468,1325,684,1667,636,991,443,1119,553,369,254,189,180,304,197,135,136,79,154,0400000US42,52843,4345,5663,1315,1653,871,229,230,1515,789,815,673,539,456,846,598,66,105,0,246,0,246,0,246,21176,2743,2772,884,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
667,444,796,541,1773,894,1204,622,1629,712,1232,630,304,282,22,38,145,168,6452,1246,552,374,322,274,688,454,328,249,672,403,1653,686,972,490,934,577,82,104,249,275,2392,674,502,309,324,231,573,458,342,266,192,193,290,222,119,150,0,296,0,296,50,85,0400000US45,18867,2339,1596,736,246,245,379,341,248,329,403,357,223,233,46,76,51,87,0,296,0,296,0,296,8427,1633,655,334,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
916,509,1663,723,1521,750,1245,697,1980,1043,927,471,669,389,61,122,385,350,9848,1479,1062,621,1563,616,1658,744,1031,451,1281,544,1542,744,818,403,462,270,248,270,183,197,3132,752,389,253,647,356,797,511,567,310,294,234,287,165,72,87,29,42,50,89,0,287,0400000US47,25188,2602,1682,725,460,435,335,335,193,215,53,89,641,440,0,287,0,287,0,287,0,287,0,287,10526,1864,1159,565,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
2141,682,5484,1220,5889,1356,9653,1375,12271,1889,7734,1563,6948,1672,2612,716,1115,559,49343,3084,4856,1118,3472,994,5001,939,4915,1102,8108,1480,9363,1564,4252,957,4906,1081,1728,739,2742,785,16398,1911,1537,572,1436,483,2866,696,2791,897,2499,899,2275,699,1754,745,417,253,518,456,305,267,0400000US48,135211,6153,10843,2169,3316,1317,1271,638,1418,764,1348,502,1370,733,1598,640,367,312,106,128,49,86,0,294,58627,4012,4780,1254,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
576,431,1242,559,1604,638,2432,989,4138,1241,2281,703,3872,1308,1973,794,1547,722,14734,1768,1126,512,735,416,787,514,1154,526,1407,541,2833,821,2480,792,2247,839,1069,508,896,411,5041,1094,688,394,530,316,790,430,519,319,827,469,526,296,359,250,685,374,0,287,117,132,0400000US51,43938,3687,3809,1172,699,391,107,135,515,348,622,419,460,440,619,420,684,562,103,174,0,287,0,287,20354,2786,689,413,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
1989,1018,3113,1129,3571,1150,7141,1589,7908,1659,5323,1147,4443,949,979,500,484,253,22829,1756,3238,892,693,335,2567,1011,1773,663,2234,599,4437,963,3265,835,3029,841,1015,486,578,260,6586,1001,522,367,415,237,1086,512,699,398,1436,449,893,340,859,423,489,307,143,169,44,74,0400000US53,75143,4011,8812,1761,2378,768,193,175,1332,653,1605,804,1337,690,1307,643,309,320,0,277,351,432,0,277,36916,3332,1965,706,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
568,383,477,314,500,356,858,473,283,168,311,260,166,162,0,269,0,269,4300,971,733,429,467,197,689,406,458,370,955,544,694,405,193,150,111,121,0,269,0,269,1680,626,263,292,189,171,385,299,123,178,281,218,344,245,56,91,0,269,0,269,39,66,0400000US54,10523,1451,800,508,278,257,0,269,188,186,334,317,0,269,0,269,0,269,0,269,0,269,0,269,3743,899,580,296,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
448,254,2097,826,668,338,2068,691,2465,682,2038,889,1419,911,71,87,0,218,6146,1225,834,444,398,329,409,340,390,267,1275,574,1339,635,558,303,614,344,100,103,229,215,1939,491,63,101,276,214,410,292,421,259,345,243,209,194,82,102,133,146,0,218,0,218,0400000US55,24103,2473,3605,1135,696,375,427,371,1078,761,454,347,172,170,194,190,584,473,0,218,0,218,0,218,12413,1940,1139,523,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
6581,1417,12287,1965,9132,1670,8300,1436,7097,1552,1299,548,2369,946,139,226,124,205,68284,3364,18116,2032,8212,1580,12497,1552,10594,1422,8283,1387,5918,1047,2435,813,1752,672,116,142,361,263,29501,2549,11544,1609,6026,1203,5858,1112,2353,681,1799,525,1407,551,446,288,68,125,0,285,0,285,0400000US72,168589,5720,6338,1148,3725,908,326,283,1610,626,471,351,206,204,0,285,0,285,0,285,0,285,0,285,64466,3532,17138,2259,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
