B24010F_065M,B24010F_066E,B24010F_066M,B24010F_067E,B24010F_067M,B24010F_068E,B24010F_068M,B24010F_069E,B24010F_069M,B24010F_070E,B24010F_070M,B24010F_071E,B24010F_071M,B24010F_072E,B24010F_072M,B24010F_073E,B24010F_073M,GEO_ID,B24010F_001E,B24010F_001M,B24010F_002E,B24010F_002M,B24010F_003E,B24010F_003M,B24010F_004E,B24010F_004M,B24010F_005E,B24010F_005M,B24010F_006E,B24010F_006M,B24010F_007E,B24010F_007M,B24010F_008E,B24010F_008M,B24010F_009E,B24010F_009M,B24010F_010E,B24010F_010M,B24010F_011E,B24010F_011M,B24010F_012E,B24010F_012M,B24010F_013E,B24010F_013M,B24010F_014E,B24010F_014M,B24010F_015E,B24010F_015M,B24010F_016E,B24010F_016M,B24010F_017E,B24010F_017M,B24010F_018E,B24010F_018M,B24010F_019E,B24010F_019M,B24010F_020E,B24010F_020M,B24010F_021E,B24010F_021M,B24010F_022E,B24010F_022M,B24010F_023E,B24010F_023M,B24010F_024E,B24010F_024M,B24010F_025E,B24010F_025M,B24010F_026E,B24010F_026M,B24010F_027E,B24010F_027M,B24010F_028E,B24010F_028M,B24010F_029E,B24010F_029M,B24010F_030E,B24010F_030M,B24010F_031E,B24010F_031M,B24010F_032E,B24010F_032M,B24010F_033E,B24010F_033M,B24010F_034E,B24010F_034M,B24010F_035E,B24010F_035M,B24010F_036E,B24010F_036M,B24010F_037E,B24010F_037M,B24010F_038E,B24010F_038M,B24010F_039E,B24010F_039M,B24010F_040E,B24010F_040M,B24010F_041E,B24010F_041M,B24010F_042E,B24010F_042M,B24010F_043E,B24010F_043M,B24010F_044E,B24010F_044M,B24010F_045E,B24010F_045M,B24010F_046E,B24010F_046M,B24010F_047E,B24010F_047M,B24010F_048E,B24010F_048M,B24010F_049E,B24010F_049M,B24010F_050E,B24010F_050M,B24010F_051E,B24010F_051M,B24010F_052E,B24010F_052M,B24010F_053E,B24010F_053M,B24010F_054E,B24010F_054M,B24010F_055E,B24010F_055M,B24010F_056E,B24010F_056M,B24010F_057E,B24010F_057M,B24010F_058E,B24010F_058M,B24010F_059E,B24010F_059M,B24010F_060E,B24010F_060M,B24010F_061E,B24010F_061M,B24010F_062E,B24010F_062M,B24010F_063E,B24010F_063M,B24010F_064E,B24010F_064M,B24010F_065E,B24010F_065MA,B24010F_066MA,B24010F_066EA,B24010F_067MA,B24010F_067EA,B24010F_068MA,B24010F_068EA,B24010F_069EA,B24010F_069MA,B24010F_070EA,B24010F_070MA,B24010F_071MA,B24010F_071EA,B24010F_072MA,B24010F_072EA,B24010F_073MA,B24010F_073EA,NAME,B24010F_001MA,B24010F_001EA,B24010F_002EA,B24010F_002MA,B24010F_003EA,B24010F_003MA,B24010F_004EA,B24010F_004MA,B24010F_005MA,B24010F_005EA,B24010F_006MA,B24010F_006EA,B24010F_007MA,B24010F_007EA,B24010F_008MA,B24010F_008EA,B24010F_009MA,B24010F_009EA,B24010F_010EA,B24010F_010MA,B24010F_011MA,B24010F_011EA,B24010F_012MA,B24010F_012EA,B24010F_013MA,B24010F_013EA,B24010F_014EA,B24010F_014MA,B24010F_015EA,B24010F_015MA,B24010F_016MA,B24010F_016EA,B24010F_017MA,B24010F_017EA,B24010F_018MA,B24010F_018EA,B24010F_019MA,B24010F_019EA,B24010F_020EA,B24010F_020MA,B24010F_021EA,B24010F_021MA,B24010F_022MA,B24010F_022EA,B24010F_023MA,B24010F_023EA,B24010F_024MA,B24010F_024EA,B24010F_025EA,B24010F_025MA,B24010F_026EA,B24010F_026MA,B24010F_027MA,B24010F_027EA,B24010F_028MA,B24010F_028EA,B24010F_029MA,B24010F_029EA,B24010F_030EA,B24010F_030MA,B24010F_031EA,B24010F_031MA,B24010F_032EA,B24010F_032MA,B24010F_033MA,B24010F_033EA,B24010F_034EA,B24010F_034MA,B24010F_035EA,B24010F_035MA,B24010F_036EA,B24010F_036MA,B24010F_037EA,B24010F_037MA,B24010F_038MA,B24010F_038EA,B24010F_039MA,B24010F_039EA,B24010F_040MA,B24010F_040EA,B24010F_041EA,B24010F_041MA,B24010F_042EA,B24010F_042MA,B24010F_043EA,B24010F_043MA,B24010F_044MA,B24010F_044EA,B24010F_045MA,B24010F_045EA,B24010F_046EA,B24010F_046MA,B24010F_047EA,B24010F_047MA,B24010F_048EA,B24010F_048MA,B24010F_049MA,B24010F_049EA,B24010F_050MA,B24010F_050EA,B24010F_051MA,B24010F_051EA,B24010F_052EA,B24010F_052MA,B24010F_053EA,B24010F_053MA,B24010F_054EA,B24010F_054MA,B24010F_055MA,B24010F_055EA,B24010F_056MA,B24010F_056EA,B24010F_057MA,B24010F_057EA,B24010F_058MA,B24010F_058EA,B24010F_059MA,B24010F_059EA,B24010F_060MA,B24010F_060EA,B24010F_061MA,B24010F_061EA,B24010F_062MA,B24010F_062EA,B24010F_063MA,B24010F_063EA,B24010F_064MA,B24010F_064EA,B24010F_065EA,state
1591,481,393,96,121,301,327,84,137,3486,913,2000,701,259,197,1227,524,0400000US32,131673,7760,73903,5079,6490,1420,3882,1148,3315,984,567,537,1037,600,369,321,504,365,164,248,1219,645,277,253,43,72,508,466,391,313,352,232,254,180,98,116,29663,3478,278,315,2423,1045,1827,931,596,440,13950,2647,11613,1992,1399,532,10620,1746,5270,1230,5350,1194,14506,1981,198,183,10244,1592,4064,1128,12624,2061,4170,1272,3132,1062,5322,1440,57770,4324,7459,1587,3748,1076,2561,871,1187,494,383,275,283,247,26,53,74,118,1932,693,190,222,178,153,1183,610,381,324,1396,753,911,624,485,414,28961,3230,2064,887,387,315,219,227,168,219,10926,2276,10956,1718,4628,1536,17383,2607,8379,1974,9004,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
2451,1455,899,592,464,717,715,146,192,26564,3214,15335,2633,2057,801,9172,1585,0400000US34,306339,13725,173125,8325,22698,2677,11126,1774,8367,1423,2759,1161,5023,1536,2527,1129,2097,950,399,457,4231,1114,921,491,162,142,1814,727,1334,710,2318,1001,1418,851,900,551,39999,4687,305,236,2889,1114,2303,998,586,426,14553,3135,19671,3295,2581,769,22315,2551,10833,1712,11482,2090,36258,4157,1445,831,26589,3531,8224,1754,51855,4653,15673,2809,20135,2638,16047,2673,133214,7451,28555,2465,10302,1807,6651,1654,3651,995,1451,560,850,394,231,206,370,336,12501,1532,2850,869,1112,600,6715,1161,1824,712,4301,1277,2162,898,2139,811,40529,4118,8383,2060,762,457,368,258,394,366,9160,1792,12062,1858,10162,1744,36111,3745,15601,2598,20510,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
1627,134,134,85,103,49,84,0,190,1470,753,914,560,380,354,176,237,0400000US35,90638,6552,48660,4547,7756,1428,3181,846,2534,789,647,351,1543,649,959,524,412,354,172,152,1853,673,372,362,283,293,1098,543,100,123,1179,489,427,316,752,381,10915,1963,905,503,2170,1039,1372,727,798,644,4599,1122,2527,725,714,434,8465,2033,5102,1667,3363,1090,14132,2756,1386,641,9192,2269,3554,1304,7392,1770,3473,1411,2599,988,1320,584,41978,3536,10915,1988,3756,1116,2846,911,910,578,762,520,354,294,174,211,234,362,4431,1188,763,486,522,411,2909,959,237,213,1966,844,1669,815,297,264,15787,2742,2785,1012,296,381,0,190,296,381,4159,1237,5089,1605,3458,1065,13672,1820,4459,1292,9213,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
4491,2205,852,356,359,1325,676,524,376,24284,2890,14479,2229,5098,1463,4707,1018,0400000US36,768085,16643,427901,11224,59030,4428,28181,2916,21158,2429,7023,1586,8190,1718,4653,1120,2742,1016,795,487,18573,2965,4156,1107,1377,807,5844,1371,7196,1707,4086,1222,2232,990,1854,593,135698,7681,2162,901,13205,2276,9278,1796,3927,1215,60698,5536,48040,4318,11593,2231,63540,5023,34410,3468,29130,3246,91253,6700,2139,1141,69909,6008,19205,2750,78380,4627,24200,2922,40113,3365,14067,2067,340184,11283,74567,4595,23143,2576,15313,2244,7830,1517,2371,736,1265,488,333,253,773,399,38070,3408,7839,1262,3173,1029,23371,2958,3687,969,10983,1794,5092,1119,5891,1109,148687,7464,40408,3813,3953,1087,2551,883,1402,630,27978,3043,41735,3616,34613,2795,90441,5584,39196,3657,51245,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
1316,3436,1191,2535,1048,867,516,34,57,9365,1796,7176,1610,162,259,2027,927,0400000US37,141142,7754,90205,5512,9688,2112,4764,1513,4311,1461,453,349,2460,1109,1527,999,529,355,404,444,1627,734,393,359,0,198,667,477,567,394,837,499,761,510,76,105,18843,3025,0,198,893,625,639,465,254,395,7884,2253,9912,2075,154,194,6382,1564,3473,1032,2909,1019,36749,3597,5191,1381,26720,3499,4838,1538,18543,2790,10480,1950,2429,1071,5634,1567,50937,4153,8585,1996,3286,1539,2491,1397,795,499,628,411,346,249,80,93,202,314,3286,1165,1077,705,656,597,1157,656,396,288,1385,712,694,460,691,531,17916,2555,1190,712,49,83,49,83,0,198,8465,1630,6514,1392,1698,774,11635,2170,6963,1681,4672,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
766,698,367,510,331,188,186,0,185,2882,751,2001,698,0,185,881,490,0400000US39,45088,3849,27499,2734,4628,1191,2419,802,1946,689,473,303,897,506,327,328,343,322,227,265,990,535,176,211,0,185,495,324,319,324,322,234,298,228,24,54,5185,1210,115,149,382,243,354,241,28,46,2978,931,1593,701,117,142,3079,898,1474,599,1605,691,6096,1310,1808,695,2645,911,1643,647,8511,1582,4475,1216,941,605,3095,1035,17589,1927,3874,898,1651,623,1017,597,634,324,543,363,349,327,38,68,156,202,918,328,223,150,43,71,456,194,196,207,762,458,455,377,307,240,5681,1332,952,472,53,82,53,82,0,185,2147,773,1114,552,1415,800,4454,1134,1872,796,2582,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
657,462,223,281,175,181,143,0,153,1971,587,1452,548,25,41,494,241,0400000US40,43557,2489,27740,1658,2914,670,2003,488,1732,462,271,185,374,296,158,203,35,61,181,142,498,367,169,134,0,153,226,300,103,144,39,62,0,153,39,62,3841,759,45,65,394,253,97,112,297,224,1548,540,1747,519,107,92,2065,791,967,393,1098,491,10508,1597,892,344,8385,1396,1231,463,8412,1193,5058,1208,924,464,2430,610,15817,1806,3091,804,669,327,335,254,334,245,122,109,42,71,71,85,9,18,1387,425,208,159,207,182,636,255,336,249,913,492,505,427,408,273,6058,1085,893,452,118,124,19,33,99,121,1833,480,2550,704,664,480,4235,887,1894,558,2341,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
959,1301,676,1301,676,0,197,0,197,2550,904,1236,664,505,436,809,430,0400000US41,64699,6489,41300,4118,3829,933,1904,795,1714,771,190,199,497,276,133,161,364,238,0,197,1129,568,380,323,0,197,474,390,275,267,299,298,299,298,0,197,10922,2147,243,267,187,236,187,236,0,197,4205,1267,5907,1690,380,366,3750,1372,1827,1062,1923,842,11322,2024,4976,1257,4314,1388,2032,897,11477,2361,4049,1329,2184,882,5244,1404,23399,3170,3760,1263,900,420,608,310,292,279,224,262,0,197,0,197,224,262,2097,1071,797,718,0,197,1233,696,67,89,539,367,224,199,315,301,9592,2189,950,608,148,153,148,153,0,197,3058,1388,3458,1230,1978,1009,6196,1328,2720,861,3476,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
1691,803,495,615,431,188,259,0,168,7752,1457,4583,1143,506,325,2663,750,0400000US42,95457,7828,52688,5266,8330,2798,2598,872,1798,789,800,392,3365,2453,1373,771,191,226,1801,2397,1785,520,665,336,141,186,475,316,504,321,582,378,339,236,243,313,12596,2288,229,258,1357,763,731,624,626,441,5012,1639,5207,1446,791,498,4657,1121,2229,729,2428,771,11370,2586,1466,802,7235,2119,2669,912,15735,2373,6940,1453,3246,1407,5549,1433,42769,3997,7668,1610,2692,951,687,563,2005,827,678,358,353,252,202,211,123,154,2702,849,765,465,61,80,1701,637,175,153,1596,661,488,306,1108,564,13093,2053,4048,1055,491,325,394,312,97,163,3456,965,3416,1195,1682,606,13453,2364,5684,1339,7769,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
3317,4722,1550,927,517,2573,957,1222,1043,25302,3057,17894,2511,1846,675,5562,1537,0400000US48,694863,18679,418901,12136,53020,3711,25952,2876,20346,2677,5606,1221,11250,1707,5431,1216,4674,1119,1145,612,10933,1905,1335,497,786,452,4606,1052,4206,1495,4885,1196,2865,929,2020,1022,76365,5246,1857,793,8546,1551,5109,1349,3437,1077,32351,3169,30262,3668,3349,1056,56895,5020,30274,3923,26621,2729,136851,7666,4002,943,98949,6411,33900,3617,95770,4861,42631,3377,26722,2872,26417,3108,275962,10353,57940,3559,20860,2555,12557,1910,8303,1368,2606,713,1251,492,748,407,607,404,22873,2429,2954,889,1508,793,15586,1883,2825,1041,11601,1832,5648,1174,5953,1437,101107,6816,15225,2340,2629,848,1095,451,1534,718,30690,3379,34632,3359,17931,2773,86891,5066,40680,3624,46211,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
1095,395,317,170,209,73,121,152,184,5372,1378,4507,1293,113,189,752,457,0400000US49,64075,5764,39597,3715,3130,891,1898,723,1638,706,260,191,612,314,266,187,303,219,43,78,547,493,84,140,174,241,113,120,176,291,73,90,73,90,0,184,7821,2206,0,184,512,458,243,373,269,264,3244,1136,3770,1481,295,304,5057,1166,2338,990,2719,835,12476,2040,1742,641,8843,1743,1891,875,11113,2234,7172,1773,810,501,3131,1058,24478,3197,3816,1073,2784,953,1770,901,1014,631,0,184,0,184,0,184,0,184,795,400,62,77,161,161,322,229,250,249,237,214,38,81,199,198,8740,1873,954,475,293,354,88,122,205,334,3140,1089,3273,1138,1080,659,6155,1419,2024,815,4131,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
