B23002F_033E,B23002F_033M,B23002F_034E,B23002F_034M,B23002F_035E,B23002F_035M,B23002F_036E,B23002F_036M,B23002F_037E,B23002F_037M,B23002F_038E,B23002F_038M,B23002F_039E,B23002F_039M,B23002F_040E,B23002F_040M,B23002F_041E,B23002F_041M,B23002F_042E,B23002F_042M,B23002F_043E,B23002F_043M,B23002F_044E,B23002F_044M,B23002F_045E,B23002F_045M,B23002F_046E,B23002F_046M,B23002F_047E,B23002F_047M,B23002F_048E,B23002F_048M,B23002F_049E,B23002F_049M,B23002F_050E,B23002F_050M,B23002F_051E,B23002F_051M,B23002F_052E,B23002F_052M,B23002F_053E,B23002F_053M,B23002F_054E,B23002F_054M,B23002F_055E,B23002F_055M,B23002F_056E,B23002F_056M,B23002F_057E,B23002F_057M,B23002F_058E,B23002F_058M,B23002F_059E,B23002F_059M,B23002F_060E,B23002F_060M,B23002F_061E,B23002F_061M,B23002F_062E,B23002F_062M,B23002F_063E,B23002F_063M,B23002F_064E,B23002F_064M,B23002F_065E,B23002F_065M,B23002F_066E,B23002F_066M,B23002F_067E,B23002F_067M,B23002F_068E,B23002F_068M,B23002F_069E,B23002F_069M,B23002F_070E,B23002F_070M,B23002F_071E,B23002F_071M,B23002F_072E,B23002F_072M,B23002F_073E,B23002F_073M,B23002F_074E,B23002F_074M,B23002F_075E,B23002F_075M,B23002F_076E,B23002F_076M,B23002F_077E,B23002F_077M,B23002F_078E,B23002F_078M,B23002F_079E,B23002F_079M,GEO_ID,B23002F_001E,B23002F_001M,B23002F_002E,B23002F_002M,B23002F_003E,B23002F_003M,B23002F_004E,B23002F_004M,B23002F_005E,B23002F_005M,B23002F_006E,B23002F_006M,B23002F_007E,B23002F_007M,B23002F_008E,B23002F_008M,B23002F_009E,B23002F_009M,B23002F_010E,B23002F_010M,B23002F_011E,B23002F_011M,B23002F_012E,B23002F_012M,B23002F_013E,B23002F_013M,B23002F_014E,B23002F_014M,B23002F_015E,B23002F_015M,B23002F_016E,B23002F_016M,B23002F_017E,B23002F_017M,B23002F_018E,B23002F_018M,B23002F_019E,B23002F_019M,B23002F_020E,B23002F_020M,B23002F_021E,B23002F_021M,B23002F_022E,B23002F_022M,B23002F_023E,B23002F_023M,B23002F_024E,B23002F_024M,B23002F_025E,B23002F_025M,B23002F_026E,B23002F_026M,B23002F_027E,B23002F_027M,B23002F_028E,B23002F_028M,B23002F_029E,B23002F_029M,B23002F_030E,B23002F_030M,B23002F_031E,B23002F_031M,B23002F_032E,B23002F_032M,B23002F_033MA,B23002F_033EA,B23002F_034MA,B23002F_034EA,B23002F_035MA,B23002F_035EA,B23002F_036MA,B23002F_036EA,B23002F_037EA,B23002F_037MA,B23002F_038MA,B23002F_038EA,B23002F_039MA,B23002F_039EA,B23002F_040MA,B23002F_040EA,B23002F_041MA,B23002F_041EA,B23002F_042EA,B23002F_042MA,B23002F_043EA,B23002F_043MA,B23002F_044MA,B23002F_044EA,B23002F_045MA,B23002F_045EA,B23002F_046MA,B23002F_046EA,B23002F_047EA,B23002F_047MA,B23002F_048EA,B23002F_048MA,B23002F_049MA,B23002F_049EA,B23002F_050MA,B23002F_050EA,B23002F_051EA,B23002F_051MA,B23002F_052EA,B23002F_052MA,B23002F_053EA,B23002F_053MA,B23002F_054EA,B23002F_054MA,B23002F_055MA,B23002F_055EA,B23002F_056EA,B23002F_056MA,B23002F_057EA,B23002F_057MA,B23002F_058EA,B23002F_058MA,B23002F_059EA,B23002F_059MA,B23002F_060MA,B23002F_060EA,B23002F_061EA,B23002F_061MA,B23002F_062EA,B23002F_062MA,B23002F_063EA,B23002F_063MA,B23002F_064EA,B23002F_064MA,B23002F_065EA,B23002F_065MA,B23002F_066EA,B23002F_066MA,B23002F_067EA,B23002F_067MA,B23002F_068EA,B23002F_068MA,B23002F_069EA,B23002F_069MA,B23002F_070EA,B23002F_070MA,B23002F_071MA,B23002F_071EA,B23002F_072EA,B23002F_072MA,B23002F_073EA,B23002F_073MA,B23002F_074EA,B23002F_074MA,B23002F_075EA,B23002F_075MA,B23002F_076MA,B23002F_076EA,B23002F_077EA,B23002F_077MA,B23002F_078EA,B23002F_078MA,B23002F_079EA,B23002F_079MA,NAME,B23002F_001EA,B23002F_001MA,B23002F_002EA,B23002F_002MA,B23002F_003EA,B23002F_003MA,B23002F_004EA,B23002F_004MA,B23002F_005MA,B23002F_005EA,B23002F_006EA,B23002F_006MA,B23002F_007EA,B23002F_007MA,B23002F_008EA,B23002F_008MA,B23002F_009EA,B23002F_009MA,B23002F_010EA,B23002F_010MA,B23002F_011EA,B23002F_011MA,B23002F_012EA,B23002F_012MA,B23002F_013EA,B23002F_013MA,B23002F_014EA,B23002F_014MA,B23002F_015EA,B23002F_015MA,B23002F_016MA,B23002F_016EA,B23002F_017EA,B23002F_017MA,B23002F_018EA,B23002F_018MA,B23002F_019EA,B23002F_019MA,B23002F_020EA,B23002F_020MA,B23002F_021MA,B23002F_021EA,B23002F_022EA,B23002F_022MA,B23002F_023EA,B23002F_023MA,B23002F_024EA,B23002F_024MA,B23002F_025EA,B23002F_025MA,B23002F_026MA,B23002F_026EA,B23002F_027MA,B23002F_027EA,B23002F_028EA,B23002F_028MA,B23002F_029EA,B23002F_029MA,B23002F_030EA,B23002F_030MA,B23002F_031EA,B23002F_031MA,B23002F_032EA,B23002F_032MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
506,303,81,97,1158,559,1374,585,101,122,101,122,0,203,1273,613,97826,5090,9993,1233,3931,938,0,203,3931,938,3101,805,830,448,6062,984,13439,1952,10851,2034,106,125,10745,2040,9248,2003,1497,650,2588,905,60259,3456,43536,3609,118,195,43418,3628,39629,3573,3789,1358,16723,2508,8557,1548,5204,1170,0,203,5204,1170,4935,1117,269,271,3353,1090,2631,741,606,387,606,387,0,203,2025,627,2947,909,251,282,251,282,0,203,2696,915,0400000US32,195158,9408,97332,5683,12640,1871,4808,1088,0,203,4808,1088,3651,966,1157,464,7832,1636,12281,1895,10768,1759,56,97,10712,1747,10256,1725,456,272,1513,668,60413,4630,55542,4511,137,225,55405,4522,51921,4237,3484,1305,4871,1127,8879,1252,7941,1225,0,203,7941,1225,7468,1269,473,403,938,385,1745,586,587,318,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
3210,1109,0,195,2912,706,7471,1343,1222,579,1044,551,178,184,6249,1213,226741,8933,17981,2013,6612,1502,0,195,6612,1502,5068,1304,1544,738,11369,1596,22247,2569,15653,2338,0,195,15653,2338,14050,2183,1603,769,6594,1305,145770,6102,110146,5264,88,113,110058,5282,101303,5386,8755,1702,35624,3300,22508,2159,12310,1881,0,195,12310,1881,11018,1699,1292,621,10198,1509,7657,1440,1680,685,1459,616,221,317,5977,1279,10578,1318,339,283,316,280,23,38,10239,1307,0400000US34,463870,16198,237129,9463,18092,1951,4564,1223,64,117,4500,1236,3387,1025,1113,596,13528,1899,28255,2842,21155,2572,49,83,21106,2570,19173,2364,1933,765,7100,1592,155332,6670,139297,6532,419,331,138878,6502,130747,6700,8131,1716,16035,2055,21857,2013,17352,2051,0,195,17352,2051,15564,1936,1788,726,4505,985,6122,1111,3210,1109,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
1157,524,384,322,1965,550,4829,989,216,144,169,130,47,76,4613,985,86842,5499,8992,1675,2776,869,0,190,2776,869,2017,749,759,607,6216,1374,9250,1678,5383,1169,79,124,5304,1184,4215,1042,1089,763,3867,1178,47119,3843,32427,3556,0,190,32427,3556,29295,3099,3132,1337,14692,2829,10456,1393,5528,956,0,190,5528,956,5297,960,231,195,4928,1186,3760,1051,644,381,571,356,73,119,3116,1039,7265,1309,583,396,583,396,0,190,6682,1216,0400000US35,168661,9697,81819,5570,7631,1356,2502,776,0,190,2502,776,1679,657,823,541,5129,1204,10859,1879,8557,1810,0,190,8557,1810,7655,1669,902,773,2302,889,45021,3794,35917,3617,18,32,35899,3618,33309,3483,2590,895,9104,1586,9973,1567,4884,996,0,190,4884,996,4691,968,193,198,5089,1197,3506,772,1541,573,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
4834,1208,155,185,11226,1468,29434,2879,3034,1341,2717,1308,317,313,26400,2638,673038,14761,51963,3101,15582,2183,0,189,15582,2183,9944,1694,5638,1384,36381,2971,77735,4114,48733,3830,55,103,48678,3825,41470,3702,7208,1387,29002,3079,396658,10158,277895,8904,13,26,277882,8906,247602,8221,30280,3361,118763,5285,75262,3291,37058,2792,0,189,37058,2792,34972,2815,2086,823,38204,3361,22265,2352,3846,1121,3675,1085,171,175,18419,2127,49155,3469,2521,911,2521,911,0,189,46634,3368,0400000US36,1320977,23865,647939,13257,54580,2895,12930,1405,140,156,12790,1383,7984,1285,4806,1098,41650,2425,81186,3865,55978,3669,460,377,55518,3665,46635,3866,8883,1713,25208,3090,402358,9667,344616,9916,448,385,344168,9926,326353,9608,17815,2707,57742,4156,64166,3351,41725,3355,0,189,41725,3355,39378,3451,2347,885,22441,2270,16215,1934,4989,1244,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
641,498,30,63,923,583,1123,648,92,106,92,106,0,198,1031,656,98032,5010,8479,1427,3724,852,0,198,3724,852,2441,794,1283,592,4755,1211,11891,2082,8515,1820,177,191,8338,1781,7226,1546,1112,626,3376,1072,66417,4000,41288,3556,89,134,41199,3570,37843,3486,3356,816,25129,2813,6961,1376,3625,1120,0,198,3625,1120,2853,1082,772,533,3336,1100,1778,840,179,167,144,156,35,60,1599,826,2506,700,484,458,430,452,54,95,2022,618,0400000US37,213811,9484,115779,6454,12627,2008,5735,1332,139,131,5596,1334,4392,1207,1204,527,6892,1448,14687,2640,12023,2323,2232,1098,9791,1971,8903,1887,888,459,2664,1017,80895,4756,76624,4595,841,536,75783,4534,71905,4774,3878,1282,4271,1017,4853,1117,4374,1078,67,114,4307,1046,4272,1048,35,62,479,361,1594,804,671,501,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
145,122,99,151,437,253,671,325,0,185,0,185,0,185,671,325,32894,2765,3589,947,1980,757,0,185,1980,757,1656,680,324,273,1609,599,5328,1292,3539,935,62,102,3477,936,2869,889,608,431,1789,865,19381,1960,13198,1535,0,185,13198,1535,11523,1490,1675,727,6183,1148,3152,691,1481,447,0,185,1481,447,1458,445,23,23,1671,519,407,275,0,185,0,185,0,185,407,275,1037,345,83,94,83,94,0,185,954,331,0400000US39,70949,5249,38055,3323,3338,1049,1514,590,0,185,1514,590,1188,537,326,268,1824,759,4691,1378,3936,1340,2,4,3934,1341,3432,1136,502,510,755,366,25955,2284,22624,2366,0,185,22624,2366,20981,2288,1643,604,3331,816,2719,743,1890,624,0,185,1890,624,1753,601,137,122,829,367,681,319,244,193,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
285,197,23,40,600,343,857,284,127,135,127,135,0,153,730,259,29353,2079,2455,721,877,431,0,153,877,431,576,334,301,226,1578,530,3149,620,1973,576,67,117,1906,554,1772,546,134,145,1176,378,19407,1633,12383,1383,132,194,12251,1334,11600,1340,651,364,7024,1085,2930,622,1406,466,0,153,1406,466,1406,466,0,153,1524,524,654,306,421,264,421,264,0,153,233,158,758,334,98,111,42,64,56,94,660,324,0400000US40,66208,3587,36855,2344,3153,864,1036,371,36,81,1000,354,652,266,348,253,2117,773,5183,1035,4216,901,240,228,3976,858,3906,846,70,119,967,487,23806,1735,21123,1759,328,428,20795,1699,20494,1678,301,188,2683,740,2948,708,2388,580,0,153,2388,580,2276,561,112,111,560,275,908,382,308,201,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
146,149,0,197,568,288,1583,650,145,180,145,180,0,197,1438,630,43750,4416,4428,1008,1598,628,0,197,1598,628,1003,543,595,400,2830,870,6433,1390,4808,1282,0,197,4808,1282,4377,1223,431,369,1625,834,28290,3361,20697,3152,0,197,20697,3152,16717,2636,3980,1447,7593,1566,2653,861,1182,450,0,197,1182,450,1084,429,98,116,1471,743,890,441,218,191,218,191,0,197,672,420,1056,435,0,197,0,197,0,197,1056,435,0400000US41,98503,8511,54753,4992,6232,1662,2978,1177,0,197,2978,1177,1963,965,1015,736,3254,946,6870,1570,5519,1401,0,197,5519,1401,5045,1316,474,376,1351,622,35540,3173,32871,3077,31,64,32840,3081,31991,3119,849,400,2669,814,3814,1084,2345,789,0,197,2345,789,2010,734,335,327,1469,800,714,378,146,149,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
352,295,0,168,1073,564,2433,777,91,110,91,110,0,168,2342,782,83764,6069,8709,1445,3863,1003,0,168,3863,1003,2610,1002,1253,492,4846,1327,12892,1804,8587,1443,0,168,8587,1443,6864,1213,1723,915,4305,1411,48165,3804,33472,3118,0,168,33472,3118,29010,2860,4462,998,14693,2186,8419,1516,4186,1220,0,168,4186,1220,3834,1120,352,284,4233,1014,2034,683,313,258,313,258,0,168,1721,656,3545,1006,138,137,138,137,0,168,3407,984,0400000US42,171261,10608,87497,6070,7611,1338,2629,874,0,168,2629,874,1422,644,1207,575,4982,1085,11064,1774,7696,1469,49,82,7647,1477,5960,1332,1687,730,3368,965,56459,4713,43161,4636,21,26,43140,4641,40076,4410,3064,979,13298,2228,8505,1380,5302,1014,0,168,5302,1014,4787,1031,515,426,3203,1046,1425,691,352,295,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0,203,0,203,392,348,706,336,36,67,36,67,0,203,670,331,22370,2299,2096,759,1187,655,0,203,1187,655,923,591,264,233,909,453,2910,886,2129,879,0,203,2129,879,1934,847,195,158,781,441,13468,1555,9749,1429,0,203,9749,1429,7739,1353,2010,782,3719,999,2249,621,1118,513,0,203,1118,513,955,480,163,197,1131,544,463,318,228,292,228,292,0,203,235,188,1184,469,0,203,0,203,0,203,1184,469,0400000US44,43536,3793,21166,2386,2436,758,909,584,0,203,909,584,169,245,740,547,1527,573,2824,876,2107,895,0,203,2107,895,1800,850,307,287,717,447,12763,1524,11000,1408,0,203,11000,1408,10217,1478,783,503,1763,718,2045,632,1247,566,0,203,1247,566,983,525,264,340,798,495,392,348,0,203,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
161,159,0,200,0,200,668,389,133,151,133,151,0,200,535,402,20221,3009,2400,901,1009,623,0,200,1009,623,783,569,226,239,1391,616,1617,809,596,337,0,200,596,337,370,271,226,214,1021,587,13623,2193,8642,1614,142,137,8500,1627,7750,1648,750,541,4981,1225,1848,751,584,414,0,200,584,414,584,414,0,200,1264,637,205,152,26,43,26,43,0,200,179,144,528,332,0,200,0,200,0,200,528,332,0400000US45,47275,5690,27054,3760,2496,864,1042,562,66,99,976,551,566,453,410,325,1454,719,2268,953,1599,893,0,200,1599,893,1599,893,0,200,669,486,19121,3001,16911,2837,176,207,16735,2836,16013,2617,722,680,2210,770,2340,916,1723,826,0,200,1723,826,1704,829,19,35,617,375,161,159,161,159,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
