B17010I_014E,B17010I_014M,B17010I_015E,B17010I_015M,B17010I_016E,B17010I_016M,B17010I_017E,B17010I_017M,B17010I_018E,B17010I_018M,B17010I_019E,B17010I_019M,B17010I_020E,B17010I_020M,B17010I_021E,B17010I_021M,B17010I_022E,B17010I_022M,B17010I_023E,B17010I_023M,B17010I_024E,B17010I_024M,B17010I_025E,B17010I_025M,B17010I_026E,B17010I_026M,B17010I_027E,B17010I_027M,B17010I_028E,B17010I_028M,B17010I_029E,B17010I_029M,B17010I_030E,B17010I_030M,B17010I_031E,B17010I_031M,B17010I_032E,B17010I_032M,B17010I_033E,B17010I_033M,B17010I_034E,B17010I_034M,B17010I_035E,B17010I_035M,B17010I_036E,B17010I_036M,B17010I_037E,B17010I_037M,B17010I_038E,B17010I_038M,B17010I_039E,B17010I_039M,B17010I_040E,B17010I_040M,B17010I_041E,B17010I_041M,GEO_ID,B17010I_001E,B17010I_001M,B17010I_002E,B17010I_002M,B17010I_003E,B17010I_003M,B17010I_004E,B17010I_004M,B17010I_005E,B17010I_005M,B17010I_006E,B17010I_006M,B17010I_007E,B17010I_007M,B17010I_008E,B17010I_008M,B17010I_009E,B17010I_009M,B17010I_010E,B17010I_010M,B17010I_011E,B17010I_011M,B17010I_012E,B17010I_012M,B17010I_013E,B17010I_013M,B17010I_014MA,B17010I_014EA,B17010I_015MA,B17010I_015EA,B17010I_016MA,B17010I_016EA,B17010I_017MA,B17010I_017EA,B17010I_018EA,B17010I_018MA,B17010I_019EA,B17010I_019MA,B17010I_020MA,B17010I_020EA,B17010I_021MA,B17010I_021EA,B17010I_022MA,B17010I_022EA,B17010I_023EA,B17010I_023MA,B17010I_024EA,B17010I_024MA,B17010I_025MA,B17010I_025EA,B17010I_026MA,B17010I_026EA,B17010I_027MA,B17010I_027EA,B17010I_028EA,B17010I_028MA,B17010I_029EA,B17010I_029MA,B17010I_030EA,B17010I_030MA,B17010I_031EA,B17010I_031MA,B17010I_032MA,B17010I_032EA,B17010I_033EA,B17010I_033MA,B17010I_034EA,B17010I_034MA,B17010I_035EA,B17010I_035MA,B17010I_036EA,B17010I_036MA,B17010I_037MA,B17010I_037EA,B17010I_038MA,B17010I_038EA,B17010I_039EA,B17010I_039MA,B17010I_040EA,B17010I_040MA,B17010I_041EA,B17010I_041MA,NAME,B17010I_001MA,B17010I_001EA,B17010I_002MA,B17010I_002EA,B17010I_003MA,B17010I_003EA,B17010I_004MA,B17010I_004EA,B17010I_005MA,B17010I_005EA,B17010I_006MA,B17010I_006EA,B17010I_007EA,B17010I_007MA,B17010I_008EA,B17010I_008MA,B17010I_009MA,B17010I_009EA,B17010I_010MA,B17010I_010EA,B17010I_011MA,B17010I_011EA,B17010I_012EA,B17010I_012MA,B17010I_013EA,B17010I_013MA,state
1883,944,658,384,11523,1675,10682,1562,1988,773,3863,1082,4831,970,841,451,129414,3836,81661,3451,52147,3009,7649,1659,11167,1887,33331,2382,29514,2411,47753,3276,20927,2232,11840,1766,1203,480,2459,893,8178,1494,9087,1486,26826,2634,17791,2112,2428,916,3358,882,12005,1931,9035,1357,0400000US32,157497,3993,28083,2969,12418,1758,10176,1505,863,456,4730,1142,4583,979,2242,797,15665,2265,4142,1213,3484,1161,522,398,1079,549,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
3056,860,2301,977,40636,3118,35209,2898,4698,964,10872,2109,19639,2366,5427,1096,304834,6317,192491,5601,110430,4657,18629,2254,21557,2137,70244,4348,82061,3336,112343,4930,36739,2936,20555,2221,5429,1122,2917,802,12209,1770,16184,2091,75604,4284,47635,3740,6059,1259,7618,1604,33958,3242,27969,2570,0400000US34,377661,6733,72827,4282,22288,2587,16049,2297,1670,558,5224,1228,9155,1847,6239,1249,50539,3583,9903,1891,7602,1548,1452,595,3094,1143,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
1701,706,1085,496,24549,2799,21327,2645,4225,1188,6194,1539,10908,1841,3222,902,167428,4312,117782,4042,57898,3741,6955,1524,13330,1968,37613,3232,59884,2707,49646,3506,17410,2054,9915,1729,1563,585,690,340,7662,1618,7495,1237,32236,3007,20560,2635,2746,1079,2906,858,14908,2169,11676,1654,0400000US35,215035,4840,47607,4107,18699,2724,12260,2219,713,473,4741,1346,6806,1586,6439,1390,28908,3027,4359,1264,3274,1028,450,325,1123,720,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
7090,1377,4814,1074,118290,5718,95453,5146,9903,1907,25875,2510,59675,4273,22837,2528,591774,8690,341492,7925,188171,6773,33713,3441,41993,3352,112465,5224,153321,5749,250282,6135,79806,4656,39072,3459,8283,1789,7540,1681,23249,2152,40734,3578,170476,5832,97216,4797,15206,1893,16620,2005,65390,4466,73260,3870,0400000US36,780045,8329,188271,7010,51592,3313,37883,3126,4099,1185,14325,1905,19459,2177,13709,1862,136679,6083,18389,2062,13575,2019,3350,903,3135,1044,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
2573,966,569,395,23181,2776,22591,2772,4153,1207,7761,1783,10677,1856,590,290,121926,4945,82506,4596,54277,4062,8243,1709,14378,2338,31656,3118,28229,2823,39420,3394,19371,2552,13459,2333,2770,1158,3221,1108,7468,1662,5912,1258,20049,2460,14110,2237,2435,830,2267,792,9408,1915,5939,1111,0400000US37,177635,4831,55709,4242,26436,3252,22992,3042,3212,1189,10597,2092,9183,1877,3444,1346,29273,3093,6092,1420,5523,1354,851,479,2099,840,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
44,54,291,259,11243,1420,10270,1413,1389,578,3402,839,5479,1217,973,359,59975,3358,39798,2873,23497,2330,6190,1353,5509,1205,11798,1562,16301,1726,20177,2716,9391,1819,6664,1546,1233,507,1903,805,3528,1096,2727,848,10786,1781,8188,1563,1685,826,1788,731,4715,1174,2598,687,0400000US39,78353,3365,18378,1783,5901,1166,4815,1026,548,509,2407,743,1860,576,1086,577,12477,1557,1234,539,943,523,155,166,744,499,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
601,337,387,312,7375,965,7050,927,1564,461,2326,640,3160,802,325,241,56659,1977,39395,1734,25980,1686,4583,887,7020,1012,14377,1433,13415,1436,17264,1663,8639,1438,5557,1132,1259,605,1598,608,2700,701,3082,788,8625,1146,6443,1040,978,378,622,268,4843,969,2182,542,0400000US40,74129,2390,17470,1844,8168,1298,7188,1235,553,312,2506,726,4129,1081,980,451,9302,1233,1927,704,1540,628,495,355,444,377,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
469,342,255,254,10352,1736,10105,1750,1510,717,4201,1073,4394,1307,247,229,72424,3694,50524,3248,33752,2549,4078,1074,11119,1846,18555,2052,16772,2012,21900,2366,10645,1802,6907,1621,2190,953,1505,748,3212,982,3738,1223,11255,1686,8020,1442,925,521,1620,710,5475,1314,3235,873,0400000US41,95571,2959,23147,2459,10329,1965,9051,1882,838,486,3334,1125,4879,1600,1278,707,12818,1905,2466,828,2211,814,138,182,1604,683,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
1841,765,780,421,29695,2641,26582,2550,4700,1074,6852,1586,15030,2035,3113,961,113293,4312,68295,3516,42491,3177,7589,1385,9035,2073,25867,2538,25804,2231,44998,3531,13922,2226,7968,1593,2490,967,1401,731,4077,1122,5954,1405,31076,2631,22363,2457,4887,1139,3927,1067,13549,2035,8713,1555,0400000US42,159868,5253,46575,3633,12484,1863,8208,1590,1002,502,3125,975,4081,1057,4276,1119,34091,2921,4396,1144,3616,1058,501,309,1274,710,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
574,420,0,203,6089,1333,5936,1339,1129,525,1252,611,3555,1010,153,169,22955,1968,12564,1603,7660,1359,1483,590,1837,843,4340,927,4904,1038,10391,1665,3143,989,1725,720,261,289,620,421,844,429,1418,550,7248,1357,4923,1206,0,203,747,546,4176,1200,2325,652,0400000US44,32344,1660,9389,1464,2476,814,1677,706,340,388,586,406,751,440,799,468,6913,1355,824,475,824,475,145,182,105,173,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
100,114,0,200,6837,1727,6595,1726,992,537,2406,1148,3197,1244,242,196,34481,2593,26178,2257,15775,1849,2887,979,4004,1148,8884,1649,10403,1569,8303,1670,3239,1208,1306,668,196,258,370,357,740,520,1933,985,5064,1205,3687,1058,207,189,520,432,2960,960,1377,584,0400000US45,49775,2905,15294,2245,7305,1503,6677,1397,787,452,3215,980,2675,893,628,578,7989,1922,1152,796,1152,796,206,290,846,721,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
514,368,72,124,8834,1810,8560,1795,1550,777,2257,896,4753,1439,274,230,39130,2788,29332,2610,20143,2193,3679,1097,6514,1619,9950,1617,9189,1512,9798,1709,5042,1305,2514,867,365,279,258,201,1891,866,2528,952,4756,1086,3718,1019,716,434,390,378,2612,897,1038,417,0400000US47,59530,3185,20400,2428,9747,1608,9330,1581,1504,687,3914,1155,3912,954,417,301,10653,2080,1819,749,1747,740,201,182,1032,575,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
17902,2357,8789,1661,234379,8082,211560,7912,33080,3135,68120,4587,110360,5646,22819,2611,1698604,16748,1195078,15526,725463,14757,108206,5726,185236,6621,432021,11405,469615,10267,503526,12248,177464,6880,101067,5548,22146,2913,21324,2644,57597,5005,76397,4227,326062,9428,205801,7113,28505,2756,37516,2972,139780,6732,120261,6329,0400000US48,2197706,16642,499102,10552,219891,7589,173828,7132,20521,2351,68224,4198,85083,5322,46063,3267,279211,9114,44832,3738,36043,3432,6908,1734,11233,2123,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
873,604,288,254,8245,1497,8208,1496,1315,722,2577,1014,4316,1183,37,63,61338,3081,45981,3191,30521,2571,4020,880,9353,1796,17148,1753,15460,2073,15357,2166,6566,1307,4158,1191,1156,628,843,573,2159,738,2408,648,8791,1792,6661,1512,686,388,1340,659,4635,1326,2130,803,0400000US49,78548,2726,17210,2122,7098,1475,6158,1492,620,448,2955,850,2583,996,940,602,10112,1803,1867,833,1579,813,261,306,445,353,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
1216,707,26,45,10974,2100,10395,2028,2109,975,3637,1335,4649,1277,579,370,122859,4613,89754,4375,62217,4000,12013,2290,16006,2265,34198,2823,27537,2983,33105,3197,12950,2035,9223,1736,3203,1186,2513,1161,3507,1064,3727,1321,20155,2406,14165,2133,1183,574,2867,1061,10115,1834,5990,1286,0400000US51,143542,4202,20683,2264,7960,1502,7455,1466,628,485,3661,1100,3166,979,505,221,12723,2187,1749,837,1723,845,284,325,223,196,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
1717,717,190,156,17476,2216,16624,2043,2524,894,7001,1347,7099,1472,852,591,131998,4292,92554,4412,62524,3711,9683,2057,17497,2246,35344,2882,30030,2451,39444,3704,16100,2230,11542,2143,2531,1036,1858,767,7153,1747,4558,1197,23344,2474,18519,2289,2957,1085,2959,789,12603,2018,4825,978,0400000US53,165337,4456,33339,2557,11464,1836,9739,1713,891,399,4559,1184,4289,1196,1725,735,21875,2383,4399,1147,4209,1152,445,373,2047,831,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
723,440,150,175,9667,1587,8932,1441,617,357,2952,1001,5363,1093,735,493,54066,2544,37354,2602,24886,2142,3983,1009,5940,1158,14963,1542,12468,1596,16712,1730,8370,1318,5299,1229,1330,623,942,522,3027,939,3071,619,8342,1290,6197,1003,456,291,1485,565,4256,935,2145,748,0400000US55,71063,2101,16997,1768,5491,1103,5141,1083,565,300,2310,777,2266,775,350,207,11506,1655,1839,695,1689,680,433,260,533,460,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
14118,2021,16413,1633,174266,5806,119753,4637,19130,2172,22001,2543,78622,4284,54513,3625,494846,9022,335446,7398,108506,4646,16852,1920,13825,1826,77829,4150,226940,6286,159400,5926,40207,3505,15868,2074,3313,911,2456,839,10099,1481,24339,2884,119193,4615,52659,3434,6247,1182,4223,1147,42189,3248,66534,3862,0400000US72,860173,10413,365327,8666,149202,5426,59490,3816,8408,1395,9563,1468,41519,3316,89712,4158,216125,7186,41859,3675,25446,2994,6320,1361,5008,1215,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
